Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tessarastrum thiedei,Stichocorys delmontensis,Spongurus cauleti,Spongotrochus vitabilis,Spongocore puella,Siphocampe arachnea,Pterocanium korotnevi,Pseudodictyophimus horrida,Pseudodictyophimus gracilipes tetracanthus,Pseudodictyophimus amundseni,Phorticium clevei,Phormospyris thespios,Lophospyris pentagona quadriforis,Liriospyris cricus,Larcospira bulbosa,Hexalonche esmarki,Hexalonche ? nakasekoi,Hexacontium pachydermum,Euphysetta  elegans,Eucyrtidium saccoi,Eucyrtidium calvertense,Eucoronis fridtjofnanseni,Cyrtocapsella tetrapera,Cyrtocapsella kladaros,Cyrtocapsella japonica,Cyrtocapsella eldholmi,Cyrtocapsella ampullacea,Cycladophora davisiana cornutoides,Corythospyris reuschi,Corythospyris hispida,Corythospyris fiscella,Clathrospyris sandellae,Challengeron diodon,Ceratocyrtis stoermeri,Ceratocyrtis histricosa,Ceratocyrtis broeggeri,Botryostrobus auritus group,Artostrobus jorgenseni,Antarctissa whitei,Actinomma plasticum,Actinomma mirabile,Actinomma holtedahli,Acrosphaera spinosa echinoides,Comment
  SR,                 ,                 ,E. fridtjofnanseni,              ,104, 642,C, 19,H, 6,  25.00,    156.7500,Goll     ,Radiolarians                                 ,F              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,R                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,                      ,-                      ,-                  ,-                 ,-                      ,C                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,                      ,R                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,E. fridtjofnanseni,              ,104, 642,C, 19,H, 7,  25.00,    158.2500,Goll     ,Radiolarians                                 ,R              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,T                     ,-                      ,-                  ,-                 ,-                      ,C                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,T                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,E. fridtjofnanseni,              ,104, 642,C, 19,H,CC,  47.00,    159.0400,Goll     ,Radiolarians                                 ,F              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,-                 ,-                      ,SP                       ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,T                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,SP                         ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,E. fridtjofnanseni,              ,104, 642,C, 20,H, 1,  25.00,    158.7500,Goll     ,Radiolarians                                 ,F              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,-                 ,-                      ,R                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,SP                         ,-                     ,-                 ,C                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,E. fridtjofnanseni,              ,104, 642,C, 20,H, 2,  25.00,    160.2500,Goll     ,Radiolarians                                 ,A              ,M                 ,-                   ,-                       ,-                ,-                      ,-                ,T                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,F                     ,-                      ,-                  ,R                 ,-                      ,C                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,SP                   ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,104, 642,C, 20,H, 3,  25.00,    161.7500,Goll     ,Radiolarians                                 ,F              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,-                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,R                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,T                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,104, 642,C, 20,H, 4,  25.00,    162.9200,Goll     ,Radiolarians                                 ,C              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,R                  ,-                    ,R                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,A                     ,-                      ,-                  ,T                 ,-                      ,-                        ,T                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,R                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,SP                 ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,104, 642,C, 20,H, 5,  25.00,    164.3300,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,T                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,A                     ,-                      ,-                  ,-                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,104, 642,C, 20,H, 6,  25.00,    165.8300,Goll     ,Radiolarians                                 ,C              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,T                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,C                     ,-                      ,-                  ,-                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 20,H, 7,  25.00,    167.3300,Goll     ,Radiolarians                                 ,C              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,SP                        ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,SP                ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 20,H,CC,  38.00,    168.2200,Goll     ,Radiolarians                                 ,R              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,T                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,R                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,R                    ,-                     ,R                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,T                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 21,H, 1,  25.00,    168.2500,Goll     ,Radiolarians                                 ,F              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,T                  ,-                    ,R                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,-                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,R                    ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,SP                 ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 21,H, 2,  25.00,    169.7500,Goll     ,Radiolarians                                 ,F              ,M                 ,-                   ,-                       ,-                ,-                      ,T                ,-                  ,-                    ,SP                        ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,C                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,SP                   ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,T                  ,-                 ,SP                  ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 21,H, 3,  25.00,    171.2500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,T                ,-                  ,-                    ,SP                        ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,C                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,C                    ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,C                  ,-                 ,R                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 21,H, 4,  25.00,    172.7500,Goll     ,Radiolarians                                 ,C              ,G                 ,-                   ,-                       ,-                ,-                      ,C                ,-                  ,-                    ,R                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,T                     ,-                      ,-                  ,-                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,C                    ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,C                  ,SP                ,SP                  ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 21,H, 5,  25.00,    174.2500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,T                ,-                  ,-                    ,SP                        ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,A                     ,-                      ,-                  ,-                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,A                    ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,A                  ,R                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 21,H, 6,  25.00,    175.7500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,T                ,-                  ,-                    ,SP                        ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,F                     ,-                      ,-                  ,SP                ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,A                    ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,SP                 ,SP                ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 21,H, 7,  25.00,    177.2500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,R                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,SP                ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,A                    ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,SP                 ,A                 ,T                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. plasticum      ,              ,104, 642,C, 21,H,CC,   5.00,    177.5700,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,C                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,                  ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,-                     ,R                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,R                  ,-                 ,SP                  ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 22,H, 1,  80.00,    178.3000,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,T                      ,-                ,-                  ,-                    ,R                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,F                     ,-                      ,-                  ,-                 ,-                      ,-                        ,                       ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,SP                   ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,SP                 ,C                 ,SP                  ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 22,H, 2,  25.00,    179.2500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,C                  ,-                    ,R                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,SP                ,-                      ,-                        ,T                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,C                    ,-                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,VA                 ,T                 ,SP                  ,C                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,P. horrida        ,              ,104, 642,C, 22,H, 3,  25.00,    180.7500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,SP                 ,-                    ,T                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,A                     ,-                      ,-                  ,C                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,A                    ,-                     ,R                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,A                  ,T                 ,SP                  ,C                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. plasticum      ,              ,104, 642,C, 22,H, 4,  25.00,    182.2500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,T                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,C                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,SP                   ,-                     ,C                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,T                  ,SP                ,T                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. plasticum      ,              ,104, 642,C, 22,H, 5,  25.00,    183.7500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,-                     ,-                      ,-                  ,SP                ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,R                    ,T                     ,-                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,T                  ,-                 ,T                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,A. plasticum      ,              ,104, 642,C, 23,H, 2,  24.00,    186.0400,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,D                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,T                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,-                                 ,-                    ,-                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,T                  ,T                 ,SP                  ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. ampullacea     ,              ,104, 642,C, 23,H, 3,  24.00,    187.5400,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,SP                 ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,A                     ,-                      ,-                  ,R                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,R                       ,-                                 ,-                    ,C                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,T                 ,SP                  ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. ampullacea     ,              ,104, 642,C, 23,H, 4,  24.00,    189.0400,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,D                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,VD                    ,-                      ,-                  ,T                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,R                       ,-                                 ,-                    ,R                    ,-                     ,C                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,T                 ,R                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. ampullacea     ,              ,104, 642,C, 23,H, 5,  24.00,    190.5400,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,T                ,A                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,SP                ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,T                       ,-                                 ,-                    ,SP                   ,                      ,R                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,T                  ,T                 ,C                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. ampullacea     ,              ,104, 642,C, 23,H,CC,  49.00,    192.2900,Goll     ,Radiolarians                                 ,F              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,C                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,A                     ,-                      ,-                  ,T                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,R                       ,-                                 ,-                    ,-                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. kladaros       ,              ,104, 642,C, 24,H, 1,  25.00,    192.6500,Goll     ,Radiolarians                                 ,C              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,SP                 ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,-                 ,-                      ,-                        ,-                      ,R                     ,-                     ,T                     ,-                       ,-                                 ,-                    ,-                    ,-                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. kladaros       ,              ,104, 642,C, 24,H, 2,  25.00,    194.1500,Goll     ,Radiolarians                                 ,C              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,C                  ,-                    ,-                         ,-                                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,VA                    ,-                      ,-                  ,T                 ,-                      ,-                        ,-                      ,R                     ,-                     ,T                     ,-                       ,-                                 ,-                    ,-                    ,T                     ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,A                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. broeggeri      ,              ,104, 642,C, 24,H, 3,  25.00,    195.6500,Goll     ,Radiolarians                                 ,C              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,C                  ,-                    ,-                         ,-                                         ,T                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,C                     ,-                      ,-                  ,T                 ,-                      ,-                        ,-                      ,-                     ,-                     ,-                     ,-                       ,T                                 ,-                    ,-                    ,-                     ,R                      ,-                  ,-                     ,-                      ,R                     ,-                          ,-                     ,-                 ,-                  ,T                 ,A                   ,T                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. broeggeri      ,              ,104, 642,C, 24,H, 4,  25.00,    197.1500,Goll     ,Radiolarians                                 ,F              ,G                 ,-                   ,-                       ,-                ,R                      ,-                ,SP                 ,-                    ,-                         ,-                                         ,T                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,VA                ,-                      ,-                        ,T                      ,-                     ,-                     ,-                     ,-                       ,T                                 ,-                    ,-                    ,-                     ,SP                     ,-                  ,R                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. eldholmi       ,              ,104, 642,C, 24,H, 5,  25.00,    198.6500,Goll     ,Radiolarians                                 ,C              ,G                 ,-                   ,-                       ,-                ,-                      ,T                ,SP                 ,-                    ,-                         ,-                                         ,T                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,D                     ,-                      ,-                  ,SP                ,-                      ,-                        ,-                      ,-                     ,-                     ,R                     ,-                       ,-                                 ,-                    ,-                    ,SP                    ,SP                     ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. eldholmi       ,              ,104, 642,C, 24,H,CC,  38.00,    199.8400,Goll     ,Radiolarians                                 ,A              ,G                 ,-                   ,-                       ,-                ,-                      ,-                ,SP                 ,-                    ,-                         ,-                                         ,SP                          ,-                ,-                    ,-                                ,-                 ,-                 ,-                 ,C                     ,-                      ,-                  ,A                 ,-                      ,-                        ,-                      ,-                     ,-                     ,T                     ,-                       ,-                                 ,-                    ,-                    ,-                     ,C                      ,-                  ,-                     ,-                      ,-                     ,-                          ,-                     ,-                 ,-                  ,-                 ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 3 p 708-709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
