taxon_group,verbatim_name,name,Comment,Notes (temp; JAS will remove when finished with dinos),Notes (change to Internal only notes?),Any taxon above genus modifier,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,subclass_taxon_id,subclass_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
benthic_forams,Svratkina tuberculata,,,,,,,,Svratkina,,,,tuberculata,,,,,2638,Svratkina,genus,,,,2638,Svratkina,82213,Alabaminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Takayanagia asanoi,,,,,,,,Takayanagia,,,,asanoi,,,,,2643,Takayanagia,genus,,,,2643,Takayanagia,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Terquemella (unspecified taxon or taxa),Terquemella spp.,,,,,,,Terquemella,,,,spp.,,,,Terquemella (unspecified taxon or taxa),54812,Terquemella,genus,,,,54812,Terquemella,,,54326,Dasycladales,,,54452,Chlorophyceae,54811,Chlorophyta,,,28595,Life
benthic_forams,Textularia ? sp.,? Textularia sp.,,,,,,?,Textularia,,,,sp.,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia abbreviata,,,,,,,,Textularia,,,,abbreviata,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia australis,,,,,,,,Textularia,,,,australis,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia candeiana,,,,,,,,Textularia,,,,candeiana,,,,,240810,Textularia candeiana,species,,240810,Textularia candeiana,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia cf. T. flintii,Textularia cf. flintii,,,,,,,Textularia,,,cf.,flintii,,,,,238221,Textularia tuberosus,species,,238221,Textularia tuberosus,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia cf. pseudogramen,,,,,,,,Textularia,,,cf.,pseudogramen,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia fistulosa,,,,,,,,Textularia,,,,fistulosa,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia flintii,,,,,,,,Textularia,,,,flintii,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia halkyardi,,,,,,,,Textularia,,,,halkyardi,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia milletti,,,,,,,,Textularia,,,,milletti,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia sagittula,,,,,,,,Textularia,,,,sagittula,,,,,113304,Textularia sagittula,species,,113304,Textularia sagittula,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia sp. (coarse),Textularia sp.,,,,,,,Textularia,,,,sp.,,,,Textularia sp. (coarse),2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia sp. A,,,,,,,,Textularia,,,,sp. A,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia taxa,Textulariidae indet.,,,,,Textulariidae indet.,,,,,,,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textularia wilgunyaensis,,,,,,,,Textularia,,,,wilgunyaensis,,,,,2661,Textularia,genus,,,,2661,Textularia,82194,Textulariidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Textulariid taxa,Textulariidae indet.,,,,,Textulariidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Textularina genus indet.,Textulariidae indet.,,,,,Textulariidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Thalmannammina cf. parkerae,,,,,,,,Thalmannammina,,,cf.,parkerae,,,,,2668,Thalmannammina,genus,,,,2668,Thalmannammina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Thalmannammina conglobata,,,,,,,,Thalmannammina,,,,conglobata,,,,,2668,Thalmannammina,genus,,,,2668,Thalmannammina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Thalmannammina parkerae,,,,,,,,Thalmannammina,,,,parkerae,,,,,2668,Thalmannammina,genus,,,,2668,Thalmannammina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Thalmannammina simplex,,,,,,,,Thalmannammina,,,,simplex,,,,,2668,Thalmannammina,genus,,,,2668,Thalmannammina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Thalmannammina sp.,,,,,,,,Thalmannammina,,,,sp.,,,,,2668,Thalmannammina,genus,,,,2668,Thalmannammina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Thalmannammina subturbinata,,,,,,,,Thalmannammina,,,,subturbinata,,,,,2668,Thalmannammina,genus,,,,2668,Thalmannammina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Thalmannammina(?) sp.,? Thalmannammina sp.,,,,,,?,Thalmannammina,,,,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Tolypammina sp.,,,,,,,,Tolypammina,,,,sp.,,,,,2685,Tolypammina,genus,,,,2685,Tolypammina,112199,Ammodiscidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tolypammina? sp.,? Tolypammina sp.,,,,,,?,Tolypammina,,,,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Tretomphalus-Cymbaloporetta (unspecified taxon or taxa),Cymbalopora (Tretomphalus) spp.,,,,,,,Cymbalopora,,Tretomphalus,,spp.,,,,Tretomphalus-Cymbaloporetta (unspecified taxon or taxa),,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Tricarinella excavata,,,,,,,,Tricarinella,,,,excavata,,,,,2706,Tricarinella,genus,,,,2706,Tricarinella,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trichohyalus ornatissima,,,,,,,,Trichohyalus,,,,ornatissima,,,,,2707,Trichohyalus,genus,,,,2707,Trichohyalus,429319,Trichohyalidae,279579,Rotaliida,,,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trifarina cf. T. kokozuraensis,Trifarina cf. kokozuraensis,,,,,,,Trifarina,,,cf.,kokozuraensis,,,,,2708,Trifarina,genus,,,,2708,Trifarina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trifarina fluens,,,,,,,,Trifarina,,,,fluens,,,,,2708,Trifarina,genus,,,,2708,Trifarina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trifarina hannai,,,,,,,,Trifarina,,,,hannai,,,,,2708,Trifarina,genus,,,,2708,Trifarina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trifarina hughesi,,,,,,,,Trifarina,,,,hughesi,,,,,2708,Trifarina,genus,,,,2708,Trifarina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trifarina kokozuraensis,,,,,,,,Trifarina,,,,kokozuraensis,,,,,2708,Trifarina,genus,,,,2708,Trifarina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trifarina pigmea,,,,,,,,Trifarina,,,,pigmea,,,,,2708,Trifarina,genus,,,,2708,Trifarina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trifarina sp. A,,,,,,,,Trifarina,,,,sp. A,,,,,2708,Trifarina,genus,,,,2708,Trifarina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trifarina sp. B,,,,,,,,Trifarina,,,,sp. B,,,,,2708,Trifarina,genus,,,,2708,Trifarina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trilarina sp. 18,Trifarina sp. 18,genus misspelled,,,,,,Trifarina,,,,sp. 16,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Triloculina eburnea,,,,,,,,Triloculina,,,,eburnea,,,,,2709,Triloculina,genus,,,,2709,Triloculina,155936,Hauerinidae,256604,Miliolida,,,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Triloculina sp. A,,,,,,,,Triloculina,,,,sp. A,,,,,2709,Triloculina,genus,,,,2709,Triloculina,155936,Hauerinidae,256604,Miliolida,,,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Triloculinella circularis,,,,,,,,Triloculinella,,,,circularis,,,,,2710,Triloculinella,genus,,,,2710,Triloculinella,155936,Hauerinidae,256604,Miliolida,,,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tristix acutangulus,,,,,,,,Tristix,,,,acutangulus,,,,,2716,Tristix,genus,,,,2716,Tristix,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tristix excavata,,,,,,,,Tristix,,,,excavata,,,,,2716,Tristix,genus,,,,2716,Tristix,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tristix spp.,,,,,,,,Tristix,,,,spp.,,,,,2716,Tristix,genus,,,,2716,Tristix,82197,Nodosariidae,429322,Nodosariida,,,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tritaxa spp.,Tritaxia spp.,genus misspelled,,,,,,Tritaxia,,,,spp.,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Tritaxia ? sp.,? Tritaxia sp.,genus misspelled,,,,,?,Tritaxia,,,,sp.,,,,,2717,Tritaxia,genus,,,,2717,Tritaxia,155932,Tritaxiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tritaxia amorpha,,,,,,,,Tritaxia,,,,amorpha,,,,,2717,Tritaxia,genus,,,,2717,Tritaxia,155932,Tritaxiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tritaxia cf. globulifera,,,,,,,,Tritaxia,,,cf.,globulifera,,,,,2717,Tritaxia,genus,,,,2717,Tritaxia,155932,Tritaxiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tritaxia globulifera,,,,,,,,Tritaxia,,,,globulifera,,,,,2717,Tritaxia,genus,,,,2717,Tritaxia,155932,Tritaxiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tritaxia rugolosa,,,,,,,,Tritaxia,,,,rugolosa,,,,,2717,Tritaxia,genus,,,,2717,Tritaxia,155932,Tritaxiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tritaxia spp.,,,,,,,,Tritaxia,,,,spp.,,,,,2717,Tritaxia,genus,,,,2717,Tritaxia,155932,Tritaxiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Tritaxia? sp.,? Tritaxia sp.,,,,,,?,Tritaxia,,,,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Trochammina abrupta,,,,,,,,Trochammina,,,,abrupta,,,,,154098,Trochammina abrupta,species,,154098,Trochammina abrupta,154092,Ammogloborotalia,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina abrupta (low-spired),Trochammina abrupta,,,,,,,Trochammina,,,,abrupta,,,,Trochammina abrupta (low-spired),154098,Trochammina abrupta,species,,154098,Trochammina abrupta,154092,Ammogloborotalia,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina cf. T. inflata,,,,,,,,Trochammina,,,cf.,inflata,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina cf. deformis (coarse),Trochammina cf. deformis,,,,,,,Trochammina,,,cf.,deformis,,,,Trochammina cf. deformis (coarse),154109,Trochammina deformis,species,,154109,Trochammina deformis,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina cf. deformis (fine),Trochammina cf. deformis,,,,,,,Trochammina,,,cf.,deformis,,,,Trochammina cf. deformis (fine),154109,Trochammina deformis,species,,154109,Trochammina deformis,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina cf. globigeriniformis,,,,,,,,Trochammina,,,cf.,globigeriniformis,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina conglobata,,,,,,,,Trochammina,,,,conglobata,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina deformis,,,,,,,,Trochammina,,,,deformis,,,,,154109,Trochammina deformis,species,,154109,Trochammina deformis,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina depressa,,,,,,,,Trochammina,,,,depressa,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina discorbis,,,,,,,,Trochammina,,,,discorbis,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina gyroidinaeformis,,,,,,,,Trochammina,,,,gyroidinaeformis,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina pacifica,,,,,,,,Trochammina,,,,pacifica,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina quinqueloba,,,,,,,,Trochammina,,,,quinqueloba,,,,,154094,Trochammina quinqueloba,species,,154094,Trochammina quinqueloba,154092,Ammogloborotalia,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina ruthvenmurrayi,,,,,,,,Trochammina,,,,ruthvenmurrayi,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina sp. (coarse),Trochammina sp.,,,,,,,Trochammina,,,,sp.,,,,Trochammina sp. (coarse),2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina sp. (small),Trochammina sp.,,,,,,,Trochammina,,,,sp.,,,,Trochammina sp. (small),2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina sp. 1 (small brownish),Trochammina sp. 1,,,,,,,Trochammina,,,,sp. 1,,,,Trochammina sp. 1 (small brownish),2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina sp. A,,,,,,,,Trochammina,,,,sp. A,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina sp. A (large biconvex),Trochammina sp. A,,,,,,,Trochammina,,,,sp. A,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina sp. aff. T. globigeriniformis,Trochammina aff. globigeriniformis,,,,,,,Trochammina,,,aff.,globigeriniformis,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina spp.,,,,,,,,Trochammina,,,,spp.,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochammina variolaria,,,,,,,,Trochammina,,,,variolaria,,,,,2721,Trochammina,genus,,,,2721,Trochammina,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochamminoides cf. proteus,,,,,,,,Trochamminoides,,,cf.,proteus,,,,,2722,Trochamminoides,genus,,,,2722,Trochamminoides,103761,Haplophragmoiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochamminoides grzybowskii,,,,,,,,Trochamminoides,,,,grzybowskii,,,,,2722,Trochamminoides,genus,,,,2722,Trochamminoides,103761,Haplophragmoiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochamminoides proteus,,,,,,,,Trochamminoides,,,,proteus,,,,,2722,Trochamminoides,genus,,,,2722,Trochamminoides,103761,Haplophragmoiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochamminoides septatus,,,,,,,,Trochamminoides,,,,septatus,,,,,2722,Trochamminoides,genus,,,,2722,Trochamminoides,103761,Haplophragmoiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochamminoides sp.,,,,,,,,Trochamminoides,,,,sp.,,,,,2722,Trochamminoides,genus,,,,2722,Trochamminoides,103761,Haplophragmoiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochamminoides spp.,,,,,,,,Trochamminoides,,,,spp.,,,,,2722,Trochamminoides,genus,,,,2722,Trochamminoides,103761,Haplophragmoiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochamminoides subcoronatus,,,,,,,,Trochamminoides,,,,subcoronatus,,,,,2722,Trochamminoides,genus,,,,2722,Trochamminoides,103761,Haplophragmoiidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochamminopsis sp.,,,,,,,,Trochamminopsis,,,,sp.,,,,,288161,Trochamminopsis,genus,,,,288161,Trochamminopsis,112265,Trochamminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochilina (?) spp.,? Trocholina spp.,genus misspelled,,,,,?,Trocholina,,,,spp.,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Trocholina altispira,,,,,,,,Trocholina,,,,altispira,,,,,68854,Trocholina,genus,,,,68854,Trocholina,112197,Trocholinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trocholina infragranulata,,,,,,,,Trocholina,,,,infragranulata,,,,,68854,Trocholina,genus,,,,68854,Trocholina,112197,Trocholinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trocholina molesta,,,,,,,,Trocholina,,,,molesta,,,,,68854,Trocholina,genus,,,,68854,Trocholina,112197,Trocholinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trocholina sp. cf. T. lenticularis,Trocholina cf. lenticularis,,,,,,,Trocholina,,,cf.,lenticularis,,,,,68854,Trocholina,genus,,,,68854,Trocholina,112197,Trocholinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trocholina sp. cf. T. odukpaniensis,Trocholina cf. odukpaniensis,,,,,,,Trocholina,,,cf.,odukpaniensis,,,,,68854,Trocholina,genus,,,,68854,Trocholina,112197,Trocholinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Trochulina spp.,,,,,,,,Trochulina,,,,spp.,,,,,2726,Trochulina,genus,,,,2726,Trochulina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Truncoheronallenia sp. A,,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=721500,"Authority entered, waiting on inter-library loan (JR Fall 2023)",,,,Truncoheronallenia,,,,sp. A,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Tube-shaped species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Tubes (unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Tubiphytes sp.,,,,,,,,Tubiphytes,,,,sp.,,,,,7618,Tubiphytes,genus,,,,7618,Tubiphytes,360978,Nigriporellidae,,,,,,,,,,,,
benthic_forams,Tubulogenerina zanzibarica,,,,,,,,Tubulogenerina,,,,zanzibarica,,,,,2737,Tubulogenerina,genus,,,,2737,Tubulogenerina,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Turrila spp.,Turrilina spp.,,,,,,,Turrilina,,,,spp.,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Turrilina alsatica,,,,,,,,Turrilina,,,,alsatica,,,,,2743,Turrilina,genus,,,,2743,Turrilina,241013,Turrilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Turrilina robertsi/brevispira,,,,,,,,Turrilina,,,,robertsi/brevispira,,,,,2743,Turrilina,genus,,,,2743,Turrilina,241013,Turrilinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Turrilinid taxa,Turrilinidae indet.,,,,,Turrilinidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Turrillina spp.,Turrilinidae indet.,,,,,Turrilinidae indet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Turritellela shoneana,,,,,,,,Turritellela,,,,shoneana,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Turritellella sp.,,,,,,,,Turritellella,,,,sp.,,,,,2746,Turritellella,genus,,,,2746,Turritellella,112199,Ammodiscidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina ? semitrigona,,,,,,,,Uvigerina,,,?,semitrigona,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina akitaensis & var.,Uvigerina akitaensis var. subsp.,,,,,,,Uvigerina,,,,akitaensis,var.,subsp.,,Uvigerina akitaensis & var.,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina ampullacea,,,,,,,,Uvigerina,,,,ampullacea,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina cf. U. juncea,Uvigerina cf. juncea,,,,,,,Uvigerina,,,cf.,juncea,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina cf. U. senticosa,Uvigerina cf. senticosa,,,,,,,Uvigerina,,,cf.,senticosa,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina cf. mantaensis,,,,,,,,Uvigerina,,,cf.,mantaensis,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina cf. modeloensis,,,,,,,,Uvigerina,,,cf.,modeloensis,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina cf. segundoensis,,,,,,,,Uvigerina,,,cf.,segundoensis,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina ecuadorensis,,,,,,,,Uvigerina,,,,ecuadorensis,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina finelineata,,,,,,,,Uvigerina,,,,finelineata,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina garzaensis,,,,,,,,Uvigerina,,,,garzaensis,,,,,354884,Uvigerina garzaensis,species,,354884,Uvigerina garzaensis,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina hornibrooki,,,,,,,,Uvigerina,,,,hornibrooki,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina interrupta,,,,,,,,Uvigerina,,,,interrupta,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina interruptacostata,,,,,,,,Uvigerina,,,,interruptacostata,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina lobulata,,,,,,,,Uvigerina,,,,lobulata,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina mantaensis,,,,,,,,Uvigerina,,,,mantaensis,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina marksi,,,,,,,,Uvigerina,,,,marksi,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina mexicana,,,,,,,,Uvigerina,,,,mexicana,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina ongleyi,,,,,,,,Uvigerina,,,,ongleyi,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Uvigerina peruviana,,,,,,,,Uvigerina,,,,peruviana,,,,,2758,Uvigerina,genus,,,,2758,Uvigerina,82201,Uvigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
