Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphaeroidinella dehiscens	Pulleniatina primalis	Pulleniatina obliquiloculata	Orbulina universa	Orbulina bilobata	Neogloboquadrina pseudopima/dutertrei	Neogloboquadrina pseudopima	Neogloboquadrina pachyderma	Neogloboquadrina dutertrei	Neogloboquadrina cf. N. dutertrei	Hastigerina pelagica	Globorotaloides hexagona	Globorotalia wilesi	Globorotalia viola	Globorotalia ungulata	Globorotalia tumida	Globorotalia truncatulinoides	Globorotalia tosaensis	Globorotalia scitula	Globorotalia ronda	Globorotalia puncticulata	Globorotalia menardii	Globorotalia inflata	Globorotalia incisa	Globorotalia hirsuta	Globorotalia hessi	Globorotalia fimbriata	Globorotalia exilis	Globorotalia crassula	Globorotalia crassaformis	Globorotalia bermudezi	Globorotalia aff. G. cavernula	Globoquadrina conglomerata	Globigerinoides tenellus	Globigerinoides sacculifer	Globigerinoides ruber	Globigerinoides quadrilobatus	Globigerinoides obliquus	Globigerinoides extremus	Globigerinoides conglobatus	Globigerinita glutinata	Globigerinella aequilateralis	Globigerina umbilicata	Globigerina rubescens	Globigerina quinqueloba	Globigerina falconensis	Globigerina decoraperta	Globigerina cf. G. foliata	Globigerina bulloides	Candeina nitida	Bolliella calida	Beella digitata	Comment
  SR	                 	                 	                  	              	164	 997	A	  7	H	 2	  37.00	     52.2700	Okada    	Planktonic Foraminifers                      	               	                  	2.1%                     	2.5%                 	.0%                         	8.4%             	.4%              	.0%                                  	.0%                        	.4%                        	11.9%                     	.0%                              	.7%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	7.0%                         	1.4%                  	.0%                 	.0%               	.0%                      	.0%                  	1.8%                	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.0%                      	.0%                   	.0%                           	.0%                       	.0%                     	19.6%                     	21.8%                	.0%                          	.0%                     	.0%                     	.4%                        	9.5%                   	8.8%                         	.0%                   	.0%                  	.0%                    	2.5%                   	.4%                    	.0%                       	.0%                  	.4%            	.0%             	.4%            	Total Foram Count 285. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  8	H	 1	  49.00	     53.3900	Okada    	Planktonic Foraminifers                      	               	                  	.5%                      	1.0%                 	.7%                         	2.2%             	.0%              	.0%                                  	.0%                        	.5%                        	20.9%                     	.0%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	.2%                 	.0%               	.0%                      	1.9%                 	.5%                 	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	5.6%                     	.0%                   	.0%                           	.0%                       	.0%                     	8.5%                      	42.7%                	.0%                          	.0%                     	.0%                     	.0%                        	8.0%                   	4.4%                         	.0%                   	1.0%                 	.0%                    	1.0%                   	.0%                    	.0%                       	.5%                  	.0%            	.0%             	.0%            	Total Foram Count 412. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  8	H	 2	  49.00	     54.8900	Okada    	Planktonic Foraminifers                      	               	                  	.6%                      	.0%                  	.0%                         	.0%              	4.2%             	.0%                                  	.0%                        	.0%                        	10.3%                     	.0%                              	.0%                 	.0%                     	.0%                	1.5%              	.0%                  	.0%                	.0%                          	.0%                   	.2%                 	.0%               	.0%                      	.2%                  	.0%                 	1.7%               	.0%                 	.0%               	.0%                   	.0%                	.0%                  	3.8%                     	.0%                   	.0%                           	.2%                       	.0%                     	34.1%                     	29.7%                	.0%                          	.0%                     	.0%                     	.2%                        	3.4%                   	5.0%                         	.0%                   	.2%                  	.0%                    	2.9%                   	.2%                    	.0%                       	1.7%                 	.0%            	.0%             	.0%            	Total Foram Count 525. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  8	H	 3	  49.00	     56.3900	Okada    	Planktonic Foraminifers                      	               	                  	.4%                      	.4%                  	.0%                         	.0%              	.0%              	.0%                                  	.0%                        	.0%                        	9.5%                      	.0%                              	.0%                 	.0%                     	.0%                	1.2%              	.0%                  	.0%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	2.1%                 	.4%                 	1.2%               	.0%                 	.0%               	.0%                   	.0%                	.0%                  	7.0%                     	.0%                   	.0%                           	.0%                       	.0%                     	29.3%                     	32.6%                	.0%                          	.0%                     	.0%                     	1.7%                       	9.1%                   	.8%                          	.0%                   	.0%                  	.0%                    	1.7%                   	.0%                    	.0%                       	2.5%                 	.0%            	.0%             	.0%            	Total Foram Count 242. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  8	H	 4	  49.00	     57.9400	Okada    	Planktonic Foraminifers                      	               	                  	2.1%                     	.6%                  	.0%                         	1.9%             	.0%              	.0%                                  	.0%                        	.0%                        	6.9%                      	.0%                              	.0%                 	.0%                     	.0%                	1.2%              	.0%                  	.0%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	1.2%                 	1.2%                	.2%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	4.8%                     	.0%                   	.0%                           	.0%                       	.0%                     	34.7%                     	36.3%                	.0%                          	.0%                     	.0%                     	1.2%                       	3.1%                   	1.2%                         	.0%                   	.0%                  	.0%                    	3.5%                   	.0%                    	.0%                       	.2%                  	.0%            	.0%             	.0%            	Total Foram Count 521. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  8	H	 5	  49.00	     59.4400	Okada    	Planktonic Foraminifers                      	               	                  	1.9%                     	.2%                  	.0%                         	2.2%             	.0%              	.0%                                  	.0%                        	.0%                        	8.1%                      	.0%                              	.0%                 	.0%                     	.0%                	1.5%              	.0%                  	.0%                	.0%                          	.2%                   	.0%                 	.2%               	.0%                      	1.5%                 	.4%                 	.9%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	6.5%                     	.0%                   	.0%                           	.0%                       	.0%                     	28.5%                     	38.1%                	.0%                          	.0%                     	.0%                     	.9%                        	3.9%                   	1.9%                         	.0%                   	.0%                  	.0%                    	1.7%                   	.2%                    	.0%                       	1.1%                 	.0%            	.0%             	.2%            	Total Foram Count 540. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  9	H	 1	  49.00	     61.8900	Okada    	Planktonic Foraminifers                      	               	                  	.6%                      	.0%                  	.3%                         	.0%              	1.0%             	.0%                                  	.0%                        	.0%                        	13.1%                     	11.8%                            	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	1.9%                 	8.3%                	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.0%                      	.0%                   	.0%                           	.0%                       	.0%                     	5.4%                      	37.3%                	.0%                          	.0%                     	.0%                     	1.0%                       	11.1%                  	5.7%                         	.0%                   	.0%                  	.0%                    	1.6%                   	.3%                    	.0%                       	.6%                  	.0%            	.0%             	.0%            	Total Foram Count 314. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  9	H	 2	  49.00	     63.3900	Okada    	Planktonic Foraminifers                      	               	                  	1.4%                     	.0%                  	.0%                         	.0%              	2.2%             	.0%                                  	.0%                        	.0%                        	10.1%                     	11.5%                            	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	4.3%                 	1.4%                	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.0%                      	.0%                   	.0%                           	.0%                       	.0%                     	22.3%                     	33.8%                	.0%                          	.0%                     	.0%                     	.0%                        	6.5%                   	5.0%                         	.0%                   	.7%                  	.0%                    	.0%                    	.0%                    	.0%                       	.0%                  	.7%            	.0%             	.0%            	Total Foram Count 139. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  9	H	 3	  49.00	     64.8900	Okada    	Planktonic Foraminifers                      	               	                  	2.6%                     	.0%                  	.0%                         	3.5%             	.0%              	.0%                                  	.0%                        	.0%                        	14.9%                     	7.9%                             	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	.9%                  	.9%                 	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.0%                      	.0%                   	.0%                           	.0%                       	.0%                     	6.1%                      	49.1%                	.0%                          	.0%                     	.0%                     	2.6%                       	7.0%                   	2.6%                         	.0%                   	.0%                  	.0%                    	.0%                    	.9%                    	.0%                       	.0%                  	.0%            	.0%             	.9%            	Total Foram Count 114. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  9	H	 4	  49.00	     66.3900	Okada    	Planktonic Foraminifers                      	               	                  	1.8%                     	.4%                  	.0%                         	3.3%             	.0%              	.0%                                  	.0%                        	.0%                        	17.6%                     	7.4%                             	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	.4%                 	.0%               	.0%                      	2.6%                 	1.5%                	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.0%                      	.0%                   	.0%                           	.0%                       	.0%                     	12.1%                     	37.9%                	.0%                          	.0%                     	.0%                     	.4%                        	8.8%                   	4.0%                         	.0%                   	.0%                  	.0%                    	1.1%                   	.0%                    	.0%                       	.7%                  	.0%            	.0%             	.0%            	Total Foram Count 272. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  9	H	 5	  49.00	     67.8900	Okada    	Planktonic Foraminifers                      	               	                  	.8%                      	2.5%                 	.0%                         	6.6%             	.0%              	.0%                                  	.0%                        	.0%                        	24.2%                     	3.3%                             	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	.4%                  	3.7%                	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.8%                      	.0%                   	.0%                           	.0%                       	.0%                     	13.1%                     	35.7%                	.0%                          	.0%                     	.0%                     	2.0%                       	2.5%                   	3.3%                         	.0%                   	.0%                  	.0%                    	.0%                    	.0%                    	.0%                       	.8%                  	.0%            	.0%             	.4%            	Total Foram Count 244. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  9	H	 6	  49.00	     69.3900	Okada    	Planktonic Foraminifers                      	               	                  	1.2%                     	1.2%                 	.3%                         	1.6%             	.0%              	.0%                                  	.0%                        	.0%                        	10.3%                     	.0%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.7%                	5.4%                         	.0%                   	.0%                 	.0%               	.0%                      	2.1%                 	7.7%                	.3%                	.2%                 	.0%               	.0%                   	.0%                	.0%                  	.9%                      	.0%                   	.0%                           	.0%                       	.0%                     	4.9%                      	43.4%                	.0%                          	.0%                     	.0%                     	.9%                        	12.6%                  	4.7%                         	.0%                   	.0%                  	.0%                    	1.4%                   	.0%                    	.0%                       	.2%                  	.0%            	.0%             	.0%            	Total Foram Count 572. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	  9	H	 7	  49.00	     70.9400	Okada    	Planktonic Foraminifers                      	               	                  	3.8%                     	3.8%                 	.0%                         	3.5%             	.0%              	.0%                                  	.0%                        	2.0%                       	18.3%                     	.0%                              	.0%                 	.5%                     	.0%                	.0%               	.0%                  	.0%                	.3%                          	.0%                   	.0%                 	.3%               	.0%                      	2.8%                 	9.8%                	.3%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.0%                      	.0%                   	.0%                           	.0%                       	.0%                     	7.5%                      	30.9%                	.0%                          	.3%                     	.0%                     	2.0%                       	9.8%                   	2.3%                         	.0%                   	.0%                  	.0%                    	.3%                    	.3%                    	.0%                       	1.3%                 	.0%            	.0%             	.3%            	Total Foram Count 398. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 10	H	 1	  49.00	     71.3900	Okada    	Planktonic Foraminifers                      	               	                  	1.3%                     	.8%                  	.0%                         	4.8%             	.0%              	.0%                                  	.0%                        	.0%                        	13.9%                     	.0%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	6.3%                         	1.8%                  	.0%                 	.0%               	.0%                      	.0%                  	1.8%                	1.3%               	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.3%                      	.0%                   	.0%                           	.0%                       	.0%                     	5.1%                      	44.3%                	.0%                          	.0%                     	.0%                     	.0%                        	4.8%                   	4.3%                         	.0%                   	.8%                  	.0%                    	7.1%                   	.0%                    	.5%                       	.8%                  	.0%            	.0%             	.3%            	Total Foram Count 395. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 10	H	 2	  49.00	     72.7900	Okada    	Planktonic Foraminifers                      	               	                  	2.8%                     	.9%                  	.2%                         	1.7%             	.0%              	.0%                                  	.0%                        	.2%                        	10.6%                     	.0%                              	.0%                 	.0%                     	.0%                	.9%               	.0%                  	.0%                	.5%                          	.3%                   	.2%                 	.0%               	.0%                      	.0%                  	8.9%                	.8%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	6.5%                     	.0%                   	.0%                           	.0%                       	.0%                     	16.6%                     	37.8%                	.0%                          	.0%                     	.0%                     	.3%                        	4.4%                   	3.4%                         	.0%                   	.0%                  	.0%                    	1.6%                   	.5%                    	.0%                       	.5%                  	.5%            	.0%             	.2%            	Total Foram Count 643. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 10	H	 3	  49.00	     74.2900	Okada    	Planktonic Foraminifers                      	               	                  	7.2%                     	1.0%                 	.0%                         	1.0%             	.0%              	.0%                                  	.0%                        	1.0%                       	21.5%                     	1.4%                             	.0%                 	.0%                     	.0%                	11.3%             	.0%                  	.0%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	.0%                  	1.4%                	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.3%                      	.0%                   	.0%                           	.0%                       	.0%                     	23.2%                     	13.3%                	.0%                          	.0%                     	.0%                     	3.4%                       	9.6%                   	3.8%                         	.0%                   	.0%                  	.0%                    	.7%                    	.0%                    	.0%                       	.0%                  	.0%            	.0%             	.0%            	Total Foram Count 293. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 10	H	 4	  49.00	     75.7400	Okada    	Planktonic Foraminifers                      	               	                  	1.0%                     	2.3%                 	2.0%                        	4.6%             	.0%              	.0%                                  	.0%                        	.0%                        	10.2%                     	.0%                              	.0%                 	1.0%                    	.0%                	5.9%              	.0%                  	.0%                	1.6%                         	.3%                   	.3%                 	.0%               	.0%                      	.0%                  	3.3%                	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.3%                      	.3%                   	.0%                           	.0%                       	.0%                     	2.6%                      	41.3%                	.0%                          	.0%                     	.0%                     	1.3%                       	14.1%                  	1.3%                         	.0%                   	.0%                  	.0%                    	3.0%                   	2.0%                   	.0%                       	.0%                  	.7%            	.0%             	.7%            	Total Foram Count 305. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 10	H	 5	  49.00	     77.2400	Okada    	Planktonic Foraminifers                      	               	                  	.7%                      	.7%                  	1.1%                        	3.9%             	.0%              	.0%                                  	.0%                        	.0%                        	11.5%                     	.0%                              	.0%                 	.0%                     	.0%                	14.7%             	.0%                  	.0%                	2.2%                         	.0%                   	.4%                 	.0%               	.0%                      	.0%                  	1.1%                	.0%                	.7%                 	.0%               	.0%                   	.0%                	.0%                  	.0%                      	.0%                   	.0%                           	.0%                       	.0%                     	9.7%                      	39.1%                	.0%                          	.0%                     	.0%                     	1.4%                       	5.7%                   	4.7%                         	.0%                   	.0%                  	.0%                    	.4%                    	.4%                    	.0%                       	1.8%                 	.0%            	.0%             	.0%            	Total Foram Count 279. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 10	H	 6	  49.00	     78.7400	Okada    	Planktonic Foraminifers                      	               	                  	1.3%                     	1.0%                 	2.0%                        	3.3%             	.0%              	.0%                                  	.0%                        	.0%                        	28.3%                     	.0%                              	.0%                 	.0%                     	.0%                	3.3%              	.0%                  	.0%                	1.0%                         	.0%                   	.3%                 	.0%               	.0%                      	.0%                  	14.3%               	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.0%                      	.7%                   	.0%                           	.0%                       	.0%                     	5.7%                      	17.7%                	.0%                          	.0%                     	.0%                     	3.0%                       	6.7%                   	1.7%                         	.0%                   	.0%                  	.7%                    	4.7%                   	1.7%                   	.0%                       	2.7%                 	.0%            	.0%             	.0%            	Total Foram Count 300. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 10	H	 7	  49.00	     80.2400	Okada    	Planktonic Foraminifers                      	               	                  	1.8%                     	1.1%                 	1.8%                        	3.8%             	.0%              	.0%                                  	.0%                        	.0%                        	12.0%                     	.0%                              	.0%                 	.0%                     	.0%                	6.5%              	.0%                  	.0%                	.7%                          	.4%                   	.2%                 	.0%               	.0%                      	.0%                  	2.7%                	.4%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.2%                      	.0%                   	.0%                           	.0%                       	.0%                     	12.0%                     	47.2%                	.0%                          	.0%                     	.0%                     	.4%                        	1.8%                   	4.0%                         	.0%                   	.0%                  	.0%                    	1.8%                   	.0%                    	.0%                       	1.1%                 	.0%            	.0%             	.0%            	Total Foram Count 449. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 11	H	 1	  49.00	     80.8900	Okada    	Planktonic Foraminifers                      	               	                  	3.4%                     	1.3%                 	1.3%                        	3.1%             	.0%              	.0%                                  	.0%                        	.0%                        	6.7%                      	.0%                              	.0%                 	.0%                     	.0%                	3.1%              	.0%                  	.3%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	2.8%                 	2.6%                	3.9%               	11.1%               	.0%               	.0%                   	.0%                	.0%                  	.3%                      	.0%                   	.0%                           	.0%                       	.0%                     	6.7%                      	39.0%                	.0%                          	.0%                     	.0%                     	1.8%                       	5.4%                   	3.4%                         	.0%                   	.0%                  	.0%                    	2.8%                   	.5%                    	.0%                       	.0%                  	.3%            	.0%             	.3%            	Total Foram Count 387. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 11	H	 2	  49.00	     82.3900	Okada    	Planktonic Foraminifers                      	               	                  	4.0%                     	4.0%                 	1.8%                        	2.7%             	.0%              	.0%                                  	.0%                        	.0%                        	14.6%                     	.4%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.9%                          	.0%                   	.0%                 	.0%               	.0%                      	.0%                  	13.3%               	.4%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	1.1%                     	.0%                   	.0%                           	.0%                       	.0%                     	20.6%                     	17.5%                	.0%                          	.0%                     	.0%                     	1.1%                       	7.8%                   	3.3%                         	.0%                   	.0%                  	.0%                    	4.9%                   	.4%                    	.0%                       	.9%                  	.0%            	.0%             	.2%            	Total Foram Count 451. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 11	H	 3	  49.00	     83.8900	Okada    	Planktonic Foraminifers                      	               	                  	1.0%                     	6.5%                 	1.8%                        	4.2%             	.0%              	.0%                                  	.0%                        	.0%                        	17.1%                     	.5%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	1.3%                	.0%               	.0%                      	.0%                  	8.3%                	.8%                	5.7%                	.0%               	.0%                   	.0%                	.0%                  	.3%                      	.0%                   	.0%                           	.0%                       	.0%                     	10.9%                     	29.9%                	.0%                          	.0%                     	.3%                     	.5%                        	6.2%                   	2.6%                         	.0%                   	.0%                  	.0%                    	1.0%                   	.5%                    	.0%                       	.5%                  	.0%            	.0%             	.0%            	Total Foram Count 385. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 11	H	 4	  49.00	     85.3900	Okada    	Planktonic Foraminifers                      	               	                  	.4%                      	.0%                  	.0%                         	1.5%             	.0%              	.0%                                  	.0%                        	.0%                        	15.2%                     	.0%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	.7%                 	.0%               	.0%                      	.0%                  	3.3%                	6.3%               	11.1%               	.0%               	.0%                   	.0%                	.0%                  	.4%                      	.0%                   	.0%                           	.0%                       	.0%                     	20.4%                     	27.0%                	.0%                          	.0%                     	.0%                     	2.2%                       	4.1%                   	5.6%                         	.0%                   	.0%                  	.0%                    	1.9%                   	.0%                    	.0%                       	.0%                  	.0%            	.0%             	.0%            	Total Foram Count 270. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 11	H	 5	  49.00	     86.8900	Okada    	Planktonic Foraminifers                      	               	                  	.0%                      	.0%                  	.0%                         	2.3%             	.0%              	.0%                                  	.0%                        	.0%                        	33.1%                     	7.9%                             	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.0%                   	.0%                 	.0%               	.0%                      	.0%                  	2.0%                	1.7%               	.3%                 	.0%               	.0%                   	.0%                	.0%                  	2.3%                     	.0%                   	.0%                           	.0%                       	.0%                     	11.6%                     	22.2%                	.0%                          	.0%                     	.3%                     	.3%                        	4.3%                   	3.6%                         	.0%                   	.0%                  	.0%                    	2.3%                   	1.7%                   	.0%                       	4.0%                 	.0%            	.0%             	.0%            	Total Foram Count 302. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 11	H	 6	  49.00	     88.3900	Okada    	Planktonic Foraminifers                      	               	                  	5.5%                     	.9%                  	.2%                         	5.2%             	.0%              	.0%                                  	.0%                        	.2%                        	18.2%                     	.0%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	.7%                   	.9%                 	.0%               	.0%                      	.0%                  	.0%                 	1.2%               	.0%                 	.0%               	.0%                   	.0%                	.0%                  	.5%                      	.0%                   	.0%                           	.0%                       	.0%                     	28.2%                     	19.0%                	.0%                          	.0%                     	1.2%                    	.0%                        	5.9%                   	6.6%                         	.0%                   	.0%                  	.0%                    	.0%                    	2.1%                   	.0%                       	3.1%                 	.2%            	.0%             	.0%            	Total Foram Count 422. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 11	H	 7	  49.00	     89.8900	Okada    	Planktonic Foraminifers                      	               	                  	.0%                      	3.0%                 	.0%                         	1.6%             	.0%              	.0%                                  	.0%                        	.0%                        	10.0%                     	.0%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.8%                          	3.0%                  	.5%                 	.8%               	.0%                      	.0%                  	.0%                 	.3%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	8.1%                     	.0%                   	.0%                           	.0%                       	.0%                     	12.7%                     	35.8%                	.0%                          	.5%                     	.3%                     	1.1%                       	8.7%                   	2.7%                         	.0%                   	.0%                  	.0%                    	5.7%                   	1.1%                   	.0%                       	3.3%                 	.0%            	.0%             	.0%            	Total Foram Count 369. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 12	H	 1	  49.00	     90.3900	Okada    	Planktonic Foraminifers                      	               	                  	2.3%                     	5.2%                 	3.3%                        	2.9%             	.0%              	.0%                                  	.0%                        	.0%                        	47.1%                     	.0%                              	.0%                 	.0%                     	.0%                	.0%               	.0%                  	.0%                	.0%                          	1.6%                  	.0%                 	.0%               	.0%                      	.0%                  	.0%                 	.0%                	.0%                 	.0%               	.0%                   	.0%                	.0%                  	1.0%                     	.0%                   	.0%                           	.0%                       	.0%                     	2.9%                      	26.1%                	.0%                          	.0%                     	.0%                     	1.0%                       	2.6%                   	1.6%                         	.0%                   	.0%                  	.0%                    	1.3%                   	.0%                    	.0%                       	1.0%                 	.0%            	.0%             	.0%            	Total Foram Count 306. From 164SR.Ch 34.Table 1.

  SR	                 	                 	                  	              	164	 997	A	 12	H	 2	  49.00	     91.8900	Okada    	Planktonic Foraminifers                      	               	                  	.0%                      	.0%                  	.0%                         	2.1%             	.0%              	.0%                                  	.0%                        	.0%                        	7.7%                      	.0%                              	.0%                 	.0%                     	.0%                	.4%               	.0%                  	.0%                	.0%                          	.9%                   	.4%                 	.0%               	.0%                      	.0%                  	.4%                 	3.0%               	.0%                 	.0%               	.0%                   	2.6%               	.0%                  	3.0%                     	.0%                   	.0%                           	.0%                       	.0%                     	15.4%                     	43.9%                	.0%                          	.0%                     	.0%                     	.6%                        	6.0%                   	5.4%                         	.2%                   	.0%                  	.0%                    	5.6%                   	.6%                    	.0%                       	1.7%                 	.0%            	.0%             	.0%            	Total Foram Count 467. From 164SR.Ch 34.Table 1.

