Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygodiscus fissus,Zygodiscus elegans,Watznaueria communis,Watznaueria barnesae,Vagalapilla stradneri,Tubodiscus verenae,Thoracosphaera sp.,Parhabdolithus embergeri,Micrantholithus hoschulzii,Cyclagelosphaera deflandrei,Crucibiscutum salebrosum,Cretarhabdus conicus,Biscutum constans,Watznaueria ovata,Rotelapillus laffittei,Parhabdolithus asper,Manivitella pemmatoidea,Cretarhabdus surirellus,Conusphaera rothii,Bukrylithus ambiguus,Eiffellithus windii,Diazomatolithus lehmanii,Cyclagelosphaera margerelii,Axopodorhabdus dietzmannii,Ethmorhabdus gallicus,Assipetra infracretacea,Zygodiscus diplogrammus,Vagalapilla matalosa,Tegumentum stradneri,Percivalia fenestrata,Hemipodorhabdus gorkae,Grantarhabdus meddii,Watznaueria biporta,Tranolithus gabalus,Prediscosphaera arkhangelskyi,Corollithion ellipticum,Parhabdolithus splendens,Discorhabdus rotatorius,Broinsonia gammation,Microstaurus chiastius,Markalius circumradiatus,Scapholithus fossilis,Lithraphidites carniolensis,Parhabdolithus angustus,Eprolithus floralis,Chiastozygus litterarius,Parhabdolithus infinitus,Grantarhabdus coronadventis,Flabellites oblongus,Axopodorhabdus decorus,Octocyclus magnus,Cribrosphaerella primitiva,Cretarhabdus loriei,Lapideacassis sp.,Amphizygus brooksii,Rucinolithus irregularis,Prediscosphaera columnata,Sollasites falklandensis,Parhabdolithus achylostaurion,Zebrashapka sp.,Prediscosphaera spinosa,Broinsonia enormis,Hayesites albiensis,Corollithion achylosum,Pickelhaube furtiva,Biscutum coronum                ,Vagalapilla aachena,Corollithion signum,Broinsonia signata,Sollasites horticus,Tranolithus orionatus,Axopodorhabdus albianus,Percivillia hauxtonensis,Parhabdolithus reniformis,Eiffellithus cf. E. eximius,Cretarhabdus angustiforatus,Cylindralithus gallicus,Eiffellithus trabeculatus,Braarudosphaera regularis,Gartnerago striatum,Cribrosphaerella ehrenbergii,Sollasites hayi,Corollithion acutum,Gartnerago nanum,Eiffellithus turriseiffelii,Corollithion kennedyi,Prediscosphaera cretacea,Lithraphidites acutus,Gartnerago obliquum,Quadrum gartneri,Eprolithus moratus,Eiffellithus eximius,Chiastozygus garrisonii,Reinhardtites anthophorus,Microrhabdulus decoratus,Kamptnerius magnificus,Marthasterites furcatus,Micula staurophora,Lucianorhabdus maleformis,Vagalapilla octoradiata,Microrhabdulus belgicus,Lithastrinus grillii,Reinhardtites levis,Parhabdolithus regularis,Lucianorhabdus cayeuxii,Prediscosphaera grandis,Lucianorhabdus arcuatus,Broinsonia parca parca,Broinsonia parca constricta,Markalius inversus,Quadrum gothicum,Corollithion exiguum,Microrhabdulus elongatus,Zygodiscus spiralis,Manivitella granulata,Quadrum trifidum,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC9               ,CC10          ,122, 763,B, 30,X, 2,  30.00,    457.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,R                    ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,R                ,R                ,R                     ,F                   ,F                      ,R                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,R                   ,F                   ,                     ,R                     ,                    ,                   ,                   ,                             ,R                      ,                        ,F                      ,                    ,F                     ,                        ,                     ,F                          ,R                      ,F                  ,R                       ,                        ,                           ,                    ,R                     ,                 ,F                         ,                   ,                 ,                   ,                        ,R                        ,                        ,                             ,               ,                       ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,R                  ,R                    ,                       ,                        ,                         ,R                          ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,R               ,F                          ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 30,X, 3,  30.00,    459.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,F                    ,                  ,                  ,F                       ,                          ,                           ,                        ,                    ,F                ,R                ,F                     ,F                   ,R                      ,R                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,F                   ,R                   ,                     ,                      ,                    ,                   ,R                  ,                             ,                       ,R                       ,F                      ,                    ,                      ,R                       ,                     ,C                          ,F                      ,F                  ,R                       ,                        ,R                          ,R                   ,R                     ,                 ,F                         ,R                  ,R                ,R                  ,                        ,R                        ,                        ,R                            ,               ,R                      ,                  ,                   ,                      ,                   ,R                               ,                   ,                   ,R                 ,                   ,C                    ,                       ,R                       ,                         ,                           ,                           ,                       ,                         ,R                        ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 30,X, 4,  30.00,    460.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,R                    ,                  ,                  ,R                       ,                          ,                           ,                        ,                    ,F                ,R                ,R                     ,R                   ,F                      ,R                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,R                      ,                    ,R                     ,                        ,                     ,F                          ,R                      ,F                  ,R                       ,                        ,R                          ,                    ,F                     ,                 ,F                         ,                   ,                 ,                   ,                        ,R                        ,                        ,                             ,               ,                       ,                  ,                   ,R                     ,                   ,                                ,                   ,                   ,                  ,R                  ,C                    ,                       ,F                       ,                         ,R                          ,                           ,                       ,                         ,                         ,                   ,                            ,R              ,R                  ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 30,X, 5,  30.00,    462.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,F                    ,                  ,                  ,                        ,                          ,                           ,                        ,                    ,F                ,                 ,R                     ,                    ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,F                      ,                    ,                      ,                        ,                     ,F                          ,R                      ,R                  ,                        ,                        ,                           ,                    ,R                     ,                 ,F                         ,R                  ,R                ,R                  ,                        ,R                        ,                        ,R                            ,               ,                       ,                  ,                   ,                      ,                   ,R                               ,                   ,                   ,                  ,                   ,F                    ,                       ,R                       ,                         ,R                          ,                           ,                       ,R                        ,                         ,R                  ,R                           ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 30,X, 6,  30.00,    463.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,                    ,A                   ,R                    ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,F                ,R                ,R                     ,F                   ,R                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,                    ,F                   ,                     ,                      ,                    ,                   ,R                  ,                             ,                       ,R                       ,                       ,                    ,R                     ,R                       ,                     ,F                          ,R                      ,C                  ,R                       ,                        ,                           ,                    ,R                     ,                 ,F                         ,R                  ,                 ,                   ,                        ,R                        ,                        ,                             ,               ,                       ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,C                    ,                       ,F                       ,                         ,F                          ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 30,X,CC,  54.00,    465.9100,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,                     ,                  ,                  ,R                       ,                          ,                           ,                        ,                    ,                 ,R                ,R                     ,                    ,R                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,R                      ,F                      ,                    ,F                   ,R                    ,                      ,                    ,                   ,R                  ,                             ,                       ,R                       ,                       ,                    ,R                     ,                        ,                     ,R                          ,F                      ,F                  ,R                       ,R                       ,R                          ,R                   ,R                     ,                 ,F                         ,                   ,R                ,R                  ,                        ,R                        ,                        ,                             ,               ,R                      ,                  ,                   ,                      ,                   ,R                               ,                   ,                   ,R                 ,                   ,C                    ,                       ,F                       ,                         ,F                          ,                           ,                       ,R                        ,R                        ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 31,X, 1,  29.00,    465.7900,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,                    ,A                   ,F                    ,                  ,                  ,R                       ,                          ,                           ,                        ,R                   ,R                ,                 ,F                     ,R                   ,R                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,R                   ,F                   ,                     ,                      ,                    ,                   ,R                  ,                             ,                       ,R                       ,                       ,                    ,R                     ,R                       ,                     ,C                          ,R                      ,F                  ,R                       ,                        ,                           ,R                   ,R                     ,                 ,F                         ,R                  ,                 ,                   ,                        ,R                        ,                        ,R                            ,               ,                       ,                  ,                   ,R                     ,                   ,                                ,                   ,                   ,                  ,                   ,A                    ,                       ,F                       ,                         ,R                          ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 31,X, 2,  30.00,    467.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,R                    ,                  ,R                 ,R                       ,                          ,                           ,                        ,R                   ,F                ,R                ,R                     ,R                   ,                       ,R                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,                    ,F                   ,                     ,R                     ,                    ,                   ,                   ,                             ,                       ,R                       ,R                      ,                    ,R                     ,                        ,                     ,F                          ,R                      ,C                  ,R                       ,                        ,R                          ,                    ,                      ,                 ,F                         ,R                  ,R                ,                   ,                        ,F                        ,                        ,                             ,               ,R                      ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,A                    ,R                      ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 31,X, 3,  30.00,    468.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,R                    ,                  ,                  ,R                       ,                          ,                           ,                        ,                    ,R                ,                 ,F                     ,R                   ,R                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,                    ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,F                       ,                       ,                    ,R                     ,R                       ,                     ,R                          ,F                      ,F                  ,                        ,                        ,                           ,R                   ,R                     ,                 ,F                         ,                   ,                 ,                   ,                        ,R                        ,                        ,R                            ,R              ,                       ,                  ,                   ,R                     ,                   ,                                ,                   ,R                  ,R                 ,R                  ,C                    ,                       ,R                       ,                         ,                           ,                           ,R                      ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 31,X, 4,  30.00,    470.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,R                    ,                  ,                  ,F                       ,                          ,                           ,                        ,R                   ,F                ,R                ,F                     ,R                   ,R                      ,F                      ,                  ,F                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,R                   ,F                   ,                     ,                      ,                    ,                   ,R                  ,                             ,                       ,R                       ,R                      ,                    ,                      ,                        ,                     ,F                          ,F                      ,F                  ,R                       ,                        ,F                          ,R                   ,R                     ,                 ,F                         ,                   ,                 ,                   ,                        ,R                        ,                        ,R                            ,               ,R                      ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,C                    ,                       ,R                       ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 31,X, 5,  30.00,    471.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,R                   ,A                   ,F                    ,                  ,                  ,F                       ,                          ,                           ,                        ,                    ,R                ,R                ,F                     ,R                   ,F                      ,F                      ,                  ,R                   ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,R                   ,F                   ,                     ,R                     ,                    ,                   ,                   ,                             ,R                      ,R                       ,R                      ,R                   ,R                     ,                        ,                     ,F                          ,F                      ,F                  ,F                       ,                        ,R                          ,R                   ,R                     ,                 ,R                         ,R                  ,                 ,R                  ,                        ,R                        ,                        ,                             ,R              ,R                      ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,R                 ,                   ,F                    ,R                      ,R                       ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 31,X, 6,  30.00,    473.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,R                   ,A                   ,R                    ,                  ,                  ,                        ,                          ,                           ,                        ,R                   ,R                ,                 ,R                     ,R                   ,R                      ,R                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,F                      ,                    ,R                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,R                      ,                    ,R                     ,                        ,                     ,F                          ,R                      ,F                  ,R                       ,R                       ,                           ,                    ,R                     ,                 ,R                         ,R                  ,R                ,                   ,                        ,R                        ,                        ,R                            ,               ,R                      ,                  ,                   ,                      ,                   ,                                ,                   ,                   ,                  ,                   ,A                    ,R                      ,F                       ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 31,X,CC,  50.00,    475.3600,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,                    ,A                   ,R                    ,                  ,                  ,R                       ,                          ,                           ,                        ,                    ,R                ,                 ,R                     ,R                   ,R                      ,F                      ,                  ,F                   ,                   ,                        ,                           ,                          ,                     ,                       ,                       ,                    ,F                   ,                     ,                      ,                    ,                   ,R                  ,                             ,                       ,F                       ,                       ,                    ,R                     ,                        ,                     ,F                          ,F                      ,F                  ,R                       ,                        ,R                          ,R                   ,R                     ,                 ,F                         ,                   ,                 ,R                  ,                        ,R                        ,                        ,C                            ,               ,R                      ,                  ,R                  ,                      ,                   ,R                               ,                   ,                   ,                  ,                   ,A                    ,                       ,R                       ,                         ,F                          ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 32,X, 1,  30.00,    475.3000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,F                 ,R                   ,A                   ,                     ,                  ,                  ,F                       ,                          ,                           ,                        ,R                   ,R                ,                 ,R                     ,R                   ,C                      ,F                      ,                  ,                    ,                   ,                        ,                           ,                          ,                     ,                       ,R                      ,R                   ,F                   ,                     ,                      ,                    ,                   ,                   ,                             ,                       ,R                       ,                       ,R                   ,R                     ,                        ,                     ,F                          ,F                      ,C                  ,R                       ,                        ,R                          ,R                   ,                      ,                 ,R                         ,R                  ,                 ,                   ,                        ,R                        ,                        ,F                            ,R              ,                       ,                  ,R                  ,R                     ,                   ,                                ,                   ,                   ,                  ,                   ,R                    ,                       ,                        ,                         ,                           ,R                          ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 763,B, 32,X, 2,  30.00,    476.8000,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,R                 ,R                   ,A                   ,R                    ,                  ,                  ,F                       ,                          ,                           ,                        ,R                   ,                 ,R                ,R                     ,F                   ,R                      ,R                      ,                  ,R                   ,                   ,                        ,F                          ,                          ,                     ,                       ,R                      ,R                   ,R                   ,                     ,                      ,                    ,                   ,R                  ,                             ,R                      ,F                       ,                       ,R                   ,R                     ,                        ,R                    ,F                          ,F                      ,F                  ,R                       ,                        ,                           ,R                   ,R                     ,                 ,R                         ,R                  ,                 ,                   ,                        ,R                        ,                        ,                             ,               ,R                      ,                  ,                   ,R                     ,                   ,                                ,                   ,                   ,R                 ,                   ,C                    ,R                      ,                        ,                         ,                           ,                           ,                       ,                         ,                         ,                   ,                            ,               ,                   ,                ,                           ,                     ,                        ,                     ,                   ,                ,                  ,                    ,                       ,                         ,                        ,                      ,                       ,                  ,                         ,                       ,                       ,                    ,                   ,                        ,                       ,                       ,                       ,                      ,                           ,                  ,                ,                    ,                        ,                   ,                     ,                ,from ODP LEG 122 SR Chapter 32 Table 3 back pocket
