Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Haplophragmoides spp.,Angulogerina spp.,Angulogerina sp. A,Spirosigmoilinella compressa,Martinottiella communis,Cyclammina cancellata,Martinottiella gracilima,Martinottiella nodulosa,Miliammina echigoensis,Valvulineria sadonica,Uvigerina yabei,Uvigerina spp.,Sphaeroidina bulloides,Sigmoilopsis schlumbergeri,Cassidulina norcrossi,Oridorsalis tener,Melonis nicobarense,Uvigerina akitaensis & var.,Quadrimorphina laevigata,Pullenia salisburyi,Pullenia apertura,Parafissurina sp. B,Nonionellina labradorica,Nodosariidae (taxa),Frondicularia sp. A,Fissurina marginata,Cibicides spp.,Bulimina striata,Astrononion hamadaense,Uvigerina wakimotoensis,Pseudoparrella takayanagii,Parafissurina  sp. A,Parafissurina fersinea,Lenticulina spp.,Lagena substriata,Lagena sp. A,Lagena nebulosa,Lagena flatulenta,Lagena apiopleura,Lagena amphora,Globobulimina auriculata,Fissurina spp.,Fissurina orbignyana,Fissurina annectens,Eilohedra rotunda,Dentalina sp.,Cassidulina cushmani,Buliminella tenuata,Oridorsalis umbonatus,Cibicides wuellerstorfi,Trifarina kokozuraensis,Stainforthia complanata,Quinqueloculina sp.,Pyrgo murrhina,Pseudoparrella naraensis,Parafissurina costata,Lagena sp.,Gavelinopsis hatakeyamai,Epistominella pulchella,Cibicides asanoi,Cassidulina sp. A,Cassidulina norvangi,Bolivina pacifica,Bolivina decussata,Bolivina cf. subspinescens,Quinqueloculina vulgaris,Parafissurina lateralis crassa,Pandaglandulina sp. A,Oolina melo,Nonionella(?) fragilis   ,Lagena gracilis,Dentalina frobisherensis,Cassidulina japonica,Karreriella baccata japonica,Fissurina lucida,Textularia sp. A,Oolina striatopunctata,Lagena semilineata,Lagena distoma,Fissurina fimbriata,Fissurina cucurbitasema,Bolivinita quadrilatera,Stilostomella lepidula,Lagena tricaritortuosa,Glandulina laevigata,Cassidulina cf. japonica,Fissurina echigoensis,Planorbulina sp.,Globobulimina subaffinis,Fissurina ventricosa,Elphidium subarcticum,Planularia asanoi,Pyrgo spp.,Fissurina lagenoides,Rotaliid taxa,Cassidulina spp.,Parafrondicularia sp. A,Lagena sulcata,Bulimina marginata,Amphicoryna spp.,Stainforthia fusiformis,Lagena elongata,Globobulimina pacifica,Pararotalia sp. A,Elphidium schmitti,Anomalinoides glabrata,Pseudonodosalia appressa,Echigoina hataii,Buccella inusitata,Stilostomella ketienziensis,Stilostomella japonica,Dentalina setanaensis,Dentalina ittai ,Chilostomellina frimbriata,Lagena striata,Lagena setigera,Lagena gracillima,Uvigerina lobulata,Eponides sp. A,Cibicides sp. A,Gaudryina spp.,Elphidium clavatum,Astacolus echigoensis,Nonion japonicum,Fissurina sublagenoides,Glandulina spp.,Bolivina spp.,Pseudononion grateloupi,Buccella nipponica,Fissurina cf. wallerina,Heronallenia cf. parva,Triloculina tricarinata,Miliolinella oblonga,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 25,X, 1,  38.00,    230.0800,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,T                           ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 25,X, 2,  45.00,    231.6500,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,7                      ,                     ,                        ,                       ,7                     ,                     ,               ,64            ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,21                  ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 25,X, 4,  39.00,    234.5900,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 27,X, 7,  34.00,    257.7800,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,1                     ,                     ,               ,              ,                      ,                          ,19                   ,7                ,8                  ,25                         ,                        ,                   ,3                ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,1             ,                        ,2             ,                    ,                   ,1                ,             ,                    ,                   ,2                    ,                       ,8                      ,                       ,                   ,2             ,                        ,                     ,          ,                        ,                       ,                ,1                ,                    ,2                ,5                 ,                          ,1                       ,1                             ,1                    ,1          ,1                        ,1              ,1                       ,1                   ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 28,X, 3,  61.00,    262.3100,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,                       ,                     ,                        ,                       ,T                     ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 28,X, 6,  62.00,    265.7500,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 28,X, 8,  50.00,    268.6300,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,T                     ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 32,X, 3,  26.00,    298.9900,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,T                     ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 32,X, 4,  50.00,    300.7300,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,83                     ,                     ,                        ,                       ,17                    ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 32,X, 5,  40.00,    302.1300,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,75                     ,                     ,                        ,                       ,25                    ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 32,X, 6, 118.00,    303.6200,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,T                     ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 32,X, 7,  48.00,    304.2200,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 32,X, 8,  36.00,    304.6000,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 34,X, 4,  24.00,    319.5800,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,128, 798,B, 34,X,CC,  40.00,    321.5500,Kato     ,Benthic Foraminifers                         ,               ,P                 ,                     ,                 ,                  ,                            ,T                      ,                     ,                        ,                       ,                      ,                     ,               ,              ,                      ,                          ,                     ,                 ,                   ,                           ,                        ,                   ,                 ,                   ,                        ,                   ,                   ,                   ,              ,                ,                      ,                       ,                          ,                    ,                      ,                ,                 ,            ,               ,                 ,                 ,              ,                        ,              ,                    ,                   ,                 ,             ,                    ,                   ,                     ,                       ,                       ,                       ,                   ,              ,                        ,                     ,          ,                        ,                       ,                ,                 ,                    ,                 ,                  ,                          ,                        ,                              ,                     ,           ,                         ,               ,                        ,                    ,                            ,                ,                ,                      ,                  ,              ,                   ,                       ,                       ,                      ,                      ,                    ,                        ,                     ,                ,                        ,                    ,                     ,                 ,          ,                    ,             ,                ,                       ,              ,                  ,                ,                       ,               ,                      ,                 ,                  ,                      ,                        ,                ,                  ,                           ,                      ,                     ,                ,                          ,              ,               ,                 ,                  ,              ,               ,              ,                  ,                     ,                ,                       ,               ,             ,                       ,                  ,                       ,                      ,                       ,                    ,from ODP Legs 127&128 SR Chapter 22 Table 2 (back pocket)
