Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
317-U1352B-18H-3-A,317,U1352,B,18,18-3,H,3,A,7,15,159.27,159.35,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","calcareous, muddy , moderadely well-sorted v.f. to f. sand with sharp base.  With abundant shell fragments of bivalves. ",,,,,,227
317-U1352B-18H-3-A,317,U1352,B,18,18-3,H,3,A,15,107,159.35,160.27,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",calcareous mud with a few percent of v.f. sand.  scatterd with shell fragments (common).  ,,,,,,228
317-U1352B-18H-4-A,317,U1352,B,18,18-4,H,4,A,0,33,160.27,160.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Calcareous mud with a few percent of v.f. sand. Scattered shells less than above.,,,,,,229
317-U1352B-18H-5-A,317,U1352,B,18,18-5,H,5,A,0,40,160.6,161,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few percent of v.f. sand.  mottled in color with rare scattered shell fragments.  ,,,,,,230
317-U1352B-18H-5-A,317,U1352,B,18,18-5,H,5,A,40,150,161,162.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few percent of v.f. sand.  lacking of bioturbation and mottling. ,,,,,,231
317-U1352B-18H-6-A,317,U1352,B,18,18-6,H,6,A,0,111,162.1,163.21,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few percent of v.f. sand.  lacking of bioturbation and mottling. ,,,,,,232
317-U1352B-18H-7-A,317,U1352,B,18,18-7,H,7,A,0,52,163.2,163.72,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Mottled mud wuth a few percent of v.f. sand.  no shells.  ,,,,,,233
317-U1352B-18H-7-A,317,U1352,B,18,18-7,H,7,A,52,55,163.72,163.75,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","muddy, moderately well-sorted vf. - f. sand (mostly sand ) with forams.",,,,,,234
317-U1352B-19H-1-A,317,U1352,B,19,19-1,H,1,A,0,150,165.7,167.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Largely homogeneous mud. Trace (<1% of vf sand).  Core is very faintly mottled except for clay intervals. Exceptions are:  

Sect. 1, 122-125 cm, muddy sand-vf-f well sorted sand, abundant shell fragments, sharp to slightly bioturbated lower contact, diffuse upper contact. 

Sect. 1, 140-143 cm; Sect. 2, 4-5 cm: mudstone nodules

Sect. 3, 37-38, 140-144, 147-150 cm. Sect. 4, 40-41, 48-49, 61-66, 80-85 cm.  Clay beds with sharp to diffuse contacts.",,,,,,235
317-U1352B-19H-2-A,317,U1352,B,19,19-2,H,2,A,0,140,167.2,168.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Largely homogeneous mud. Trace (<1% of vf sand).  Core is very faintly mottled except for clay intervals. Exceptions are:  

Sect. 1, 122-125 cm, muddy sand-vf-f well sorted sand, abundant shell fragments, sharp to slightly bioturbated lower contact, diffuse upper contact. 

Sect. 1, 140-143 cm; Sect. 2, 4-5 cm: mudstone nodules

Sect. 3, 37-38, 140-144, 147-150 cm. Sect. 4, 40-41, 48-49, 61-66, 80-85 cm.  Clay beds with sharp to diffuse contacts.",,,,,,236
317-U1352B-19H-3-A,317,U1352,B,19,19-3,H,3,A,0,150,168.7,170.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Largely homogeneous mud. Trace (<1% of vf sand).  Core is very faintly mottled except for clay intervals. Exceptions are:  

Sect. 1, 122-125 cm, muddy sand-vf-f well sorted sand, abundant shell fragments, sharp to slightly bioturbated lower contact, diffuse upper contact. 

Sect. 1, 140-143 cm; Sect. 2, 4-5 cm: mudstone nodules

Sect. 3, 37-38, 140-144, 147-150 cm. Sect. 4, 40-41, 48-49, 61-66, 80-85 cm.  Clay beds with sharp to diffuse contacts.",,,,,,237
317-U1352B-19H-4-A,317,U1352,B,19,19-4,H,4,A,0,149,170.2,171.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Largely homogeneous mud. Trace (<1% of vf sand).  Core is very faintly mottled except for clay intervals. Exceptions are:  

Sect. 1, 122-125 cm, muddy sand-vf-f well sorted sand, abundant shell fragments, sharp to slightly bioturbated lower contact, diffuse upper contact. 

Sect. 1, 140-143 cm; Sect. 2, 4-5 cm: mudstone nodules

Sect. 3, 37-38, 140-144, 147-150 cm. Sect. 4, 40-41, 48-49, 61-66, 80-85 cm.  Clay beds with sharp to diffuse contacts.",,,,,,238
317-U1352B-19H-5-A,317,U1352,B,19,19-5,H,5,A,0,148,171.7,173.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Largely homogeneous mud. Trace (<1% of vf sand).  Core is very faintly mottled except for clay intervals. Exceptions are:  

Sect. 1, 122-125 cm, muddy sand-vf-f well sorted sand, abundant shell fragments, sharp to slightly bioturbated lower contact, diffuse upper contact. 

Sect. 1, 140-143 cm; Sect. 2, 4-5 cm: mudstone nodules

Sect. 3, 37-38, 140-144, 147-150 cm. Sect. 4, 40-41, 48-49, 61-66, 80-85 cm.  Clay beds with sharp to diffuse contacts.",,,,,,239
317-U1352B-19H-6-A,317,U1352,B,19,19-6,H,6,A,0,54,173.17,173.71,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Largely homogeneous mud. Trace (<1% of vf sand).  Core is very faintly mottled except for clay intervals. Exceptions are:  

Sect. 1, 122-125 cm, muddy sand-vf-f well sorted sand, abundant shell fragments, sharp to slightly bioturbated lower contact, diffuse upper contact. 

Sect. 1, 140-143 cm; Sect. 2, 4-5 cm: mudstone nodules

Sect. 3, 37-38, 140-144, 147-150 cm. Sect. 4, 40-41, 48-49, 61-66, 80-85 cm.  Clay beds with sharp to diffuse contacts.",,,,,,240
317-U1352B-19H-CC-A,317,U1352,B,19,19-CC,H,CC,A,0,63,173.71,174.34,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","Largely homogeneous mud. Trace (<1% of vf sand).  Core is very faintly mottled except for clay intervals. Exceptions are:  

Sect. 1, 122-125 cm, muddy sand-vf-f well sorted sand, abundant shell fragments, sharp to slightly bioturbated lower contact, diffuse upper contact. 

Sect. 1, 140-143 cm; Sect. 2, 4-5 cm: mudstone nodules

Sect. 3, 37-38, 140-144, 147-150 cm. Sect. 4, 40-41, 48-49, 61-66, 80-85 cm.  Clay beds with sharp to diffuse contacts.",,,,,,241
317-U1352B-20H-1-A,317,U1352,B,20,20-1,H,1,A,0,148,174.7,176.18,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","homogeneous mud, with scattered rare shell fragments.  A Talasinoides burrow filled with greenish (10Y 4/1)  calcarelous, shelly  muddy v.f. - f. sand is present.  ",,,,,,242
317-U1352B-20H-2-A,317,U1352,B,20,20-2,H,2,A,0,118,176.2,177.38,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","homogeneous mud.  Calcareous nodules (mud stone) up to 4 cm in diameter are included at 32, 40, 50, 98 cm from the top.  ",,,,,,243
317-U1352B-20H-3-A,317,U1352,B,20,20-3,H,3,A,0,150,177.38,178.88,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mottled mud with a few v.f. sand.  Burrows filled with moderetely sorted f. - v.f. sand( 10Y 4/1)  and shell fragments are present.,,,,,,244
317-U1352B-20H-4-A,317,U1352,B,20,20-4,H,4,A,0,150,178.88,180.38,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",Soupy mud with some v.f. sand.,,,,,,245
317-U1352B-21H-1-A,317,U1352,B,21,21-1,H,1,A,0,149,179.7,181.19,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,,,,,246
317-U1352B-21H-2-A,317,U1352,B,21,21-2,H,2,A,0,150,181.2,182.7,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,,,,,247
317-U1352B-21H-3-A,317,U1352,B,21,21-3,H,3,A,0,90,182.7,183.6,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,,,,,248
317-U1352B-21H-3-A,317,U1352,B,21,21-3,H,3,A,90,105,183.6,183.75,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,soft,,,"Shepard, 1954; Wentworth, 1922",,,,,,,249
317-U1352B-21H-3-A,317,U1352,B,21,21-3,H,3,A,105,119,183.75,183.89,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,,,,,250
317-U1352B-21H-4-A,317,U1352,B,21,21-4,H,4,A,0,134,184.2,185.54,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,,,,,251
317-U1352B-21H-4-A,317,U1352,B,21,21-4,H,4,A,134,135,185.54,185.55,,Muddy Sand [S54-Leg183],,Muddy Sand,,soft,,,"Shepard, 1954 - Leg 183 revision",Moderately sorted  very fine silty calcareous sand,,,,,,252
317-U1352B-21H-4-A,317,U1352,B,21,21-4,H,4,A,135,141,185.55,185.61,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with few percent very fine sand,,,,,,253
317-U1352B-21H-5-A,317,U1352,B,21,21-5,H,5,A,0,139,185.7,187.09,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with few percent very fine sand,,,,,,254
317-U1352B-21H-6-A,317,U1352,B,21,21-6,H,6,A,0,120,187.2,188.4,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with few percent very fine sand,,,,,,255
317-U1352B-21H-7-A,317,U1352,B,21,21-7,H,7,A,0,42,188.4,188.82,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with few percent very fine sand,,,,,,256
317-U1352B-21H-7-A,317,U1352,B,21,21-7,H,7,A,42,44,188.82,188.84,,Clay [S54] ,,Clay,,soft,,,,,,,,,,257
317-U1352B-21H-7-A,317,U1352,B,21,21-7,H,7,A,44,64,188.84,189.04,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,,,,,258
317-U1352B-21H-CC-A,317,U1352,B,21,21-CC,H,CC,A,0,34,189.06,189.4,,Mud [S54-Leg210],,Mud,,soft,,,"Shepard, 1954 - Leg 210 revision",Mud with a few percent very fine sand,,,,,,259
317-U1352B-22H-1-A,317,U1352,B,22,22-1,H,1,A,0,149,189.2,190.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud ,,,,,,260
317-U1352B-22H-2-A,317,U1352,B,22,22-2,H,2,A,0,140,190.7,192.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud ,,,,,,261
317-U1352B-22H-3-A,317,U1352,B,22,22-3,H,3,A,0,149,192.2,193.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,262
317-U1352B-22H-4-A,317,U1352,B,22,22-4,H,4,A,0,149,193.7,195.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,263
317-U1352B-22H-5-A,317,U1352,B,22,22-5,H,5,A,0,149,195.2,196.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,264
317-U1352B-22H-6-A,317,U1352,B,22,22-6,H,6,A,0,151,196.7,198.21,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,265
317-U1352B-22H-7-A,317,U1352,B,22,22-7,H,7,A,0,68,198.2,198.88,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,266
317-U1352B-22H-CC-A,317,U1352,B,22,22-CC,H,CC,A,0,21,198.87,199.08,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,267
317-U1352B-23H-1-A,317,U1352,B,23,23-1,H,1,A,0,130,198.7,200,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,268
317-U1352B-23H-1-A,317,U1352,B,23,23-1,H,1,A,130,149,200,200.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,269
317-U1352B-23H-2-A,317,U1352,B,23,23-2,H,2,A,0,150,200.2,201.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,270
317-U1352B-23H-3-A,317,U1352,B,23,23-3,H,3,A,0,140,201.7,203.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,271
317-U1352B-23H-4-A,317,U1352,B,23,23-4,H,4,A,0,150,203.2,204.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,272
317-U1352B-23H-5-A,317,U1352,B,23,23-5,H,5,A,0,150,204.7,206.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,273
317-U1352B-23H-6-A,317,U1352,B,23,23-6,H,6,A,0,83,206.2,207.03,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,274
317-U1352B-23H-6-A,317,U1352,B,23,23-6,H,6,A,83,150,207.03,207.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,275
317-U1352B-23H-7-A,317,U1352,B,23,23-7,H,7,A,0,76,207.7,208.46,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,276
317-U1352B-23H-CC-A,317,U1352,B,23,23-CC,H,CC,A,0,21,208.46,208.67,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,277
317-U1352B-24H-1-A,317,U1352,B,24,24-1,H,1,A,0,150,208.2,209.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,278
317-U1352B-24H-2-A,317,U1352,B,24,24-2,H,2,A,0,150,209.7,211.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,279
317-U1352B-24H-3-A,317,U1352,B,24,24-3,H,3,A,0,140,211.2,212.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,280
317-U1352B-24H-4-A,317,U1352,B,24,24-4,H,4,A,0,12,212.7,212.82,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",bioturbation at the base,,,,,,281
317-U1352B-24H-4-A,317,U1352,B,24,24-4,H,4,A,12,150,212.82,214.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,282
317-U1352B-24H-5-A,317,U1352,B,24,24-5,H,5,A,0,150,214.2,215.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,283
317-U1352B-24H-6-A,317,U1352,B,24,24-6,H,6,A,0,150,215.7,217.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,284
317-U1352B-24H-7-A,317,U1352,B,24,24-7,H,7,A,0,31,217.2,217.51,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,285
317-U1352B-24H-7-A,317,U1352,B,24,24-7,H,7,A,31,50,217.51,217.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,,,,,286
317-U1352B-24H-7-A,317,U1352,B,24,24-7,H,7,A,50,75,217.7,217.95,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,287
317-U1352B-25H-1-A,317,U1352,B,25,25-1,H,1,A,0,149,217.7,219.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,288
317-U1352B-25H-2-A,317,U1352,B,25,25-2,H,2,A,0,60,219.2,219.8,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,289
317-U1352B-25H-2-A,317,U1352,B,25,25-2,H,2,A,60,87,219.8,220.07,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,290
317-U1352B-25H-2-A,317,U1352,B,25,25-2,H,2,A,87,149,220.07,220.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,291
317-U1352B-25H-3-A,317,U1352,B,25,25-3,H,3,A,0,140,220.7,222.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,292
317-U1352B-25H-4-A,317,U1352,B,25,25-4,H,4,A,0,149,222.2,223.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,293
317-U1352B-25H-5-A,317,U1352,B,25,25-5,H,5,A,0,150,223.7,225.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,294
317-U1352B-25H-6-A,317,U1352,B,25,25-6,H,6,A,0,100,225.2,226.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,295
317-U1352B-25H-7-A,317,U1352,B,25,25-7,H,7,A,0,80,226.2,227,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,296
317-U1352B-25H-CC-A,317,U1352,B,25,25-CC,H,CC,A,0,58,227,227.58,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,297
317-U1352B-26H-1-A,317,U1352,B,26,26-1,H,1,A,0,139,227.2,228.59,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,298
317-U1352B-26H-2-A,317,U1352,B,26,26-2,H,2,A,0,150,228.62,230.12,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,299
317-U1352B-26H-3-A,317,U1352,B,26,26-3,H,3,A,0,120,230.12,231.32,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,300
317-U1352B-26H-4-A,317,U1352,B,26,26-4,H,4,A,0,141,231.62,233.03,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,301
317-U1352B-26H-5-A,317,U1352,B,26,26-5,H,5,A,0,149,233.12,234.61,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,302
317-U1352B-26H-6-A,317,U1352,B,26,26-6,H,6,A,0,86,234.62,235.48,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,303
317-U1352B-26H-CC-A,317,U1352,B,26,26-CC,H,CC,A,0,52,235.48,236,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,304
317-U1352B-27H-1-A,317,U1352,B,27,27-1,H,1,A,0,149,236.7,238.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,305
317-U1352B-27H-2-A,317,U1352,B,27,27-2,H,2,A,0,150,238.2,239.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,306
317-U1352B-27H-3-A,317,U1352,B,27,27-3,H,3,A,0,140,239.7,241.1,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,307
317-U1352B-27H-4-A,317,U1352,B,27,27-4,H,4,A,0,149,241.2,242.69,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,308
317-U1352B-27H-5-A,317,U1352,B,27,27-5,H,5,A,0,60,242.7,243.3,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,309
317-U1352B-27H-5-A,317,U1352,B,27,27-5,H,5,A,60,109,243.3,243.79,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,310
317-U1352B-27H-5-A,317,U1352,B,27,27-5,H,5,A,109,149,243.79,244.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,311
317-U1352B-27H-6-A,317,U1352,B,27,27-6,H,6,A,0,101,244.2,245.21,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,312
317-U1352B-27H-7-A,317,U1352,B,27,27-7,H,7,A,0,88,245.2,246.08,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,313
317-U1352B-28H-1-A,317,U1352,B,28,28-1,H,1,A,0,40,246.2,246.6,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,314
317-U1352B-28H-1-A,317,U1352,B,28,28-1,H,1,A,40,140,246.6,247.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,315
317-U1352B-28H-2-A,317,U1352,B,28,28-2,H,2,A,0,104,247.63,248.67,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,316
317-U1352B-28H-2-A,317,U1352,B,28,28-2,H,2,A,104,139,248.67,249.02,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,317
317-U1352B-28H-3-A,317,U1352,B,28,28-3,H,3,A,0,24,249.13,249.37,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,,,,,318
317-U1352B-28H-3-A,317,U1352,B,28,28-3,H,3,A,24,100,249.37,250.13,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,319
317-U1352B-28H-4-A,317,U1352,B,28,28-4,H,4,A,0,3,250.13,250.16,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,320
317-U1352B-28H-4-A,317,U1352,B,28,28-4,H,4,A,3,58,250.16,250.71,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,321
317-U1352B-28H-CC-A,317,U1352,B,28,28-CC,H,CC,A,0,14,250.7,250.84,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,322
317-U1352B-29H-1-A,317,U1352,B,29,29-1,H,1,A,0,150,251.2,252.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,323
317-U1352B-29H-2-A,317,U1352,B,29,29-2,H,2,A,0,139,252.7,254.09,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,324
317-U1352B-29H-3-A,317,U1352,B,29,29-3,H,3,A,0,95,254.2,255.15,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,325
317-U1352B-29H-3-A,317,U1352,B,29,29-3,H,3,A,95,150,255.15,255.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mottling,,,,,,326
317-U1352B-29H-4-A,317,U1352,B,29,29-4,H,4,A,0,57,255.7,256.27,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous mud,,,,,,327
317-U1352B-29H-4-A,317,U1352,B,29,29-4,H,4,A,57,139,256.27,257.09,,Shell bed,,Shell bed,,,,,Expedition 317,matrix is mud,,,,,,328
317-U1352B-29H-CC-A,317,U1352,B,29,29-CC,H,CC,A,0,31,257.09,257.4,,Shell bed,,Shell bed,,,,,Expedition 317,matrix is mud,,,,,,329
317-U1352B-30H-1-A,317,U1352,B,30,30-1,H,1,A,0,149,257.7,259.19,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1) homogeneous mud with a trace of vf micaceous well-sorted sand. Color banding exists in sections 1-3, ranging from moderate (sec 1) to mottled (sec 3).  Color banding caused by alternating layers of clay-rich mud, 1-3 cm thick with diffuse to bioturbated contacts. Micaceous silt-rich intervals are found in sections 2 and 3 and are 1-2 cm thick, with diffuse contacts.  Silts tend to grade into clay-rich mud. ",,,,,,330
317-U1352B-30H-2-A,317,U1352,B,30,30-2,H,2,A,0,149,259.2,260.69,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1) homogeneous mud with a trace of vf micaceous well-sorted sand. Color banding exists in sections 1-3, ranging from moderate (sec 1) to mottled (sec 3).  Color banding caused by alternating layers of clay-rich mud, 1-3 cm thick with diffuse to bioturbated contacts. Micaceous silt-rich intervals are found in sections 2 and 3 and are 1-2 cm thick, with diffuse contacts.  Silts tend to grade into clay-rich mud. ",,,,,,331
317-U1352B-30H-3-A,317,U1352,B,30,30-3,H,3,A,0,140,260.7,262.1,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1) homogeneous mud with a trace of vf micaceous well-sorted sand. Color banding exists in sections 1-3, ranging from moderate (sec 1) to mottled (sec 3).  Color banding caused by alternating layers of clay-rich mud, 1-3 cm thick with diffuse to bioturbated contacts. Micaceous silt-rich intervals are found in sections 2 and 3 and are 1-2 cm thick, with diffuse contacts.  Silts tend to grade into clay-rich mud. ",,,,,,332
317-U1352B-30H-4-A,317,U1352,B,30,30-4,H,4,A,0,70,262.2,262.9,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","The dominant lithology is a dark greenish gray (5GY 4/1) homogeneous mud with a trace of vf micaceous well-sorted sand. Color banding exists in sections 1-3, ranging from moderate (sec 1) to mottled (sec 3).  Color banding caused by alternating layers of clay-rich mud, 1-3 cm thick with diffuse to bioturbated contacts. Micaceous silt-rich intervals are found in sections 2 and 3 and are 1-2 cm thick, with diffuse contacts.  Silts tend to grade into clay-rich mud. ",,,,,,333
