Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
362-U1480F-53X-4-A,7.8,8,370.658,370.66,IIB,,silt,,silt,silt,silt,,2.5Y 8/1 (white),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,silt,2,normal grading,well,clay,silt,,lenticular bedded,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,4,A,,,,409
362-U1480F-53X-4-A,8,23,370.66,370.81,IIB,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2,,well,,,,structureless,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,4,A,,,,410
362-U1480F-53X-4-A,23,23.2,370.81,370.812,IIB,,silt,,silt,silt,silt,,2.5Y 8/1 (white),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,silt,2,normal grading,well,clay,silt,,lenticular bedded,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,4,A,,,,411
362-U1480F-53X-4-A,23.2,27.7,370.812,370.857,IIB,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2,,well,,,,structureless,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,4,A,,,,412
362-U1480F-53X-4-A,27.7,27.9,370.857,370.859,IIB,,silt,,silt,silt,silt,,2.5Y 8/1 (white),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,silt,2,normal grading,well,clay,silt,,lenticular bedded,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,4,A,,,,413
362-U1480F-53X-4-A,27.9,33.1,370.859,370.911,IIB,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2,,well,,,,structureless,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,4,A,,,,414
362-U1480F-53X-4-A,33.1,34.8,370.911,370.928,IIB,,silt,,silt,silt,silt,,2.5Y 8/1 (white),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,silt,2,normal grading,well,clay,silt,,lenticular bedded,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,4,A,,,,415
362-U1480F-53X-4-A,34.8,51,370.928,371.09,IIB,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2,,well,,,,structureless,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,4,A,,,,416
362-U1480F-53X-CC-A,0,19.8,371.09,371.288,IIB,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2,,well,,,,structureless,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,CC,A,,,,417
362-U1480F-53X-CC-A,19.8,20,371.288,371.29,IIB,,silt,,silt,silt,silt,,2.5Y 8/1 (white),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,silt,2,normal grading,well,clay,silt,,lenticular bedded,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,CC,A,,,,418
362-U1480F-53X-CC-A,20,45,371.29,371.54,IIB,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2,,well,,,,structureless,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,CC,A,,,,419
362-U1480F-53X-CC-A,45,45.5,371.54,371.545,IIB,,silt,,silt,silt,silt,,2.5Y 8/1 (white),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,silt,2,normal grading,well,clay,silt,,lenticular bedded,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,CC,A,,,,420
362-U1480F-53X-CC-A,45.5,50,371.545,371.59,IIB,,silt,,silt,silt,silt,,2.5Y 8/1 (white),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,silt,2,normal grading,well,clay,silt,,lenticular bedded,,,,,,,,,,,,,,,,,,362,U1480,F,53,X,CC,A,,,,421
362-U1480F-54X-1-A,0,12,377.2,377.32,IIB,,clay,,clay,clay,clay,,GLEY 1 6/10GY (greenish gray),planar,gradational,planar gradational,horizontal,medium bed,partially lithified,clay,1,non-graded,well,,,,structureless,,,,,,,,,,,,,,,,,,362,U1480,F,54,X,1,A,,,,422
362-U1480F-54X-1-A,12,150,377.32,378.7,IIB,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,partially lithified,silt,2,normal grading,moderate,clay,silt,,cross-lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,54,X,1,A,,,,423
362-U1480F-54X-2-A,0,34,378.7,379.04,IIB,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,partially lithified,silt,2,normal grading,moderate,clay,silt,,cross-lamination,sparse,2,Nereites,,,,,,,,,,,,,,,362,U1480,F,54,X,2,A,,,,424
362-U1480F-54X-2-A,34,119,379.04,379.89,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,very thick bed,partially lithified,silt,2,non-graded,well,,,,planar lamination,moderate,4,Nereites,,,,,,,,,,,,,,,362,U1480,F,54,X,2,A,,,,425
362-U1480F-54X-2-A,119,133,379.89,380.03,IIB,,clay,,clay,clay,clay,,GLEY 1 2.5/5GY (greenish black),planar,sharp,planar sharp,,,partially lithified,silt,2,non-graded,well,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,54,X,2,A,,,,426
362-U1480F-54X-3-A,0,34,380.21,380.55,IIB,,clay,,clay,clay,clay,,GLEY 1 2.5/5GY (greenish black),planar,sharp,planar sharp,,,partially lithified,silt,2,non-graded,well,,,,,,,,,,,,,,,,,,,,,,362,U1480,F,54,X,3,A,,,,427
362-U1480F-54X-3-A,34,76,380.55,380.97,IIB,,clay,,clay,clay,clay,,5Y 4/2 (olive gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt,2,non-graded,well,,,,,moderate,4,nereites,,,,,,,,,,,,,,,362,U1480,F,54,X,3,A,,,,428
362-U1480F-54X-3-A,76,109,380.97,381.3,IIB,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,,,partially lithified,silt,2,non-graded,well,,,,planar lamination,slight,3,Nereites,,,,,,,,,,,,,,,362,U1480,F,54,X,3,A,,,,429
362-U1480F-54X-3-A,109,135,381.3,381.56,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Planolites,Nereites,,,,,,,,,,,,,,362,U1480,F,54,X,3,A,,,,430
362-U1480F-54X-4-A,0,110,381.71,382.81,IIB,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,partially lithified,silt,2,non-graded,well,,,,planar lamination,moderate,4,nereites,Planolites,Phycosiphon,,,,,,,,,,,,,362,U1480,F,54,X,4,A,,,,431
362-U1480F-54X-4-A,110,118,382.81,382.89,IIB,calcareous,clay,,calcareous clay,calcareous clay,clay,,GLEY 1 6/10GY (greenish gray),curviplanar,gradational,curviplanar gradational,sub-horizontal,,partially lithified,,,non-graded,well,,,,structureless,heavy,4,Thalassinoides,Nereites,,,,,,,,,,,,,,362,U1480,F,54,X,4,A,,,,432
362-U1480F-54X-4-A,118,142,382.89,383.13,IIB,,clay,,clay,clay,clay,,GLEY 1 5/10Y (greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,54,X,4,A,,,,433
362-U1480F-54X-5-A,0,16,383.13,383.29,IIB,,clay,,clay,clay,clay,,GLEY 1 5/10Y (greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,54,X,5,A,,,,434
362-U1480F-54X-5-A,16,16.3,383.29,383.293,IIB,,ash/tuff,,ash/tuff,ash/tuff,ash/tuff,,10YR 5/1 (gray),planar,sharp,planar sharp,horizontal,thin lamina,partially lithified,silt,2,non-graded,well,,,altered to zeolithe-rich bed,,,,,,,,,,,,,,,,,,,362,U1480,F,54,X,5,A,,,,435
362-U1480F-54X-5-A,16.3,137,383.293,384.5,IIB,,clay,,clay,clay,clay,,GLEY 1 5/10Y (greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,54,X,5,A,,,,436
362-U1480F-54X-CC-A,0,24.5,384.5,384.745,IIB,,clay,,clay,clay,clay,,GLEY 1 5/10Y (greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,54,X,CC,A,,,,437
362-U1480F-54X-CC-A,24.5,29,384.745,384.79,IIB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,moderate,fine sand,silt,grading from fine sand to silt with cross bedding at top.,cross-lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,54,X,CC,A,,,,438
362-U1480F-54X-CC-A,29,33,384.79,384.83,IIB,,clay,,clay,clay,clay,,GLEY 1 5/10Y (greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,54,X,CC,A,,,,439
362-U1480F-54X-CC-A,33,39,384.83,384.89,IIB,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,thick bed,partially lithified,fine sand,4,non-graded,well,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,54,X,CC,A,,,,440
362-U1480F-55X-1-A,0,7,387,387.07,IIB,,clay,,clay,clay,clay,,GLEY 1 6/10Y (greenish gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,unlithified,clay,1,non-graded,well,,,fall in from top,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,441
362-U1480F-55X-1-A,7,14,387.07,387.14,IIB,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,unlithified,medium sand,5,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,442
362-U1480F-55X-1-A,14,17,387.14,387.17,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,unlithified,clay,1,non-graded,well,,,Bed disturbed by drilling disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,443
362-U1480F-55X-1-A,17,30.5,387.17,387.305,IIB,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed,unlithified,medium sand,5,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,444
362-U1480F-55X-1-A,30.5,36.5,387.305,387.365,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,cross-lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,445
362-U1480F-55X-1-A,36.5,55.5,387.365,387.555,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,446
362-U1480F-55X-1-A,55.5,56.5,387.555,387.565,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,447
362-U1480F-55X-1-A,56.5,69.5,387.565,387.695,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,448
362-U1480F-55X-1-A,69.5,77.5,387.695,387.775,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,very fine sand,3,normal grading,well,clay,very fine sand,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,449
362-U1480F-55X-1-A,77.5,91,387.775,387.91,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,450
362-U1480F-55X-1-A,91,94,387.91,387.94,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,451
362-U1480F-55X-1-A,94,97.5,387.94,387.975,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,452
362-U1480F-55X-1-A,97.5,99,387.975,387.99,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,453
362-U1480F-55X-1-A,99,150,387.99,388.5,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,1,A,,,,454
362-U1480F-55X-2-A,0,16.5,388.5,388.665,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A,,,,455
362-U1480F-55X-2-A,16.5,19.5,388.665,388.695,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,2,A,,,,456
362-U1480F-55X-2-A,19.5,35,388.695,388.85,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A,,,,457
362-U1480F-55X-2-A,35,61,388.85,389.11,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,moderate,4,Nereites,Chondrites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A,,,,458
362-U1480F-55X-2-A,61,91,389.11,389.41,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A,,,,459
362-U1480F-55X-2-A,91,118,389.41,389.68,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2,normal grading,,clay,silt,,planar lamination,slight,3,Planolites,,,,,,,,,,,,,,,362,U1480,F,55,X,2,A,,,,460
362-U1480F-55X-2-A,118,131,389.68,389.81,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A,,,,461
362-U1480F-55X-3-A,0,2.5,390,390.025,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 6/5GY (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,462
362-U1480F-55X-3-A,2.5,34.5,390.025,390.345,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,463
362-U1480F-55X-3-A,34.5,44.5,390.345,390.445,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,moderate,4,Planolites,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,464
362-U1480F-55X-3-A,44.5,50.5,390.445,390.505,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,465
362-U1480F-55X-3-A,50.5,79.5,390.505,390.795,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,moderate,4,Chondrites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,466
362-U1480F-55X-3-A,79.5,88,390.795,390.88,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,467
362-U1480F-55X-3-A,88,89.5,390.88,390.895,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/5GY (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,slight,3,Planolites,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,468
362-U1480F-55X-3-A,89.5,96,390.895,390.96,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,469
362-U1480F-55X-3-A,96,118.5,390.96,391.185,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,slight,3,Chondrites,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,470
362-U1480F-55X-3-A,118.5,130,391.185,391.3,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,471
362-U1480F-55X-3-A,130,140.5,391.3,391.405,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,slight,3,Chondrites,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,472
362-U1480F-55X-3-A,140.5,146.5,391.405,391.465,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,473
362-U1480F-55X-3-A,146.5,150,391.465,391.5,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A,,,,474
362-U1480F-55X-4-A,0,2,391.5,391.52,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A,,,,475
362-U1480F-55X-4-A,2,17,391.52,391.67,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,plant fragment,R,,,,,,,,,362,U1480,F,55,X,4,A,,,,476
362-U1480F-55X-4-A,17,20.5,391.67,391.705,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 3/N (very dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,partially lithified,very fine sand,3,normal grading,well,clay,very fine sand,,planar lamination,slight,3,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A,,,,477
362-U1480F-55X-4-A,20.5,63,391.705,392.13,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,4,A,,,,478
362-U1480F-55X-4-A,63,85,392.13,392.35,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,medium sand,5,normal grading,moderate,clay,medium sand,,planar lamination,slight,3,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A,,,,479
362-U1480F-55X-4-A,85,116,392.35,392.66,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A,,,,480
362-U1480F-55X-4-A,116,144.5,392.66,392.945,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,4,A,,,,481
362-U1480F-55X-4-A,144.5,150,392.945,393,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A,,,,482
362-U1480F-55X-5-A,0,48.5,393,393.485,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,5,A,,,,483
362-U1480F-55X-5-A,48.5,49.5,393.485,393.495,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,very fine sand,3,normal grading,well,clay,very fine sand,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,5,A,,,,484
362-U1480F-55X-5-A,49.5,70,393.495,393.7,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,5,A,,,,485
362-U1480F-55X-5-A,70,73.5,393.7,393.735,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,well,clay,silt,,cross-lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,5,A,,,,486
362-U1480F-55X-5-A,73.5,132.5,393.735,394.325,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,5,A,,,,487
362-U1480F-55X-6-A,0,40.5,394.52,394.925,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,6,A,,,,488
362-U1480F-55X-6-A,40.5,46.5,394.925,394.985,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,moderate,clay,silt,,cross-lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,55,X,6,A,,,,489
362-U1480F-55X-6-A,46.5,151,394.985,396.03,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2,non-graded,well,,,,structureless,moderate,4,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,6,A,,,,490
