Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
359-U1467C-20H-CC-A,0,25,179.79,180.04,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F). Burrows more lithified and with Celestine infills",,,,359,U1467,C,20,H,CC,A,,,,,228
359-U1467C-21H-1-A,0,20,179.7,179.9,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,,,,,,"Cave-in. Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). sponge spicules (F).",,,,359,U1467,C,21,H,1,A,,,,,229
359-U1467C-21H-1-A,20,150,179.9,181.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F).",,,,359,U1467,C,21,H,1,A,,,,,230
359-U1467C-21H-2-A,0,74,181.2,181.94,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (planktic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F).",,,,359,U1467,C,21,H,2,A,,,,,231
359-U1467C-21H-2-A,74,150,181.94,182.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F).",,,,359,U1467,C,21,H,2,A,,,,,232
359-U1467C-21H-3-A,0,150,182.7,184.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (planktic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F).",,,,359,U1467,C,21,H,3,A,,,,,233
359-U1467C-21H-4-A,0,150,184.2,185.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F).",,,,359,U1467,C,21,H,4,A,,,,,234
359-U1467C-21H-5-A,0,150,185.7,187.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (planktic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F).",,,,359,U1467,C,21,H,5,A,,,,,235
359-U1467C-21H-6-A,0,150,187.2,188.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F). Burrows with celestite infill.",,,,359,U1467,C,21,H,6,A,,,,,236
359-U1467C-21H-7-A,0,61,188.7,189.31,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (planktic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F). Burrows with celestite infill.",,,,359,U1467,C,21,H,7,A,,,,,237
359-U1467C-21H-CC-A,0,31,189.31,189.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F). Burrows with celestite infill.",,,,359,U1467,C,21,H,CC,A,,,,,238
359-U1467C-22H-1-A,0,12,189.2,189.32,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (planktic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera, gastropod(C). Organic material and sponge spicules (F). Burrows with celestite infill.",,,,359,U1467,C,22,H,1,A,,,,,239
359-U1467C-22H-1-A,12,150,189.32,190.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,,,,,,,,,,,,,,sharp,horizontal,"Cave-in. WACKESTONE. Fine-grained, poorly-sorted.",,,,359,U1467,C,22,H,1,A,,,,,240
359-U1467C-22H-2-A,0,49,190.7,191.19,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,2,A,,,,,241
359-U1467C-22H-2-A,49,87,191.19,191.57,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,2,A,,,,,242
359-U1467C-22H-2-A,87,112,191.57,191.82,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,2,A,,,,,243
359-U1467C-22H-2-A,112,150,191.82,192.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,2,A,,,,,244
359-U1467C-22H-3-A,0,29,192.2,192.49,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,3,A,,,,,245
359-U1467C-22H-3-A,29,57,192.49,192.77,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present. Concentrations of celestite @ H22-3-38 cm",,,,359,U1467,C,22,H,3,A,,,,,246
359-U1467C-22H-3-A,57,134,192.77,193.54,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,3,A,,,,,247
359-U1467C-22H-3-A,134,150,193.54,193.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,3,A,,,,,248
359-U1467C-22H-4-A,0,9,193.7,193.79,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,4,A,,,,,249
359-U1467C-22H-4-A,9,122,193.79,194.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present. Celestine (A)",,,,359,U1467,C,22,H,4,A,,,,,250
359-U1467C-22H-4-A,122,150,194.92,195.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present.",,,,359,U1467,C,22,H,4,A,,,,,251
359-U1467C-22H-5-A,0,150,195.2,196.7,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present. Celestine (C)",,,,359,U1467,C,22,H,5,A,,,,,252
359-U1467C-22H-6-A,0,58,196.7,197.28,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present. Celestine (C)",,,,359,U1467,C,22,H,6,A,,,,,253
359-U1467C-22H-6-A,58,131,197.28,198.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),Poorly preserved,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (P). Organic material present. Celestine (C)",,,,359,U1467,C,22,H,6,A,,,,,254
359-U1467C-22H-6-A,131,150,198.01,198.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (F). Organic material present. Celestine (C)",,,,359,U1467,C,22,H,6,A,,,,,255
359-U1467C-22H-7-A,0,69,198.2,198.89,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (F). Organic material present. Celestine (C)",,,,359,U1467,C,22,H,7,A,,,,,256
359-U1467C-22H-CC-A,0,21,198.89,199.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,celestine nodule,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE. Fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (F). Organic material present. Celestine (C)",,,,359,U1467,C,22,H,CC,A,,,,,257
359-U1467C-24X-1-A,0,81,578.6,579.41,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,24,X,1,A,,,,,258
359-U1467C-24X-2-A,0,7,579.41,579.48,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,24,X,2,A,,,,,259
359-U1467C-24X-2-A,7,84,579.48,580.25,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,24,X,2,A,,,,,260
359-U1467C-24X-CC-A,0,18,580.25,580.43,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,24,X,CC,A,,,,,261
359-U1467C-24X-CC-A,23,43,580.48,580.68,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,24,X,CC,A,,,,,262
359-U1467C-25X-1-A,0,47,588.3,588.77,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,25,X,1,A,,,,,263
359-U1467C-25X-2-A,0,40,588.87,589.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,25,X,2,A,,,,,264
359-U1467C-25X-2-A,40,58,589.27,589.45,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,25,X,2,A,,,,,265
359-U1467C-25X-2-A,58,126,589.45,590.13,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,25,X,2,A,,,,,266
359-U1467C-25X-CC-A,0,15,590.13,590.28,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,25,X,CC,A,,,,,267
359-U1467C-25X-CC-A,20,35,590.33,590.48,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,25,X,CC,A,,,,,268
359-U1467C-26X-1-A,0,20,598,598.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies (F) Burrows packstone. Moldic porosity.",,,,359,U1467,C,26,X,1,A,,,,,269
359-U1467C-26X-1-A,20,66,598.2,598.66,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies (F) Burrows packstone. Moldic porosity.",,,,359,U1467,C,26,X,1,A,,,,,270
359-U1467C-26X-1-A,66,104,598.66,599.04,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Burrows packstone. Moldic porosity.",,,,359,U1467,C,26,X,1,A,,,,,271
359-U1467C-26X-1-A,104,114,599.04,599.14,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Very fine-grained, poorly-sorted. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies (F) Burrows packstone. Moldic porosity.",,,,359,U1467,C,26,X,1,A,,,,,272
359-U1467C-26X-2-A,0,25,599.23,599.48,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine- to medium-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies, Planolites (P). Burrows packstone. Moldic porosity.",,,,359,U1467,C,26,X,2,A,,,,,273
359-U1467C-26X-2-A,25,92,599.48,600.15,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine- to medium-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies, Planolites Zoophycos (P). Burrows packstone. Moldic porosity.",,,,359,U1467,C,26,X,2,A,,,,,274
359-U1467C-26X-2-A,92,146,600.15,600.69,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies and Planolites. Organic fragments present. Moldic porosity.",,,,359,U1467,C,26,X,2,A,,,,,275
359-U1467C-26X-3-A,0,12,600.69,600.81,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies and Planolites. Organic fragments present. Moldic porosity.",,,,359,U1467,C,26,X,3,A,,,,,276
359-U1467C-26X-3-A,12,38,600.81,601.07,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies and Planolites. Organic fragments present. Moldic porosity.",,,,359,U1467,C,26,X,3,A,,,,,277
359-U1467C-26X-3-A,38,67,601.07,601.36,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies and Planolites. Organic fragments present. Moldic porosity.",,,,359,U1467,C,26,X,3,A,,,,,278
359-U1467C-26X-3-A,67,87,601.36,601.56,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies and Planolites. Organic fragments present. Moldic porosity.",,,,359,U1467,C,26,X,3,A,,,,,279
359-U1467C-26X-4-A,0,11,601.56,601.67,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies and Planolites. Organic fragments present. Moldic porosity.",,,,359,U1467,C,26,X,4,A,,,,,280
359-U1467C-26X-4-A,11,46,601.67,602.02,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),Poorly preserved,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Planktic foraminifera-rich WACKESTONE to PACKSTONE. Fine-grained. Planktic foraminifera (A), benthic foraminifera (C). Thalassinodies, Zoophycos and Planolites. Organic fragments present. Moldic porosity.",,,,359,U1467,C,26,X,4,A,,,,,281
