Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
362-U1480E-11H-1-A,53,54.5,81.23,81.245,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,54.5,56,81.245,81.26,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,56,57,81.26,81.27,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,57,57.5,81.27,81.275,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,57.5,58.5,81.275,81.285,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,58.5,59.5,81.285,81.295,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,59.5,60.5,81.295,81.305,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,60.5,62.5,81.305,81.325,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,62.5,64,81.325,81.34,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,64,65,81.34,81.35,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,65,67,81.35,81.37,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,67,67.5,81.37,81.375,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,67.5,68,81.375,81.38,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,68,70,81.38,81.4,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,70,75,81.4,81.45,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,75,76,81.45,81.46,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,76,77,81.46,81.47,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,77,79.5,81.47,81.495,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,79.5,81,81.495,81.51,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,81,82.5,81.51,81.525,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,82.5,83.5,81.525,81.535,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,83.5,88,81.535,81.58,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,88,91.5,81.58,81.615,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,91.5,95,81.615,81.65,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,95,96,81.65,81.66,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,96,108,81.66,81.78,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,108,111.5,81.78,81.815,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,111.5,115,81.815,81.85,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,115,117,81.85,81.87,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,117,122.5,81.87,81.925,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,122.5,124.5,81.925,81.945,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,124.5,127.5,81.945,81.975,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,127.5,131,81.975,82.01,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,131,134.5,82.01,82.045,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,134.5,135,82.045,82.05,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-1-A,135,150,82.05,82.2,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,1,A,,,
362-U1480E-11H-2-A,0,6.5,82.2,82.265,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,6.5,11,82.265,82.31,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,11,11.5,82.31,82.315,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,11.5,12,82.315,82.32,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,12,14.5,82.32,82.345,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,14.5,18,82.345,82.38,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,18,19.5,82.38,82.395,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,19.5,22,82.395,82.42,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,22,23,82.42,82.43,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,23,31,82.43,82.51,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,31,32.5,82.51,82.525,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,32.5,73.5,82.525,82.935,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,73.5,75.5,82.935,82.955,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,75.5,79,82.955,82.99,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,79,83.5,82.99,83.035,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,83.5,84,83.035,83.04,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,84,85.5,83.04,83.055,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,85.5,87,83.055,83.07,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,87,87.5,83.07,83.075,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,87.5,88.5,83.075,83.085,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,88.5,93,83.085,83.13,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,93,99.5,83.13,83.195,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,99.5,100.5,83.195,83.205,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 7/10Y (light greenish grey),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,100.5,125,83.205,83.45,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,125,127,83.45,83.47,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-2-A,127,131,83.47,83.51,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,2,A,,,
362-U1480E-11H-3-A,0,11,83.7,83.81,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,3,A,,,
362-U1480E-11H-3-A,11,12.5,83.81,83.825,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,3,A,,,
362-U1480E-11H-3-A,12.5,68,83.825,84.38,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,3,A,,,
362-U1480E-11H-3-A,68,70,84.38,84.4,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,3,A,,,
362-U1480E-11H-3-A,70,90,84.4,84.6,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,3,A,,,
362-U1480E-11H-3-A,90,106,84.6,84.76,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,3,A,,,
362-U1480E-11H-3-A,106,150,84.76,85.2,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,3,A,,,
362-U1480E-11H-4-A,0,8,85.2,85.28,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,4,A,,,
362-U1480E-11H-4-A,8,11,85.28,85.31,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,4,A,,,
362-U1480E-11H-4-A,11,16.5,85.31,85.365,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,4,A,,,
362-U1480E-11H-4-A,16.5,17.5,85.365,85.375,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,4,A,,,
362-U1480E-11H-4-A,17.5,28,85.375,85.48,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,,,,,,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,E,11,H,4,A,,,
362-U1480E-11H-4-A,28,36,85.48,85.56,IIA,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,4,A,,,
362-U1480E-11H-4-A,36,150,85.56,86.7,IIA,,clay [S54],with carbonate allochems [F80],clay,clay with carbonate allochems,clay with carbonate allochems,,GLEY 1 5/N (gray),,,,,,unlithified [Leg194],clay [W22_1],1,,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,E,11,H,4,A,,,
