Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
341-U1418F-36R-1-A,132,150,591.12,591.3,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,36,R,1,A,,,
341-U1418F-36R-2-A,0,150,591.3,592.8,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,laminated to thin bedded very dark grey (N 3) and dark greenish grey (5GY 4/1),,,,,,341,U1418,F,36,R,2,A,,,
341-U1418F-36R-3-A,0,30,592.8,593.1,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,,,,,341,U1418,F,36,R,3,A,,,
341-U1418F-36R-3-A,30,38,593.1,593.18,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,36,R,3,A,,,
341-U1418F-36R-3-A,38,116,593.18,593.96,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated to thin bedded dark greenish grey (5GY 4/1) with very dark grey (N 3); silt lamina with granules at 96 cm,sharp contact,,,,,341,U1418,F,36,R,3,A,,,
341-U1418F-36R-3-A,116,150,593.96,594.3,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,laminated to thin bedded very dark grey (N 3) and dark greenish grey (5GY 4/1),,,,,,341,U1418,F,36,R,3,A,,,
341-U1418F-36R-4-A,0,12.5,594.3,594.425,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,with N 4 color bands,,,,,,341,U1418,F,36,R,4,A,,,
341-U1418F-36R-4-A,12.5,55,594.425,594.85,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,"coarse sand mostly concentrated in laminae, @ avg. 5cm intervals",gradational contact,,,,,341,U1418,F,36,R,4,A,,,
341-U1418F-36R-4-A,55,115,594.85,595.45,,mud [Leg210],with sand [Leg339],mud  with sand ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,N 3 color bands 68-79cm,gradational contact,,,,,341,U1418,F,36,R,4,A,,,
341-U1418F-36R-4-A,115,150,595.45,595.8,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,N 3 color bands,,,,,,341,U1418,F,36,R,4,A,,,
341-U1418F-36R-5-A,0,33,595.8,596.13,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,36,R,5,A,,,
341-U1418F-36R-5-A,33,71,596.13,596.51,,mud [Leg210],with sand [Leg339],mud  with sand ,,,parallel lamination,N 3 (very dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,36,R,5,A,,,
341-U1418F-36R-5-A,71,92,596.51,596.72,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),moderate [DB86],2,present [A79],5,,,,,,,,,,,,,,,,341,U1418,F,36,R,5,A,,,
341-U1418F-36R-5-A,92,105,596.72,596.85,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),moderate [DB86],2,present [A79],3,,,,,,,,,,,,,,,,341,U1418,F,36,R,5,A,,,
341-U1418F-36R-CC-A,0,9,596.85,596.94,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,36,R,CC,A,,,
341-U1418F-36R-CC-A,9,14,596.94,596.99,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,36,R,CC,A,,,
341-U1418F-37R-1-A,0,77,599.5,600.27,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"basla contact shrap colour-wise, transitional bioturbation-wise",gradational contact,biotubated,,,,341,U1418,F,37,R,1,A,,,
341-U1418F-37R-1-A,77,135,600.27,600.85,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,"silt laminae at 98, 110.5, 123.5 cm; laminated to thin bedded very dark grey (N 3) with dark greenish grey (5GY 4/1);",,,,,,341,U1418,F,37,R,1,A,,,
341-U1418F-37R-1-A,135,150,600.85,601,,,,,,,,,,,,,,,,,,,,,,SAFF,,,,,,341,U1418,F,37,R,1,A,,,
341-U1418F-37R-2-A,0,68,601,601.68,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated to thin bedded very dark grey (N 3) with dark greenish grey (5GY 4/1);,sharp contact,planar,,,,341,U1418,F,37,R,2,A,,,
341-U1418F-37R-2-A,68,92,601.68,601.92,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,37,R,2,A,,,
341-U1418F-37R-2-A,92,108,601.92,602.08,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,37,R,2,A,,,
341-U1418F-37R-2-A,108,135,602.08,602.35,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,37,R,2,A,,,
341-U1418F-37R-2-A,135,150,602.35,602.5,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,341,U1418,F,37,R,2,A,,,
341-U1418F-37R-3-A,0,97,602.5,603.47,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,37,R,3,A,,,
341-U1418F-37R-3-A,97,135,603.47,603.85,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,37,R,3,A,,,
341-U1418F-37R-3-A,135,150,603.85,604,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,37,R,3,A,,,
341-U1418F-37R-4-A,0,8,604,604.08,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,37,R,4,A,,,
341-U1418F-37R-4-A,8,42,604.08,604.42,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),moderate [DB86],2,present [A79],4,,,,,,,,,,29cm: pyritized burrow,,,,,,341,U1418,F,37,R,4,A,,,
341-U1418F-37R-4-A,42,140.5,604.42,605.405,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,37,R,4,A,,,
341-U1418F-37R-4-A,140.5,150,605.405,605.5,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,37,R,4,A,,,
341-U1418F-37R-5-A,0,61,605.5,606.11,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),moderate [DB86],2,present [A79],3,,,,,,,,,,with N 4 color bands,gradational contact,,,,,341,U1418,F,37,R,5,A,,,
341-U1418F-37R-5-A,61,150,606.11,607,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,341,U1418,F,37,R,5,A,,,
341-U1418F-37R-6-A,0,13,607,607.13,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,37,R,6,A,,,
341-U1418F-37R-6-A,13,23,607.13,607.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,37,R,6,A,,,
341-U1418F-37R-6-A,23,80,607.23,607.8,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,N 3 color bands,,,,,,341,U1418,F,37,R,6,A,,,
341-U1418F-37R-CC-A,0,16,607.8,607.96,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,N 3 color bands,,,,,,341,U1418,F,37,R,CC,A,,,
341-U1418F-37R-CC-A,16,21,607.96,608.01,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,37,R,CC,A,,,
341-U1418F-38R-1-A,0,16,609.2,609.36,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,present [A79],1,,,granule [W22_2],subangular,,,,,,clast at 11 cm;,sharp contact,,,,,341,U1418,F,38,R,1,A,,,
341-U1418F-38R-1-A,16,53,609.36,609.73,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),moderate [DB86],2,,,,,,,,,,,,"clasts black siltstone 1.4 cm at 18, gneiss 2.5 cm at 24 cm; ""frozen"" sandclast 0.9 cm at 42 cm;",gradational contact,,,,,341,U1418,F,38,R,1,A,,,
341-U1418F-38R-1-A,53,150,609.73,610.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,"laminae with silt, sand and granules at 56, 60, 75, 88 cm; clast abundance variable, there are 1 to 10 cm intervals without clasts; ",,,,,,341,U1418,F,38,R,1,A,,,
341-U1418F-38R-2-A,0,57,610.7,611.27,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"laminae with silt, sand and granules at 9, 10-12, 33-37 cm",,,,,,341,U1418,F,38,R,2,A,,,
341-U1418F-38R-2-A,57,150,611.27,612.2,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"laminae with silt, sand and granules at 80-83, 97, 108-109, 120.5, 141 cm",,,,,,341,U1418,F,38,R,2,A,,,
341-U1418F-38R-3-A,0,87,612.2,613.07,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,"laminae with silt, sand and granules at 11 cm",sharp contact,,,,,341,U1418,F,38,R,3,A,,,
341-U1418F-38R-3-A,87,97,613.07,613.17,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),moderate [DB86],2,,,,,,,,,,,,"laminae with silt, sand and granules at 88-89 cm;",gradational contact,,,,,341,U1418,F,38,R,3,A,,,
341-U1418F-38R-3-A,97,135,613.17,613.55,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,"laminae with silt, sand and granules at 110 cm; green clay rich layer at 109-111 cm; ",,,,,,341,U1418,F,38,R,3,A,,,
341-U1418F-38R-3-A,135,150,613.55,613.7,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,38,R,3,A,,,
341-U1418F-38R-4-A,0,58,613.7,614.28,,mud [Leg210],with sand [Leg339],mud  with sand ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"coarse sand concentrated in laminae/bands (often with clasts), @ avg. 5cm intervals;
moderate bioturbation 16-22cm",gradational contact,,,,,341,U1418,F,38,R,4,A,,,
341-U1418F-38R-4-A,58,150,614.28,615.2,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,38,R,4,A,,,
341-U1418F-38R-5-A,0,58.5,615.2,615.785,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,38,R,5,A,,,
341-U1418F-38R-5-A,58.5,62,615.785,615.82,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,coarse sand concentrated @ top,gradational contact,biotubated,,,,341,U1418,F,38,R,5,A,,,
341-U1418F-38R-5-A,62,131,615.82,616.51,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,F,38,R,5,A,,,
341-U1418F-38R-5-A,131,150,616.51,616.7,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,38,R,5,A,,,
341-U1418F-38R-6-A,0,33,616.7,617.03,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,38,R,6,A,,,
341-U1418F-38R-6-A,33,38,617.03,617.08,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,38,R,6,A,,,
341-U1418F-38R-6-A,38,38.2,617.08,617.082,calcareous rich,mud [Leg210],with diatoms [Leg339],calcareous rich mud  with diatoms ,,,,5Y 6/1 (gray),,,absent [A79],,,,,,,,,,,~25% diatoms,,,,,,341,U1418,F,38,R,6,A,,,
341-U1418F-38R-6-A,38.2,88,617.082,617.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,76cm: pyritized burrow,,,,,,341,U1418,F,38,R,6,A,,,
341-U1418F-38R-CC-A,0,8,617.58,617.66,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,1cm: pyritized burrow,,,,,,341,U1418,F,38,R,CC,A,,,
341-U1418F-38R-CC-A,8,13,617.66,617.71,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,38,R,CC,A,,,
341-U1418F-39R-1-A,0,138,618.9,620.28,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],,,,,,,,,,,"- mud
- few lonestones
- some colour banding to more very dark grey (5Y 3/1) and very dark greenish grey (10Y 3/1) -> gradual changes
- some borrows filled with ash(?), e.g. sect 1, ~70-75 cm
- occasional mud clasts, e.g. sect. 1, ~134 cm
- scattered sand grains",,,,,,341,U1418,F,39,R,1,A,,,
341-U1418F-39R-2-A,0,44,620.28,620.72,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],,,,,,,,,,,"- mud
- few lonestones
- some colour banding to more very dark grey (5Y 3/1) and very dark greenish grey (10Y 3/1) -> gradual changes
- some borrows filled with ash(?), e.g. sect 1, ~70-75 cm
- occasional mud clasts, e.g. sect. 1, ~134 cm
- scattered sand grains",,,,,,341,U1418,F,39,R,2,A,,,
341-U1418F-39R-2-A,44,150,620.72,621.78,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,2.5Y 3/1 (very dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"- colour banded & laminated mud with dispersed clasts
- colour banding between 2.5Y 3/1 and 10Y 3/1
- lamination generally sub-mm to ~8 mm
- lamination with gradational to sharp boundaries; no signs of erosion
- less than five beds up to 3 cm thick
- scattered lonestones
- occurrence of intervals with higher amounts of sand to gravel clasts (~1 mm - ~2 cm) -> mostly gradational boundaries

- ~127 cm: pyritized burrow
",,,,,,341,U1418,F,39,R,2,A,,,
341-U1418F-39R-3-A,0,135,621.78,623.13,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,2.5Y 3/1 (very dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"- colour banded & laminated mud with dispersed clasts
- colour banding between 2.5Y 3/1 and 10Y 3/1
- lamination generally sub-mm to ~8 mm
- lamination with gradational to sharp boundaries; no signs of erosion
- less than five beds up to 3 cm thick
- scattered lonestones
- occurrence of intervals with higher amounts of sand to gravel clasts (~1 mm - ~2 cm) -> mostly gradational boundaries",,,,,,341,U1418,F,39,R,3,A,,,
341-U1418F-39R-3-A,135,150,623.13,623.28,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,F,39,R,3,A,,,
341-U1418F-39R-4-A,0,23,623.28,623.51,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,silty mud with dispersed clasts,,,,,,341,U1418,F,39,R,4,A,,,
341-U1418F-39R-4-A,23,87,623.51,624.15,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"laminated mud with very very few clasts, and volcanic ash; lamination 0.5-1 cm",,,,,,341,U1418,F,39,R,4,A,,,
341-U1418F-39R-4-A,87,150,624.15,624.78,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,laminated (1-8 mm) mud with dispersed clasts; fine to medium lithic grains and few diamict layers with gradational boundaries; quartz veined metasediment @ 136 cm (0.8 cm),,,,,,341,U1418,F,39,R,4,A,,,
341-U1418F-39R-5-A,0,90,624.78,625.68,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,laminated (1-8 mm) mud with dispersed clasts (fine to coarse lithic garins); few diamicts with gradational boundaries; gravel: 0.6 cm @ 81 cm; color changes to N3,,,,,,341,U1418,F,39,R,5,A,,,
341-U1418F-39R-CC-A,0,16.5,625.68,625.845,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"thin laminated (up to 3 mm)mud, diamict layer (<0.4 cm) @ 5.5 cm",,,,,,341,U1418,F,39,R,CC,A,,,
341-U1418F-39R-CC-A,16.5,22,625.845,625.9,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,39,R,CC,A,,,
341-U1418F-40R-1-A,0,150,628.6,630.1,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- colour banding from very dark grey (2.5Y 3/1) to very dark greenish grey (10Y 3/1)
- mostly gradational boundaries between colour bands, but some sharp boundaries occur
- colour banding from sub-cm to ~8 cm thick
- scattered lonestones
- varying degrees of bioturbation: both colours are affected and it is not possible to identify if biogenic activity is higher during deposition of the dark grey or greenish grey intervals.
- scatteres foram tests
- ~26 cm: ~8 mm thick lense of in-situ lithified colour-banded mud: evidence: 1) the ""slice"" fills the entire core width; 2) ""flames"" of lithified material stick out into the mud that is not lithified -> carbonate cemented (reacts with diluted HCL)
- some lamination
- lamination mainly due to colour changes, but occasionally also due to minor changes in grain size
- occasional occurrence of pyritized burrows & holes (bioturbation)
",,,,,,341,U1418,F,40,R,1,A,,,
341-U1418F-40R-2-A,0,150,630.1,631.6,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- colour banding from very dark grey (2.5Y 3/1) to very dark greenish grey (10Y 3/1)
- mostly gradational boundaries between colour bands, but some sharp boundaries occur
- colour banding from sub-cm to ~8 cm thick
- scattered lonestones
- varying degrees of bioturbation: both colours are affected and it is not possible to identify if biogenic activity is higher during deposition of the dark grey or greenish grey intervals.
- scatteres foram tests
- ~26 cm: ~8 mm thick lense of in-situ lithified colour-banded mud: evidence: 1) the ""slice"" fills the entire core width; 2) ""flames"" of lithified material stick out into the mud that is not lithified -> carbonate cemented (reacts with diluted HCL)
- some lamination
- lamination mainly due to colour changes, but occasionally also due to minor changes in grain size
- occasional occurrence of pyritized burrows & holes (bioturbation)",,,,,,341,U1418,F,40,R,2,A,,,
341-U1418F-40R-3-A,0,150,631.6,633.1,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- colour banding from very dark grey (2.5Y 3/1) to very dark greenish grey (10Y 3/1)
- mostly gradational boundaries between colour bands, but some sharp boundaries occur
- colour banding from sub-cm to ~8 cm thick
- scattered lonestones
- varying degrees of bioturbation: both colours are affected and it is not possible to identify if biogenic activity is higher during deposition of the dark grey or greenish grey intervals.
- scatteres foram tests
- ~26 cm: ~8 mm thick lense of in-situ lithified colour-banded mud: evidence: 1) the ""slice"" fills the entire core width; 2) ""flames"" of lithified material stick out into the mud that is not lithified -> carbonate cemented (reacts with diluted HCL)
- some lamination
- lamination mainly due to colour changes, but occasionally also due to minor changes in grain size
- occasional occurrence of pyritized burrows & holes (bioturbation)

- ~36.5: fine sand along biscuit boundary
- ~41: ~5 mm thick interval with higher sand content; gradational transitions",,,,,,341,U1418,F,40,R,3,A,,,
341-U1418F-40R-4-A,0,30,633.1,633.4,volcaniclastic bearing,mud [Leg210],with biosilica [Leg339],volcaniclastic bearing mud  with biosilica ,volcaniclastic-bearing,2,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,pyritized burrows and 1 mm holes (unfilled burrows?),,,,,,341,U1418,F,40,R,4,A,,,
341-U1418F-40R-4-A,30,135,633.4,634.45,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,partly pyritized diatoms; color variations (10Y 4/1 to 5GY 4/1),,,,,,341,U1418,F,40,R,4,A,,,
341-U1418F-40R-4-A,135,150,634.45,634.6,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,40,R,4,A,,,
341-U1418F-40R-5-A,0,64,634.6,635.24,,diatom ooze [Leg339],with volcanic ash [Leg339],diatom ooze  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"empty burrows; trace amounts of ash (silt-sized, angular); color variations (10Y 4/1 to 5GY 4/1); nice burrows @ 48-53 cm",,,,,,341,U1418,F,40,R,5,A,,,
341-U1418F-40R-5-A,64,143,635.24,636.03,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,"massive mud with clasts (fine to medium grains) and diamict layers (gradational boundaries); gravel clasts = black metasediments; granitoid (3 cm diorite, subrounded, @ 99 cm)",,,,,,341,U1418,F,40,R,5,A,,,
341-U1418F-40R-6-A,0,78,636.03,636.81,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,color banding,5Y 3/1 (very dark gray),,,,,,,,,,,,,,mud with few dispersed clasts (0.5 cm),,,,,,341,U1418,F,40,R,6,A,,,
341-U1418F-40R-6-A,78,150,636.81,637.53,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,trace amount,1,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,massive mud with dispersed clasts and diamicts (gradational boundaries); fine to coarse lithics; 2 cm angular quartz pebble @ 135 cm,,,,,,341,U1418,F,40,R,6,A,,,
341-U1418F-40R-7-A,0,11,637.53,637.64,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,very few clasts,,,,,,341,U1418,F,40,R,7,A,,,
341-U1418F-40R-7-A,11,55,637.64,638.08,,clast-poor diamict [M89m],,clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"sharp upper, gradational lower boundary; fine to coarse lithics; black metasediment and greenstone pebbles (1 cm)",,,,,,341,U1418,F,40,R,7,A,,,
341-U1418F-40R-7-A,55,77,638.08,638.3,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,very few clasts,,,,,,341,U1418,F,40,R,7,A,,,
341-U1418F-41R-1-A,0,150,638.3,639.8,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between ""approx."" 10Y 4/1 and N 4

- lamination: section 1: 10-90; section 2: 50-110; section 3: 10-32 & 82-148
- slight to no bioturbation in the laminated intervals
- mostly gradational, sometimes sharp boundaries between laminae

- more massive intervals: section 1, 90 - sec. 2, 50; sect. 2: 110 - sect. 3, 10; sect. 3: 32-82; sect. 3, 148-150
- somewhat coarser than laminated intervals

- occasional mud clasts
- some calcite in burrows, e.g. sect. ~35-38
- scattered lonestones (max. 1.5 cm), e.g. greenstone, granitoid(?), fine-grained sedimentary rock, dioritic(?) rock
- intervals with higher sand/gravel amounts (both in laminated & massive parts); ~2 mm - ~10 cm thick
- occasionally pyritized burrows, e.g. sect. 1, ~148 cm
- scattered foraminifera tests & possibly tests from other organisms, e.g. sect. 2, ~22-42
",,,,,,341,U1418,F,41,R,1,A,,,
341-U1418F-41R-2-A,0,150,639.8,641.3,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between ""approx."" 10Y 4/1 and N 4

- lamination: section 1: 10-90; section 2: 50-110; section 3: 10-32 & 82-148
- slight to no bioturbation in the laminated intervals
- mostly gradational, sometimes sharp boundaries between laminae

- more massive intervals: section 1, 90 - sec. 2, 50; sect. 2: 110 - sect. 3, 10; sect. 3: 32-82; sect. 3, 148-150
- somewhat coarser than laminated intervals

- occasional mud clasts
- some calcite in burrows, e.g. sect. ~35-38
- scattered lonestones (max. 1.5 cm), e.g. greenstone, granitoid(?), fine-grained sedimentary rock, dioritic(?) rock
- intervals with higher sand/gravel amounts (both in laminated & massive parts); ~2 mm - ~10 cm thick
- occasionally pyritized burrows, e.g. sect. 1, ~148 cm
- scattered foraminifera tests & possibly tests from other organisms, e.g. sect. 2, ~22-42

- smear slide from ~27: calcareous bearing mud",,,,,,341,U1418,F,41,R,2,A,,,
