Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
374-U1521A-28R-3-A,65.0,125.0,259.96,260.56,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,foraminifer,lonestone,,,Faceted lonestone at 80-84 cm granodiorite (3 cm wide) (first time to seen). Lonestone at 95 cm. Foram (?) at 117 cm.,,,,374,U1521,A,28,R,3,A,,,
374-U1521A-28R-4-A,0.0,44.0,260.56,261.0,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),moderate [DB86],2,present [A79],,,,,,,,Bioturbation at 25-33 cm. Undulating (wavy lamination?) at 30-33 cm.,,,,374,U1521,A,28,R,4,A,,,
374-U1521A-28R-4-A,44.0,48.0,261.0,261.04,muddy,diatomite,,muddy diatomite,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3,absent [A79],,,,,,undulating or wavy boundary or contact [BJ80],,irregular wavy contact,,,,374,U1521,A,28,R,4,A,,,
374-U1521A-28R-4-A,48.0,131.0,261.04,261.87,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,Granodiorite lonestone 3 cm wide slightly faceted.,,,,374,U1521,A,28,R,4,A,,,
374-U1521A-28R-5-A,0.0,95.0,261.87,262.82,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/N (dark gray),,,present [A79],,,,,lonestone,,,"Faceted lonestones at 2, 14-15, 41-42 cm. Mud clast at 89-90 cm.",,,,374,U1521,A,28,R,5,A,,,
374-U1521A-28R-CC-A,0.0,14.0,262.82,262.96,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 4/N (dark gray),,,,,,,,,,,Thin black lamination at 5-6 cm. Fine vein network at 6-14 cm. Fine mud laminations at 13-14 cm.,,,,374,U1521,A,28,R,CC,A,,,
374-U1521A-29R-1-A,0.0,121.0,266.1,267.31,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 4/10Y (dark greenish gray),,,present [A79],,,,,lonestone,inclined boundary or contact,,"fine inclined lamination at 46 cm; Faceted lonestones at 15, 23, 55, 113-114, 118 cm; mudclast at 81 cm",,,,374,U1521,A,29,R,1,A,,,
374-U1521A-29R-2-A,0.0,72.0,267.31,268.03,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,vein network,GLEY 1 4/10Y (dark greenish gray),,,present [A79],,,,,lonestone,,,"Lonestones(basalt) at 3, 5, 21, 22, 29, 49, 53, 57-60(in situ?), 66, 69 cm. Many of them are faceted flat upward. Mud clast at 92 cm. Faint vein networks.",,,,374,U1521,A,29,R,2,A,,,
374-U1521A-29R-2-A,72.0,117.0,268.03,268.48,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,interlamination,GLEY 1 4/10Y (dark greenish gray),,,present [A79],,,,,lonestone,,,Lonestone (basalt) at 85 and 100 cm.,,,,374,U1521,A,29,R,2,A,,,
374-U1521A-29R-3-A,0.0,130.0,268.48,269.78,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,present [A79],,,,,lonestone,,,"Lonestone(basalt) at 8, 10, 14, 17, 22, 26, 69, 95, 110, 122, 126 cm. Mud clast at 33, 54, 61-62, 120 cm (faceted flat upward).",,,,374,U1521,A,29,R,3,A,,,
374-U1521A-29R-4-A,0.0,148.0,269.78,271.26,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,present [A79],,,,,lonestone,,,"30-34 cm black burrow (pyrite infilled?). Lonestone(basalt) at 11, 17, 60, 81-83 (in situ?), 87, 111-112 cm.",,,,374,U1521,A,29,R,4,A,,,
374-U1521A-29R-5-A,0.0,92.0,271.26,272.18,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,present [A79],,,,,lonestone,,,"Lonestones: 2, 3, 5, 15, 17, 20, 25, 29, 37, 43, 47, 75, 84, 86 cm; mud clast: 30 cm",,,,374,U1521,A,29,R,5,A,,,
374-U1521A-29R-6-A,0.0,65.0,272.18,272.83,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,present [A79],,,,shell fragment,lonestone,,,"Shell fragments at 4, 13-14, 47 (gastropod but only in the working half). Lonestone (basalt) at 35, 39, 59-62 cm.",,,,374,U1521,A,29,R,6,A,,,
374-U1521A-29R-CC-A,0.0,15.0,272.83,272.98,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,present [A79],,,,,lonestone,,,Basalt at 5 cm.,,,,374,U1521,A,29,R,CC,A,,,
374-U1521A-30R-1-A,0.0,89.0,275.7,276.59,diatom bearing,conglomerate/breccia [M89],,diatom bearing conglomerate/breccia,,N 4 (dark gray),,,abundant [A79],,,,,mud clast,undulating or wavy boundary or contact [BJ80],,,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-1-A,89.0,107.0,276.59,276.77,diatom bearing,mudstone,,diatom bearing mudstone,interlamination,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-1-A,89.0,123.0,276.59,276.93,,,,,,,,,,,,,,,,,Physically innterbedded faint laminations of diatom-bearing mud (89-123). At 94-98 incomplete laminations that flame at the end with near complete laminations above and below. Thin interbeds of dark grey diatom-bearing conglomerate beds at 107-112 and 116-123. Color mottling or internal mixing of conglomerate above and mudstone below.,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-1-A,94.0,98.0,276.64,276.68,,,,,flame structure,,,,,,,,,,,,,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-1-A,107.0,112.0,276.77,276.82,,conglomerate/breccia [M89],,conglomerate/breccia,,N 3 (very dark gray),,,abundant [A79],,,,,,,,,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-1-A,112.0,116.0,276.82,276.86,diatom bearing,mudstone,,diatom bearing mudstone,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-1-A,116.0,123.0,276.86,276.93,,conglomerate/breccia [M89],,conglomerate/breccia,deformed,N 3 (very dark gray),,,abundant [A79],,,,,,inclined boundary or contact,,,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-1-A,123.0,139.0,276.93,277.09,diatom bearing,mudstone,,diatom bearing mudstone,interlamination,N 3 (very dark gray),,,absent [A79],,,,,,,,,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-1-A,127.0,131.0,276.97,277.01,,,,,reverse grading,,,,,,,,,,,,,,,,374,U1521,A,30,R,1,A,,,
374-U1521A-30R-2-A,0.0,25.0,277.09,277.34,diatom bearing,mudstone,,diatom bearing mudstone,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,374,U1521,A,30,R,2,A,,,
374-U1521A-30R-2-A,25.0,27.0,277.34,277.36,diatom bearing,sandy mud(stone) to muddy sand(stone) [S54m],,diatom bearing sandy mud(stone) to muddy sand(stone),interlamination,N 5 (gray),,,present [A79],,,,,,undulating or wavy boundary or contact [BJ80],,wavy lamination with uppermost sandy mud overlyng muddy non continous lamina,,,,374,U1521,A,30,R,2,A,,,
374-U1521A-30R-2-A,27.0,32.0,277.36,277.41,diatom bearing,muddy sand(stone) to silty mud(stone) [S54m],,diatom bearing muddy sand(stone) to silty mud(stone),,N 5 (gray),,,present [A79],,,,,,,,,,,,374,U1521,A,30,R,2,A,,,
374-U1521A-30R-2-A,32.0,43.0,277.41,277.52,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,N 5 (gray),,,present [A79],,,,,,gradational boundary or contact,,,,,,374,U1521,A,30,R,2,A,,,
374-U1521A-30R-2-A,43.0,87.0,277.52,277.96,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,N 5 (gray),,,present [A79],,,,,,,,,,,,374,U1521,A,30,R,2,A,,,
374-U1521A-30R-2-A,87.0,140.0,277.96,278.49,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,N 4 (dark gray),,,present [A79],,,,,,,,"Mud clasts at 94,126 cm (1.75 cm width and 4.7 cm length), lenses of clast rich sandy diamictite, basalt clasts at 40, 54, 59, 61.5, 72, 109, 129 cm.",,,,374,U1521,A,30,R,2,A,,,
374-U1521A-30R-3-A,0.0,132.0,278.49,279.81,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,interlamination,N 4 (dark gray),,,present [A79],,,,,mud clast,,,"intervls of physically intermixed irregular diatom-rich olive grey lamina at 48-55. 63-73, 104-111 (including mud clasts at this interval), 116-117,131 to the base of the core. lonestone at 86-88, 107, 48, 4. Basalt clasts at 72.5, 24.",,,,374,U1521,A,30,R,3,A,,,
374-U1521A-30R-4-A,0.0,55.0,279.91,280.46,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,N 4 (dark gray),,,present [A79],,,,,mud clast,,,"mud clasts 36.5, 39-40, 42-43 and basalt clasts at 21.5, 2, 33.5",,,,374,U1521,A,30,R,4,A,,,
374-U1521A-30R-4-A,55.0,81.0,280.46,280.72,diatom rich,mudstone,,diatom rich mudstone,,N 4 (dark gray),,,present [A79],,,,,,,,"basalt clasts at 83, 82, 106, 112",,,,374,U1521,A,30,R,4,A,,,
374-U1521A-30R-4-A,81.0,86.0,280.72,280.77,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,N 4 (dark gray),,,present [A79],,nodule,silica,,,,,Chert nodule,,,,374,U1521,A,30,R,4,A,,,
374-U1521A-30R-4-A,86.0,91.5,280.77,280.825,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,374,U1521,A,30,R,4,A,,,
374-U1521A-30R-4-A,91.5,99.0,280.825,280.9,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,N 4 (dark gray),,,present [A79],,nodule,silica,,,,,Chert nodule,,,,374,U1521,A,30,R,4,A,,,
374-U1521A-30R-4-A,99.0,118.0,280.9,281.09,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,374,U1521,A,30,R,4,A,,,
374-U1521A-30R-5-A,0.0,113.0,281.09,282.22,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,N 4 (dark gray),,,present [A79],,,,,mud clast,,,"Baslat clasts at 4 cm (rip up?), 18, 56, 86, 78, 95; mud clasts at 58",,,,374,U1521,A,30,R,5,A,,,
374-U1521A-30R-CC-A,0.0,16.0,282.22,282.38,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,N 4 (dark gray),,,present [A79],,,,shell fragment,,,,bivvalve fragment at 5-7,,,,374,U1521,A,30,R,CC,A,,,
374-U1521A-31R-1-A,0.0,68.0,285.3,285.98,diatom rich,mudstone,,diatom rich mudstone,,N 4 (dark gray),,,,,nodule,silica,,,,,Chert nodule at 16-24,,,,374,U1521,A,31,R,1,A,,,
374-U1521A-31R-1-A,68.0,82.0,285.98,286.12,diatom rich,mudstone,,diatom rich mudstone,interlamination,5Y 6/2 (light olive gray),,,,,,,shell fragment,,,,Shell fragments at 79,,,,374,U1521,A,31,R,1,A,,,
374-U1521A-31R-1-A,82.0,101.0,286.12,286.31,diatom rich,mudstone,,diatom rich mudstone,,N 4 (dark gray),,,,,,,,,,,,,,,374,U1521,A,31,R,1,A,,,
374-U1521A-31R-2-A,0.0,73.0,286.31,287.04,,mudstone,,mudstone,,N 6 (gray),,,,,nodule,silica,,,,,"Chert nodules at 0-27, 39-41, 49-52, 56-73",,,,374,U1521,A,31,R,2,A,,,
374-U1521A-31R-CC-A,0.0,21.0,287.04,287.25,,mudstone,,mudstone,,N 6 (gray),,,,,nodule,silica,,,,,Chert nodules 0-20,,,,374,U1521,A,31,R,CC,A,,,
374-U1521A-32R-1-A,0.0,71.0,294.9,295.61,,mudstone,,mudstone,,N 6 (gray),,,,,nodule,silica,,,,,Chert nodules up to 6 cm in diameter,,,,374,U1521,A,32,R,1,A,,,
374-U1521A-32R-CC-A,0.0,21.0,295.61,295.82,,mudstone,,mudstone,,N 6 (gray),,,,,nodule,silica,,,,,Chert nodules,,,,374,U1521,A,32,R,CC,A,,,
374-U1521A-33R-1-A,0.0,74.0,304.5,305.24,,mudstone,,mudstone,,N 6 (gray),,,,,nodule,silica,,,,,Chert nodules up to 12 cm along the longest axis,,,,374,U1521,A,33,R,1,A,,,
374-U1521A-33R-CC-A,5.0,22.0,305.29,305.46,,mudstone,,mudstone,,N 6 (gray),,,,,nodule,silica,,,,,Chert nodules up to 8.8 along longest axis,,,,374,U1521,A,33,R,CC,A,,,
374-U1521A-34R-1-A,0.0,85.0,314.1,314.95,,mudstone,,mudstone,interlamination,N 4 (dark gray),,,,,nodule,silica,,,,,Interbeds of chert nodules,,,,374,U1521,A,34,R,1,A,,,
374-U1521A-34R-CC-A,0.0,25.0,314.95,315.2,,mudstone,,mudstone,,N 6 (gray),,,,,nodule,silica,,,,,Chert nodules up to 7.2 cm along longest axis,,,,374,U1521,A,34,R,CC,A,,,
374-U1521A-35R-1-A,0.0,10.0,323.7,323.8,,mudstone,,mudstone,interlamination,5Y 5/1 (gray),,,,,nodule,silica,,,,,nodules up to 5.5cm,,,,374,U1521,A,35,R,1,A,,,
374-U1521A-35R-1-A,10.0,33.0,323.8,324.03,,mudstone,,mudstone,,5YR 5/1 (gray),,,,,cement,silica,,,,,gray silica cemented mudstone,,,,374,U1521,A,35,R,1,A,,,
374-U1521A-35R-1-A,33.0,50.0,324.03,324.2,,mudstone,,mudstone,,5YR 5/1 (gray),,,,,nodule,silica,,,,,Nodules up to 5.5 cm,,,,374,U1521,A,35,R,1,A,,,
374-U1521A-35R-1-A,50.0,69.0,324.2,324.39,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,,,,,,cement,carbonate,,,,,Carbonate cemented clast-rich muddy diamictite. Smear slide at about 60cm,,,,374,U1521,A,35,R,1,A,,,
374-U1521A-35R-2-A,0.0,20.0,324.47,324.67,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,5Y 4/1 (dark gray),,,,,cement,silica,,,,,Dark gray muddy diamicton grading into a sandy diamictite,,,,374,U1521,A,35,R,2,A,,,
374-U1521A-35R-2-A,20.0,33.0,324.67,324.8,,mudstone,,mudstone,,5Y 5/1 (gray),,,,,nodule,silica,,,,,"silica-cemented mudstone, washed nodules up to 4.7 (longest axis)",,,,374,U1521,A,35,R,2,A,,,
374-U1521A-35R-2-A,33.0,54.0,324.8,325.01,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,parallel lamination,5Y 4/1 (dark gray),,,,,cement,silica,,,,,"Dark gray clast-rich sandy diamictite, thin layer of mud at 43 cm",,,,374,U1521,A,35,R,2,A,,,
374-U1521A-35R-2-A,54.0,97.0,325.01,325.44,,mudstone,,mudstone,,5Y 5/1 (gray),,,,,nodule,silica,,,,,"silica-cemented mudstone, washed nodules up to 8.1 cm. Basalt clast at 7, 101 cm",,,,374,U1521,A,35,R,2,A,,,
374-U1521A-35R-2-A,97.0,115.0,325.44,325.62,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,5Y 4/1 (dark gray),,,,,cement,silica,,,,,dark gray clast-rich sandy diamictite,,,,374,U1521,A,35,R,2,A,,,
374-U1521A-35R-3-A,0.0,6.0,325.62,325.68,,mudstone,,mudstone,,5Y 5/1 (gray),,,,,nodule,silica,,,,,"silica-cemented mudstone, washed nodules",,,,374,U1521,A,35,R,3,A,,,
374-U1521A-35R-3-A,6.0,11.0,325.68,325.73,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,5Y 4/1 (dark gray),,,,,cement,silica,,,,,dark gray clast-rich sandy diamictite,,,,374,U1521,A,35,R,3,A,,,
374-U1521A-35R-3-A,11.0,17.0,325.73,325.79,,mudstone,,mudstone,,5Y 5/1 (gray),,,,,nodule,silica,,,,,"silica-cemented mudstone, washed nodules",,,,374,U1521,A,35,R,3,A,,,
374-U1521A-35R-3-A,17.0,40.0,325.79,326.02,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,5Y 4/1 (dark gray),,,,,cement,silica,,,,,dark gray sandy diamitite,,,,374,U1521,A,35,R,3,A,,,
374-U1521A-35R-3-A,40.0,46.0,326.02,326.08,,mudstone,,mudstone,,5Y 5/1 (gray),,,,,nodule,silica,,,,,"silica cemented mudstone, washed nodules",,,,374,U1521,A,35,R,3,A,,,
374-U1521A-35R-3-A,46.0,53.0,326.08,326.15,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,5Y 4/1 (dark gray),,,,,cement,silica,,,,,dark gray sandy diamictite,,,,374,U1521,A,35,R,3,A,,,
374-U1521A-35R-3-A,53.0,101.0,326.15,326.63,,mudstone,,mudstone,,5Y 5/1 (gray),,,,,nodule,silica,,,,,"silica cemented mudstone, washed nodules",,,,374,U1521,A,35,R,3,A,,,
374-U1521A-35R-CC-A,0.0,8.0,326.63,326.71,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,5Y 5/1 (gray),,,,,cement,silica,,,,,gray muddy diamictite,,,,374,U1521,A,35,R,CC,A,,,
374-U1521A-35R-CC-A,13.0,24.0,326.76,326.87,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,5Y 5/1 (gray),,,,,cement,silica,,,,,gray muddy diamictite,,,,374,U1521,A,35,R,CC,A,,,
374-U1521A-36R-1-A,0.0,17.0,333.3,333.47,,mudstone,,mudstone,,N 6 (gray),,,,,cement,silica,,,,,"mudstone, silica cemented",,,,374,U1521,A,36,R,1,A,,,
374-U1521A-36R-1-A,17.0,108.0,333.47,334.38,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,interlamination,5Y 5/1 (gray),,,,,cement,silica,,,,,"Gray, clast-rich sandy diamitite: 19-29 cm intermixed intraclast layer with grains elongated, 60-82 cluster of large, diverse clasts that range from subangular to subrounded with faint stratification",,,,374,U1521,A,36,R,1,A,,,
374-U1521A-36R-1-A,108.0,127.0,334.38,334.57,,mudstone,,mudstone,,N 6 (gray),,,,,cement,silica,,,,,Gray silica-cemented mudstone,,,,374,U1521,A,36,R,1,A,,,
374-U1521A-36R-1-A,127.0,135.0,334.57,334.65,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,5Y 5/1 (gray),,,,,cement,silica,,,,,"Gray, clast-rich sandy diamitite",,,,374,U1521,A,36,R,1,A,,,
374-U1521A-36R-2-A,0.0,18.0,334.65,334.83,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,interlamination,N 5 (gray),,,,,,,,,,,"0-18cm: intermixed, gray-dark gray clast-rich sandy and muddy diamictite, faint stratification of clasts.",,,,374,U1521,A,36,R,2,A,,,
374-U1521A-36R-2-A,18.0,36.0,334.83,335.01,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,N 5 (gray),,,,,,,,,,,18-36cm: clast-rich muddy diamitite,,,,374,U1521,A,36,R,2,A,,,
374-U1521A-36R-2-A,36.0,44.0,335.01,335.09,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,N 6 (gray),,,,,,,,,,,36-44cm: clast-rich sandy diamictite,,,,374,U1521,A,36,R,2,A,,,
374-U1521A-36R-2-A,44.0,53.0,335.09,335.18,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,N 5 (gray),,,,,,,,,,,44-53cm: clast rich muddy diamictite,,,,374,U1521,A,36,R,2,A,,,
374-U1521A-36R-2-A,53.0,84.0,335.18,335.49,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,N 6 (gray),,,,,,,,,,,"53-84cm, intermixed clasts-rich muddy and sandy diamictite. 53-54.5 cm, vesicular dropstone",,,,374,U1521,A,36,R,2,A,,,
374-U1521A-36R-2-A,84.0,116.0,335.49,335.81,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,N 6 (gray),,,,,,,,,,,"84-116 cm, clast-rich sandy diamictite",,,,374,U1521,A,36,R,2,A,,,
374-U1521A-36R-2-A,116.0,149.0,335.81,336.14,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,N 5 (gray),,,,,,,,,,,"116-148: clast-rich muddy diamictite. Section 2A: Basalt clast: 1, 32, 132.5 clasts range from subangular to subrounded clasts are diverse in composition (igneous, metamorphic, sedimentary) with less basalt and much more resicular silica cemented",,,,374,U1521,A,36,R,2,A,,,
374-U1521A-36R-3-A,0.0,30.0,336.14,336.44,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,N 5 (gray),,,,,,,,,,,0-30cm clast-rich muddy diamictite,,,,374,U1521,A,36,R,3,A,,,
374-U1521A-36R-3-A,30.0,47.0,336.44,336.61,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,N 6 (gray),,,,,,,,,,,clast-rich sandy diamictite that grades into clast-rich muddy diamictite below,,,,374,U1521,A,36,R,3,A,,,
374-U1521A-36R-3-A,47.0,56.0,336.61,336.7,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,N 5 (gray),,,,,,,,,,,clast-rich muddy diamictite,,,,374,U1521,A,36,R,3,A,,,
374-U1521A-36R-3-A,56.0,82.0,336.7,336.96,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,N 6 (gray),,,,,,,,,,,clast-rich sandy diamictite,,,,374,U1521,A,36,R,3,A,,,
374-U1521A-36R-3-A,82.0,85.0,336.96,336.99,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,N 5 (gray),,,,,,,,,,,intermixed clast-rich sandy and muddy diamictite,,,,374,U1521,A,36,R,3,A,,,
374-U1521A-36R-CC-A,0.0,25.0,336.99,337.24,,mudstone,,mudstone,,5Y 5/1 (gray),,,,,nodule,silica,,,,,"silica cemented mudstone, washed nodules",,,,374,U1521,A,36,R,CC,A,,,
374-U1521A-37R-1-A,0.0,137.0,342.9,344.27,,mudstone,,mudstone,,GLEY 1 4/10Y (dark greenish gray),complete [DB86],4,,,cement,silica,shell fragment,lonestone,,,"Silica cement at 19-20, 29-35, 42-46, 72-80, 86-90, 110-123, 131-137 cm. Shell fragments at 25, 36, 50, 59, 62, 81, 93, 96, 132 (larger shell), 137 cm. Lonestone 86-87.",,,,374,U1521,A,37,R,1,A,,,
374-U1521A-37R-2-A,0.0,32.0,344.27,344.59,,mudstone,,mudstone,,GLEY 1 8/10Y (light greenish gray),heavy [DB86],3,,,,,,,gradational boundary or contact,bioturbated,,,,,374,U1521,A,37,R,2,A,,,
374-U1521A-37R-2-A,32.0,61.0,344.59,344.88,,sandy mud(stone) to muddy sand(stone) [S54m],,sandy mud(stone) to muddy sand(stone),interlamination,GLEY 1 6/N (gray),heavy [DB86],3,,,cement,silica,,lonestone,undulating or wavy boundary or contact [BJ80],irregular,"Lonestones at 41, 50 cm. Color chnages + undulating contact at 61 cm.",,,,374,U1521,A,37,R,2,A,,,
374-U1521A-37R-2-A,61.0,131.0,344.88,345.58,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 7/N (light gray),moderate [DB86],2,,,,,,lonestone,,,"Lonestones at 67, 81, 89, 92, 94, 99-101, 107, 109, 120 cm.",,,,374,U1521,A,37,R,2,A,,,
374-U1521A-37R-2-A,131.0,142.0,345.58,345.69,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 6/N (gray),moderate [DB86],2,,,,,,,,,,,,,374,U1521,A,37,R,2,A,,,
374-U1521A-37R-3-A,0.0,19.0,345.69,345.88,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-3-A,19.0,26.0,345.88,345.95,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,gley 1 5/n (gray),,,,,cement,silica,,,gradational boundary or contact,,,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-3-A,26.0,42.0,345.95,346.11,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-3-A,42.0,50.0,346.11,346.19,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,gley 1 5/n (gray),,,,,cement,silica,,,gradational boundary or contact,,,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-3-A,50.0,64.0,346.19,346.33,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-3-A,64.0,70.0,346.33,346.39,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,gley 1 5/n (gray),,,,,cement,silica,,,gradational boundary or contact,,,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-3-A,70.0,100.0,346.39,346.69,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,gley 1 4/n (dark gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-3-A,100.0,129.0,346.69,346.98,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,gley 1 5/n (gray),,,,,cement,silica,,lonestone,gradational boundary or contact,,Lonestone at 112-113 cm.,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-3-A,129.0,138.0,346.98,347.07,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,374,U1521,A,37,R,3,A,,,
374-U1521A-37R-CC-A,0.0,10.0,347.07,347.17,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1521,A,37,R,CC,A,,,
374-U1521A-37R-CC-A,10.0,12.0,347.17,347.19,,clast-rich muddy diamict [M89m],,clast-rich muddy diamict,,GLEY 1 4/N (dark gray),,,,,cement,silica,,,,,,,,,374,U1521,A,37,R,CC,A,,,
374-U1521A-38R-1-A,0.0,15.0,352.5,352.65,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 6/N (gray),,,,,cement,silica,,,,,,,,,374,U1521,A,38,R,1,A,,,
374-U1521A-38R-1-A,15.0,48.0,352.65,352.98,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 5/N (gray),,,,,,,shell fragment,,,,Shell fragment at 44 cm.,,,,374,U1521,A,38,R,1,A,,,
