Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1518F-25R-3-A,13,31,420.7,420.88,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 17, 32 cm. The beds are disrupted and some muddy fragments are included as distorted blocks along the section. The layers have varying dips due to drilling disturbance and biscuiting.",,,
375-U1518F-25R-3-A,31,51,420.88,421.08,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,,,,,,,,,,,Mudstone. Mixed mudstone bands or mudstone clasts with different color. Silty layer at 44 cm.,,,
375-U1518F-25R-4-A,0,13,421.28,421.41,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,,,,,,,,,,,Mudstone. Mixed mudstone bands or mudstone clasts with different color.,,,
375-U1518F-25R-4-A,13,37,421.41,421.65,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,,poor,parallel bedding,slight,1,planar lamination,,,,,,,,Siltstone and mudstone. Silt layers at 27 cm. Some thin beds are disrupted and some muddy fragments are included as distorted blocks along the section. The layers have varying dips due to drilling disturbance and biscuiting. Carbonaceous layer at 13 cm.,,,
375-U1518F-25R-4-A,37,60,421.65,421.88,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,,,,,,,,,,,"Mudstone. Mixed mudstone bands or mudstone clasts with different color. Silt layers at 40, 54, 57 cm.",,,
375-U1518F-25R-4-A,60,74.4,421.88,422.024,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,,poor,parallel bedding,slight,1,planar lamination,,,,,,,,Siltstone and mudstone. The layers have varying dips due to drilling disturbance and biscuiting.,,,
375-U1518F-25R-CC-A,0,4,422.22,422.26,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,slight,1,,,,,,,,,Siltstone and mudstone.,,,
375-U1518F-25R-CC-A,4,15,422.26,422.37,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,,,,,,,,,,,Mudstone. Mixed mudstone bands or mudstone clasts with different color.,,,
375-U1518F-25R-CC-A,15,22,422.37,422.44,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,slight,1,,,,,,,,,Siltstone and mudstone.,,,
375-U1518F-26R-1-A,0,76,427.8,428.56,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,cross-lamination,,,,,,,"Siltstone and mudstone. Silt layers at 26, 28, 50, 64 cm. Thin beds are locally disrupted and some muddy fragments are included as distorted blocks along the section.",,,
375-U1518F-26R-1-A,76,86,428.56,428.66,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,,,,,,,,,,,Mudstone. Mixed mudstone bands or mudstone clasts with different color.,,,
375-U1518F-26R-2-A,0,127,428.88,430.15,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 15, 27.5, 48, 68, 79, 91, 112 cm. The beds are disrupted and some muddy fragments are included as distorted blocks along the section. Several layers have black organic material.",,,
375-U1518F-26R-3-A,0,45,430.34,430.79,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,non-graded,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 7, 16 cm. Locally, thin beds are disrupted and some muddy fragments are included as distorted blocks along the section. Several layers have black organic material.",,,
375-U1518F-26R-3-A,45,94,430.79,431.28,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,,,,,,,,,,,"Mudstone with only minor siltstone, due to strong drilling disturbance and biscuiting. Section dominated by disrupted beds visible as mixed mudstone bands with different color, and muddy/silt fragments included as distorted blocks. Silt layers at 53, 59 and 82 cm. From 70 to 77 cm alternating mudstone and siltstone layers with no evidence of disrupted beds. The layers have varying dips due to drilling disturbance and biscuiting.",,,
375-U1518F-26R-3-A,94,111,431.28,431.45,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,non-graded,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,Siltstone and mudstone. The beds are disrupted and some muddy fragments are included as distorted blocks along the section. The layer at 82 cm appears to be truncated on both sides by biscuiting. Several layers have black organic material.,,,
375-U1518F-26R-CC-A,0,8,431.45,431.53,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,moderate,2,planar lamination,,,,,,,,Siltstone and mudstone. The beds are disrupted and some muddy fragments are included as distorted blocks along the section.,,,
375-U1518F-27R-1-A,0,34,437.4,437.74,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,Siltstone and mudstone. The beds are disrupted and have some muddy fragments are included as distorted blocks along the section.,,,
375-U1518F-27R-1-A,34,48,437.74,437.88,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,,,,,,,,,,,Mudstone,,,
375-U1518F-27R-1-A,48,53,437.88,437.93,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,Siltstone and mudstone. The beds are disrupted and have some muddy fragments are included as distorted blocks along the section.,,,
375-U1518F-27R-1-A,53,67,437.93,438.07,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Mudstone,,,
375-U1518F-27R-1-A,67,95,438.07,438.35,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,Siltstone and mudstone. Sandy silt layers at 74 and 84 cm. Very fine sand in layer in pods at 88 cm. The beds are disrupted and have some muddy fragments are included as distorted blocks along the section.,,,
375-U1518F-27R-2-A,0,20,438.55,438.75,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Siltstone and mudstone. One truncated silt layer at 12 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts.,,,
375-U1518F-27R-2-A,20,49,438.75,439.04,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,,,,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 24, 37, 43, and 49 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts. Small disrupted sections.",,,
375-U1518F-27R-2-A,49,82,439.04,439.37,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,,,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 60, 76 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts.",,,
375-U1518F-27R-2-A,82,97,439.37,439.52,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,,,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 85, 92, 97 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts. Finer layers of disrupted material.",,,
375-U1518F-27R-2-A,97,114,439.52,439.69,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,,poor,,,,,,,,,,,,Siltstone and mudstone. Truncated silt layer at 108 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts.,,,
375-U1518F-27R-2-A,114,123,439.69,439.78,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,horizontal,thin bed,consolidated,normal grading,poor,,,,planar lamination,,,,,,,,Siltstone and mudstone. Silt layer at 123 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts.,,,
375-U1518F-27R-2-A,123,136,439.78,439.91,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,,poor,,,,planar lamination,,,,,,,,Siltstone and mudstone. Silt layer at 131 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts.,,,
375-U1518F-27R-2-A,136,146,439.91,440.01,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,horizontal,very thin bed,consolidated,,poor,,,,planar lamination,,,,,,,,Siltstone and mudstone. Silt layer at 142 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts.,,,
375-U1518F-27R-3-A,0,124,440.01,441.25,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layers at 19 (with mud clasts), 32, 40, 47, 78, 83, 86, 96, and 104 cm. Bioturbation difficult to see due to color mixing from disrupted mudstone clasts.",,,
375-U1518F-27R-CC-A,0,5,441.3,441.35,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),,,,,,consolidated,,moderate,,,,,,,,,,,,Siltstone and mudstone,,,
375-U1518F-28R-1-A,0,16,446.9,447.06,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,horizontal,very thin bed,consolidated,normal grading,poor,,,,planar lamination,,,,,,,,Siltstone and mudstone. Silt lamina at 16 cm.,,,
375-U1518F-28R-1-A,16,35,447.06,447.25,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 31, 35 cm. Disrupted mudstone clasts visible as mixing bands with different color. Bioturbation obscured by disrupted mudstone clasts.",,,
375-U1518F-28R-1-A,35,49,447.25,447.39,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,,,wavy lamination,,,,,,,,Siltstone and mudstone. Truncated silty layer at 49cm.,,,
375-U1518F-28R-1-A,49,88,447.39,447.78,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Silt layer at 79 cm. Silt pods at 58, 73 cm. Disrupted mudstone clasts visible as mixing bands with different color. Bioturbation obscured by disrupted mudstone clasts.",,,
375-U1518F-28R-2-A,0,57,447.78,448.35,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Section dominated by layers with disrupted mudstone clasts, visible as mixing bands with different color. Bioturbation obscured by disrupted mudstone clasts. Truncated layers of clays with no evidence of disrupted muds between 20-27 cm and 46-51 cm. Truncated silt layers at 20, 43, 46 cm.",,,
375-U1518F-28R-3-A,0,137,448.54,449.91,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,,,planar lamination,,,,,,,,"Siltstone and mudstone. Section dominated by layers with disrupted mudstone clasts, visible as mixing bands with different color. Bioturbation obscured by disrupted mudstone clasts. Truncated silt layers at 14, 34, 115, and 135 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude. Ash layer at 59 cm.",,,
375-U1518F-28R-4-A,0,65,450.06,450.71,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,,,planar lamination,,,,,,,,"Siltstone and mudstone. Section dominated by layers with disrupted mudstone clasts, visible as mixing bands with different color. Bioturbation obscured by disrupted mudstone clasts. Truncated silt layers at 32, 63 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude.",,,
375-U1518F-28R-5-A,0,38,450.85,451.23,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,planar lamination,,,,,,,,"Siltstone and mudstone. Layer with disrupted mudstone clasts, visible as mixing bands with different color, on top of section (0-11 cm interval).",,,
375-U1518F-28R-5-A,38,79,451.23,451.64,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,horizontal,,consolidated,normal grading,poor,parallel bedding,,,planar lamination,,,,,,,,"Siltstone and mudstone. Section dominated by layers with disrupted mudstone clasts, visible as mixing bands with different color. Truncated layers of clays with no evidence of disrupted muds between 44-51 cm. Truncated silt layers at 45, 60 cm.",,,
375-U1518F-29R-1-A,0,100,456.5,457.5,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Section dominated by layers with disrupted mudstone clasts, visible as mixing bands with different color. Moderate bioturbation visible. Truncated silt layers at 20, 27, and silt lamina at 66 cm. Truncated layers of silty clays with no evidence of disrupted muds between 27-42 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude.",,,
375-U1518F-29R-1-A,100,125,457.5,457.75,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,consolidated,,poor,parallel bedding,slight,1,,,,,,,,,Siltstone and mudstone slightly bioturbated. Truncated silt lamina at 119 cm.,,,
375-U1518F-29R-2-A,0,17,457.94,458.11,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,,,,,,,,,Siltstone and mudstone. Truncated silt layer at 17 cm.,,,
375-U1518F-29R-2-A,17,35,458.11,458.29,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Section dominated by layers with disrupted mudstone clasts, visible as mixing bands with different color. Moderate bioturbation visible. Truncated silt layer at 27, and silt lamina at 33 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude.",,,
375-U1518F-29R-2-A,35,148,458.29,459.42,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),,sharp,sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 54, 74, 93, 111, 129, 137, 143. Layer with disrupted mudstone clasts, visible as mixing bands with different color at 74-79 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude. Moderate bioturbation visible.",,,
375-U1518F-29R-3-A,0,132,459.42,460.74,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 30, 43, 56, 70, 96, 113 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures. Moderate, bioturbation, locally strong and obscuring sedimentary structures.",,,
375-U1518F-29R-4-A,0,120,460.94,462.14,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 15, 52, 57, 102 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures. Moderate, bioturbation, locally strong and obscuring sedimentary structures.",,,
375-U1518F-29R-5-A,0,49,462.14,462.63,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,slight,1,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 5, 19, 44 cm. Layer with disrupted mudstone clasts, visible as mixing bands with different color at 11-15 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-29R-CC-A,0,9.5,462.82,462.915,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),,,,,,consolidated,,poor,,,,,,,,,,,,Siltstone and mudstone,,,
375-U1518F-30R-1-A,0,132,466.1,467.42,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 17, 36, 80, 116, 130 cm. Disrupted mudstone clasts, visible as mixing bands with different color, at 6-17, 38-53 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-2-A,0,67,467.42,468.09,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 16, 35 and 54 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-3-A,0,18,468.23,468.41,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 8 and 18 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-3-A,18,29,468.41,468.52,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,,consolidated,normal grading,poor,parallel bedding,moderate,2,,,,,,,,,Siltstone and mudstone as mixing bands with different color,,,
375-U1518F-30R-3-A,29,91,468.52,469.14,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 29, 47, 54, 79, 85 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-4-A,0,55,469.35,469.9,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 7, 24, 35, 43 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-4-A,55,79,469.9,470.14,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,,consolidated,normal grading,poor,parallel bedding,moderate,2,,,,,,,,,Siltstone and mudstone as mixing bands with different color,,,
375-U1518F-30R-4-A,79,137,470.14,470.72,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 79, 89, 104, 120 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-5-A,0,104,470.72,471.76,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,"Siltstone and mudstone. Truncated silt layers at 29, 34, 50, 66, 71, 84,105 cm. Biscuiting dissect the section in sub-sections with slightly different bedding attitude, and often obscures sedimentary structures.",,,
375-U1518F-30R-5-A,104,114,471.76,471.86,,,convoluted mud clasts,,convoluted mud clasts,convoluted mud clasts,convoluted mud clasts,10Y 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,,consolidated,normal grading,poor,parallel bedding,moderate,2,,,,,,,,,Siltstone and mudstone as mixing bands with different color,,,
375-U1518F-30R-5-A,114,115,471.86,471.87,,,alternating siltstone and mudstone,with nannofossils,alternating siltstone and mudstone,alternating siltstone and mudstone with nannofossils,alternating siltstone and mudstone with nannofossils,10Y 5/1 (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,moderate,2,planar lamination,,,,,,,,Siltstone and mudstone.,,,
