verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name
Eggerella trochoidea,benthic_forams,Eggerella,Eggerella trochoidea,trochoidea,
Wetzeliella echinosuturata,dinoflagellates,Wetzeliella,Wetzeliella echinosuturata,echinosuturata,
Larcospira sp.,radiolarians,Larcospira,Larcospira sp.,sp.,
Cyclotella chaetoceras,diatoms,Cyclotella,Cyclotella chaetoceras,chaetoceras,
Lagena setigera,benthic_forams,Lagena,Lagena setigera,setigera,
Skeletonema barbadiense,diatoms,Skeletonema,Skeletonema barbadiense,barbadiense,
Pulleniatina obliquiloculata finalis,planktic_forams,Pulleniatina,Pulleniatina obliquiloculata finalis,obliquiloculata,finalis
Oridorsalis multiseptus (q),benthic_forams,Oridorsalis,Oridorsalis multiseptus,multiseptus,
Theocalyptra bicornis,radiolarians,Theocalyptra,Theocalyptra bicornis,bicornis,
Gonyaulacacean sp.,dinoflagellates,Gonyaulacacean,Gonyaulacacean sp.,sp.,
Botryocella cribrosa,radiolarians,Botryocella,Botryocella cribrosa,cribrosa,
Mesocena oamaruensis (q),silicoflagellates,Mesocena,Mesocena oamaruensis,oamaruensis,
Rhaphoneis lancetulla,diatoms,Rhaphoneis,Rhaphoneis lancetulla,lancetulla,
Melitasphaeridium choanophorum,dinoflagellates,Melitasphaeridium,Melitasphaeridium choanophorum,choanophorum,
Homozygosphaera schilleri,nannofossils,Homozygosphaera,Homozygosphaera schilleri,schilleri,
Gomphonema constrictum,diatoms,Gomphonema,Gomphonema constrictum,constrictum,
Triceratium tesselatum,diatoms,Triceratium,Triceratium tesselatum,tesselatum,
Antarctissa strelkovi,radiolarians,Antarctissa,Antarctissa strelkovi,strelkovi,
Perichlamidium praetextum,radiolarians,Perichlamidium,Perichlamidium praetextum,praetextum,
Globoquadrina pseudovenezuelana,planktic_forams,Globoquadrina,Globoquadrina pseudovenezuelana,pseudovenezuelana,
Quadrimorphina profunda,benthic_forams,Quadrimorphina,Quadrimorphina profunda,profunda,
Globigerina woodi decoraperta,planktic_forams,Globigerina,Globigerina woodi decoraperta,woodi,decoraperta
Toweius bisulcus,nannofossils,Toweius,Toweius bisulcus,bisulcus,
Subbotina minima,planktic_forams,Subbotina,Subbotina minima,minima,
Discoaster strictus,nannofossils,Discoaster,Discoaster strictus,strictus,
Bathropyramis ramosa,radiolarians,Bathropyramis,Bathropyramis ramosa,ramosa,
Globorotalia archaeomenardii (q),planktic_forams,Globorotalia,Globorotalia archaeomenardii,archaeomenardii,
Melonis planatus (q),benthic_forams,Melonis,Melonis planatus,planatus,
Ammoscalaria pseudospiralis,benthic_forams,Ammoscalaria,Ammoscalaria pseudospiralis,pseudospiralis,
Stephanodiscus carconensis pusilla,diatoms,Stephanodiscus,Stephanodiscus carconensis pusilla,carconensis,pusilla
Asterionella sp.,diatoms,Asterionella,Asterionella sp.,sp.,
Actinomma tanyacantha,radiolarians,Actinomma,Actinomma tanyacantha,tanyacantha,
Reinhardtites mirabilis (q),nannofossils,Reinhardtites,Reinhardtites mirabilis,mirabilis,
Stichopodium microporum (q),radiolarians,Stichopodium,Stichopodium microporum,microporum,
Dictyoceras caia,radiolarians,Dictyoceras,Dictyoceras caia,caia,
Stichodiscus kittonianus (q),diatoms,Stichodiscus,Stichodiscus kittonianus,kittonianus,
Hemiaulus malleus,diatoms,Hemiaulus,Hemiaulus malleus,malleus,
Mesocena schulzii,silicoflagellates,Mesocena,Mesocena schulzii,schulzii,
Abathomphalus mayaroensis,planktic_forams,Abathomphalus,Abathomphalus mayaroensis,mayaroensis,
Chrysalogonium brevilocum (q),benthic_forams,Chrysalogonium,Chrysalogonium brevilocum,brevilocum,
Phormostichoartus furcaspiculata,radiolarians,Phormostichoartus,Phormostichoartus furcaspiculata,furcaspiculata,
Actinoptychus marylandicus (q),diatoms,Actinoptychus,Actinoptychus marylandicus,marylandicus,
Lenticulina colorata,benthic_forams,Lenticulina,Lenticulina colorata,colorata,
Ceratocyrtis mashae,radiolarians,Ceratocyrtis,Ceratocyrtis mashae,mashae,
Dictyocha pumila (q),silicoflagellates,Dictyocha,Dictyocha pumila,pumila,
Nannotetrina swasticoides,nannofossils,Nannotetrina,Nannotetrina swasticoides,swasticoides,
Pseudodimerogramma sp.,diatoms,Pseudodimerogramma,Pseudodimerogramma sp.,sp.,
Carduifolia sp.,dinoflagellates,Carduifolia,Carduifolia sp.,sp.,
Globigerinoides quadrilobatus trilobus,planktic_forams,Globigerinoides,Globigerinoides quadrilobatus trilobus,quadrilobatus,trilobus
Lamptonium sanfilippoae,radiolarians,Lamptonium,Lamptonium sanfilippoae,sanfilippoae,
Globigerinoides gomitulus,planktic_forams,Globigerinoides,Globigerinoides gomitulus,gomitulus,
Fasciculithus babii,nannofossils,Fasciculithus,Fasciculithus babii,babii,
Acarinina mattseensis wartsteinensis,planktic_forams,Acarinina,Acarinina mattseensis wartsteinensis,mattseensis,wartsteinensis
Podocyrtis chalara,radiolarians,Podocyrtis,Podocyrtis chalara,chalara,
Globigerinoides mitra var. b,planktic_forams,Globigerinoides,Globigerinoides mitra var. b,mitra,
Syracosphaera decussata,nannofossils,Syracosphaera,Syracosphaera decussata,decussata,
Globorotalia pachyderma pachyderma,planktic_forams,Globorotalia,Globorotalia pachyderma pachyderma,pachyderma,pachyderma
Globorotalia gemma (q),planktic_forams,Globorotalia,Globorotalia gemma,gemma,
Bulimina marginata,benthic_forams,Bulimina,Bulimina marginata,marginata,
Spondias sp. (q),pollen,Spondias,Spondias sp.,sp.,
Globigerina connecta,planktic_forams,Globigerina,Globigerina connecta,connecta,
Cestodiscus parmulus,diatoms,Cestodiscus,Cestodiscus parmulus,parmulus,
Eggerella sp. (q),benthic_forams,Eggerella,Eggerella sp.,sp.,
Cylindralithus gallicus,nannofossils,Cylindralithus,Cylindralithus gallicus,gallicus,
Morozovella perclara (q),planktic_forams,Morozovella,Morozovella perclara,perclara,
Ehrenbergina spinossissima (q),benthic_forams,Ehrenbergina,Ehrenbergina spinossissima,spinossissima,
Amphisphaera cronos,radiolarians,Amphisphaera,Amphisphaera cronos,cronos,
Scyphosphaera lagena,nannofossils,Scyphosphaera,Scyphosphaera lagena,lagena,
Heliodiscus pentasteriscus,radiolarians,Heliodiscus,Heliodiscus pentasteriscus,pentasteriscus,
Tenuitella anfracta,planktic_forams,Tenuitella,Tenuitella anfracta,anfracta,
Cyathidites sp.,pollen,Cyathidites,Cyathidites sp.,sp.,
Mesocena binonaria,silicoflagellates,Mesocena,Mesocena binonaria,binonaria,
Navicula constricta,diatoms,Navicula,Navicula constricta,constricta,
Dipodospyris forcipata,radiolarians,Dipodospyris,Dipodospyris forcipata,forcipata,
Bulimina inflata,benthic_forams,Bulimina,Bulimina inflata,inflata,
Globulina lacrima,benthic_forams,Globulina,Globulina lacrima,lacrima,
Coscinodiscus occulus-iridis (q),diatoms,Coscinodiscus,Coscinodiscus occulus-iridis,occulus-iridis,
Globorotalia acostaensis acostaensis (q),planktic_forams,Globorotalia,Globorotalia acostaensis acostaensis,acostaensis,acostaensis
Cibicides novozealandica,benthic_forams,Cibicides,Cibicides novozealandica,novozealandica,
Discoaster stellulus,nannofossils,Discoaster,Discoaster stellulus,stellulus,
Montfortstella bramlettei,benthic_forams,Montfortstella,Montfortstella bramlettei,bramlettei,
Triceratium pileus,diatoms,Triceratium,Triceratium pileus,pileus,
Dictyocha aspera aspera (small),silicoflagellates,Dictyocha,Dictyocha aspera aspera,aspera,aspera
Globigerina pseudociperoensis,planktic_forams,Globigerina,Globigerina pseudociperoensis,pseudociperoensis,
Nodosaria sp.(q),benthic_forams,Nodosaria,Nodosaria sp.,sp.,
Distephanus speculum tenuis,silicoflagellates,Distephanus,Distephanus speculum tenuis,speculum,tenuis
Discoaster bramlettei,nannofossils,Discoaster,Discoaster bramlettei,bramlettei,
Dendrospyris turriturcica turriturcica,radiolarians,Dendrospyris,Dendrospyris turriturcica turriturcica,turriturcica,turriturcica
Rectuvigerina kleinpelli,benthic_forams,Rectuvigerina,Rectuvigerina kleinpelli,kleinpelli,
Praeorbulina glomerosa glomerosa,planktic_forams,Praeorbulina,Praeorbulina glomerosa glomerosa,glomerosa,glomerosa
Botryopera laticeps,radiolarians,Botryopera,Botryopera laticeps,laticeps,
Malpighiaceae,pollen,Malpighiaceae,Malpighiaceae,,
Denticula lauta,diatoms,Denticula,Denticula lauta,lauta,
Cannartus mammifer,radiolarians,Cannartus,Cannartus mammifer,mammifer,
Globigerina triloculinoides,planktic_forams,Globigerina,Globigerina triloculinoides,triloculinoides,
Deltoidospora delicata (q),pollen,Deltoidospora,Deltoidospora delicata,delicata,
Petalospyris diaboliscus,radiolarians,Petalospyris,Petalospyris diaboliscus,diaboliscus,
Enneaphormis rotula,radiolarians,Enneaphormis,Enneaphormis rotula,rotula,
Dentalina spinosa,benthic_forams,Dentalina,Dentalina spinosa,spinosa,
Vulvulina sp.,benthic_forams,Vulvulina,Vulvulina sp.,sp.,
Dictyomitra andersoni,radiolarians,Dictyomitra,Dictyomitra andersoni,andersoni,
Spongaster tetras,radiolarians,Spongaster,Spongaster tetras,tetras,
Hemiaulus disimilis,diatoms,Hemiaulus,Hemiaulus disimilis,disimilis,
Globorotalia ehrenbergi (q),planktic_forams,Globorotalia,Globorotalia ehrenbergi,ehrenbergi,
Trinacria simulacrum,diatoms,Trinacria,Trinacria simulacrum,simulacrum,
Lithomelissa thoracites,radiolarians,Lithomelissa,Lithomelissa thoracites,thoracites,
Robulus sp.,benthic_forams,Robulus,Robulus sp.,sp.,
Cibicides westi (q),benthic_forams,Cibicides,Cibicides westi,westi,
Pyxilla reticulata,diatoms,Pyxilla,Pyxilla reticulata,reticulata,
Naviculopsis quadrata,silicoflagellates,Naviculopsis,Naviculopsis quadrata,quadrata,
Skeletonema punctatum,diatoms,Skeletonema,Skeletonema punctatum,punctatum,
Frondicularia zeuria,benthic_forams,Frondicularia,Frondicularia zeuria,zeuria,
Melosira dickei (q),diatoms,Melosira,Melosira dickei,dickei,
Sphenolithus moriformis (q),nannofossils,Sphenolithus,Sphenolithus moriformis,moriformis,
Lygodiidites sp.,pollen,Lygodiidites,Lygodiidites sp.,sp.,
Cussia lancettula,diatoms,Cussia,Cussia lancettula,lancettula,
Islandiella californica,benthic_forams,Islandiella,Islandiella californica,californica,
Stichocorys seriata,radiolarians,Stichocorys,Stichocorys seriata,seriata,
Lithamphora sp.(q),radiolarians,Lithamphora,Lithamphora sp.,sp.,
Discoaster enormis,nannofossils,Discoaster,Discoaster enormis,enormis,
Globigerina ciperoensis,planktic_forams,Globigerina,Globigerina ciperoensis,ciperoensis,
Cibicides mckannai,benthic_forams,Cibicides,Cibicides mckannai,mckannai,
Klukisporites pseudoreticulatus,pollen,Klukisporites,Klukisporites pseudoreticulatus,pseudoreticulatus,
Spiroclypeus albapustula,benthic_forams,Spiroclypeus,Spiroclypeus albapustula,albapustula,
Morozovella kolchida,planktic_forams,Morozovella,Morozovella kolchida,kolchida,
Dictyocha messanensis messanensis aspinosa,silicoflagellates,Dictyocha,Dictyocha messanensis messanensis aspinosa,messanensis,
Globotruncana contusa,planktic_forams,Globotruncana,Globotruncana contusa,contusa,
Ceratolithus tricorniculatus (q),nannofossils,Ceratolithus,Ceratolithus tricorniculatus,tricorniculatus,
Carpocanopsis cingulata (q),radiolarians,Carpocanopsis,Carpocanopsis cingulata,cingulata,
Turborotalia opima opima,planktic_forams,Turborotalia,Turborotalia opima opima,opima,opima
Cocconeis scutellum,diatoms,Cocconeis,Cocconeis scutellum,scutellum,
Globoquadrina praedehiscens,planktic_forams,Globoquadrina,Globoquadrina praedehiscens,praedehiscens,
Acarinina angulosa,planktic_forams,Acarinina,Acarinina angulosa,angulosa,
Globorotalia cerroazulensis pomeroli,planktic_forams,Globorotalia,Globorotalia cerroazulensis pomeroli,cerroazulensis,pomeroli
Hemiaulus hostilis,diatoms,Hemiaulus,Hemiaulus hostilis,hostilis,
Stichopodium cienkowskii,radiolarians,Stichopodium,Stichopodium cienkowskii,cienkowskii,
Globigerina nepenthes delicatula,planktic_forams,Globigerina,Globigerina nepenthes delicatula,nepenthes,delicatula
Biscutum panis,nannofossils,Biscutum,Biscutum panis,panis,
Mesocena connudata,silicoflagellates,Mesocena,Mesocena connudata,connudata,
Helicosphaera intermedia,nannofossils,Helicosphaera,Helicosphaera intermedia,intermedia,
Planulina sp.,benthic_forams,Planulina,Planulina sp.,sp.,
Urticeae,pollen,Urticeae,Urticeae,,
Coccolithus bisulcus (q),nannofossils,Coccolithus,Coccolithus bisulcus,bisulcus,
Triceratium chenevieri,diatoms,Triceratium,Triceratium chenevieri,chenevieri,
Thalassiothrix monospina,diatoms,Thalassiothrix,Thalassiothrix monospina,monospina,
Dictyocha perfecta,silicoflagellates,Dictyocha,Dictyocha perfecta,perfecta,
Semicytherura sp.,ostracods,Semicytherura,Semicytherura sp.,sp.,
Goniothecium decoratum,diatoms,Goniothecium,Goniothecium decoratum,decoratum,
Lithosphaeridium inversibuccinum,dinoflagellates,Lithosphaeridium,Lithosphaeridium inversibuccinum,inversibuccinum,
Thalassiosira nodulolineata,diatoms,Thalassiosira,Thalassiosira nodulolineata,nodulolineata,
Agrenocythere sp.,ostracods,Agrenocythere,Agrenocythere sp.,sp.,
Bolivina peirsonae,benthic_forams,Bolivina,Bolivina peirsonae,peirsonae,
Lithelius sp.,radiolarians,Lithelius,Lithelius sp.,sp.,
Eponides repandus,benthic_forams,Eponides,Eponides repandus,repandus,
Chilostomella fimbricata,benthic_forams,Chilostomella,Chilostomella fimbricata,fimbricata,
Melonis barleeanus (q),benthic_forams,Melonis,Melonis barleeanus,barleeanus,
Pseudopolymorphina ovalis,benthic_forams,Pseudopolymorphina,Pseudopolymorphina ovalis,ovalis,
Thalassiosira excentrica (q),diatoms,Thalassiosira,Thalassiosira excentrica,excentrica,
Lagena nuttali,benthic_forams,Lagena,Lagena nuttali,nuttali,
Helicosphaera rhomba,nannofossils,Helicosphaera,Helicosphaera rhomba,rhomba,
Mesocena apiculata,silicoflagellates,Mesocena,Mesocena apiculata,apiculata,
Planularia sp.,benthic_forams,Planularia,Planularia sp.,sp.,
Neochiastozygus denticulatus (q),nannofossils,Neochiastozygus,Neochiastozygus denticulatus,denticulatus,
Rucinolithus magnus,nannofossils,Rucinolithus,Rucinolithus magnus,magnus,
Brachiospyris alata,radiolarians,Brachiospyris,Brachiospyris alata,alata,
Rhabdolithina regularis,nannofossils,Rhabdolithina,Rhabdolithina regularis,regularis,
Plectofrondicularia foliacea,benthic_forams,Plectofrondicularia,Plectofrondicularia foliacea,foliacea,
Coscinodiscus argus,diatoms,Coscinodiscus,Coscinodiscus argus,argus,
Globorotalia mendacis,planktic_forams,Globorotalia,Globorotalia mendacis,mendacis,
Peripyramis sp.,radiolarians,Peripyramis,Peripyramis sp.,sp.,
Globorotalia tosaensis,planktic_forams,Globorotalia,Globorotalia tosaensis,tosaensis,
Oolithotus fragilis,nannofossils,Oolithotus,Oolithotus fragilis,fragilis,
Cruciferae,pollen,Cruciferae,Cruciferae,,
Biddulphia sp. (q),diatoms,Biddulphia,Biddulphia sp.,sp.,
Cornutella clathrata,radiolarians,Cornutella,Cornutella clathrata,clathrata,
Pontosphaera scutellum,nannofossils,Pontosphaera,Pontosphaera scutellum,scutellum,
Globorotalia opima nana,planktic_forams,Globorotalia,Globorotalia opima nana,opima,nana
Actinomma popopski,radiolarians,Actinomma,Actinomma popopski,popopski,
Uvigerina elongata,benthic_forams,Uvigerina,Uvigerina elongata,elongata,
Trochammina sp.,benthic_forams,Trochammina,Trochammina sp.,sp.,
Pterocanium bicorne,radiolarians,Pterocanium,Pterocanium bicorne,bicorne,
Globigerina dutertrei,planktic_forams,Globigerina,Globigerina dutertrei,dutertrei,
Dodekapoderhabdus noelae,nannofossils,Dodekapoderhabdus,Dodekapoderhabdus noelae,noelae,
Theocamptra ovata,radiolarians,Theocamptra,Theocamptra ovata,ovata,
Spiroplectammina dentata,benthic_forams,Spiroplectammina,Spiroplectammina dentata,dentata,
Morozovella marginodentata,planktic_forams,Morozovella,Morozovella marginodentata,marginodentata,
Botryopera triloba,radiolarians,Botryopera,Botryopera triloba,triloba,
Uvigerina abbreviata,benthic_forams,Uvigerina,Uvigerina abbreviata,abbreviata,
Fissurina carteri,benthic_forams,Fissurina,Fissurina carteri,carteri,
Rossiella veniamini,diatoms,Rossiella,Rossiella veniamini,veniamini,
Hemiaulus altus (q),diatoms,Hemiaulus,Hemiaulus altus,altus,
Corbisema ovalis,silicoflagellates,Corbisema,Corbisema ovalis,ovalis,
Stephanopyxis minuta,diatoms,Stephanopyxis,Stephanopyxis minuta,minuta,
Globorotalites sp.,benthic_forams,Globorotalites,Globorotalites sp.,sp.,
Broinsonia enormis,nannofossils,Broinsonia,Broinsonia enormis,enormis,
Globigerina bulloides riveroae,planktic_forams,Globigerina,Globigerina bulloides riveroae,bulloides,riveroae
Dendrospyris megalocephalis,radiolarians,Dendrospyris,Dendrospyris megalocephalis,megalocephalis,
Ellipsoglandulina velascoensis,benthic_forams,Ellipsoglandulina,Ellipsoglandulina velascoensis,velascoensis,
Aphelandra sp.,pollen,Aphelandra,Aphelandra sp.,sp.,
Ericsonia formosa,nannofossils,Ericsonia,Ericsonia formosa,formosa,
Cytheropteron miurense,ostracods,Cytheropteron,Cytheropteron miurense,miurense,
Globigerinoides sacculifer,planktic_forams,Globigerinoides,Globigerinoides sacculifer,sacculifer,
Zelkova sp.,pollen,Zelkova,Zelkova sp.,sp.,
Chrysophyta cysts b,diatoms,Chrysophyta,Chrysophyta cysts b,cysts,b
Globorotalia tosaensis (q),planktic_forams,Globorotalia,Globorotalia tosaensis,tosaensis,
Cyrtocapsella tetrapera,radiolarians,Cyrtocapsella,Cyrtocapsella tetrapera,tetrapera,
Catinaster pelagicus,nannofossils,Catinaster,Catinaster pelagicus,pelagicus,
Mesocena triangula,silicoflagellates,Mesocena,Mesocena triangula,triangula,
Turrilina robertsi,benthic_forams,Turrilina,Turrilina robertsi,robertsi,
Craspedodiscus coscinodiscus (q),diatoms,Craspedodiscus,Craspedodiscus coscinodiscus,coscinodiscus,
Rhabdolithus tenuis,nannofossils,Rhabdolithus,Rhabdolithus tenuis,tenuis,
Hantkenina dumblei,planktic_forams,Hantkenina,Hantkenina dumblei,dumblei,
Hantkenina longispina,planktic_forams,Hantkenina,Hantkenina longispina,longispina,
Caryophyllaceae,pollen,Caryophyllaceae,Caryophyllaceae,,
Didymocyrtis didymus,radiolarians,Didymocyrtis,Didymocyrtis didymus,didymus,
Globorotalia opima continuosa,planktic_forams,Globorotalia,Globorotalia opima continuosa,opima,continuosa
Trilobosporites purverulentus,pollen,Trilobosporites,Trilobosporites purverulentus,purverulentus,
Rhizosolenia alata inermis,diatoms,Rhizosolenia,Rhizosolenia alata inermis,alata,inermis
Nitzschia reinholdii,diatoms,Nitzschia,Nitzschia reinholdii,reinholdii,
Planifolia tribrachiata,dinoflagellates,Planifolia,Planifolia tribrachiata,tribrachiata,
Globorotalia cerroazulensis cocoaensis,planktic_forams,Globorotalia,Globorotalia cerroazulensis cocoaensis,cerroazulensis,cocoaensis
Tricolpites matauraensis (q),pollen,Tricolpites,Tricolpites matauraensis,matauraensis,
Cassidulina cushmani,benthic_forams,Cassidulina,Cassidulina cushmani,cushmani,
Lenticulina vaughani,benthic_forams,Lenticulina,Lenticulina vaughani,vaughani,
Theocapsomma ornata,radiolarians,Theocapsomma,Theocapsomma ornata,ornata,
Actinoptychus intermedius,diatoms,Actinoptychus,Actinoptychus intermedius,intermedius,
Globigerinopsis aguasayensis,planktic_forams,Globigerinopsis,Globigerinopsis aguasayensis,aguasayensis,
Soreuma sp.,radiolarians,Soreuma,Soreuma sp.,sp.,
Distephanus binoculus,silicoflagellates,Distephanus,Distephanus binoculus,binoculus,
Cibicides spirolimbatus,benthic_forams,Cibicides,Cibicides spirolimbatus,spirolimbatus,
Denticula norwegica,diatoms,Denticula,Denticula norwegica,norwegica,
Discoaster multiradiatus,nannofossils,Discoaster,Discoaster multiradiatus,multiradiatus,
Marthasterites tribrachiatus,nannofossils,Marthasterites,Marthasterites tribrachiatus,tribrachiatus,
Thalassiosira domifacia,diatoms,Thalassiosira,Thalassiosira domifacia,domifacia,
Aragonia semi-reticulata,benthic_forams,Aragonia,Aragonia semi-reticulata,semi-reticulata,
Pseudoparrella sp.,benthic_forams,Pseudoparrella,Pseudoparrella sp.,sp.,
Melosira dubia,diatoms,Melosira,Melosira dubia,dubia,
Hantkenina alabamensis,planktic_forams,Hantkenina,Hantkenina alabamensis,alabamensis,
Lithopera baueri,radiolarians,Lithopera,Lithopera baueri,baueri,
Phorticium embolum,radiolarians,Phorticium,Phorticium embolum,embolum,
Triceratium gracillium,diatoms,Triceratium,Triceratium gracillium,gracillium,
Gyroidinoides octacameratus,benthic_forams,Gyroidinoides,Gyroidinoides octacameratus,octacameratus,
Trochoaster simplex,nannofossils,Trochoaster,Trochoaster simplex,simplex,
Mediaria splendida (q),diatoms,Mediaria,Mediaria splendida,splendida,
Uvigerina peregrina (q),benthic_forams,Uvigerina,Uvigerina peregrina,peregrina,
Phthanoperidinium resistente,dinoflagellates,Phthanoperidinium,Phthanoperidinium resistente,resistente,
Bachmannocena apiculata apiculata,silicoflagellates,Bachmannocena,Bachmannocena apiculata apiculata,apiculata,apiculata
Rouxia marylandica,diatoms,Rouxia,Rouxia marylandica,marylandica,
Calocycletta caepa,radiolarians,Calocycletta,Calocycletta caepa,caepa,
Eribotrys sp.,radiolarians,Eribotrys,Eribotrys sp.,sp.,
Lemna,pollen,Lemna,Lemna,,
Cyclicargolithus neohelis,nannofossils,Cyclicargolithus,Cyclicargolithus neohelis,neohelis,
Actinommura sp.,radiolarians,Actinommura,Actinommura sp.,sp.,
Pistacia sp.,pollen,Pistacia,Pistacia sp.,sp.,
Rosalina globularis,benthic_forams,Rosalina,Rosalina globularis,globularis,
Thalassionema sp.,diatoms,Thalassionema,Thalassionema sp.,sp.,
Discoaster wemmelensis,nannofossils,Discoaster,Discoaster wemmelensis,wemmelensis,
Peridinium trochoideum,dinoflagellates,Peridinium,Peridinium trochoideum,trochoideum,
Plectina dalmatina,benthic_forams,Plectina,Plectina dalmatina,dalmatina,
Lagena semilineata,benthic_forams,Lagena,Lagena semilineata,semilineata,
Henryhowella sp.,ostracods,Henryhowella,Henryhowella sp.,sp.,
Globorotalia pseudotopilensis,planktic_forams,Globorotalia,Globorotalia pseudotopilensis,pseudotopilensis,
Diploneis papula,diatoms,Diploneis,Diploneis papula,papula,
Siphocampe modeloensis,radiolarians,Siphocampe,Siphocampe modeloensis,modeloensis,
Globigerina praedigitata,planktic_forams,Globigerina,Globigerina praedigitata,praedigitata,
Dorothia beloides,benthic_forams,Dorothia,Dorothia beloides,beloides,
Thamnospyris sp.,radiolarians,Thamnospyris,Thamnospyris sp.,sp.,
Nonionella basispinata,benthic_forams,Nonionella,Nonionella basispinata,basispinata,
Virola sp.,pollen,Virola,Virola sp.,sp.,
Parafissurina subcarinatus,benthic_forams,Parafissurina,Parafissurina subcarinatus,subcarinatus,
Globanomalina micra (q),planktic_forams,Globanomalina,Globanomalina micra,micra,
Verrucatosporites transdanubicus,pollen,Verrucatosporites,Verrucatosporites transdanubicus,transdanubicus,
Discoaster extensus,nannofossils,Discoaster,Discoaster extensus,extensus,
Larnacantha polyacantha,radiolarians,Larnacantha,Larnacantha polyacantha,polyacantha,
Globigerinita incrusta (q),planktic_forams,Globigerinita,Globigerinita incrusta,incrusta,
Globotruncana arca (q),planktic_forams,Globotruncana,Globotruncana arca,arca,
Muelleriella limbata,diatoms,Muelleriella,Muelleriella limbata,limbata,
Stichopera pectinata,radiolarians,Stichopera,Stichopera pectinata,pectinata,
Trigonocyclia sp.,radiolarians,Trigonocyclia,Trigonocyclia sp.,sp.,
Coscinodiscus nodulifer,diatoms,Coscinodiscus,Coscinodiscus nodulifer,nodulifer,
Stilostomella gracilis,benthic_forams,Stilostomella,Stilostomella gracilis,gracilis,
Cibicides sp.,benthic_forams,Cibicides,Cibicides sp.,sp.,
Pleurostomella subglobosa (q),benthic_forams,Pleurostomella,Pleurostomella subglobosa,subglobosa,
Cyclococcolithina lusitanica,nannofossils,Cyclococcolithina,Cyclococcolithina lusitanica,lusitanica,
Lamprocyclas junonis,radiolarians,Lamprocyclas,Lamprocyclas junonis,junonis,
Rhabdosphaera tenuis (q),nannofossils,Rhabdosphaera,Rhabdosphaera tenuis,tenuis,
Theocotyle (theocotylissa) alpha,radiolarians,Theocotyle,Theocotyle (theocotylissa) alpha,(theocotylissa),alpha
Larcospira minor,radiolarians,Larcospira,Larcospira minor,minor,
Stephanopyxis simonseni,diatoms,Stephanopyxis,Stephanopyxis simonseni,simonseni,
Heterolepa ungeriana,benthic_forams,Heterolepa,Heterolepa ungeriana,ungeriana,
Cecropia sp.,pollen,Cecropia,Cecropia sp.,sp.,
Globoquadrina langhiana (q),planktic_forams,Globoquadrina,Globoquadrina langhiana,langhiana,
Discoaster quinqueramus (q),nannofossils,Discoaster,Discoaster quinqueramus,quinqueramus,
Fissurina comata,benthic_forams,Fissurina,Fissurina comata,comata,
Calocycletta serrata,radiolarians,Calocycletta,Calocycletta serrata,serrata,
Cordosphaeridium sp.,dinoflagellates,Cordosphaeridium,Cordosphaeridium sp.,sp.,
Asteromphalus oligocenicus,diatoms,Asteromphalus,Asteromphalus oligocenicus,oligocenicus,
Centrocubus octostylus,radiolarians,Centrocubus,Centrocubus octostylus,octostylus,
Calocyclas asperum,radiolarians,Calocyclas,Calocyclas asperum,asperum,
Kozloviella meniscosa,diatoms,Kozloviella,Kozloviella meniscosa,meniscosa,
Theocorys sp.,radiolarians,Theocorys,Theocorys sp.,sp.,
Globigerinoides pyramidalis,planktic_forams,Globigerinoides,Globigerinoides pyramidalis,pyramidalis,
Diploneis budayana,diatoms,Diploneis,Diploneis budayana,budayana,
Wetzeliella articulata,dinoflagellates,Wetzeliella,Wetzeliella articulata,articulata,
Neosciadiocapsa jenkinsi,radiolarians,Neosciadiocapsa,Neosciadiocapsa jenkinsi,jenkinsi,
Bacteriastrum varians,diatoms,Bacteriastrum,Bacteriastrum varians,varians,
Planulina harangensis,benthic_forams,Planulina,Planulina harangensis,harangensis,
Dendrospyris haysi,radiolarians,Dendrospyris,Dendrospyris haysi,haysi,
Robulus oblonga,benthic_forams,Robulus,Robulus oblonga,oblonga,
Palmae,pollen,Palmae,Palmae,,
Cassidulinoides parkerianus (q),benthic_forams,Cassidulinoides,Cassidulinoides parkerianus,parkerianus,
Rhabdammina abyssorum (q),benthic_forams,Rhabdammina,Rhabdammina abyssorum,abyssorum,
Triceraspyris sp.,radiolarians,Triceraspyris,Triceraspyris sp.,sp.,
Mesocena diodon borderlandensis,silicoflagellates,Mesocena,Mesocena diodon borderlandensis,diodon,borderlandensis
Theocorys acroria,radiolarians,Theocorys,Theocorys acroria,acroria,
Polymorphina charlotensis,benthic_forams,Polymorphina,Polymorphina charlotensis,charlotensis,
Acarinina pentacamerata,planktic_forams,Acarinina,Acarinina pentacamerata,pentacamerata,
Gladius pacificus,diatoms,Gladius,Gladius pacificus,pacificus,
Actinosphaera haackei (q),radiolarians,Actinosphaera,Actinosphaera haackei,haackei,
Discoaster incomptus,nannofossils,Discoaster,Discoaster incomptus,incomptus,
Globigerinopsis grilli,planktic_forams,Globigerinopsis,Globigerinopsis grilli,grilli,
Cestodiscus radionovae,diatoms,Cestodiscus,Cestodiscus radionovae,radionovae,
Cibicidoides perlucidus,benthic_forams,Cibicidoides,Cibicidoides perlucidus,perlucidus,
Hemiaulus malleolus,diatoms,Hemiaulus,Hemiaulus malleolus,malleolus,
