verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name
Wilsonidium tabulatum (q),dinoflagellates,Wilsonidium,Wilsonidium tabulatum,tabulatum,
Catapsydrax stainforthi (q),planktic_forams,Catapsydrax,Catapsydrax stainforthi,stainforthi,
Bolivina decussata,benthic_forams,Bolivina,Bolivina decussata,decussata,
Discoaster gemmifer,nannofossils,Discoaster,Discoaster gemmifer,gemmifer,
Nummulites pernotus,benthic_forams,Nummulites,Nummulites pernotus,pernotus,
Watznaueria barnesae,nannofossils,Watznaueria,Watznaueria barnesae,barnesae,
Favocassidulina favus,benthic_forams,Favocassidulina,Favocassidulina favus,favus,
Pyrgo oblonga,benthic_forams,Pyrgo,Pyrgo oblonga,oblonga,
Argilloecia conoidea,ostracods,Argilloecia,Argilloecia conoidea,conoidea,
Pterotheca danica,diatoms,Pterotheca,Pterotheca danica,danica,
Pontocypris sp.,ostracods,Pontocypris,Pontocypris sp.,sp.,
Lagena laevigata,benthic_forams,Lagena,Lagena laevigata,laevigata,
Thalassionema lineatum,diatoms,Thalassionema,Thalassionema lineatum,lineatum,
Cytheropteron eremitum,ostracods,Cytheropteron,Cytheropteron eremitum,eremitum,
Theocampe sp.,radiolarians,Theocampe,Theocampe sp.,sp.,
Loxostomum pseudobeyrichi,benthic_forams,Loxostomum,Loxostomum pseudobeyrichi,pseudobeyrichi,
Globigerina atlantisae,planktic_forams,Globigerina,Globigerina atlantisae,atlantisae,
Nonionella miocenica,benthic_forams,Nonionella,Nonionella miocenica,miocenica,
Robulus sp.,benthic_forams,Robulus,Robulus sp.,sp.,
Polysolenia lappacea,radiolarians,Polysolenia,Polysolenia lappacea,lappacea,
Catapsydrax unicavus unicavus (q),planktic_forams,Catapsydrax,Catapsydrax unicavus unicavus,unicavus,unicavus
Nonion sp.,benthic_forams,Nonion,Nonion sp.,sp.,
Discoaster neohamatus (q),nannofossils,Discoaster,Discoaster neohamatus,neohamatus,
Subbotina frontosa,planktic_forams,Subbotina,Subbotina frontosa,frontosa,
Turborotalia mayeri,planktic_forams,Turborotalia,Turborotalia mayeri,mayeri,
Praeglobotruncana havanensis,planktic_forams,Praeglobotruncana,Praeglobotruncana havanensis,havanensis,
Actinocyclus ellipticus lanceolata,diatoms,Actinocyclus,Actinocyclus ellipticus lanceolata,ellipticus,lanceolata
Eucyrtidium asanoi,radiolarians,Eucyrtidium,Eucyrtidium asanoi,asanoi,
Amphymenium splendiarmatum (q),radiolarians,Amphymenium,Amphymenium splendiarmatum,splendiarmatum,
Cornutella stiligera,radiolarians,Cornutella,Cornutella stiligera,stiligera,
Plectopyramis dodecoma,radiolarians,Plectopyramis,Plectopyramis dodecoma,dodecoma,
Helicopontosphaera salebrosa (q),nannofossils,Helicopontosphaera,Helicopontosphaera salebrosa,salebrosa,
Quinqueloculina ersaconica,benthic_forams,Quinqueloculina,Quinqueloculina ersaconica,ersaconica,
Phthanoperidinium echinatum,dinoflagellates,Phthanoperidinium,Phthanoperidinium echinatum,echinatum,
Astractinium aristotelis,radiolarians,Astractinium,Astractinium aristotelis,aristotelis,
Turborotalia oceanica,planktic_forams,Turborotalia,Turborotalia oceanica,oceanica,
Scyphosphaera magna,nannofossils,Scyphosphaera,Scyphosphaera magna,magna,
Trachamminoides irregularis,benthic_forams,Trachamminoides,Trachamminoides irregularis,irregularis,
Acarinina convexa,planktic_forams,Acarinina,Acarinina convexa,convexa,
Rhaphoneis parilis,diatoms,Rhaphoneis,Rhaphoneis parilis,parilis,
Globigerina concinna,planktic_forams,Globigerina,Globigerina concinna,concinna,
Cribrosphaerella sp.,nannofossils,Cribrosphaerella,Cribrosphaerella sp.,sp.,
Sceptroneis pupa,diatoms,Sceptroneis,Sceptroneis pupa,pupa,
Rzehakina epigona inclusa,benthic_forams,Rzehakina,Rzehakina epigona inclusa,epigona,inclusa
"Globigerina ""eamesi""",planktic_forams,Globigerina,"Globigerina ""eamesi""","""eamesi""",
Cibicidoides bradyi,benthic_forams,Cibicidoides,Cibicidoides bradyi,bradyi,
Globorotalia gemma,planktic_forams,Globorotalia,Globorotalia gemma,gemma,
Cyclococcolithus lusitanicus,nannofossils,Cyclococcolithus,Cyclococcolithus lusitanicus,lusitanicus,
Discolithina pulcheroides,nannofossils,Discolithina,Discolithina pulcheroides,pulcheroides,
Hemiaulus pacificus,diatoms,Hemiaulus,Hemiaulus pacificus,pacificus,
Spiroloculina canaliculina,benthic_forams,Spiroloculina,Spiroloculina canaliculina,canaliculina,
Cibicides sp.,benthic_forams,Cibicides,Cibicides sp.,sp.,
Mesocena diodon nodosa (q),silicoflagellates,Mesocena,Mesocena diodon nodosa,diodon,nodosa
Globorotalia exserta,planktic_forams,Globorotalia,Globorotalia exserta,exserta,
Globigerinopsis aguasayensis (q),planktic_forams,Globigerinopsis,Globigerinopsis aguasayensis,aguasayensis,
Globorotalia australiformis,planktic_forams,Globorotalia,Globorotalia australiformis,australiformis,
Xestolebris sp.(q),ostracods,Xestolebris,Xestolebris sp.,sp.,
Distephanus crux stauracanthus,silicoflagellates,Distephanus,Distephanus crux stauracanthus,crux,stauracanthus
Chiloguembelina wilcoxensis,planktic_forams,Chiloguembelina,Chiloguembelina wilcoxensis,wilcoxensis,
Cyclampterium neatum (q),radiolarians,Cyclampterium,Cyclampterium neatum,neatum,
Thalassiosira eccentrica,diatoms,Thalassiosira,Thalassiosira eccentrica,eccentrica,
Thalassiosira excentrica (q),diatoms,Thalassiosira,Thalassiosira excentrica,excentrica,
Alabamina obtusa,benthic_forams,Alabamina,Alabamina obtusa,obtusa,
Carpocaniidae,radiolarians,Carpocaniidae,Carpocaniidae,,
Polysolenia arktios,radiolarians,Polysolenia,Polysolenia arktios,arktios,
Cyclococcolithina reticulata,nannofossils,Cyclococcolithina,Cyclococcolithina reticulata,reticulata,
Distephanus boliviensis binoculus,silicoflagellates,Distephanus,Distephanus boliviensis binoculus,boliviensis,binoculus
Mesocena diodon,silicoflagellates,Mesocena,Mesocena diodon,diodon,
Cytherella sp.,ostracods,Cytherella,Cytherella sp.,sp.,
Fursenkoina dibollensis,benthic_forams,Fursenkoina,Fursenkoina dibollensis,dibollensis,
Elphidium macellum,benthic_forams,Elphidium,Elphidium macellum,macellum,
Nitzschia praereinholdi-jouseae group,diatoms,Nitzschia,Nitzschia praereinholdi-jouseae group,praereinholdi-jouseae,group
Podocyrtis argulus,radiolarians,Podocyrtis,Podocyrtis argulus,argulus,
Rhodospyris anthocyrtis (q),radiolarians,Rhodospyris,Rhodospyris anthocyrtis,anthocyrtis,
Paradictyocha apiculata (q),silicoflagellates,Paradictyocha,Paradictyocha apiculata,apiculata,
Anthocyrtidium michdinae,radiolarians,Anthocyrtidium,Anthocyrtidium michdinae,michdinae,
Polysolenia sp.,radiolarians,Polysolenia,Polysolenia sp.,sp.,
Lophocysta sp.,dinoflagellates,Lophocysta,Lophocysta sp.,sp.,
Lophophaena capito (q),radiolarians,Lophophaena,Lophophaena capito,capito,
Lamptonium pennatum,radiolarians,Lamptonium,Lamptonium pennatum,pennatum,
Globigerinita glutinata juvenilis,planktic_forams,Globigerinita,Globigerinita glutinata juvenilis,glutinata,juvenilis
Cosmiodiscus uniformis,diatoms,Cosmiodiscus,Cosmiodiscus uniformis,uniformis,
Denticula miocenica,diatoms,Denticula,Denticula miocenica,miocenica,
Asteromphalus imbricatus,diatoms,Asteromphalus,Asteromphalus imbricatus,imbricatus,
Zygabikodinum lenticulatum,dinoflagellates,Zygabikodinum,Zygabikodinum lenticulatum,lenticulatum,
Ebriopsis antiqua,ebridians,Ebriopsis,Ebriopsis antiqua,antiqua,
Cestodiscus stokesianus,diatoms,Cestodiscus,Cestodiscus stokesianus,stokesianus,
Impagidinium japonicum,dinoflagellates,Impagidinium,Impagidinium japonicum,japonicum,
Bulimina midwayensis,benthic_forams,Bulimina,Bulimina midwayensis,midwayensis,
Sphenolithus belemnos,nannofossils,Sphenolithus,Sphenolithus belemnos,belemnos,
Corbisema cuspic,silicoflagellates,Corbisema,Corbisema cuspic,cuspic,
Lamprocyclas junonis,radiolarians,Lamprocyclas,Lamprocyclas junonis,junonis,
Epistominella rotunda,benthic_forams,Epistominella,Epistominella rotunda,rotunda,
Chenopodium sp.,pollen,Chenopodium,Chenopodium sp.,sp.,
Lamptonium fabaeforme fabaeforme,radiolarians,Lamptonium,Lamptonium fabaeforme fabaeforme,fabaeforme,fabaeforme
Kozloviella subrotunda,diatoms,Kozloviella,Kozloviella subrotunda,subrotunda,
Zygodiscus diplogrammus,nannofossils,Zygodiscus,Zygodiscus diplogrammus,diplogrammus,
Cannopilus schulzii (q),silicoflagellates,Cannopilus,Cannopilus schulzii,schulzii,
Poretzkia circularis,diatoms,Poretzkia,Poretzkia circularis,circularis,
Botryopyle dictyocephalus,radiolarians,Botryopyle,Botryopyle dictyocephalus,dictyocephalus,
Nummulites bouillei,benthic_forams,Nummulites,Nummulites bouillei,bouillei,
Ramulina globulifera,benthic_forams,Ramulina,Ramulina globulifera,globulifera,
Sceptroneis praecaducea,diatoms,Sceptroneis,Sceptroneis praecaducea,praecaducea,
Eoconuloides sp.(q),benthic_forams,Eoconuloides,Eoconuloides sp.,sp.,
Turborotalia centralis,planktic_forams,Turborotalia,Turborotalia centralis,centralis,
Thalassiosira undulosa,diatoms,Thalassiosira,Thalassiosira undulosa,undulosa,
Mesocena apiculata,silicoflagellates,Mesocena,Mesocena apiculata,apiculata,
Ericsonia robusta,nannofossils,Ericsonia,Ericsonia robusta,robusta,
Lenticulina rosetta (q),benthic_forams,Lenticulina,Lenticulina rosetta,rosetta,
Dentalina subguttifera,benthic_forams,Dentalina,Dentalina subguttifera,subguttifera,
Melonis sphaeroides,benthic_forams,Melonis,Melonis sphaeroides,sphaeroides,
Prediscosphaera intercisus,nannofossils,Prediscosphaera,Prediscosphaera intercisus,intercisus,
Gosella guraboensis,benthic_forams,Gosella,Gosella guraboensis,guraboensis,
Calciodinellum operosum,dinoflagellates,Calciodinellum,Calciodinellum operosum,operosum,
Distephanus boliviensis,silicoflagellates,Distephanus,Distephanus boliviensis,boliviensis,
Globigerinatheka lindiensis,planktic_forams,Globigerinatheka,Globigerinatheka lindiensis,lindiensis,
Globoquadrina baroemoenensis,planktic_forams,Globoquadrina,Globoquadrina baroemoenensis,baroemoenensis,
Cibicides cocoaensis,benthic_forams,Cibicides,Cibicides cocoaensis,cocoaensis,
Navicula sp.(q),diatoms,Navicula,Navicula sp.,sp.,
Microrhabdulus stradneri,nannofossils,Microrhabdulus,Microrhabdulus stradneri,stradneri,
Pseudogloboquadrina primitiva (q),planktic_forams,Pseudogloboquadrina,Pseudogloboquadrina primitiva,primitiva,
Antarctissa equiceps,radiolarians,Antarctissa,Antarctissa equiceps,equiceps,
Distephanus octangulatus,silicoflagellates,Distephanus,Distephanus octangulatus,octangulatus,
Globigerina gauelli,planktic_forams,Globigerina,Globigerina gauelli,gauelli,
Lamprocyclas sanfilipoae,radiolarians,Lamprocyclas,Lamprocyclas sanfilipoae,sanfilipoae,
Marssonella oxycona (q),benthic_forams,Marssonella,Marssonella oxycona,oxycona,
Dictyocha brevispina (small-portal giant),silicoflagellates,Dictyocha,Dictyocha brevispina,brevispina,
Lagenodosaria hirsuta,benthic_forams,Lagenodosaria,Lagenodosaria hirsuta,hirsuta,
Globorotalia formosa gracilis (q),planktic_forams,Globorotalia,Globorotalia formosa gracilis,formosa,gracilis
Cibicidoides sp.,benthic_forams,Cibicidoides,Cibicidoides sp.,sp.,
Lophocyrtis golli,radiolarians,Lophocyrtis,Lophocyrtis golli,golli,
Fragilaria voeringia,diatoms,Fragilaria,Fragilaria voeringia,voeringia,
Anthocorys akitaensis (q),radiolarians,Anthocorys,Anthocorys akitaensis,akitaensis,
Globorotalia scitula group,planktic_forams,Globorotalia,Globorotalia scitula group,scitula,group
Cassidulina delicata (q),benthic_forams,Cassidulina,Cassidulina delicata,delicata,
Gleicheniidites senonicus,pollen,Gleicheniidites,Gleicheniidites senonicus,senonicus,
Cyclolithella sp.,nannofossils,Cyclolithella,Cyclolithella sp.,sp.,
Lychnocanoma sphaerothorax,radiolarians,Lychnocanoma,Lychnocanoma sphaerothorax,sphaerothorax,
Coccolithus robustus,nannofossils,Coccolithus,Coccolithus robustus,robustus,
Thalassionema bacillaris,diatoms,Thalassionema,Thalassionema bacillaris,bacillaris,
Pyrgo ovata,benthic_forams,Pyrgo,Pyrgo ovata,ovata,
Anomalinoides globulosus,benthic_forams,Anomalinoides,Anomalinoides globulosus,globulosus,
Hanzawaia mantaensis,benthic_forams,Hanzawaia,Hanzawaia mantaensis,mantaensis,
Lithocampe heptacola,radiolarians,Lithocampe,Lithocampe heptacola,heptacola,
Rectuvigerina vesca,benthic_forams,Rectuvigerina,Rectuvigerina vesca,vesca,
Bolivina spathulata,benthic_forams,Bolivina,Bolivina spathulata,spathulata,
Scyphosphaera cantharella,nannofossils,Scyphosphaera,Scyphosphaera cantharella,cantharella,
Trinacria praetenuis,diatoms,Trinacria,Trinacria praetenuis,praetenuis,
Cyathidites australis,pollen,Cyathidites,Cyathidites australis,australis,
Drymyomma elegans,radiolarians,Drymyomma,Drymyomma elegans,elegans,
Valvulineria inflata,benthic_forams,Valvulineria,Valvulineria inflata,inflata,
Corbisema geometrica apiculata,silicoflagellates,Corbisema,Corbisema geometrica apiculata,geometrica,apiculata
Achilleodinium biformoides,dinoflagellates,Achilleodinium,Achilleodinium biformoides,biformoides,
Cyclonephelium ordinatum,dinoflagellates,Cyclonephelium,Cyclonephelium ordinatum,ordinatum,
Coronocyclas nitiscens (q),nannofossils,Coronocyclas,Coronocyclas nitiscens,nitiscens,
Catapsydrax dissimilis s.s.,planktic_forams,Catapsydrax,Catapsydrax dissimilis s.s.,dissimilis,s.s.
Agrenocythere hazelae,ostracods,Agrenocythere,Agrenocythere hazelae,hazelae,
Carduifolia sp. (q),dinoflagellates,Carduifolia,Carduifolia sp.,sp.,
Cannopilus ichikawai,silicoflagellates,Cannopilus,Cannopilus ichikawai,ichikawai,
Mastogloia sp.,diatoms,Mastogloia,Mastogloia sp.,sp.,
Cinclopyramis infundibulum,radiolarians,Cinclopyramis,Cinclopyramis infundibulum,infundibulum,
Nonion pompilioides,benthic_forams,Nonion,Nonion pompilioides,pompilioides,
Discosphaera distincta,nannofossils,Discosphaera,Discosphaera distincta,distincta,
Turborotalia humerosa trochoidea,planktic_forams,Turborotalia,Turborotalia humerosa trochoidea,humerosa,trochoidea
Siphocampe corbula (q),radiolarians,Siphocampe,Siphocampe corbula,corbula,
Stephanopyxis turris,diatoms,Stephanopyxis,Stephanopyxis turris,turris,
Thalassiosira oestrupii (q),diatoms,Thalassiosira,Thalassiosira oestrupii,oestrupii,
Globorotaloides suteri (q),planktic_forams,Globorotaloides,Globorotaloides suteri,suteri,
Parafrondicularia advena,benthic_forams,Parafrondicularia,Parafrondicularia advena,advena,
Desmospyris stabiloides,radiolarians,Desmospyris,Desmospyris stabiloides,stabiloides,
Litharachnium tenthorium,radiolarians,Litharachnium,Litharachnium tenthorium,tenthorium,
Dorydruppa sp. (q),radiolarians,Dorydruppa,Dorydruppa sp.,sp.,
Bolivina anastomosa,benthic_forams,Bolivina,Bolivina anastomosa,anastomosa,
Globigerinatheka subconglobata subconglobata,planktic_forams,Globigerinatheka,Globigerinatheka subconglobata subconglobata,subconglobata,subconglobata
Orbulina suturalis (q),planktic_forams,Orbulina,Orbulina suturalis,suturalis,
Lamptonium fabaeforme chaunothorax,radiolarians,Lamptonium,Lamptonium fabaeforme chaunothorax,fabaeforme,chaunothorax
Phyllocladidites mawsonii,pollen,Phyllocladidites,Phyllocladidites mawsonii,mawsonii,
Dentalina inflexa,benthic_forams,Dentalina,Dentalina inflexa,inflexa,
Heliolithus universus,nannofossils,Heliolithus,Heliolithus universus,universus,
Globigerina angiporoides angiporoides,planktic_forams,Globigerina,Globigerina angiporoides angiporoides,angiporoides,angiporoides
Pyrgo williamsoni,benthic_forams,Pyrgo,Pyrgo williamsoni,williamsoni,
Archipilium macropus (q),radiolarians,Archipilium,Archipilium macropus,macropus,
Calocyclas sp.,radiolarians,Calocyclas,Calocyclas sp.,sp.,
Leptodinium sp.,dinoflagellates,Leptodinium,Leptodinium sp.,sp.,
Pseudohastigerina wilcoxensis (q),planktic_forams,Pseudohastigerina,Pseudohastigerina wilcoxensis,wilcoxensis,
Spongodiscus osculosus (q),radiolarians,Spongodiscus,Spongodiscus osculosus,osculosus,
Triquetrorhabdulus sp.,nannofossils,Triquetrorhabdulus,Triquetrorhabdulus sp.,sp.,
Alchornea cordifolia,pollen,Alchornea,Alchornea cordifolia,cordifolia,
Cyclotella ocellata,diatoms,Cyclotella,Cyclotella ocellata,ocellata,
Gladius maximus,diatoms,Gladius,Gladius maximus,maximus,
Globigerina praedehiscens,planktic_forams,Globigerina,Globigerina praedehiscens,praedehiscens,
Theoconus sp.,radiolarians,Theoconus,Theoconus sp.,sp.,
Stilostomella adolphina,benthic_forams,Stilostomella,Stilostomella adolphina,adolphina,
Lampromitra erosa,radiolarians,Lampromitra,Lampromitra erosa,erosa,
Rossiella tatsunokuchiensis (q),diatoms,Rossiella,Rossiella tatsunokuchiensis,tatsunokuchiensis,
Mesocena diodon nodosa,silicoflagellates,Mesocena,Mesocena diodon nodosa,diodon,nodosa
Lithomelissa monoceras,radiolarians,Lithomelissa,Lithomelissa monoceras,monoceras,
Lychnocanoma sp.,radiolarians,Lychnocanoma,Lychnocanoma sp.,sp.,
Globigerina minutula,planktic_forams,Globigerina,Globigerina minutula,minutula,
Sapotaceae,pollen,Sapotaceae,Sapotaceae,,
Pterocodon sp.,radiolarians,Pterocodon,Pterocodon sp.,sp.,
Marginulinopsis sp.,benthic_forams,Marginulinopsis,Marginulinopsis sp.,sp.,
Hemiaulus lyriformis,diatoms,Hemiaulus,Hemiaulus lyriformis,lyriformis,
Trifarina angulosa pauperata,benthic_forams,Trifarina,Trifarina angulosa pauperata,angulosa,pauperata
Messinella guanajayensis,ostracods,Messinella,Messinella guanajayensis,guanajayensis,
Cerataulina cretacea,diatoms,Cerataulina,Cerataulina cretacea,cretacea,
Textularia plummerae,benthic_forams,Textularia,Textularia plummerae,plummerae,
Dictyocha fibula aspera,silicoflagellates,Dictyocha,Dictyocha fibula aspera,fibula,aspera
Pseudopyxilla americana,diatoms,Pseudopyxilla,Pseudopyxilla americana,americana,
Nuttalides sp.,benthic_forams,Nuttalides,Nuttalides sp.,sp.,
Reinhardtites anthophorus,nannofossils,Reinhardtites,Reinhardtites anthophorus,anthophorus,
Antarctissa strelkovi,radiolarians,Antarctissa,Antarctissa strelkovi,strelkovi,
Ostrya sp.,pollen,Ostrya,Ostrya sp.,sp.,
Gomphonema lanceolatum,diatoms,Gomphonema,Gomphonema lanceolatum,lanceolatum,
Dendrospyris inferispina,radiolarians,Dendrospyris,Dendrospyris inferispina,inferispina,
Coscinodiscus tabularis egregius,diatoms,Coscinodiscus,Coscinodiscus tabularis egregius,tabularis,egregius
Fursenkoina fusiformis,benthic_forams,Fursenkoina,Fursenkoina fusiformis,fusiformis,
Nitzschia challengeri,diatoms,Nitzschia,Nitzschia challengeri,challengeri,
Cytherella volgata,ostracods,Cytherella,Cytherella volgata,volgata,
Globorotalia nympha,planktic_forams,Globorotalia,Globorotalia nympha,nympha,
Stichopodium martellii conicum,radiolarians,Stichopodium,Stichopodium martellii conicum,martellii,conicum
Dentalina aculeata,benthic_forams,Dentalina,Dentalina aculeata,aculeata,
Orthomorphina havensis,benthic_forams,Orthomorphina,Orthomorphina havensis,havensis,
Tetralithus gothicus,nannofossils,Tetralithus,Tetralithus gothicus,gothicus,
Eprolithus floralis,nannofossils,Eprolithus,Eprolithus floralis,floralis,
Collosphaera huxleyi,radiolarians,Collosphaera,Collosphaera huxleyi,huxleyi,
Cibicides spirolimbatus,benthic_forams,Cibicides,Cibicides spirolimbatus,spirolimbatus,
Stylotracta universa,radiolarians,Stylotracta,Stylotracta universa,universa,
Globigerina patagonica,planktic_forams,Globigerina,Globigerina patagonica,patagonica,
Eunotogramma marginopunctatum,diatoms,Eunotogramma,Eunotogramma marginopunctatum,marginopunctatum,
Tricolpites brevicolpus (q),pollen,Tricolpites,Tricolpites brevicolpus,brevicolpus,
Lithapium plegmacantha,radiolarians,Lithapium,Lithapium plegmacantha,plegmacantha,
Calocycletta costata,radiolarians,Calocycletta,Calocycletta costata,costata,
Anomalina illingi,benthic_forams,Anomalina,Anomalina illingi,illingi,
Lenticulina lenticula,benthic_forams,Lenticulina,Lenticulina lenticula,lenticula,
Patagospyris confluens,radiolarians,Patagospyris,Patagospyris confluens,confluens,
Discoaster trifenestra,nannofossils,Discoaster,Discoaster trifenestra,trifenestra,
Dentalina leguminiformis,benthic_forams,Dentalina,Dentalina leguminiformis,leguminiformis,
Discolithina versa,nannofossils,Discolithina,Discolithina versa,versa,
Siphocampe nodosaria,radiolarians,Siphocampe,Siphocampe nodosaria,nodosaria,
Stephanopyxis discrepans,diatoms,Stephanopyxis,Stephanopyxis discrepans,discrepans,
Ellipsoglandulina laevigata,benthic_forams,Ellipsoglandulina,Ellipsoglandulina laevigata,laevigata,
Tytthodiscus sp.,dinoflagellates,Tytthodiscus,Tytthodiscus sp.,sp.,
Cyclococcolithus robustus,nannofossils,Cyclococcolithus,Cyclococcolithus robustus,robustus,
Anthocyrtidium ehrenbergi,radiolarians,Anthocyrtidium,Anthocyrtidium ehrenbergi,ehrenbergi,
Perichlamidium praetextum,radiolarians,Perichlamidium,Perichlamidium praetextum,praetextum,
Stylodictya sp.,radiolarians,Stylodictya,Stylodictya sp.,sp.,
Laticarinina halophora,benthic_forams,Laticarinina,Laticarinina halophora,halophora,
Xanthiopyxis oblonga,diatoms,Xanthiopyxis,Xanthiopyxis oblonga,oblonga,
Globorotalia humerosa (q),planktic_forams,Globorotalia,Globorotalia humerosa,humerosa,
Reticulofenestra hampdenensis,nannofossils,Reticulofenestra,Reticulofenestra hampdenensis,hampdenensis,
Prunobrachium aucklandensis (q),radiolarians,Prunobrachium,Prunobrachium aucklandensis,aucklandensis,
Rouxia obesa,diatoms,Rouxia,Rouxia obesa,obesa,
Compositae,pollen,Compositae,Compositae,,
Cribroperidinium muderongensis,dinoflagellates,Cribroperidinium,Cribroperidinium muderongensis,muderongensis,
Trema sp.,pollen,Trema,Trema sp.,sp.,
Agrenocythere sp.,ostracods,Agrenocythere,Agrenocythere sp.,sp.,
Globoquadrina larmeui,planktic_forams,Globoquadrina,Globoquadrina larmeui,larmeui,
Globorotalia minima (q),planktic_forams,Globorotalia,Globorotalia minima,minima,
Otosphaera polymorpha,radiolarians,Otosphaera,Otosphaera polymorpha,polymorpha,
Krithe cita,ostracods,Krithe,Krithe cita,cita,
Bolivina subadvena(q),benthic_forams,Bolivina,Bolivina subadvena,subadvena,
Trigonactinium pythagorae,radiolarians,Trigonactinium,Trigonactinium pythagorae,pythagorae,
Pinnularia subcapitata,diatoms,Pinnularia,Pinnularia subcapitata,subcapitata,
Rosalina columbiensis (q),benthic_forams,Rosalina,Rosalina columbiensis,columbiensis,
Fasciculithus schaubii,nannofossils,Fasciculithus,Fasciculithus schaubii,schaubii,
Reticulofenestra scrippsae,nannofossils,Reticulofenestra,Reticulofenestra scrippsae,scrippsae,
Lenticulina limbosa,benthic_forams,Lenticulina,Lenticulina limbosa,limbosa,
Dictyocha aspera clinata,silicoflagellates,Dictyocha,Dictyocha aspera clinata,aspera,clinata
Globigerina bolivariana,planktic_forams,Globigerina,Globigerina bolivariana,bolivariana,
Discoaster araneus,nannofossils,Discoaster,Discoaster araneus,araneus,
Globorotalia perclara,planktic_forams,Globorotalia,Globorotalia perclara,perclara,
Cribrocentrum coenurym,nannofossils,Cribrocentrum,Cribrocentrum coenurym,coenurym,
Podamphoropsis joidesi,ebridians,Podamphoropsis,Podamphoropsis joidesi,joidesi,
Amphicraspedum prolixum,radiolarians,Amphicraspedum,Amphicraspedum prolixum,prolixum,
Globorotalia merotumida,planktic_forams,Globorotalia,Globorotalia merotumida,merotumida,
Globorotalia angulata,planktic_forams,Globorotalia,Globorotalia angulata,angulata,
Palaeonummulites sp.,benthic_forams,Palaeonummulites,Palaeonummulites sp.,sp.,
Globorotalia dutertrei,planktic_forams,Globorotalia,Globorotalia dutertrei,dutertrei,
Rhizosolenia norwegica,diatoms,Rhizosolenia,Rhizosolenia norwegica,norwegica,
Distephanus crux (q),silicoflagellates,Distephanus,Distephanus crux,crux,
Globigerina calida (q),planktic_forams,Globigerina,Globigerina calida,calida,
Globoquadrina pachyderma (sin),planktic_forams,Globoquadrina,Globoquadrina pachyderma,pachyderma,
Achnanthes groenlandica,diatoms,Achnanthes,Achnanthes groenlandica,groenlandica,
Lamarckina rugulosa,benthic_forams,Lamarckina,Lamarckina rugulosa,rugulosa,
Cibicides mckennai (q),benthic_forams,Cibicides,Cibicides mckennai,mckennai,
Hanzawaia mexicana,benthic_forams,Hanzawaia,Hanzawaia mexicana,mexicana,
Discoaster saipanensis (q),nannofossils,Discoaster,Discoaster saipanensis,saipanensis,
Islandiella cushmani,benthic_forams,Islandiella,Islandiella cushmani,cushmani,
Discoaster tridenus,nannofossils,Discoaster,Discoaster tridenus,tridenus,
Mesocena quadrangula (circular),silicoflagellates,Mesocena,Mesocena quadrangula,quadrangula,
Lyramula minor,silicoflagellates,Lyramula,Lyramula minor,minor,
Melonis soldanii,benthic_forams,Melonis,Melonis soldanii,soldanii,
Nitzschia atlantica,diatoms,Nitzschia,Nitzschia atlantica,atlantica,
Dentalina communis,benthic_forams,Dentalina,Dentalina communis,communis,
Globorotalia cerroazulensis cerroazulensis,planktic_forams,Globorotalia,Globorotalia cerroazulensis cerroazulensis,cerroazulensis,cerroazulensis
Planorotalites australiformis (q),planktic_forams,Planorotalites,Planorotalites australiformis,australiformis,
Noviuva plebeja,benthic_forams,Noviuva,Noviuva plebeja,plebeja,
Conotrochammina whangaia,benthic_forams,Conotrochammina,Conotrochammina whangaia,whangaia,
Bulimina striata mexicana,benthic_forams,Bulimina,Bulimina striata mexicana,striata,mexicana
Globorotalia pasionensis,planktic_forams,Globorotalia,Globorotalia pasionensis,pasionensis,
Globigerinoides sacculifer (q),planktic_forams,Globigerinoides,Globigerinoides sacculifer,sacculifer,
Sethophormis sp.,radiolarians,Sethophormis,Sethophormis sp.,sp.,
Lenticulina arcuatostriata (q),benthic_forams,Lenticulina,Lenticulina arcuatostriata,arcuatostriata,
Catapsydrax globiformis,planktic_forams,Catapsydrax,Catapsydrax globiformis,globiformis,
Collosphaera tuberosa,radiolarians,Collosphaera,Collosphaera tuberosa,tuberosa,
Lophocyrtis jacchia (q),radiolarians,Lophocyrtis,Lophocyrtis jacchia,jacchia,
Triquetrorhabdulus auritus,nannofossils,Triquetrorhabdulus,Triquetrorhabdulus auritus,auritus,
Chiastozygus litterarius,nannofossils,Chiastozygus,Chiastozygus litterarius,litterarius,
Angulogerina illingi,benthic_forams,Angulogerina,Angulogerina illingi,illingi,
Fursenkoina bramletti,benthic_forams,Fursenkoina,Fursenkoina bramletti,bramletti,
Discoaster sanmiguelensis,nannofossils,Discoaster,Discoaster sanmiguelensis,sanmiguelensis,
Anthocyrtoma sp.,radiolarians,Anthocyrtoma,Anthocyrtoma sp.,sp.,
Pelosina complanata,benthic_forams,Pelosina,Pelosina complanata,complanata,
Cornutella hexagona,radiolarians,Cornutella,Cornutella hexagona,hexagona,
Globigerina helicina,planktic_forams,Globigerina,Globigerina helicina,helicina,
Corocalyptra emmae,radiolarians,Corocalyptra,Corocalyptra emmae,emmae,
Turborotalia primitiva,planktic_forams,Turborotalia,Turborotalia primitiva,primitiva,
Eoeponides pulchella,benthic_forams,Eoeponides,Eoeponides pulchella,pulchella,
