Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1467B-40F-CC-PAL,0,5,352.14,352.19,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,R,F,A,A,,,,,,,,,,,,,C,,,,,,,,,,,,,,,R,R,R,R,,,,,,,,,,R,,,,,,F,R,,,,,,,,,,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,40,F,CC,PAL,
359-U1467B-41F-2-W,50,50,354,354,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,41,F,2,W,
359-U1467B-41F-CC-PAL,0,5,356.58,356.63,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,R,C,A,A,,,,,,,,,,,,,F,,,,,,,,F,,,,,,,F,F,,R,,,,,,,,,,,,,,,,F,R,,,,,,,,,P,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,359,U1467,B,41,F,CC,PAL,
359-U1467B-42F-2-W,50,50,358.7,358.7,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,42,F,2,W,
359-U1467B-42F-CC-PAL,0,5,361.23,361.28,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,A,A,,,,,,,,,C,,,F,R,,,,,,,,C,,,,,,,F,R,,,,,,,,,,,,,,,,,,F,A,,,,,,,,,R,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,42,F,CC,PAL,
359-U1467B-43H-3-W,50,50,364.9,364.9,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,P,,,,,,,,,,,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,43,H,3,W,
359-U1467B-43H-CC-PAL,0,5,368.97,369.02,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,43,H,CC,PAL,
359-U1467B-44H-2-W,50,50,372.9,372.9,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,R,R,,,,,,,,,,,R,R,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,R,,,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,359,U1467,B,44,H,2,W,
359-U1467B-44H-5-W,50,50,377.4,377.4,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,F,F,,,,,,,,,,,R,R,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,R,,,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,359,U1467,B,44,H,5,W,
359-U1467B-44H-CC-PAL,0,5,380.91,380.96,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,,A,,,,,R,,,,,,R,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,R,,,,,,R,R,,,,,,,,,R,,C,R,,,,,,,A,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,359,U1467,B,44,H,CC,PAL,
359-U1467B-45H-2-W,50,50,382.4,382.4,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,45,H,2,W,
359-U1467B-45H-5-W,50,50,386.9,386.9,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,45,H,5,W,
359-U1467B-45H-CC-PAL,0,5,390.33,390.38,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,C,R,R,R,,,,,,,R,,,,R,,,,,,,,,,R,,,,,,,R,R,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,P,,,P,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,45,H,CC,PAL,
359-U1467B-46F-3-W,63,64,393.53,393.54,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,46,F,3,W,
359-U1467B-46F-CC-PAL,0,5,394.76,394.81,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,R,R,,,,,,,R,,,,R,R,R,,,,,,,,R,,,,,,,P,R,,R,,R,,,,,,,,,,,,,,R,P,,,,,,,,,R,,,R,,,,,,,A,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,359,U1467,B,46,F,CC,PAL,
359-U1467B-47F-2-W,50,50,396.6,396.6,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,F,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,P,,,,,,,,,R,,R,R,,,,,,,A,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,359,U1467,B,47,F,2,W,
359-U1467B-47F-CC-PAL,0,5,399.57,399.62,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,R,R,R,,,,,,R,R,,,,R,R,R,,,,,,,,,,,,,,,R,C,,,,R,,,,,,,,,,,,,,R,P,,,,,,,,R,R,,C,C,,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,359,U1467,B,47,F,CC,PAL,
359-U1467B-48F-2-W,50,50,401.3,401.3,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,R,,,,,,,,R,R,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,48,F,2,W,
359-U1467B-48F-CC-PAL,0,5,404.37,404.42,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,R,C,C,,,,,,R,R,,,,R,R,R,,,,,,,,R,,,,,,,R,R,,,,,,,,,,,,,,,,,,R,R,,,,,,,,R,R,R,,R,,,,,,,A,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,359,U1467,B,48,F,CC,PAL,
359-U1467B-49F-2-W,50,50,406,406,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,R,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,359,U1467,B,49,F,2,W,
359-U1467B-49F-CC-PAL,0,5,408.8,408.85,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",G,C,,,,,,,,,R,,A,,,,,,,,,,,R,R,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,P,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,49,F,CC,PAL,
359-U1467B-50F-2-W,50,50,410.7,410.7,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,50,F,2,W,
359-U1467B-50F-CC-PAL,0,5,413.58,413.63,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",G,A,,,,,,,,,C,R,A,,,,,,,,,,,R,R,R,,,,,,,,R,,,,,,,R,R,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,50,F,CC,PAL,
359-U1467B-51F-2-W,50,50,415.4,415.4,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,F,A,A,,,,R,,,,,,,,R,R,,,,,,,,F,,,,,,,R,R,R,R,R,,,,,,,,,F,,,,,,R,R,,,,,,,,,,,F,,,,,,,,A,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,51,F,2,W,
359-U1467B-51F-CC-PAL,0,5,418.18,418.23,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,R,,A,A,,,,,,,,,,,,R,R,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,51,F,CC,PAL,
359-U1467B-52F-2-W,50,50,420.1,420.1,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,52,F,2,W,
359-U1467B-52F-CC-PAL,0,5,422.57,422.62,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,R,C,A,A,,,,R,,F,,,F,,,C,C,,,,,,,,F,,,,,,,F,P,P,,,,,,,,,,,,,,,,,F,R,,,,,,,,,F,,C,P,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,52,F,CC,PAL,
359-U1467B-53F-2-W,50,50,424.8,424.8,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,53,F,2,W,
359-U1467B-53F-CC-PAL,0,5,427.55,427.6,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,C,A,A,,,,R,,C,,,F,,,C,F,,R,,,,,,F,,,,,,,C,P,,P,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,C,P,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,53,F,CC,PAL,
359-U1467B-54F-CC-PAL,0,5,432.27,432.32,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,F,C,A,A,,,,C,,F,,,F,,,R,F,,,,,,,,C,,,,,,,F,P,P,,,,,,,,,,,F,,,,,,F,R,,,,,,,,,R,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1467,B,54,F,CC,PAL,
359-U1467B-55F-CC-PAL,0,5,436.94,436.99,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,R,C,A,A,,,,C,,C,,,C,,,F,F,,,,,,,,F,,,,,,,F,P,P,,,,,,,,,,,F,,,,,,F,F,,,,,,,,,R,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1467,B,55,F,CC,PAL,
359-U1467B-56F-CC-PAL,0,5,441.55,441.6,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,F,A,A,,,,R,,R,,,R,,,F,C,,,,,,,,F,,,,,,,R,P,P,,,,,,,,,,,F,,,,,,R,F,,,,,,,,,,,F,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,56,F,CC,PAL,
359-U1467B-57F-CC-PAL,0,5,446.58,446.63,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,C,A,A,,,,R,,F,,R,F,,,F,F,,,,,,,,C,,,,,,,R,P,,,,,,,,,,,,R,,,,,,F,R,,,,,,,,,,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,57,F,CC,PAL,
359-U1467B-58F-1-W,31,31,446.61,446.61,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,58,F,1,W,
359-U1467B-58F-3-W,72,72,450.02,450.02,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,58,F,3,W,
359-U1467B-58F-CC-PAL,0,5,451.06,451.11,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,C,C,A,A,,,,,,F,,,,,,C,,,,,,,,,C,,,,,,,F,,,R,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,58,F,CC,PAL,
359-U1467B-59F-2-W,82,82,453.32,453.32,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,59,F,2,W,
359-U1467B-59F-3-W,49,49,454.49,454.49,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,59,F,3,W,
359-U1467B-59F-CC-PAL,0,5,455.94,455.99,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,C,A,A,,,,F,,,,,C,,,C,C,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1467,B,59,F,CC,PAL,
359-U1467B-60F-1-W,48,48,456.18,456.18,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,60,F,1,W,
359-U1467B-60F-3-W,86,86,459.56,459.56,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,60,F,3,W,
359-U1467B-60F-CC-PAL,0,5,460.58,460.63,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,F,F,A,A,,,,R,,F,,,F,,,,C,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,60,F,CC,PAL,
359-U1467B-61F-CC-PAL,0,5,465.36,465.41,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,F,A,A,,,,,,,,,,,,R,F,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1467,B,61,F,CC,PAL,
359-U1467B-62X-CC-PAL,0,5,470.45,470.5,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,F,A,A,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,F,P,P,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,62,X,CC,PAL,
359-U1467B-63X-2-W,39,39,473.49,473.49,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,63,X,2,W,
359-U1467B-63X-4,7,7,476.17,476.17,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,63,X,4,,
359-U1467B-63X-CC-PAL,0,5,479.57,479.62,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M,A,,,,,,,,,F,A,A,,,,,,,,,F,,,,C,,,,,,,R,F,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,63,X,CC,PAL,
359-U1467B-64X-2-W,72,72,483.62,483.62,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,64,X,2,W,
359-U1467B-64X-5-W,70,70,487.71,487.71,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,64,X,5,W,
359-U1467B-64X-CC-PAL,0,5,488,488.05,,,M,A,,,,,,,,,,A,A,,,,R,,R,,,R,,,R,C,,,,,,,R,R,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,P,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1467,B,64,X,CC,PAL,
359-U1467B-65X-2-W,7,7,492.67,492.67,,,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,65,X,2,W,
359-U1467B-65X-4-W,133,133,496.93,496.93,,,M,C,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1467,B,65,X,4,W,
359-U1467B-65X-CC-PAL,0,5,498.45,498.5,,,M,A,,,,,,,,,,A,A,,,,R,,F,,,F,,,,F,,,,,,,F,F,,,,,,,F,R,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE DISCOASTER 5 RAYS,,,,359,U1467,B,65,X,CC,PAL,
