Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1471E-38R-4-W,75,75,950.36,950.36,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,38,R,4,W,
359-U1471E-38R-CC-PAL,0,1,950.73,950.74,,,M,A,,,,,,,,,,A,C,C,,,F,,,R,,,,,R,F,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,C,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,38,R,CC,PAL,
359-U1471E-39R-1-W,75,75,955.95,955.95,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,39,R,1,W,
359-U1471E-39R-2-W,75,75,957.46,957.46,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,39,R,2,W,
359-U1471E-39R-3-PAL,0,1,959.11,959.12,,,M,A,,,,,,,,,,A,C,C,,,C,,R,R,,,,R,,C,,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,F,,,R,,F,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,39,R,3,PAL,
359-U1471E-39R-3-W,75,75,958.89,958.89,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,39,R,3,W,
359-U1471E-40R-1-W,38,38,965.28,965.28,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,1,W,
359-U1471E-40R-1-W,52,52,965.42,965.42,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,1,W,
359-U1471E-40R-1-W,77,77,965.67,965.67,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,1,W,
359-U1471E-40R-2-W,125,125,967.58,967.58,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,2,W,
359-U1471E-40R-3-W,75,75,968.54,968.54,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,3,W,
359-U1471E-40R-CC-PAL,0,1,969.02,969.03,,,G,A,,,,,,,,,A,A,A,C,,,F,,R,R,,,,,R,C,R,R,,,,,,C,,,F,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,40,R,CC,PAL,
359-U1471E-41R-2-W,61,61,971.63,971.63,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,41,R,2,W,
359-U1471E-41R-2-W,68,68,971.7,971.7,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,41,R,2,W,
359-U1471E-41R-CC-PAL,0,5,973.11,973.16,,,M,A,,,,,,,,,C,A,A,R,,,F,,,,,,,,R,C,R,R,,,,,F,C,,,R,,,,,P,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,41,R,CC,PAL,
359-U1471E-42R-1-W,10,10,974.7,974.7,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,42,R,1,W,
359-U1471E-42R-1-W,15,15,974.75,974.75,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,42,R,1,W,
359-U1471E-42R-4-W,52,52,979.61,979.61,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,42,R,4,W,
359-U1471E-42R-4-W,67,67,979.76,979.76,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,42,R,4,W,
359-U1471E-42R-CC-PAL,0,5,980.2,980.25,,,M,A,,,,,,,,,,A,A,,,,F,,R,F,,,,,,C,,,,,,,F,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,R,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,42,R,CC,PAL,
359-U1471E-43R-1-W,65,65,984.95,984.95,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,43,R,1,W,
359-U1471E-43R-3-W,64,64,987.7,987.7,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,43,R,3,W,
359-U1471E-43R-5-W,92,92,990.81,990.81,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,43,R,5,W,
359-U1471E-43R-CC-PAL,0,5,991.31,991.36,,,M,C,,,,,,,,,,C,,C,,,F,,F,R,,,,,F,F,,,,,,R,,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,C,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,43,R,CC,PAL,
359-U1471E-44R-1-W,43,43,994.43,994.43,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,1,W,
359-U1471E-44R-1-W,100,100,995.0,995.0,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,1,W,
359-U1471E-44R-2-W,83,83,996.1,996.1,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,2,W,
359-U1471E-44R-2-W,130,130,996.57,996.57,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,2,W,
359-U1471E-44R-3-W,100,100,997.74,997.74,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,3,W,
359-U1471E-44R-4-W,60,60,998.81,998.81,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,4,W,
359-U1471E-44R-5-PAL,0,2,999.93,999.95,,,M,A,,,,,,,,,,A,C,F,,,F,,F,R,,,,,C,A,R,F,,,,,,F,,,,,R,,,P,,,,,,,,,,,,,,,,,,C,,,,C,,,,,C,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,44,R,5,PAL,
359-U1471E-44R-5-W,20,20,999.44,999.44,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,5,W,
