Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1468A-93X-2-W,90,90,692.2,692.2,,,G,A,,,,,,,,,,C,,C,,,R,,R,,,,,,,C,,,,,,R,R,F,,,C,,R,,R,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,359,U1468,A,93,X,2,W,
359-U1468A-93X-3-W,79,79,693.59,693.59,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED IN BLACK LAYER SAMPLED FOR PRESERVATION BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,93,X,3,W,
359-U1468A-93X-4-W,14,14,693.93,693.93,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED IN BLACK LAYER SAMPLED FOR PRESERVATION BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,93,X,4,W,
359-U1468A-93X-CC-PAL,0,5,694.63,694.68,,,M,A,,,,,,,,,,A,A,A,,,F,,,,,,,,,C,,,,,,R,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,C,,,,,,,R,,,,,,,359,U1468,A,93,X,CC,PAL,
359-U1468A-94X-CC-PAL,0,5,702.36,702.41,,,M,C,,,,,,,,,R,R,C,C,,,R,,,,,,,,P,R,,,,,,,P,R,,,,,P,,R,,,,,,,,,,,,,,,,,,,P,,,,C,,,,,R,,,,,,,,,,,C,P,,,R,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,359,U1468,A,94,X,CC,PAL,
359-U1468A-95X-CC-PAL,0,5,711.03,711.08,,,G,A,,,,,,,,C,C,C,A,A,,,C,P,,,,,,,R,R,,,,,,,R,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,95,X,CC,PAL,
359-U1468A-96X-CC-PAL,0,5,724.57,724.62,,,G,A,,,,,,,,A,F,R,R,A,,,C,R,,,,,,,R,R,,,,,,,R,R,,,R,,P,,P,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,,,,,,,,,,,R,,,,R,,R,,,,,,,,,,,P,,P,,,,,,,,,,,,,,359,U1468,A,96,X,CC,PAL,
359-U1468A-97X-CC-PAL,0,5,731.91,731.96,,,G,A,,,,,,,,A,C,C,C,A,,,R,,,,,,,,P,,,,,,,,R,R,,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,,,,,,,,R,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,97,X,CC,PAL,
359-U1468A-98X-2-W,79,79,740.6,740.6,,,G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,98,X,2,W,
359-U1468A-98X-2-W,83,83,740.64,740.64,,,M,C,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,98,X,2,W,
359-U1468A-98X-2-W,88,88,740.69,740.69,,,M,C,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,98,X,2,W,
359-U1468A-98X-CC-PAL,0,5,740.86,740.91,,,G,A,,,,,,,,,R,R,C,A,,,R,,,,,,,,P,C,,,,,,,C,R,,,R,,R,,P,,,,,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,,,,,,,,R,,,,R,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1468,A,98,X,CC,PAL,
359-U1468A-99X-CC-PAL,0,5,750.77,750.82,,,G,A,,,,,,,,,R,R,R,A,,,R,,,,,,,,,,,,,,,,,R,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,F,,,,,,,,,,,R,,,,R,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1468,A,99,X,CC,PAL,
359-U1468A-100X-CC-PAL,0,5,760.16,760.21,,,G,A,,,,,,,,,,R,R,C,P,,R,R,,,,,,,,,P,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,,,R,,,,R,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1468,A,100,X,CC,PAL,
359-U1468A-101X-CC-PAL,0,5,769.69,769.74,,,M,C,,,,,,,,,R,R,R,C,R,,R,R,,,,,,,,,,,,,,,,R,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,,,R,,,,R,,,,,,,,,,,P,,,,,,,,,,,,,,359,U1468,A,101,X,CC,PAL,
359-U1468A-102X-CC-PAL,0,5,779.31,779.36,,,G,A,,,,,,,,,R,R,R,A,P,,C,R,,,,,,,,,,,,,,P,P,,,,R,,P,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,,,,C,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,359,U1468,A,102,X,CC,PAL,
359-U1468A-103X-CC-PAL,0,5,791.34,791.39,,,M,C,,,,,,,,,,R,R,C,,,R,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,R,,,,R,,,,A,,,,,,,,,,,R,,,,,,,,,,,,,,359,U1468,A,103,X,CC,PAL,
359-U1468A-104X-CC-PAL,0,5,800.26,800.31,,,M,C,,,,,,,,,,R,R,C,,,R,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,,,,,,,,R,,,,R,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,359,U1468,A,104,X,CC,PAL,
359-U1468A-105X-1-W,28,28,806.48,806.48,,,G,A,,,,,,,,,C,R,R,A,P,,C,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,R,,,,R,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,359,U1468,A,105,X,1,W,
359-U1468A-105X-2-W,72,72,808.42,808.42,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,F,,,,,,,,,,,,,,R,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,105,X,2,W,
359-U1468A-105X-3-W,88,88,810.08,810.08,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,R,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,105,X,3,W,
359-U1468A-105X-4-W,101,101,811.71,811.71,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,R,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,105,X,4,W,
359-U1468A-105X-5-W,92,92,813.12,813.12,,,G,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,105,X,5,W,
359-U1468A-105X-6-W,25,25,813.6,813.6,,,G,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,105,X,6,W,
359-U1468A-105X-7-W,25,25,814.51,814.51,,,G,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,105,X,7,W,
359-U1468A-105X-7-W,88,88,815.14,815.14,,,G,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,105,X,7,W,
359-U1468A-105X-CC-PAL,0,5,815.47,815.52,,,M,A,,,,,,,,,,,,C,,,C,,,,,,,,,F,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,105,X,CC,PAL,
359-U1468A-106X-2-W,75,75,818.15,818.15,,,M,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,106,X,2,W,
359-U1468A-106X-CC-PAL,0,5,820.35,820.4,,,M,A,,,,,,,,,,,,C,,,R,,,,,,,,,A,,,,,C,,F,,,,C,,F,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,359,U1468,A,106,X,CC,PAL,
359-U1468A-107X-1-W,62,62,826.22,826.22,,,M,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,107,X,1,W,
359-U1468A-107X-CC-PAL,0,5,827.04,827.09,,,M,C,,,,,,,,,,,,C,,,C,,P,,,,,,R,F,R,,,,C,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,359,U1468,A,107,X,CC,PAL,
359-U1468A-108X-1-W,94,94,836.24,836.24,,,G,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,108,X,1,W,
359-U1468A-108X-3-W,102,102,839.32,839.32,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,108,X,3,W,
359-U1468A-108X-CC-PAL,0,5,840.67,840.72,,,M,C,,,,,,,,,,,,C,,,C,,,,,,,,,C,R,,,,F,F,,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,P,,,,,,,,,,,,,359,U1468,A,108,X,CC,PAL,
359-U1468A-109X-1-W,27,27,845.27,845.27,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1468,A,109,X,1,W,
359-U1468A-109X-2-W,22,22,846.07,846.07,,,M,R,,,,,,,,,R,C,C,A,R,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,109,X,2,W,
359-U1468A-109X-CC-PAL,0,5,846.97,847.02,,,M,C,,,,,,,,,,,,C,P,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,109,X,CC,PAL,
359-U1468A-110X-CC-PAL,0,7,854.7,854.77,,,P,R,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1468,A,110,X,CC,PAL,
