Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1471A-27H-CC-PAL,0,5,251.82,251.87,,,P,F,,,,,,,,,R,R,R,,,,,,R,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,27,H,CC,P
359-U1471A-28H-CC-PAL,0,5,261.43,261.48,,,P,C,,,,,,,,,P,F,F,,,,,,R,,,,,R,,R,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,28,H,CC,P
359-U1471A-29H-CC-PAL,0,5,270.88,270.93,,,P,C,,,,,,,,,,R,R,,,,,,R,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,29,H,CC,P
359-U1471A-30H-2-W,49,50,271.63,271.64,,,M,A,,,,,,,,,R,F,A,,,,,,,,,,,,R,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,30,H,2,W
359-U1471A-30H-4-W,76,77,274.9,274.91,,,M,A,,,,,,,,,R,F,A,,,,,,,,,,,,R,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,30,H,4,W
359-U1471A-30H-5-W,50,51,275.74,275.75,,,M,A,,,,,,,,,C,C,A,,,,,,,,,,,,R,R,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE 5 RAYS DISCOASTERS,,,,359,U1471,A,30,H,5,W
359-U1471A-30H-CC-PAL,0,5,276.11,276.16,,,P,C,,,,,,,,,,R,F,,,,,,R,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,30,H,CC,P
359-U1471A-31H-1-W,50,51,280.6,280.61,,,M,F,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,31,H,1,W
359-U1471A-31H-2-W,50,51,282.1,282.11,,,M,F,,,,,,,,,,R,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,31,H,2,W
359-U1471A-31H-2-W,75,76,282.35,282.36,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,31,H,2,W
359-U1471A-31H-3-W,50,51,283.6,283.61,,,M,C,,,,,,,,,,R,A,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,31,H,3,W
359-U1471A-31H-4-W,50,51,285.1,285.11,,,M,C,,,,,,,,,,R,A,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,31,H,4,W
359-U1471A-31H-4-W,75,75,285.35,285.35,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,31,H,4,W
359-U1471A-31H-5-W,50,51,286.6,286.61,,,M,A,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,31,H,5,W
359-U1471A-31H-6-W,50,51,288.1,288.11,,,M,A,,,,,,,,,,A,A,,,,,,R,,,,,R,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,31,H,6,W
359-U1471A-31H-CC-PAL,0,5,289.36,289.41,,,M,A,,,,,,,,,,A,A,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,R,P,,,,,,,,,,,,,,,P,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,31,H,CC,P
359-U1471A-32H-1-W,75,75,290.35,290.35,,,M,A,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,32,H,1,W
359-U1471A-32H-2-W,75,75,291.85,291.85,,,M,A,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,32,H,2,W
359-U1471A-32H-4-W,75,75,294.85,294.85,,,M,A,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,32,H,4,W
359-U1471A-32H-CC-PAL,0,5,297.45,297.5,,,M,A,,,,,,,,,,C,A,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE 5 RAYS DISCOASTERS,,,,359,U1471,A,32,H,CC,P
359-U1471A-33F-CC-PAL,0,5,298.17,298.22,,,M,A,,,,,,,,,,A,A,,,,,,,,,P,,,R,C,,,,,,,,R,,,,,,,,,,,P,,,,,,,,,P,P,,,,,,,,,,,,,,,R,,F,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE 5 RAYS DISCOASTERS,,,,359,U1471,A,33,F,CC,P
359-U1471A-34F-CC-PAL,0,5,304.24,304.29,,,M,A,,,,,,,,,,A,A,,,,,,,,,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE 5 RAYS DISCOASTERS,,,,359,U1471,A,34,F,CC,P
359-U1471A-35F-CC-PAL,0,5,305.73,305.78,,,M,C,,,,,,,,,F,A,A,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE 5 RAYS DISCOASTERS,,,,359,U1471,A,35,F,CC,P
359-U1471A-36F-1-W,98,98,310.18,310.18,,,G,A,,,,,,,,F,C,A,A,,,,,,F,F,,,,,F,F,,,,,,,,F,,,,,,,R,R,,,,,,,,,,,,C,,,,,,,R,R,,,,,,,,C,,C,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,36,F,1,W
359-U1471A-36F-CC-PAL,0,5,312.02,312.07,,,G,C,,,,,,,,P,,C,A,,,,,,,F,,,,,C,,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,36,F,CC,P
359-U1471A-37F-CC-PAL,0,5,315.62,315.67,,,M,F,,,,,,,,,R,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,37,F,CC,P
359-U1471A-38X-CC-PAL,0,5,321.66,321.71,,,P,F,,,,,,,,,R,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,38,X,CC,P
359-U1471A-39X-CC-PAL,0,5,325.97,326.02,,,M,C,,,,,,,,,R,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,39,X,CC,P
359-U1471A-40X-CC-PAL,0,1,335.43,335.44,,,M,A,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,40,X,CC,P
359-U1471A-41X-CC-PAL,0,5,345.64,345.69,,,M,C,,,,,,,,,R,A,A,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,41,X,CC,P
359-U1471A-42X-1-PAL,0,5,355.02,355.07,,,M,A,,,,,,,,,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,42,X,1,P
359-U1471A-43X-CC-PAL,0,5,364.81,364.86,,,M,A,,,,,,,,,F,A,A,,,,,,P,,,,,,R,F,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,P,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE 5 RAYS DISCOASTERS,,,,359,U1471,A,43,X,CC,P
359-U1471A-44X-CC-PAL,0,5,375.16,375.21,,,G,A,,,,,,,,,,A,A,,,,R,,R,R,,,,,R,F,,,R,,,,,R,,,,,,,R,,,,,,,,,,,,,F,,,,P,,,P,,,,,,,,,,,F,F,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,44,X,CC,P
359-U1471A-44X-CC-W,18,19,375.34,375.35,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,44,X,CC,W
359-U1471A-44X-CC-W,36,37,375.52,375.53,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,44,X,CC,W
359-U1471A-45F-1-W,5,6,384.05,384.06,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,45,F,1,W
359-U1471A-45F-CC-PAL,0,5,384.46,384.51,,,P,F,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,45,F,CC,P
359-U1471A-46X-CC-PAL,0,5,388.99,389.04,,,P,R,,,,,,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,46,X,CC,P
359-U1471A-46X-CC-W,23,24,388.93,388.94,,,G,A,,,,,,,,,,A,A,,,,F,,R,,,,,,R,R,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,F,,,,R,,,R,,,,,,,,,R,,C,,,F,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,46,X,CC,W
359-U1471A-47X-1,112,113,394.82,394.83,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,47,X,1,
359-U1471A-47X-CC-PAL,0,5,395.7,395.75,,,M,F,,,,,,,,,,C,C,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,47,X,CC,P
359-U1471A-48X-CC-PAL,0,5,405.99,406.04,,,M,C,,,,,,,,,R,C,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,48,X,CC,P
359-U1471A-48X-CC-W,7,7,405.7,405.7,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL, DISCOASTER IS COMMON",,,,359,U1471,A,48,X,CC,W
359-U1471A-48X-CC-W,33,33,405.96,405.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1471,A,48,X,CC,W
359-U1471A-49X-CC-PAL,0,5,413.52,413.57,,,P,C,,,,,,,,,C,R,,,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,49,X,CC,P
359-U1471A-49X-CC-W,10,10,413.62,413.62,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,49,X,CC,W
359-U1471A-49X-CC-W,22,22,413.74,413.74,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,49,X,CC,W
359-U1471A-49X-CC-W,27,27,413.79,413.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1471,A,49,X,CC,W
359-U1471A-50X-CC-PAL,0,5,423.13,423.18,,,P,R,,,,,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,50,X,CC,P
359-U1471A-50X-CC-W,1,1,422.81,422.81,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,50,X,CC,W
359-U1471A-51X-CC-PAL,0,5,432.82,432.87,,,M,C,,,,,,,,,,A,F,,,,R,,,,F,,,,R,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,359,U1471,A,51,X,CC,P
359-U1471A-51X-CC-W,47,47,433.07,433.07,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR ASSEMBLAGE CONSISTENCY AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,A,51,X,CC,W
359-U1471A-52X-CC-PAL,0,5,442.63,442.68,,,P,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,52,X,CC,P
359-U1471A-52X-CC-W,9,9,442.39,442.39,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,52,X,CC,W
359-U1471A-53X-CC-PAL,0,5,452.31,452.36,,,P,R,,,,,,,,,,F,F,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDENTIFIABLE 5 RAYS DISCOASTERS,,,,359,U1471,A,53,X,CC,P
359-U1471A-54X-CC-PAL,0,5,462.07,462.12,,,G,C,,,,,,,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,P,P,,,P,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,UNIDENTIFIABLE 5 RAYS DISCOASTERS,,,,359,U1471,A,54,X,CC,P
359-U1471A-54X-CC-W,60,60,462.3,462.3,,,G,F,,,,,,,,,,,C,,,,,,,P,,,,,R,R,,,,,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,359,U1471,A,54,X,CC,W
359-U1471A-55X-CC-PAL,0,5,471.83,471.88,,,M,C,,,,,,,,,P,,,,,,,,,,,,R,,R,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,55,X,CC,P
359-U1471A-55X-CC-W,49,49,471.99,471.99,,,M,F,,,,,,,,F,F,,,,,,F,,R,,,,,,R,R,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,P,,P,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,55,X,CC,W
359-U1471A-55X-CC-W,62,62,472.12,472.12,,,P,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,55,X,CC,W
359-U1471A-56X-CC-PAL,0,5,481.71,481.76,,,P,F,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,56,X,CC,P
359-U1471A-57X-CC-PAL,0,5,491.17,491.22,,,P,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,57,X,CC,P
359-U1471A-57X-CC-W,24,24,491.14,491.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARREN,,,,359,U1471,A,57,X,CC,W
359-U1471A-58X-CC-PAL,0,5,501.14,501.19,,,M,C,,,,,,,,C,C,,,,,,F,,,,,R,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,A,58,X,CC,P
