Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Watznaueria ovata,Watznaueria barnesae,Pithonella sp.,Parhabdolithus embergeri,Cretarhabdus surirellus,Cretarhabdus sp.,Thoracosphaera sp.,Watznaueria biporta,Crucibiscutum salebrosum,Manivitella pemmatoidea,Biscutum constans,Vagalapilla stradneri,Vagalapilla matalosa,Tegumentum stradneri,Prediscosphaera columnata,Parhabdolithus splendens,Microstaurus chiastius,Lithraphidites carniolensis,Eprolithus floralis,Cribrosphaerella ehrenbergii,Zygodiscus elegans,Tranolithus orionatus,Reinhardtites anthophorus,Quadrum gartneri,Prediscosphaera cretacea,Lucianorhabdus cayeuxii,Lithastrinus septenarius,Gartnerago obliquum,Eprolithus moratus,Eiffellithus turriseiffelii,Eiffellithus trabeculatus,Eiffellithus eximius,Cylindralithus gallicus,Cretarhabdus coronadventiis,Axopodorhabdus decorus,Micula staurophora,Marthasterites furcatus,Markalius circumradiatus,Lithastrinus grillii,Kamptnerius magnificus,Chiastozygus garrisonii,Microrhabdulus decoratus,Lapideacassis sp.,Chiastozygus litterarius,Parhabdolithus regularis,Flabellites oblongus,Cribrosphaerella linea,Cretarhabdus conicus,Zygodiscus diplogrammus,Rhagodiscus reniformis,Prediscosphaera spinosa,Markalius inversus,Cretarhabdus angustiforatus,Broinsonia sp.,Broinsonia parca parca,Broinsonia enormis,Biscutum coronum                ,Reinhardtites levis,Quadrum gothicum,Prediscosphaera grandis,Prediscosphaera arkhangelskyi,Ceratolithoides aculeus,Broinsonia parca constricta,Vagalapilla aachena,Quadrum trifidum,Micula concava,Discorhabdus rotatorius,Vagalapilla octoradiata,Petrarhabdus copulatus,Manivitella granulosa,Rotelapillus laffittei,Parhabdolithus angustus,Arkhangelskiella cymbiformis,Cretarhabdus schizobrachiatus,Microrhabdulus elongatus,Diazomatolithus lehmanii,Chiastozygus amphipons,Zygodiscus spiralis,Lithraphidites praequadratus,Corollithion madagaskarensis,Microrhabdulus belgicus,Lithraphidites quadratus,Nephrolithus frequens,Micula murus,Broinsonia signata,Zygodiscus bramlettei/Z. herlynii,Thoracosphaera saxea,Thoracosphaera operculata,Prinsius spp. (small),Prinsius bisulcus,Placozygus sigmoides,Ericsonia subpertusa,Ericsonia cava,Cruciplacolithus tenuis,Cruciplacolithus primus,Cruciplacolithus edwardsii,Coccolithus pelagicus,Chiasmolithus danicus,Neochiastozygus spp.,Chiasmolithus bidens,Thoracosphaera sp. A,Toweius pertusus,Cruciplacolithus latipons,Markalius astroporus,Fasciculithus pileatus,Fasciculithus magnicordis,Bomolithus elegans,Fasciculithus tympaniformis,Fasciculithus involutus,Toweius eminens,Ellipsolithus distichus,Chiasmolithus consuetus,Heliolithus kleinpellii,Ericsonia robusta,Pontosphaera sp. A,Neochiastozygus junctus,Zygodiscus plectopons,Discoaster mohleri,Scapholithus rhombiformis,Neochiastozygus chiastus,Discoaster multiradiatus,Zygrhablithus bijugatus,Fasciculithus hayi,Heliolithus riedelii,Triquetrorhabdulus challengeri,Triquetrorhabdulus carinatus,Sphenolithus moriformis,Sphenolithus grandis,Sphenolithus conicus,Sphenolithus capricornutus,Sphenolithus belemnos,Pontosphaera sp. B,Discoaster druggii,Discoaster deflandrei,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus eopelagicus,Helicosphaera intermedia,Triquetrorhabdulus milowii,Sphenolithus heteromorphus,Helicosphaera carteri,Hayaster perplexus,Calcidiscus leptoporus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,122, 761,B, 27,X, 1,  39.00,    227.5900,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,R                       ,F                      ,                ,                  ,                   ,                        ,F                      ,                 ,                     ,                    ,                    ,                         ,R                       ,                      ,R                          ,                   ,F                           ,R                 ,F                    ,F                        ,                ,C                       ,R                      ,                        ,F                  ,R                 ,R                          ,R                        ,C                   ,F                      ,R                          ,R                     ,F                 ,                       ,                        ,F                   ,R                     ,R                      ,R                       ,                 ,R                       ,R                       ,                    ,R                     ,                    ,R                      ,R                     ,R                      ,                  ,                           ,R             ,R                     ,F                 ,R                               ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,                 ,                  ,              ,122, 761,B, 27,X, 1,  75.00,    227.9500,Bralower ,Nannofossils                                 ,A              ,                  ,R                ,A                   ,              ,R                       ,C                      ,                ,                  ,                   ,                        ,F                      ,                 ,                     ,                    ,                    ,                         ,                        ,                      ,R                          ,                   ,R                           ,                  ,R                    ,R                        ,R               ,C                       ,                       ,                        ,R                  ,                  ,C                          ,                         ,F                   ,R                      ,F                          ,                      ,R                 ,                       ,R                       ,R                   ,                      ,R                      ,R                       ,R                ,R                       ,R                       ,                    ,R                     ,                    ,R                      ,R                     ,R                      ,R                 ,R                          ,R             ,R                     ,R                 ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,122, 761,B, 27,X, 2,  39.00,    229.0900,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,F                       ,F                      ,                ,                  ,                   ,                        ,F                      ,R                ,                     ,                    ,                    ,                         ,                        ,                      ,F                          ,F                  ,F                           ,R                 ,F                    ,R                        ,                ,C                       ,                       ,                        ,R                  ,F                 ,R                          ,R                        ,F                   ,F                      ,R                          ,R                     ,F                 ,                       ,F                       ,R                   ,R                     ,R                      ,R                       ,R                ,R                       ,R                       ,R                   ,R                     ,R                   ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,122, 761,B, 27,X, 2,  55.00,    229.2500,Bralower ,Nannofossils                                 ,C              ,                  ,                 ,C                   ,              ,R                       ,F                      ,                ,                  ,                   ,                        ,R                      ,                 ,                     ,                    ,                    ,                         ,                        ,                      ,R                          ,R                  ,R                           ,                  ,R                    ,R                        ,R               ,F                       ,R                      ,R                       ,                   ,R                 ,F                          ,R                        ,F                   ,R                      ,R                          ,                      ,F                 ,F                      ,                        ,R                   ,R                     ,R                      ,                        ,R                ,R                       ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,122, 761,B, 27,X, 3,  55.00,    230.7500,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,C                   ,              ,                        ,C                      ,                ,                  ,                   ,                        ,R                      ,                 ,                     ,                    ,                    ,                         ,                        ,                      ,R                          ,R                  ,R                           ,                  ,                     ,R                        ,R               ,F                       ,                       ,R                       ,R                  ,R                 ,F                          ,                         ,F                   ,F                      ,R                          ,                      ,C                 ,F                      ,                        ,                    ,R                     ,                       ,R                       ,                 ,                        ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,122, 761,B, 27,X, 4,  34.00,    232.0400,Bralower ,Nannofossils                                 ,A              ,                  ,R                ,A                   ,              ,F                       ,R                      ,                ,                  ,                   ,                        ,R                      ,                 ,                     ,                    ,                    ,                         ,                        ,                      ,R                          ,R                  ,R                           ,                  ,R                    ,R                        ,R               ,C                       ,R                      ,R                       ,R                  ,R                 ,F                          ,                         ,F                   ,R                      ,R                          ,                      ,F                 ,R                      ,R                       ,R                   ,R                     ,R                      ,                        ,                 ,                        ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Coniacian        ,Santonian        ,                  ,              ,122, 761,B, 27,X,CC,  25.00,    232.4700,Bralower ,Nannofossils                                 ,A              ,                  ,                 ,A                   ,              ,R                       ,R                      ,                ,                  ,                   ,                        ,R                      ,R                ,                     ,                    ,                    ,                         ,                        ,                      ,R                          ,F                  ,                            ,R                 ,R                    ,R                        ,R               ,F                       ,R                      ,R                       ,R                  ,R                 ,F                          ,R                        ,F                   ,R                      ,R                          ,R                     ,                  ,                       ,                        ,                    ,                      ,                       ,                        ,                 ,                        ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,                 ,CC8(Bral&SeisODP122),              ,122, 761,B, 28,X,CC,  22.00,    236.9200,Bralower ,Nannofossils                                 ,F              ,                  ,                 ,A                   ,              ,R                       ,                       ,                ,                  ,                   ,                        ,R                      ,                 ,R                    ,R                   ,R                   ,R                        ,R                       ,R                     ,R                          ,R                  ,R                           ,                  ,                     ,                         ,                ,                        ,                       ,                        ,                   ,                  ,                           ,                         ,                    ,                       ,                           ,                      ,                  ,                       ,                        ,                    ,                      ,                       ,                        ,                 ,                        ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,Barremian        ,                  ,              ,122, 761,B, 29,X, 1,  40.00,    245.1000,Bralower ,Nannofossils                                 ,C              ,                  ,R                ,C                   ,              ,R                       ,                       ,R               ,                  ,                   ,R                       ,R                      ,R                ,                     ,                    ,                    ,                         ,                        ,                      ,                           ,                   ,                            ,                  ,                     ,                         ,                ,                        ,                       ,                        ,                   ,                  ,                           ,                         ,                    ,                       ,                           ,                      ,                  ,                       ,                        ,                    ,                      ,                       ,                        ,                 ,                        ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,Barremian        ,                  ,              ,122, 761,B, 29,X, 2,  40.00,    246.6000,Bralower ,Nannofossils                                 ,C              ,                  ,                 ,A                   ,A             ,                        ,                       ,R               ,                  ,R                  ,R                       ,                       ,                 ,                     ,                    ,                    ,                         ,                        ,                      ,                           ,                   ,                            ,                  ,                     ,                         ,                ,                        ,                       ,                        ,                   ,                  ,                           ,                         ,                    ,                       ,                           ,                      ,                  ,                       ,                        ,                    ,                      ,                       ,                        ,                 ,                        ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,Barremian        ,                  ,              ,122, 761,B, 29,X,CC,  39.00,    247.1000,Bralower ,Nannofossils                                 ,R              ,                  ,                 ,F                   ,              ,                        ,R                      ,R               ,R                 ,                   ,                        ,                       ,                 ,                     ,                    ,                    ,                         ,                        ,                      ,                           ,                   ,                            ,                  ,                     ,                         ,                ,                        ,                       ,                        ,                   ,                  ,                           ,                         ,                    ,                       ,                           ,                      ,                  ,                       ,                        ,                    ,                      ,                       ,                        ,                 ,                        ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Hauterivian      ,Barremian        ,                  ,              ,122, 761,B, 30,X, 1,  39.00,    254.5900,Bralower ,Nannofossils                                 ,C              ,                  ,R                ,C                   ,F             ,R                       ,R                      ,R               ,                  ,                   ,                        ,                       ,                 ,                     ,                    ,                    ,                         ,                        ,                      ,                           ,                   ,                            ,                  ,                     ,                         ,                ,                        ,                       ,                        ,                   ,                  ,                           ,                         ,                    ,                       ,                           ,                      ,                  ,                       ,                        ,                    ,                      ,                       ,                        ,                 ,                        ,                        ,                    ,                      ,                    ,                       ,                      ,                       ,                  ,                           ,              ,                      ,                  ,                                ,                   ,                ,                       ,                             ,                       ,                           ,                   ,                ,              ,                       ,                       ,                      ,                     ,                      ,                       ,                            ,                             ,                        ,                        ,                      ,                   ,                            ,                            ,                       ,                        ,                     ,            ,                  ,                                 ,                    ,                         ,                     ,                 ,                    ,                    ,              ,                       ,                       ,                          ,                     ,                     ,                    ,                    ,                    ,                ,                         ,                    ,                      ,                         ,                  ,                           ,                       ,               ,                       ,                       ,                       ,                 ,                  ,                       ,                     ,                  ,                         ,                        ,                        ,                       ,                  ,                    ,                              ,                            ,                       ,                    ,                    ,                          ,                     ,                  ,                  ,                     ,                           ,                      ,                       ,                        ,                          ,                          ,                     ,                  ,                      ,from ODP Leg 122 SR Chapter 32 Table 1 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
