Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1457C-22R-3-A,74,95,389.34,389.55,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,green,GLEY 1 4/5GY (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,22,R,3,A,
355-U1457C-22R-3-A,95,113,389.55,389.73,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,green,GLEY 1 4/5GY (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,22,R,3,A,
355-U1457C-22R-3-A,113,140,389.73,390,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,green,GLEY 1 4/5GY (dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,gray,GLEY 1 5/10Y (greenish gray),20,clay,1,silt,2,,100,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,22,R,3,A,
355-U1457C-22R-4-A,0,27,390.1,390.37,,silty,sandstone,,silty sandstone,,parallel lamination,gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,,,,,,,,shell fragment,,,,,355,U1457,C,22,R,4,A,
355-U1457C-22R-4-A,27,45,390.37,390.55,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,green,GLEY 1 4/5GY (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,22,R,4,A,
355-U1457C-22R-4-A,45,76,390.55,390.86,,nannofossil rich,claystone,,nannofossil rich claystone,,,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,22,R,4,A,
355-U1457C-22R-4-A,76,85,390.86,390.95,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,green,GLEY 1 4/5GY (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,C,22,R,4,A,
355-U1457C-22R-CC-A,0,15,390.95,391.1,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,green,GLEY 1 4/5GY (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,22,R,CC,A,
355-U1457C-23R-1-A,0,17,395.3,395.47,,,claystone,,claystone,,,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,23,R,1,A,
355-U1457C-23R-1-A,17,40,395.47,395.7,,nannofossil rich,claystone,,nannofossil rich claystone,,,gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,23,R,1,A,
355-U1457C-23R-1-A,40,59,395.7,395.89,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,23,R,1,A,
355-U1457C-23R-1-A,59,90,395.89,396.2,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,23,R,1,A,
355-U1457C-23R-1-A,90,115,396.2,396.45,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,light gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,23,R,1,A,
355-U1457C-23R-1-A,115,138,396.45,396.68,,nannofossil rich,claystone,,nannofossil rich claystone,,Planolites,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,23,R,1,A,
355-U1457C-23R-2-A,0,34,396.68,397.02,,nannofossil rich,claystone,with nannofossils,claystone with nannofossils,,parallel lamination,dark gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,23,R,2,A,
355-U1457C-23R-2-A,34,93,397.02,397.61,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,23,R,2,A,
355-U1457C-23R-2-A,93,137,397.61,398.05,,,,,,,,,,60,,,,,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 5/10Y (greenish gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1457,C,23,R,2,A,
355-U1457C-23R-2-A,93,148,397.61,398.16,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,23,R,2,A,
355-U1457C-23R-3-A,0,33,398.16,398.49,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,23,R,3,A,
355-U1457C-23R-3-A,33,63,398.49,398.79,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,23,R,3,A,
355-U1457C-23R-3-A,63,111,398.79,399.27,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,23,R,3,A,
355-U1457C-23R-3-A,111,139,399.27,399.55,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,23,R,3,A,
355-U1457C-23R-4-A,0,34,399.55,399.89,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,23,R,4,A,
355-U1457C-23R-4-A,34,62,399.89,400.17,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,light gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,23,R,4,A,
355-U1457C-23R-4-A,62,140,400.17,400.95,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1457,C,23,R,4,A,
355-U1457C-23R-5-A,0,21,401.05,401.26,,nannofossil rich,claystone,,nannofossil rich claystone,,parallel lamination,light gray,GLEY 1 5/10Y (greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,GLEY 1 5/10GY (greenish gray),20,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,23,R,5,A,
355-U1457C-23R-5-A,21,128,401.26,402.33,,nannofossil rich,claystone,,nannofossil rich claystone,,,light gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,GLEY 1 5/10GY (greenish gray),10,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1457,C,23,R,5,A,
355-U1457C-23R-6-A,0,22,402.33,402.55,,nannofossil rich,claystone,with nannofossils,nannofossil rich claystone,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,GLEY 1 5/10GY (greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,23,R,6,A,
355-U1457C-23R-6-A,22,150,402.55,403.83,,nannofossil rich,claystone,,nannofossil rich claystone,,,light gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,GLEY 1 5/10GY (greenish gray),10,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1457,C,23,R,6,A,
355-U1457C-24R-1-A,0,18,405,405.18,,nannofossil rich,claystone,,nannofossil rich claystone,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,24,R,1,A,
355-U1457C-24R-1-A,18,50,405.18,405.5,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,24,R,1,A,
355-U1457C-24R-1-A,50,101,405.5,406.01,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),30,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,24,R,1,A,
355-U1457C-24R-1-A,101,138,406.01,406.38,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,silt,2,silt,2,,100,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,24,R,1,A,
355-U1457C-24R-2-A,0,47,406.38,406.85,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,24,R,2,A,
355-U1457C-24R-2-A,47,92,406.85,407.3,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,24,R,2,A,
355-U1457C-24R-2-A,92,140,407.3,407.78,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,silt,2,silt,2,,100,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,24,R,2,A,
355-U1457C-24R-3-A,0,20,407.78,407.98,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,24,R,3,A,
355-U1457C-24R-3-A,20,43,407.98,408.21,,,nannofossil chalk,,nannofossil chalk,,Chondrites,light gray,GLEY 1 7/5GY (light greenish grey),80,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,clay,1,,100,planar,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,24,R,3,A,
355-U1457C-24R-3-A,43,84,408.21,408.62,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,light gray,GLEY 1 8/10Y (light greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,24,R,3,A,
355-U1457C-24R-3-A,84,98,408.62,408.76,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,silt,2,very fine sand,3,,100,planar,sharp,horizontal,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,24,R,3,A,
355-U1457C-24R-3-A,98,116,408.76,408.94,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 8/10Y (light greenish gray),60,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,,,,,,,,,moderate,3,,,,,,,355,U1457,C,24,R,3,A,
355-U1457C-24R-4-A,0,25,408.94,409.19,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 7/5GY (light greenish grey),60,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,planar,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,24,R,4,A,
355-U1457C-24R-4-A,25,82,409.19,409.76,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,light gray,GLEY 1 7/5GY (light greenish grey),90,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,clay,1,,100,planar,sharp,horizontal,thickly bedded,,,,,heavy,5,,,,,,,355,U1457,C,24,R,4,A,
355-U1457C-24R-4-A,82,146,409.76,410.4,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 5/10GY (greenish gray),80,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,clay,1,,100,,,,,,,,,heavy,5,,,,,,,355,U1457,C,24,R,4,A,
355-U1457C-24R-5-A,0,19,410.4,410.59,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,very fine sand,3,,100,erosive,scoured,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,24,R,5,A,
355-U1457C-24R-5-A,19,63,410.59,411.03,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),40,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,24,R,5,A,
355-U1457C-24R-5-A,63,114,411.03,411.54,,,nannofossil chalk,,nannofossil chalk,,Chondrites,gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,erosive,scoured,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,24,R,5,A,
355-U1457C-24R-5-A,114,145,411.54,411.85,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),40,clay,1,clay,1,,100,,,,,,,,,slight,2,,,,,,,355,U1457,C,24,R,5,A,
355-U1457C-24R-6-A,0,37,411.85,412.22,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),80,clay,1,clay,1,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,silt,2,very fine sand,3,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,24,R,6,A,
355-U1457C-24R-6-A,37,68,412.22,412.53,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,clay,1,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),30,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,24,R,6,A,
355-U1457C-24R-6-A,68,96,412.53,412.81,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,light gray,GLEY 1 6/10Y (greenish gray),70,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,,,,,,,,,moderate,3,,,,,,,355,U1457,C,24,R,6,A,
355-U1457C-24R-7-A,0,30,412.81,413.11,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,24,R,7,A,
355-U1457C-24R-7-A,30,45,413.11,413.26,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,clay,1,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),10,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,24,R,7,A,
355-U1457C-24R-7-A,45,61,413.26,413.42,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),20,clay,1,clay,1,,100,,,,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,24,R,7,A,
355-U1457C-25R-1-A,0,34,414.7,415.04,,,nannofossil chalk,,nannofossil chalk,,color banding,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,25,R,1,A,
355-U1457C-25R-1-A,34,54,415.04,415.24,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 2.5/5GY (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,25,R,1,A,
355-U1457C-25R-1-A,54,71,415.24,415.41,,,nannofossil chalk,,nannofossil chalk,,Chondrites,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,25,R,1,A,
355-U1457C-25R-1-A,71,95,415.41,415.65,,,claystone,with foraminifers,claystone with foraminifers,,zoophycos,dark green,GLEY 1 2.5/5GY (greenish black),70,silt,2,very fine sand,3,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark green,GLEY 1 2.5/5GY (greenish black),30,clay,1,clay,1,,100,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,25,R,1,A,
355-U1457C-25R-1-A,95,116,415.65,415.86,,,nannofossil chalk,,nannofossil chalk,,Planolites,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,25,R,1,A,
355-U1457C-25R-1-A,116,142,415.86,416.12,,nannofossil rich,claystone,,nannofossil rich claystone,,Planolites,dark green,GLEY 1 2.5/5GY (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,25,R,1,A,
355-U1457C-25R-2-A,0,140,416.12,417.52,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 2.5/5GY (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly laminated,,,,,slight,2,pyrite,,,,,,355,U1457,C,25,R,2,A,
355-U1457C-25R-3-A,0,150,417.62,419.12,,nannofossil rich,claystone,,nannofossil rich claystone,,zoophycos,dark green,GLEY 1 2.5/5GY (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,25,R,3,A,
355-U1457C-25R-4-A,0,151,419.12,420.63,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,dark green,GLEY 1 2.5/5GY (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,25,R,4,A,
355-U1457C-25R-5-A,0,19,420.63,420.82,,silty,claystone,,silty claystone,,,brown,10YR 4/1 (dark gray),95,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/N (very dark gray),5,silt,2,silt,2,,100,gradational,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,25,R,5,A,
355-U1457C-25R-5-A,19,30,420.82,420.93,,nannofossil rich,claystone,,nannofossil rich claystone,,Chondrites,dark green,GLEY 1 2.5/5GY (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,moderate,3,pyrite,,,,,,355,U1457,C,25,R,5,A,
355-U1457C-25R-5-A,30,131,420.93,421.94,,silty,claystone,,silty claystone,,,brown,10YR 4/1 (dark gray),95,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/N (very dark gray),5,silt,2,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,25,R,5,A,
355-U1457C-25R-CC-A,0,20,421.94,422.14,,silty,claystone,,silty claystone,,,brown,10YR 4/1 (dark gray),95,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/N (very dark gray),5,silt,2,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,25,R,CC,A,
355-U1457C-26R-1-A,0,150,424.4,425.9,,silty,claystone,,silty claystone,,,brown,10YR 4/1 (dark gray),95,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),5,silt,2,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,26,R,1,A,
355-U1457C-26R-2-A,0,84,425.9,426.74,,silty,claystone,,silty claystone,,,brown,10YR 4/1 (dark gray),95,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),5,silt,2,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,26,R,2,A,
