dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
,344-U1380C-19R-2-A,344,U1380,C,19,19-2,R,2,A,24,35,604.16,604.27,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-19R-2-A,344,U1380,C,19,19-2,R,2,A,35,53,604.27,604.45,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"several cm-sized sandstone beds, partly disseminated",,,,,,,,,moderate [BP01],,,moderate [B06],3,"moderately bioturbated clayey silt.  Interlayered cm thick sand beds with grey color (N3-1) at 24 to 35, 53 to 57, 68 to 70, and 99 to 102 cm. Sandlayers are often bioturbated and sand lenses are transported into sediment below and above. Strongly fractured sections. matrix composed of abundant feldspar, glass, calcite chlorite and accessory chert.  Rare nannos, some shell fragments.",,,,,,,
,344-U1380C-19R-2-A,344,U1380,C,19,19-2,R,2,A,53,57,604.45,604.49,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-19R-2-A,344,U1380,C,19,19-2,R,2,A,57,68,604.49,604.6,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"several cm-sized sandstone beds, partly disseminated",,,,,,,,,moderate [BP01],,,moderate [B06],3,"moderately bioturbated clayey silt.  Interlayered cm thick sand beds with grey color (N3-1) at 24 to 35, 53 to 57, 68 to 70, and 99 to 102 cm. Sandlayers are often bioturbated and sand lenses are transported into sediment below and above. Strongly fractured sections. matrix composed of abundant feldspar, glass, calcite chlorite and accessory chert.  Rare nannos, some shell fragments.",,,,,,,
,344-U1380C-19R-2-A,344,U1380,C,19,19-2,R,2,A,68,70,604.6,604.62,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-19R-2-A,344,U1380,C,19,19-2,R,2,A,70,99,604.62,604.91,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone ,clayey siltstone ,silt [W22_1],2,sand [W22_1],3,"several cm-sized sandstone beds, partly disseminated",,,,,,,,,moderate [BP01],,,moderate [B06],3,"moderately bioturbated clayey silt.  Interlayered cm thick sand beds with grey color (N3-1) at 24 to 35, 53 to 57, 68 to 70, and 99 to 102 cm. Sandlayers are often bioturbated and sand lenses are transported into sediment below and above. Strongly fractured sections. matrix composed of abundant feldspar, glass, calcite chlorite and accessory chert.  Rare nannos, some shell fragments.",,,,,,,
,344-U1380C-19R-2-A,344,U1380,C,19,19-2,R,2,A,99,102,604.91,604.94,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone ,sandstone ,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-19R-2-A,344,U1380,C,19,19-2,R,2,A,102,107,604.94,604.99,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,"several cm-sized sandstone beds, partly disseminated",,,,,,,,,moderate [BP01],,,moderate [B06],3,"moderately bioturbated clayey silt.  Interlayered cm thick sand beds with grey color (N3-1) at 24 to 35, 53 to 57, 68 to 70, and 99 to 102 cm. Sandlayers are often bioturbated and sand lenses are transported into sediment below and above. Strongly fractured sections. matrix composed of abundant feldspar, glass, calcite chlorite and accessory chert.  Rare nannos, some shell fragments.",,,,,,,
,344-U1380C-19R-3-A,344,U1380,C,19,19-3,R,3,A,0,21,604.99,605.2,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,"several cm-sized sandstone beds, partly disseminated",,,,,,,,,moderate [BP01],,,moderate [B06],3,"moderately bioturbated clayey silt.  Interlayered cm thick sand beds with grey color (N3-1) at 21 to 24, 36 to 39.  Strongly fractured sections. matrix composed of abundant feldspar, glass, calcite chlorite and accessory chert.  Rare nannos, Some small pods with carbonate sedimented nodules",,,,,,,
,344-U1380C-19R-3-A,344,U1380,C,19,19-3,R,3,A,21,24,605.2,605.23,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-19R-3-A,344,U1380,C,19,19-3,R,3,A,24,36,605.23,605.35,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,"several cm-sized sandstone beds, partly disseminated",,,,,,,,,moderate [BP01],,,moderate [B06],3,"moderately bioturbated clayey silt.  Interlayered cm thick sand beds with grey color (N3-1) at 21 to 24, 36 to 39.  Strongly fractured sections. matrix composed of abundant feldspar, glass, calcite chlorite and accessory chert.  Rare nannos, Some small pods with carbonate sedimented nodules",,,,,,,
,344-U1380C-19R-3-A,344,U1380,C,19,19-3,R,3,A,36,39,605.35,605.38,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-19R-3-A,344,U1380,C,19,19-3,R,3,A,39,68,605.38,605.67,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,"several cm-sized sandstone beds, partly disseminated",,,,,,,,,moderate [BP01],,,moderate [B06],3,"moderately bioturbated clayey silt.  Interlayered cm thick sand beds with grey color (N3-1) at 21 to 24, 36 to 39.  Strongly fractured sections. matrix composed of abundant feldspar, glass, calcite chlorite and accessory chert.  Rare nannos, Some small pods with carbonate sedimented nodules",,,,,,,
,344-U1380C-19R-CC-A,344,U1380,C,19,19-CC,R,CC,A,0,22,605.67,605.89,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,"several cm-sized sandstone beds, partly disseminated",,,,,,,,,moderate [BP01],,,moderate [B06],3,"moderately bioturbated clayey silt.  Interlayered cm thick sand beds.  Extremely fractured sections. matrix composed of abundant feldspar, glass, calcite chlorite and accessory chert.  Rare nannos.",,,,,,,
,344-U1380C-20R-1-A,344,U1380,C,20,20-1,R,1,A,0,35,612.7,613.05,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone with sand [Leg339],silt [W22_1],2,sand [W22_1],3,one cm-thick sandstone bed at 15-19 m depth,,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-20R-1-A,344,U1380,C,20,20-1,R,1,A,35,65,613.05,613.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-20R-2-A,344,U1380,C,20,20-2,R,2,A,0,75,613.35,614.1,fractured,high [drilling disturbance],6,,silt [USGS],with sand [Leg339],10GY 4/1 (dark greenish gray),silt,silt with sand [Leg339],silt [W22_1],2,sand [W22_1],3,siltstone intercalated with cm- to dm-thick sandstone beds,,,,,,,,,poor [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-20R-2-A,344,U1380,C,20,20-2,R,2,A,75,92,614.1,614.27,,,,calcareous,siltstone [USGS],,5GY 4/1 (dark greenish gray),calcareous  siltstone,calcareous siltstone,silt [W22_1],2,silt [W22_1],2,"bed of carbonaceous siltstone, massive",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,,
,344-U1380C-20R-2-A,344,U1380,C,20,20-2,R,2,A,92,95,614.27,614.3,fractured,high [drilling disturbance],6,,sandstone [USGS],with silt [Leg339],10GY 4/1 (dark greenish gray),sandstone,sandstone with silt [Leg339],silt [W22_1],2,sand [W22_1],3,sandstone bed,,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-20R-3-A,344,U1380,C,20,20-3,R,3,A,0,39,614.3,614.69,fragmented,high [drilling disturbance],6,silty,sandstone [USGS],,5GY 3/1 (very dark greenish gray),silty  sandstone,silty sandstone,sand [W22_1],3,sand [W22_1],3,sandstone with pods of siltstone,,,,,,,,,,,,,3,,,,,,,,
,344-U1380C-20R-3-A,344,U1380,C,20,20-3,R,3,A,39,48,614.69,614.78,fractured,minimal [drilling disturbance],1,calcareous,siltstone [USGS],,5GY 4/1 (dark greenish gray),calcareous  siltstone,calcareous siltstone,silt [W22_1],2,silt [W22_1],2,massive bed,,,,,,,,,well [BP01],,,,,,,,,,,,
,344-U1380C-20R-3-A,344,U1380,C,20,20-3,R,3,A,48,65,614.78,614.95,fragmented,destroyed [drilling disturbance],8,,sandstone [USGS],,,sandstone,sandstone,sand [W22_1],3,,3,"completely destroyed, but presumably sandstone with silt",,,,,,,,,,,,,3,,,,,,,,
,344-U1380C-20R-CC-A,344,U1380,C,20,20-CC,R,CC,A,0,14,614.95,615.09,fractured,severe [drilling disturbance],7,silty,sandstone [USGS],,5GY 3/1 (very dark greenish gray),silty  sandstone,silty sandstone,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-20R-CC-A,344,U1380,C,20,20-CC,R,CC,A,0,20,614.95,615.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-21R-1-A,344,U1380,C,21,21-1,R,1,A,0,132,622.4,623.72,fragmented,severe [drilling disturbance],7,sandy,siltstone [USGS],,5GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,sand [W22_1],3,"siltstone with intercalated cm-thick sandstone beds, carbonaceous concretion at 34-36 cm ",,,,,,,,,moderate [BP01],,,common [B06],4,siltstone with intercalated cm-thick sandstone layers and one carbonaceous horizon at 34-36 cm; bioturbation visible in siltstone,,,,,,,
,344-U1380C-21R-2-A,344,U1380,C,21,21-2,R,2,A,0,88,623.72,624.6,fragmented,high [drilling disturbance],6,sandy,siltstone [USGS],,5GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,sand [W22_1],3,"siltstone intercalated with cm-thick beds, pods and schlieren of sandstone, partially chaotic depositional facies between 25-34 cm",,,,,,,,,poor [BP01],,,common [B06],4,drilling disturbance severe between 66-76 cm,,,,,,,
,344-U1380C-21R-CC-A,344,U1380,C,21,21-CC,R,CC,A,0,14,624.6,624.74,fragmented,severe [drilling disturbance],7,sandy,siltstone [USGS],,5GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,sand [W22_1],3,cm-sized chunks of intact siltstone and sandstone,,,,,,,,,moderate [BP01],,,,,,,,,,,,
,344-U1380C-21R-CC-A,344,U1380,C,21,21-CC,R,CC,A,14,20,624.74,624.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-22R-1-A,344,U1380,C,22,22-1,R,1,A,0,3,632.1,632.13,fragmented,high [drilling disturbance],6,sandy,siltstone [USGS],,10GY 4/1 (dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,moderate [BP01],,,,,,,,,,,,
,344-U1380C-22R-1-A,344,U1380,C,22,22-1,R,1,A,3,15,632.13,632.25,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-22R-1-A,344,U1380,C,22,22-1,R,1,A,15,23,632.25,632.33,fractured,severe [drilling disturbance],7,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,,,,,,mostly destroyed by drilling,,,,,,,
,344-U1380C-22R-1-A,344,U1380,C,22,22-1,R,1,A,23,57,632.33,632.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-22R-2-A,344,U1380,C,22,22-2,R,2,A,0,69,632.67,633.36,fractured,severe [drilling disturbance],7,sandy ,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy   siltstone,sandy  siltstone,silt [W22_1],2,sand [W22_1],3,siltstone matrix rich in medium-grained and coarse-grained sand,,,,,,,,,poor [BP01],,,common [B06],4,"frequent schlieren, pods and cm-sized beds of medium to coarsegrained sandstone embedded into siltstone, sometimes chaotic depositional facies",,,,,,,
,344-U1380C-22R-2-A,344,U1380,C,22,22-2,R,2,A,69,76,633.36,633.43,fractured,slight to moderate [drilling disturbance],3,calcareous,breccia [F70],with silt [Leg339],10Y 4/1 (dark greenish gray),calcareous  breccia,calcareous breccia with silt [Leg339],silt [W22_1],2,silt [W22_1],2,"with cm-sized layered, poorly rounded, angular  carbonaceous clasts  ",,,,,,,,,poor [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-22R-2-A,344,U1380,C,22,22-2,R,2,A,76,86,633.43,633.53,fractured,severe [drilling disturbance],7,sandy ,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy   siltstone,sandy  siltstone,silt [W22_1],2,sand [W22_1],3,siltstone matrix rich in medium-grained and coarse-grained sand,,,,,,,,,poor [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-22R-2-A,344,U1380,C,22,22-2,R,2,A,86,93,633.53,633.6,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-22R-2-A,344,U1380,C,22,22-2,R,2,A,93,152,633.6,634.19,fractured,severe [drilling disturbance],7,sandy ,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy   siltstone,sandy  siltstone,silt [W22_1],2,sand [W22_1],3,siltstone matrix rich in medium-grained and coarse-grained sand,,,,,,,,,poor [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-22R-CC-A,344,U1380,C,22,22-CC,R,CC,A,0,16,634.19,634.35,fractured,severe [drilling disturbance],7,sandy ,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy   siltstone,sandy  siltstone,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,,,,,,nearly destroyed by drilling,,,,,,,
,344-U1380C-22R-CC-A,344,U1380,C,22,22-CC,R,CC,A,16,22,634.35,634.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-23R-1-A,344,U1380,C,23,23-1,R,1,A,0,120,641.8,643,fractured,severe [drilling disturbance],7,sandy ,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy   siltstone,sandy  siltstone,silt [W22_1],2,sand [W22_1],3,"siltstone matrix rich in fine-grained and medium-grained sand, some in-situ fractures
",,,,,,,,,poor [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-23R-1-A,344,U1380,C,23,23-1,R,1,A,120,137,643,643.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-23R-2-A,344,U1380,C,23,23-2,R,2,A,0,141,643.17,644.58,fractured,severe [drilling disturbance],7,sandy ,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy   siltstone,sandy  siltstone,silt [W22_1],2,sand [W22_1],3,"siltstone matrix rich in fine-grained and medium-grained sand, carbonaceous in upper 50 cm and  at 109-114 cm, ",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-23R-CC-A,344,U1380,C,23,23-CC,R,CC,A,0,15,644.58,644.73,fractured,severe [drilling disturbance],7,sandy ,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy   siltstone,sandy  siltstone,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,moderate [BP01],,,common [B06],4,"only a few pieces left, mostly destroyed by drilling",,,,,,,
,344-U1380C-23R-CC-A,344,U1380,C,23,23-CC,R,CC,A,15,21,644.73,644.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-24R-1-A,344,U1380,C,24,24-1,R,1,A,0,56,651.5,652.06,fractured,severe [drilling disturbance],7,silty,sandstone [USGS],with silt [Leg339],10BG 3/1 (dark greenish gray),silty  sandstone,silty sandstone with silt [Leg339],silt [W22_1],2,sand [W22_1],3,"mostly sandstone with intercalated siltstone, clearly separated sandstone and silt-stone beds
",,,,,,,,,moderate [BP01],,,moderate [B06],3,bioturbation limited to siltstone,,,,,,,
,344-U1380C-24R-1-A,344,U1380,C,24,24-1,R,1,A,56,63,652.06,652.13,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-24R-1-A,344,U1380,C,24,24-1,R,1,A,63,79,652.13,652.29,fractured,severe [drilling disturbance],7,silty,sandstone [USGS],with silt [Leg339],10BG 3/1 (dark greenish gray),silty  sandstone,silty sandstone with silt [Leg339],silt [W22_1],2,sand [W22_1],3,"mostly sandstone with intercalated siltstone, clearly separated sandstone and silt-stone beds",,,,,,,,,moderate [BP01],,,moderate [B06],3,bioturbation in siltstone,,,,,,,
,344-U1380C-24R-CC-A,344,U1380,C,24,24-CC,R,CC,A,0,15,652.29,652.44,fractured,severe [drilling disturbance],7,silty,sandstone [USGS],with silt [Leg339],10BG 3/1 (dark greenish gray),silty  sandstone,silty sandstone with silt [Leg339],silt [W22_1],2,sand [W22_1],3,"mostly sandstone with intercalated siltstone, clearly separated sandstone and silt-stone beds",,,,,,,,,,,,,,nearly destroyed by drilling,,,,,,,
,344-U1380C-24R-CC-A,344,U1380,C,24,24-CC,R,CC,A,15,20,652.44,652.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-25R-1-A,344,U1380,C,25,25-1,R,1,A,0,14,661.2,661.34,fractured,high [drilling disturbance],6,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,sand [W22_1],3,"siltstone intercalated with a few schlieren of sandstone
",,,,,,,,,moderate [BP01],,,common [B06],4,bioturbation in siltstone,,,,,,,
,344-U1380C-25R-1-A,344,U1380,C,25,25-1,R,1,A,14,19,661.34,661.39,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-25R-1-A,344,U1380,C,25,25-1,R,1,A,19,28,661.39,661.48,fractured,high [drilling disturbance],6,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,sand [W22_1],3,"siltstone intercalated with a few schlieren of sandstone
",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-25R-1-A,344,U1380,C,25,25-1,R,1,A,28,88,661.48,662.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,0,12,662.08,662.2,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,coarse sand [W22_2],6,"siltstone intercalated with multiple beds of medium- to finegrained sandstone. Major beds at 12-15 cm (coarse-grained sandstone), 34-43 cm (medium-grained), 76-80 (fine-grained).",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,12,15,662.2,662.23,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,15,34,662.23,662.42,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,coarse sand [W22_2],6,"siltstone intercalated with multiple beds of medium- to finegrained sandstone. Major beds at 12-15 cm (coarse-grained sandstone), 34-43 cm (medium-grained), 76-80 (fine-grained).",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,34,43,662.42,662.51,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,43,76,662.51,662.84,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,coarse sand [W22_2],6,"siltstone intercalated with multiple beds of medium- to finegrained sandstone. Major beds at 12-15 cm (coarse-grained sandstone), 34-43 cm (medium-grained), 76-80 (fine-grained).",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,76,80,662.84,662.88,,,,,sandstone [USGS],,10G 3/1 (very dark greenish gray),sandstone,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,80,84,662.88,662.92,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,coarse sand [W22_2],6,"siltstone intercalated with multiple beds of medium- to finegrained sandstone. Major beds at 12-15 cm (coarse-grained sandstone), 34-43 cm (medium-grained), 76-80 (fine-grained).",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,84,100,662.92,663.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,structural sample Vannucchi,,,,,,,
,344-U1380C-25R-2-A,344,U1380,C,25,25-2,R,2,A,100,121,663.08,663.29,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,sand [W22_1],3,siltstone intercalated with bed of medium-grained below 115 cm.,,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-25R-CC-A,344,U1380,C,25,25-CC,R,CC,A,0,15,663.29,663.44,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],,10GY 3/1 (very dark greenish gray),sandy  siltstone,sandy siltstone,silt [W22_1],2,coarse sand [W22_2],6,"mostly siltstone with some disseminated fine sand and a residual layer of very coarse and poorly sorted sandstone (""beach sand"") on top at 1 cm.",,,,,,,,,,,,,,,,,,,,,
,344-U1380C-26R-1-A,344,U1380,C,26,26-1,R,1,A,0,81,666,666.81,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,"siltstone intercalated with several cm-size medium-grained sandy layer.
patch of more carbonaceous  siltstone at 76-79cm. ",,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-26R-1-A,344,U1380,C,26,26-1,R,1,A,81,117,666.81,667.17,fractured,high [drilling disturbance],6,,sandstone [USGS],,10BG 3/1 (dark greenish gray),sandstone,sandstone,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-26R-1-A,344,U1380,C,26,26-1,R,1,A,117,131,667.17,667.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,HASH,,,,,,,
,344-U1380C-26R-1-A,344,U1380,C,26,26-1,R,1,A,131,150,667.31,667.5,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-26R-2-A,344,U1380,C,26,26-2,R,2,A,0,102,667.5,668.52,fractured,moderate [drilling disturbance],4,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,siltstone intercalated with several cm-size medium-grained sandy layer.,,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-26R-CC-A,344,U1380,C,26,26-CC,R,CC,A,0,14,668.52,668.66,fractured,severe [drilling disturbance],7,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,moderate [BP01],,,common [B06],4,,,,,,,,
,344-U1380C-26R-CC-A,344,U1380,C,26,26-CC,R,CC,A,14,20,668.66,668.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-27R-1-A,344,U1380,C,27,27-1,R,1,A,0,103,670.9,671.93,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,siltstone intercalated with several cm-size medium-grained sandy layer.,,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-27R-1-A,344,U1380,C,27,27-1,R,1,A,103,153,671.93,672.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,
,344-U1380C-27R-2-A,344,U1380,C,27,27-2,R,2,A,0,152,672.43,673.95,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,sand [W22_1],3,"siltstone intercalated with several cm-size medium-grained sandy layer.
a carbonaceous sandy fragment at 38 to 40cm",,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-27R-CC-A,344,U1380,C,27,27-CC,R,CC,A,0,15,673.95,674.1,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],,5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
,344-U1380C-27R-CC-A,344,U1380,C,27,27-CC,R,CC,A,15,20,674.1,674.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,
,344-U1380C-28R-1-A,344,U1380,C,28,28-1,R,1,A,0,150,675.7,677.2,fractured,high [drilling disturbance],6,clayey,siltstone [USGS],with sand [Leg339],5GY 3/1 (very dark greenish gray),clayey  siltstone,clayey siltstone with sand [Leg339],silt [W22_1],2,coarse sand [W22_2],6,"siltstone intercalated with several cm-thick layers of fine-grained, medium-grained and coarse-grained sand. Sandy bed are commonly laminated, often normally graded, with coarsed sand grains on bottom.  Bottom contacts are sharp and can be erosional.",,,,,,,,,moderate [BP01],,,moderate [B06],3,,,,,,,,
