Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
369-U1516C-26R-6-A,34.5,130.0,433.615,434.57,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,Enrichment in glauconite between 110-116 cm.,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,6,A,,,
369-U1516C-26R-CC-A,0.0,4.0,434.57,434.61,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,CC,A,,,
369-U1516C-26R-CC-A,4.0,6.5,434.61,434.635,,,,,,chert [USGS],,chert,,,2.5Y 5/3 (light olive brown),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,26,R,CC,A,,,
369-U1516C-26R-CC-A,6.5,19.0,434.635,434.76,,,,,,calcareous chalk,,calcareous chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,26,R,CC,A,,,
369-U1516C-27R-1-A,0.0,101.0,436.0,437.01,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,1,A,,,
369-U1516C-27R-1-A,101.0,106.0,437.01,437.06,,,,,,chert [USGS],,chert,,,5Y 6/1 (gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,27,R,1,A,,,
369-U1516C-27R-1-A,106.0,142.0,437.06,437.42,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,1,A,,,
369-U1516C-27R-2-A,0.0,88.0,437.42,438.3,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,2,A,,,
369-U1516C-27R-2-A,88.0,91.0,438.3,438.33,,,,,,chert [USGS],,chert,,,5Y 6/1 (gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,27,R,2,A,,,
369-U1516C-27R-2-A,91.0,145.0,438.33,438.87,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,2,A,,,
369-U1516C-27R-3-A,0.0,151.0,438.87,440.38,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,3,A,,,
369-U1516C-27R-4-A,0.0,124.0,440.38,441.62,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,There are large vertical burrows in this section.,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,4,A,,,
369-U1516C-27R-5-A,0.0,80.0,441.62,442.42,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,There is a green streak at 2 cm.,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,5,A,,,
369-U1516C-27R-CC-A,0.0,20.0,442.42,442.62,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,CC,A,,,
369-U1516C-28R-1-A,0.0,150.0,445.6,447.1,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,1,A,,,
369-U1516C-28R-2-A,0.0,118.0,447.1,448.28,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,2,A,,,
369-U1516C-28R-3-A,0.0,146.0,448.28,449.74,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,3,A,,,
369-U1516C-28R-4-A,0.0,109.0,449.74,450.83,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,4,A,,,
369-U1516C-28R-5-A,0.0,90.0,450.87,451.77,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,5,A,,,
369-U1516C-28R-5-A,90.0,94.0,451.77,451.81,,,,,,chert [USGS],,chert,,,5y 6/3 (pale olive),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,none,0.0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,28,R,5,A,,,
369-U1516C-28R-5-A,94.0,142.0,451.81,452.29,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,5,A,,,
369-U1516C-28R-6-A,0.0,101.0,452.29,453.3,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,6,A,,,
369-U1516C-28R-7-A,0.0,112.5,453.3,454.425,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1.0,,,intense,5.0,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,7,A,,,
369-U1516C-29R-1-A,0.0,49.0,455.2,455.69,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick. Large vertical burrow 19-25 cm.,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,1,A,,,
369-U1516C-29R-1-A,49.0,65.0,455.69,455.85,,,,,,chert [USGS],,chert,,,5YR 6/1 (light brownish gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1516,C,29,R,1,A,,,
369-U1516C-29R-1-A,65.0,130.0,455.85,456.5,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,1,A,,,
369-U1516C-29R-2-A,0.0,35.0,456.5,456.85,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick.,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,2,A,,,
369-U1516C-29R-2-A,35.0,38.0,456.85,456.88,,,,,,chert [USGS],,chert,,,2.5Y 6/2 (light brownish gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1516,C,29,R,2,A,,,
369-U1516C-29R-2-A,38.0,60.0,456.88,457.1,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,2,A,,,
369-U1516C-29R-3-A,0.0,114.0,457.15,458.29,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick. From 29-42 cm there is a slightly darker light greenish gray interval with abundant inoceramid fragments where the prisms have may have been plucked(?) out.,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,3,A,,,
369-U1516C-29R-4-A,0.0,27.0,458.29,458.56,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,4,A,,,
369-U1516C-29R-4-A,27.0,31.0,458.56,458.6,,,,,,chert [USGS],,chert,,,2.5Y 6/2 (light brownish gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,,,,,,,,,,,chert,chert,,,,369,U1516,C,29,R,4,A,,,
369-U1516C-29R-4-A,31.0,69.0,458.6,458.98,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,4,A,,,
369-U1516C-29R-CC-A,0.0,13.0,458.98,459.11,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,CC,A,,,
369-U1516C-30R-1-A,0.0,95.0,460.0,460.95,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,1,A,,,
369-U1516C-30R-1-A,95.0,99.0,460.95,460.99,,,,,,chert [USGS],,chert,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1516,C,30,R,1,A,,,
369-U1516C-30R-1-A,99.0,150.0,460.99,461.5,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,trace,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,1,A,,,
369-U1516C-30R-2-A,0.0,52.0,461.5,462.02,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,2,A,,,
369-U1516C-30R-2-A,52.0,58.0,462.02,462.08,,,,,,chert [USGS],,chert,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1516,C,30,R,2,A,,,
369-U1516C-30R-2-A,58.0,145.0,462.08,462.95,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,trace,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,2,A,,,
369-U1516C-30R-3-A,0.0,74.0,462.95,463.69,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The shell fragment at 54 cm is likely an inoceramid.,,,,,,,,shell fragment,trace,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,3,A,,,
369-U1516C-30R-3-A,74.0,79.0,463.69,463.74,,,,,,chert [USGS],,chert,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,,,,,,,,,,,chert,chert,,,,369,U1516,C,30,R,3,A,,,
369-U1516C-30R-3-A,79.0,139.0,463.74,464.34,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). Between 105-108 cm the core is massive and slightly darker.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,3,A,,,
369-U1516C-30R-4-A,0.0,85.0,464.34,465.19,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). Some shell fragments are likely to be inoceramids.,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,4,A,,,
369-U1516C-30R-CC-A,0.0,14.0,465.19,465.33,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,CC,A,,,
369-U1516C-31R-1-A,0.0,109.0,464.8,465.89,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). There is one interval that is slightly darker (dark greenish gray - GLEY 1 4/5GY) between 57-54 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,31,R,1,A,,,
369-U1516C-31R-2-A,0.0,127.0,465.89,467.16,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). There is a large vertical burrow from 89-95 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,31,R,2,A,,,
369-U1516C-31R-3-A,0.0,40.0,467.16,467.56,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 6/5GY (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from greenish gray (GLEY 1 6/5GY) to a slightly darker greenish gray (GLEY 1 5/10GY).,color boundary or contact,linear,gradational,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,31,R,3,A,,,
369-U1516C-31R-3-A,40.0,150.0,467.56,468.66,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from greenish gray (GLEY 1 5/10GY) to a slightly darker grayish green (GLEY 1 4/5G_/1). There are small white specks on the darker greenish portions of the core.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,31,R,3,A,,,
369-U1516C-31R-4-A,0.0,119.0,468.66,469.85,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,Alternations in color from greenish gray (GLEY 1 5/10GY) to a slightly darker grayish green (GLEY 1 4/5G_/1). There are small white specks on the darker greenish portions of the core.,color boundary or contact,linear,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,31,R,4,A,,,
369-U1516C-31R-4-A,119.0,121.0,469.85,469.87,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,Void,,,,,,,,,,claystone,claystone,,,,369,U1516,C,31,R,4,A,,,
369-U1516C-32R-1-A,0.0,9.0,469.6,469.69,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,color boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1516,C,32,R,1,A,,,
369-U1516C-32R-1-A,9.0,47.0,469.69,470.07,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/5GY (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,There is a black layer at 12-13 cm. There are white grains infilling the burrows.,color boundary or contact,linear,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,32,R,1,A,,,
369-U1516C-32R-1-A,47.0,52.0,470.07,470.12,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,color boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1516,C,32,R,1,A,,,
369-U1516C-32R-1-A,52.0,68.0,470.12,470.28,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/5GY (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,high,3.0,,color boundary or contact,linear,gradational,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,32,R,1,A,,,
369-U1516C-32R-1-A,68.0,71.0,470.28,470.31,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 7/N (light gray),,parallel lamination,,,,clay [W22_1],1.0,,,,,,color boundary or contact,linear,gradational,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,32,R,1,A,,,
369-U1516C-32R-1-A,71.0,78.0,470.31,470.38,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,parallel lamination,,structureless,,clay [W22_1],1.0,,,moderate,2.0,In the top of this interval are parallel; laminations but it becomes mottled near the bottom.,color boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1516,C,32,R,1,A,,,
369-U1516C-32R-1-A,78.0,150.0,470.38,471.1,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,"Colors alternates from greenish gray (GLEY 1 6/10Y), to dark greenish gray (GLEY 1 4/10Y).",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,32,R,1,A,,,
369-U1516C-32R-2-A,0.0,150.0,471.1,472.6,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,There is a large vertical burrow from 99-107 cm. Color alternates between greenish gray (GLEY 1 6/10Y) and a slightly darker greenish gray (GLEY 1 5/5GY).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,32,R,2,A,,,
369-U1516C-32R-3-A,0.0,117.0,472.6,473.77,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,moderate,2.0,Color alternates between greenish gray (GLEY 1 6/10Y) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,32,R,3,A,,,
369-U1516C-33R-1-A,0.0,23.0,474.4,474.63,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Gradational change in color from bottom to top (dark greenish gray (GLEY 1 4/10Y), to greenish gray (GLEY 1 5/10GY), to light greenish gray (GLEY 1 7/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,1,A,,,
369-U1516C-33R-1-A,23.0,42.0,474.63,474.82,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Gradational change in color from bottom to top (dark greenish gray (GLEY 1 4/10Y), to greenish gray (GLEY 1 5/10GY), to light greenish gray (GLEY 1 7/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,1,A,,,
369-U1516C-33R-1-A,42.0,101.0,474.82,475.41,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,Regular alternations of color to light greenish gray (GLEY 1 7/10Y) to greenish gray (GLEY 1 5/10Y).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,1,A,,,
369-U1516C-33R-2-A,0.0,59.0,475.41,476.0,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,sparse,1.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/5GY), to light greenish gray (GLEY 1 7/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,2,A,,,
369-U1516C-33R-2-A,59.0,78.0,476.0,476.19,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/5GY), to greenish gray (GLEY 1 6/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,2,A,,,
369-U1516C-33R-2-A,78.0,112.0,476.19,476.53,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,Gradational change in color from bottom to top (light greenish gray (GLEY 1 7/10Y) to greenish gray (GLEY 1 5/10Y).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,2,A,,,
369-U1516C-33R-3-A,0.0,24.0,476.53,476.77,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y), to light greenish gray (GLEY 1 7/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,3,A,,,
369-U1516C-33R-3-A,24.0,44.0,476.77,476.97,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1.0,,,low,2.0,"Gradational change in color from bottom to top (dark gray (GLEY 1 4/N), to greenish gray (GLEY 1 5/10Y), to greenish gray (GLEY 1 6/10Y)).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,3,A,,,
