Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
341-U1418A-11H-3-A,145,150,94.75,94.8,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,A,11,H,3,A,,,,
341-U1418A-11H-4-A,0,5,94.8,94.85,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,clayey mud,,,,,,341,U1418,A,11,H,4,A,,,,
341-U1418A-11H-4-A,5,10,94.85,94.9,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"fine to medium sand; sharp lower boundary, fining upward",sharp contact,erosive,,,,341,U1418,A,11,H,4,A,,,,
341-U1418A-11H-4-A,10,73,94.9,95.53,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"clayey mud with thin silt layers @ 35 cm and 64 cm; clast @ 19 - 23 cm: 5 cm subrounded, fine-grained black metasediment (in WH)",,,,,,341,U1418,A,11,H,4,A,,,,
341-U1418A-11H-4-A,73,133,95.53,96.13,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],7,,,,,,,,,,"slightly greenish gray mud with few black mottles, barren",,,,,,341,U1418,A,11,H,4,A,,,,
341-U1418A-11H-4-A,133,150,96.13,96.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,341,U1418,A,11,H,4,A,,,,
341-U1418A-11H-5-A,0,86,96.3,97.16,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,thin silt layers (0.5 cm) with irregular shape mainly confined to the mid of this section (60 - 95 cm); very slight color banding,,,,,,341,U1418,A,11,H,5,A,,,,
341-U1418A-11H-5-A,86,89,97.16,97.19,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"fine to medium sand, normal grading",sharp contact,erosive,,,,341,U1418,A,11,H,5,A,,,,
341-U1418A-11H-5-A,89,150,97.19,97.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,thin silty interval @ 140 cm; very slight color banding,,,,,,341,U1418,A,11,H,5,A,,,,
341-U1418A-11H-6-A,0,150,97.8,99.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"mud with thin silt layers and patches (max 0.5 cm) of irregular/discontinuous shape; very slight color banding; clasts @ 7.5, 10-12, 35 cm subrounded metasediments",,,,,,341,U1418,A,11,H,6,A,,,,
341-U1418A-11H-7-A,0,62,99.3,99.92,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,very thin (0.5 cm) layers of silt in mud; liner disturbed and partly void,,,,,,341,U1418,A,11,H,7,A,,,,
341-U1418A-11H-CC-A,0,15,99.92,100.07,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,thin (0.5 cm) silt layer @ 4 cm,,,,,,341,U1418,A,11,H,CC,A,,,,
341-U1418A-11H-CC-A,15,20,100.07,100.12,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,A,11,H,CC,A,,,,
341-U1418A-12H-1-A,0,135,99.8,101.15,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- interbedded mud & silt/sand
- barely visible colour variations to lighter and darker grey
- scattered black mottles + one black strata around 17 cm
- scattered silt/sand patches -> bioturbated?
- scattered granule clasts
- 40 cm: clast of mica-rich metamorphic rock


- silt and sand laminae
- continuous to discontinuous
- <10 mm
- mostly sharp lower boundaries
- sharp to gradational upper boundaries
- spacing ~5 mm - ~10 cm
- >15 pcs
- more or less absent above 54 cm",,,,,,341,U1418,A,12,H,1,A,,,,
341-U1418A-12H-1-A,135,150,101.15,101.3,,,,,,,,,,,,,,,,,,,,,,Sample SAFF,,,,,,341,U1418,A,12,H,1,A,,,,
341-U1418A-12H-2-A,0,135,101.3,102.65,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],14,,,,,,,,,,"- interbedded mud & silt/sand
- scattered black mottles
- scattered silt/sand patches -> bioturbated?
- scattered granule clasts


- silt and sand laminae
- continuous to discontinuous
- <3 mm
- mostly sharp lower boundaries
- sharp to gradational upper boundaries
- spacing ~1 - ~30 cm
- ~10 pcs
- absent above 64 cm",,,,,,341,U1418,A,12,H,2,A,,,,
341-U1418A-12H-2-A,135,150,102.65,102.8,,,,,,,,,,,,,,,,,,,,,,Sample OJIM,,,,,,341,U1418,A,12,H,2,A,,,,
341-U1418A-12H-3-A,0,145,102.8,104.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- interbedded mud & silt/sand

- scattered black mottles
- scattered silt/sand patches -> bioturbated?
- scattered granule clasts


- silt and sand laminae
- continuous to discontinuous
- <5 mm
- mostly sharp lower boundaries
- sharp to gradational upper boundaries
- spacing ~1 - ~30 cm
- >20 pcs
",,,,,,341,U1418,A,12,H,3,A,,,,
341-U1418A-12H-3-A,145,150,104.25,104.3,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,A,12,H,3,A,,,,
341-U1418A-12H-4-A,0,122,104.3,105.52,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- interbedded mud & silt/sand
- scattered black mottles
- scattered silt/sand patches -> bioturbated?
- scattered granule and pebble clasts
- 40, 70 cm: pebbles of metasediment?
- slight colour variations below ~70 cm -> to slightly more greenish and reddish-brownish


- silt and sand laminae
- continuous to discontinuous
- <10 mm
- mostly sharp lower boundaries
- sharp to gradational upper boundaries
- spacing ~1 - 30 cm
- ~10 pcs
",sharp contact,irregular,,,,341,U1418,A,12,H,4,A,,,,
341-U1418A-12H-4-A,122,125,105.52,105.55,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,erosive,,,,341,U1418,A,12,H,4,A,,,,
341-U1418A-12H-4-A,125,150,105.55,105.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,- for details see 0-122,,,,,,341,U1418,A,12,H,4,A,,,,
341-U1418A-12H-5-A,0,150,105.8,107.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,mud with interbedded thin (max 0.5 cm) often discontinuous layers of silt; silt layers accumulate in the middle of this section and have sharp irregular boundaries; color banding is very slight,,,,,,341,U1418,A,12,H,5,A,,,,
341-U1418A-12H-6-A,0,151,107.3,108.81,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,very thin (max 0.5 cm) discontinuous layers of silt in massive mud,,,,,,341,U1418,A,12,H,6,A,,,,
341-U1418A-12H-7-A,0,58,108.81,109.39,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,very thin (max 0.5 cm) discontinuous layers of silt in massive mud; very slight color variations,,,,,,341,U1418,A,12,H,7,A,,,,
341-U1418A-12H-CC-A,0,30,109.39,109.69,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,very thin (max 0.5 cm) discontinuous layers of silt in massive mud,,,,,,341,U1418,A,12,H,CC,A,,,,
341-U1418A-12H-CC-A,30,35,109.69,109.74,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,A,12,H,CC,A,,,,
341-U1418A-13H-1-A,0,83,109.3,110.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"occasional thin laminated silt layers, but very disturbed;
may contain pieces of broken core liner",,,,,,341,U1418,A,13,H,1,A,,,,
341-U1418A-13H-2-A,0,79,110.13,110.92,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,13,H,2,A,,,,
341-U1418A-13H-2-A,79,95,110.92,111.08,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,13,H,2,A,,,,
341-U1418A-13H-2-A,95,128,111.08,111.41,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,13,H,2,A,,,,
341-U1418A-13H-2-A,128,131,111.41,111.44,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,13,H,2,A,,,,
341-U1418A-13H-2-A,131,138,111.44,111.51,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,13,H,2,A,,,,
341-U1418A-13H-3-A,0,62,111.51,112.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,several thin laminated silt layers (maybe clay) but too disturbed to be described,,,,,,341,U1418,A,13,H,3,A,,,,
341-U1418A-13H-4-A,0,11,112.13,112.24,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,A,13,H,4,A,,,,
341-U1418A-13H-4-A,11,145,112.24,113.58,,interbedded silt(stone) and mud(stone) [McKW53],with clay [Leg339],interbedded silt(stone) and mud(stone)  with clay ,,,,n 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"thin to laminated layers/interbeds of silt, some N 5, @~1-10cm intervals, clay mixed with silt in some intervals, but most disturbed by drilling",,,,,,341,U1418,A,13,H,4,A,,,,
341-U1418A-13H-4-A,145,147,113.58,113.6,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1418,A,13,H,4,A,,,,
341-U1418A-13H-5-A,0,122,113.6,114.82,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,31 laminae of silt/silty mud in the section; uppermost 4 silt layers coarse silt,,,,,,341,U1418,A,13,H,5,A,,,,
341-U1418A-13H-6-A,0,115,114.82,115.97,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,29 laminae of silt/silty mud in the section; ,,,,,,341,U1418,A,13,H,6,A,,,,
341-U1418A-13H-6-A,115,118,115.97,116,,sand [Leg210],,sand ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,13,H,6,A,,,,
341-U1418A-13H-6-A,118,140,116,116.22,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,13,H,6,A,,,,
341-U1418A-13H-7-A,0,129,116.22,117.51,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subrounded,,,,"29 laminae of silt/silty mud in the section; granule and small pebble, argillite?",,,,,,341,U1418,A,13,H,7,A,,,,
341-U1418A-13H-7-A,129,143,117.51,117.65,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,13,H,7,A,,,,
341-U1418A-13H-CC-A,0,70,117.65,118.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],rounded,,,,"at 10 cm small patches of black mud, FeO; small pebble 0.6 cm at 66 c,. ronded, argillite?",,,,,,341,U1418,A,13,H,CC,A,,,,
341-U1418A-13H-CC-A,70,75,118.35,118.4,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,13,H,CC,A,,,,
341-U1418A-14H-1-A,0,34,118.4,118.74,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 3 (very dark gray),,,,,,,,,,,,,,"3 laminae of silt/silty mud in the section; colour banding very dark grey N 3 > very dark greenish grey 5GY 3/1
",,,,,,341,U1418,A,14,H,1,A,,,,
341-U1418A-14H-1-A,34,37,118.74,118.77,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,14,H,1,A,,,,
341-U1418A-14H-1-A,37,150,118.77,119.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 3/1 (very dark greenish gray),,,,,,,,,,,,,,"15 laminae of silt/silty mud in the section; colour banding very dark grey N 3 < very dark greenish grey 5GY 3/1; 1 lonestone 1.5 cm, subangular, vf sandstone, in WH!
",,,,,,341,U1418,A,14,H,1,A,,,,
341-U1418A-14H-2-A,0,140,119.9,121.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 3/1 (very dark greenish gray),,,,,,,,,,,,,,16 laminae of silt/silty mud in the section; colour banding very dark grey N 3 < very dark greenish grey 5GY 3/1,,,,,,341,U1418,A,14,H,2,A,,,,
341-U1418A-14H-2-A,140,150,121.3,121.4,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,A,14,H,2,A,,,,
341-U1418A-14H-3-A,0,101,121.4,122.41,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"sparse black mottling;
silts thinly laminated layers @~1-10cm intervals, some N 5 color",,,,,,341,U1418,A,14,H,3,A,,,,
341-U1418A-14H-4-A,0,70,122.41,123.11,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts thinly laminated layers @~1-10cm intervals, some N 5 color",,,,,,341,U1418,A,14,H,4,A,,,,
341-U1418A-14H-CC-A,0,25,123.11,123.36,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"patches of silt @ 6, 8, 15cm",,,,,,341,U1418,A,14,H,CC,A,,,,
341-U1418A-14H-CC-A,25,30,123.36,123.41,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,14,H,CC,A,,,,
341-U1418A-15H-1-A,0,43,123.1,123.53,,interbedded silt(stone) and mud(stone) [McKW53],with clay [Leg339],interbedded silt(stone) and mud(stone)  with clay ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: thinly laminated, @~1-5cm intervals, some N 5 colored",gradational contact,,,,,341,U1418,A,15,H,1,A,,,,
341-U1418A-15H-1-A,43,122,123.53,124.32,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,48-65cm: black mottling,gradational contact,,,,,341,U1418,A,15,H,1,A,,,,
341-U1418A-15H-1-A,122,150,124.32,124.6,,interbedded silt(stone) and mud(stone) [McKW53],with clay [Leg339],interbedded silt(stone) and mud(stone)  with clay ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: thinly laminated, @~1-5cm intervals, some N 5 colored",,,,,,341,U1418,A,15,H,1,A,,,,
341-U1418A-15H-2-A,0,47,124.6,125.07,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: thinly laminated, @~1-10cm intervals, some N 5 colored
",gradational contact,,,,,341,U1418,A,15,H,2,A,,,,
341-U1418A-15H-2-A,47,86,125.07,125.46,,mud [Leg210],,mud ,,,patch or bleb,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"50cm: N 5 sand patch;
74-82: heavily disturbed sand layer/patch",gradational contact,,,,,341,U1418,A,15,H,2,A,,,,
341-U1418A-15H-2-A,86,122,125.46,125.82,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: thinly laminated, @ mostly ~1-2cm intervals",gradational contact,,,,,341,U1418,A,15,H,2,A,,,,
341-U1418A-15H-2-A,122,150,125.82,126.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,A,15,H,2,A,,,,
341-U1418A-15H-3-A,0,120,126.1,127.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,patch or bleb,5GY 3/1 (very dark greenish gray),,,present [A79],2,,,,,granule [W22_2],angular,,,,"5 laminae of silt/silty mud in the section; colour banding very dark grey N 3 < very dark greenish grey 5GY 3/1; argillite clast, granule, angular, at 72 cm; argillite clast, granule, angular, at 75 cm in WH; sand patch at 106-112 cm, core disturbance?, crosscutting mud frowns",,,,,,341,U1418,A,15,H,3,A,,,,
341-U1418A-15H-4-A,0,66,127.3,127.96,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 3/1 (very dark greenish gray),,,,,,,,,,,,,,"11 laminae of silt/silty mud in the section; colour banding very dark grey N 3 < very dark greenish grey 5GY 3/1; lighter coloured muddy silt at 17 cm; occasional patches of black mud, FeO ",,,,,,341,U1418,A,15,H,4,A,,,,
341-U1418A-15H-CC-A,0,16,127.96,128.12,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,5GY 3/1 (very dark greenish gray),,,,,,,,,,,,,,4 laminae of silt/silty mud in the section; ,,,,,,341,U1418,A,15,H,CC,A,,,,
341-U1418A-15H-CC-A,16,21,128.12,128.17,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,15,H,CC,A,,,,
341-U1418A-16H-1-A,0,118,127.8,128.98,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,silty patches throughout that may have been layers/interbeds but destroyed,,,,,,341,U1418,A,16,H,1,A,,,,
341-U1418A-16H-1-A,118,150,128.98,129.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"silts: thinly laminated, @ 1-3cm intervals, normally graded, some N 5 color",,,,,,341,U1418,A,16,H,1,A,,,,
341-U1418A-16H-2-A,0,140,129.3,130.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"silts: thinly laminated to laminated (1mm to 1cm), @ <1 to 10cm intervals (mostly), some N 5 color, thicker beds normally graded",,,,,,341,U1418,A,16,H,2,A,,,,
341-U1418A-16H-2-A,140,150,130.7,130.8,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,A,16,H,2,A,,,,
341-U1418A-16H-3-A,0,111,130.8,131.91,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,10 silt laminae; colour banding weakly developed N 4 > N 3; ,,,,,,341,U1418,A,16,H,3,A,,,,
341-U1418A-16H-4-A,0,61,131.91,132.52,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,14 silt laminae; colour banding weakly developed N 4 > N 3; ,,,,,,341,U1418,A,16,H,4,A,,,,
341-U1418A-16H-CC-A,0,18,132.52,132.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,2 silt laminae; colour banding weakly developed N 4 > N 3; ,,,,,,341,U1418,A,16,H,CC,A,,,,
341-U1418A-16H-CC-A,0,23,132.52,132.75,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,16,H,CC,A,,,,
341-U1418A-16H-CC-A,18,23,132.7,132.75,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,16,H,CC,A,,,,
341-U1418A-17H-1-A,0,57,132.5,133.07,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],rounded,,,,"8 silt laminae; 1 clast, 1cm, rounded, argillite?",,,,,,341,U1418,A,17,H,1,A,,,,
341-U1418A-17H-1-A,57,150,133.07,134,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"black patches, FeO",,,,,,341,U1418,A,17,H,1,A,,,,
341-U1418A-17H-2-A,0,2.5,134,134.025,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,17,H,2,A,,,,
341-U1418A-17H-2-A,2.5,150,134.025,135.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,23 silt laminae,,,,,,341,U1418,A,17,H,2,A,,,,
341-U1418A-17H-3-A,0,40,135.5,135.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,17,H,3,A,,,,
341-U1418A-17H-3-A,40,42,135.9,135.92,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,17,H,3,A,,,,
341-U1418A-17H-3-A,42,102,135.92,136.52,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,8 silt laminae,,,,,,341,U1418,A,17,H,3,A,,,,
341-U1418A-17H-4-A,0,8,136.52,136.6,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,17,H,4,A,,,,
341-U1418A-17H-4-A,8,10,136.6,136.62,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,17,H,4,A,,,,
341-U1418A-17H-4-A,10,73,136.62,137.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,17 silt laminae,,,,,,341,U1418,A,17,H,4,A,,,,
341-U1418A-17H-CC-A,0,28,137.25,137.53,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,17,H,CC,A,,,,
341-U1418A-17H-CC-A,28,33,137.53,137.58,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,17,H,CC,A,,,,
341-U1418A-18H-1-A,0,50,137.2,137.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,9 silt laminae,,,,,,341,U1418,A,18,H,1,A,,,,
341-U1418A-18H-1-A,50,52,137.7,137.72,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,A,18,H,1,A,,,,
341-U1418A-18H-1-A,52,150,137.72,138.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,7 silt laminae,,,,,,341,U1418,A,18,H,1,A,,,,
341-U1418A-18H-2-A,0,29,138.7,138.99,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive mud,,,,,,341,U1418,A,18,H,2,A,,,,
341-U1418A-18H-2-A,29,105,138.99,139.75,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,16 silt laminae,,,,,,341,U1418,A,18,H,2,A,,,,
341-U1418A-18H-2-A,105,140,139.75,140.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1418,A,18,H,2,A,,,,
341-U1418A-18H-2-A,140,150,140.1,140.2,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,A,18,H,2,A,,,,
341-U1418A-18H-3-A,0,144,140.2,141.64,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],,,,,,pebble [W22_2],angular,,,,"9 silt laminae; 1 clast 0.4 cm, at 55 cm, argillite?; 1 clast 1 cm subangular, at 68 cm, argillite?",,,,,,341,U1418,A,18,H,3,A,,,,
341-U1418A-18H-CC-A,0,19,141.64,141.83,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,4 silt laminae,,,,,,341,U1418,A,18,H,CC,A,,,,
341-U1418A-18H-CC-A,19,24,141.83,141.88,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,A,18,H,CC,A,,,,
341-U1418A-19H-1-A,0,66,141.9,142.56,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,9 silt laminae,,,,,,341,U1418,A,19,H,1,A,,,,
341-U1418A-19H-1-A,66,150,142.56,143.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,pebble [W22_2],rounded,,,,,,"siltstone clast (2 halves), 2 cm, rounded, at 100 cm; 1 clast, 0.3 cm, subrounded, argillite? at 70 cm",,,,,,341,U1418,A,19,H,1,A,,,,
341-U1418A-19H-2-A,0,49,143.4,143.89,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1418,A,19,H,2,A,,,,
