Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1394A-10X-CC-A,340,U1394,A,10,10-CC,X,CC,A,0.0,11.0,72.27,72.38,,,volcaniclastic-gravel [BGS-S81],100.0,granule [T07],9,,,,,100,,100.0,0,,0,,80,granule [T07],0,,0,,20,granule [T07],0,,,,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-10X-CC-A,340,U1394,A,10,10-CC,X,CC,A,11.0,16.0,72.38,72.43,,,,,,,,,,,,,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,absent [alteration],0,this horizon to PAL,,,,,,,,,,,,,
340-U1394A-10X-CC-A,340,U1394,A,10,10-CC,X,CC,A,16.0,17.0,72.43,72.44,,,volcaniclastic-gravel [BGS-S81],100.0,granule [T07],9,,,,,100,,100.0,0,,0,,80,granule [T07],0,,0,,20,granule [T07],0,,,,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-10X-CC-A,340,U1394,A,10,10-CC,X,CC,A,17.0,22.0,72.44,72.49,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,normally graded,,,,,,,,,,,,,
340-U1394A-10X-CC-A,340,U1394,A,10,10-CC,X,CC,A,22.0,24.0,72.49,72.51,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-10X-CC-A,340,U1394,A,10,10-CC,X,CC,A,24.0,26.0,72.51,72.53,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,"normally graded towards upper bed
",,,,,,,,,,,,,
340-U1394A-10X-CC-A,340,U1394,A,10,10-CC,X,CC,A,26.0,31.0,72.53,72.58,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-10X-CC-A,340,U1394,A,10,10-CC,X,CC,A,31.0,35.0,72.58,72.62,,,volcaniclastic-gravel [BGS-S81],100.0,granule [T07],9,,,,,100,,100.0,0,,0,,80,granule [T07],0,,0,,20,granule [T07],0,,,,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-11X-CC-A,340,U1394,A,11,11-CC,X,CC,A,0.0,3.0,81.6,81.63,,,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9,,,,,100,2 pieces of andesite clasts in core catcher,100.0,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,,,angular,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-13X-CC-A,340,U1394,A,13,13-CC,X,CC,A,0.0,1.0,100.8,100.81,,,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-13X-CC-A,340,U1394,A,13,13-CC,X,CC,A,1.0,16.0,100.81,100.96,,,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,normal grading,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-13X-CC-A,340,U1394,A,13,13-CC,X,CC,A,16.0,18.0,100.96,100.98,,,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5,,,,,100,volcaniclastic turbidite with crystals,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,0.0,9.0,110.4,110.49,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,9.0,10.0,110.49,110.5,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,10.0,28.0,110.5,110.68,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,28.0,30.0,110.68,110.7,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,30.0,77.0,110.7,111.17,,,carbonate ooze [Leg178],100.0,fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,77.0,80.0,111.17,111.2,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,80.0,108.0,111.2,111.48,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,108.0,112.0,111.48,111.52,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-1-A,340,U1394,A,14,14-1,X,1,A,112.0,150.0,111.52,111.9,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-2-A,340,U1394,A,14,14-2,X,2,A,0.0,20.0,111.9,112.1,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,pale grey,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-2-A,340,U1394,A,14,14-2,X,2,A,20.0,28.0,112.1,112.18,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,grey colored,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-2-A,340,U1394,A,14,14-2,X,2,A,28.0,49.0,112.18,112.39,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,"pale grey
",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-2-A,340,U1394,A,14,14-2,X,2,A,49.0,56.0,112.39,112.46,,,calcareous sand [Leg210],100.0,fine medium sand [T07],5,,,,,100,normally graded grey sand,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-CC-A,340,U1394,A,14,14-CC,X,CC,A,0.0,4.5,112.47,112.515,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,hemipelagic sediments (green dark),0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-CC-A,340,U1394,A,14,14-CC,X,CC,A,4.5,5.5,112.515,112.525,,,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,dark volcanic layer (fine sand),0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-14X-CC-A,340,U1394,A,14,14-CC,X,CC,A,5.5,33.0,112.525,112.8,,,volcaniclastic-sand [BGS-S81],50.0,fine sand [T07],4,calcareous sand [Leg210],50.0,fine mud [T07],1,100,Mixed volcanic-bioclastic turbidite. Stratified at eh base on 4cm. Normally graded from fine sand at the base to silt fine sand at the top,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-15X-1-A,340,U1394,A,15,15-1,X,1,A,0.0,4.0,120.0,120.04,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,10.0,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-15X-1-A,340,U1394,A,15,15-1,X,1,A,4.0,34.0,120.04,120.34,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-15X-CC-A,340,U1394,A,15,15-CC,X,CC,A,0.0,25.0,120.34,120.59,moderate [drilling disturbance],4,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,carbonate ooze,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-15X-CC-A,340,U1394,A,15,15-CC,X,CC,A,25.0,45.0,120.59,120.79,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5,,,,,100,Plagioclase crystals 80%; amphibole 20% normally graded,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-1-A,340,U1394,A,16,16-1,X,1,A,0.0,27.0,129.6,129.87,slight [drilling disturbance],2,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-1-A,340,U1394,A,16,16-1,X,1,A,27.0,30.0,129.87,129.9,,,volcaniclastic-mud [BGS-S81],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-1-A,340,U1394,A,16,16-1,X,1,A,30.0,31.0,129.9,129.91,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-1-A,340,U1394,A,16,16-1,X,1,A,31.0,53.0,129.91,130.13,,,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-1-A,340,U1394,A,16,16-1,X,1,A,53.0,146.0,130.13,131.06,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,0.0,26.0,131.06,131.32,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,at the 6-7 cm depth microfossils scattered (forams?); at 26-27 cm depth very fine mud laminae,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,26.0,35.0,131.32,131.41,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,,20.0,0,,0,,0,,0,,0,,0,,100,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,35.0,50.0,131.41,131.56,,,carbonate ooze [Leg178],100.0,fine mud [T07],1,,,,,100,mud clasts,10.0,0,,0,,0,,0,,0,,0,,100,,,,rounded,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,50.0,51.0,131.56,131.57,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,dense bioclastic fragments,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,51.0,70.0,131.57,131.76,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,70.0,72.0,131.76,131.78,,,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2,calcareous sand [Leg210],10.0,fine medium sand [T07],5,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,72.0,73.0,131.78,131.79,,,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2,calcareous sand [Leg210],10.0,fine medium sand [T07],5,100,1 cm clast (scoria?),5.0,0,,100,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,73.0,95.0,131.79,132.01,,,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2,calcareous sand [Leg210],10.0,fine medium sand [T07],5,100,"at the depth of 89-90 cm, fine medium sand lens with fossil (pteropod)",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,95.0,99.0,132.01,132.05,,,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2,calcareous sand [Leg210],10.0,fine medium sand [T07],5,100,,5.0,0,,0,,0,,0,,0,,0,,100,,,,rounded,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-2-A,340,U1394,A,16,16-2,X,2,A,99.0,115.0,132.05,132.21,,,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2,calcareous sand [Leg210],10.0,fine medium sand [T07],5,100,fine medium sand lens,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-CC-A,340,U1394,A,16,16-CC,X,CC,A,0.0,23.0,132.21,132.44,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,"Hemipelagic sediments with  carbonates (dominant) and few minerals (feldspars, pyroxene), grain size silt to fine sand, fine sand (thin laminae or lens), could be with burrows",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-16X-CC-A,340,U1394,A,16,16-CC,X,CC,A,23.0,32.0,132.44,132.53,,,,,,,,,,,,to PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-1-A,340,U1394,A,17,17-1,X,1,A,0.0,21.0,139.2,139.41,slight [drilling disturbance],2,carbonate ooze [Leg178],80.0,very fine mud [T07],3,calcareous sand [Leg210],20.0,fine sand [T07],4,100,,1.0,0,,0,,0,,100,granule [T07],0,,0,,0,,,,rounded,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-1-A,340,U1394,A,17,17-1,X,1,A,21.0,29.0,139.41,139.49,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-1-A,340,U1394,A,17,17-1,X,1,A,29.0,40.0,139.49,139.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-1-A,340,U1394,A,17,17-1,X,1,A,40.0,50.0,139.6,139.7,minimal [drilling disturbance],1,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-1-A,340,U1394,A,17,17-1,X,1,A,50.0,110.0,139.7,140.3,slight [drilling disturbance],2,calcareous sand [Leg210],90.0,fine sand [T07],4,carbonate ooze [Leg178],10.0,very fine mud [T07],3,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-1-A,340,U1394,A,17,17-1,X,1,A,110.0,150.0,140.3,140.7,minimal [drilling disturbance],1,carbonate ooze [Leg178],80.0,very fine mud [T07],3,calcareous sand [Leg210],20.0,fine sand [T07],4,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-2-A,340,U1394,A,17,17-2,X,2,A,0.0,42.0,140.7,141.12,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,hemipelagic sediment; beige to grey; a 1cm mud clast,5.0,0,,0,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-2-A,340,U1394,A,17,17-2,X,2,A,42.0,51.0,141.12,141.21,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-2-A,340,U1394,A,17,17-2,X,2,A,51.0,85.0,141.21,141.55,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,bioturbation,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-2-A,340,U1394,A,17,17-2,X,2,A,85.0,98.0,141.55,141.68,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-2-A,340,U1394,A,17,17-2,X,2,A,98.0,140.0,141.68,142.1,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-2-A,340,U1394,A,17,17-2,X,2,A,140.0,150.0,142.1,142.2,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,bioturbation,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-3-A,340,U1394,A,17,17-3,X,3,A,0.0,31.0,142.2,142.51,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-3-A,340,U1394,A,17,17-3,X,3,A,31.0,37.0,142.51,142.57,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-3-A,340,U1394,A,17,17-3,X,3,A,37.0,50.0,142.57,142.7,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-3-A,340,U1394,A,17,17-3,X,3,A,50.0,51.5,142.7,142.715,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-3-A,340,U1394,A,17,17-3,X,3,A,51.5,115.0,142.715,143.35,minimal [drilling disturbance],1,carbonate ooze [Leg178],100.0,very fine mud [T07],3,,,,,100,,1.0,0,,0,,0,,0,,0,,0,,100,very fine mud [T07],,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-3-A,340,U1394,A,17,17-3,X,3,A,115.0,117.0,143.35,143.37,minimal [drilling disturbance],1,carbonate ooze [Leg178],90.0,very fine mud [T07],1,calcareous sand [Leg210],10.0,fine sand [T07],4,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-3-A,340,U1394,A,17,17-3,X,3,A,117.0,150.0,143.37,143.7,minimal [drilling disturbance],1,carbonate ooze [Leg178],90.0,very fine mud [T07],1,calcareous sand [Leg210],10.0,fine sand [T07],4,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,0.0,12.0,143.7,143.82,moderate [drilling disturbance],4,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,less bioturbated,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,12.0,25.0,143.82,143.95,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,less bioturbated,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,25.0,56.0,143.95,144.26,,,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2,calcareous sand [Leg210],10.0,fine medium sand [T07],5,100,"strongly bioturbated, lateral burrows",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,56.0,68.0,144.26,144.38,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,"bioturbation, burrows",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,68.0,83.0,144.38,144.53,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,"68-71 cm depth, pellets?; burrows",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,83.0,88.0,144.53,144.58,,,calcareous sand [Leg210],100.0,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,88.0,129.0,144.58,144.99,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,"bioturbation, pellets",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,129.0,147.0,144.99,145.17,,,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2,calcareous sand [Leg210],10.0,medium sand [T07],6,100,"bioturbation, burrows",0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1394A-17X-4-A,340,U1394,A,17,17-4,X,4,A,147.0,149.0,145.17,145.19,,,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2,,,,,100,massive,0.0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
