Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417E-18R-1-A,129,142,506.99,507.12,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1417E-18R-2-A,0,137,507.12,508.49,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- colour banded mud
- 10Y 4/1 (dark greenish grey), up to 15 cm thick
- 5GY 4/1 (dark greenish grey), up to 3 cm thick
- 5Y 3/1 (very dark grey), up to 3 cm thick
- gradational boundaries between different colour
- incomplete sequences may occur
- dark greenish deposits (10Y 4/1) SLIGHTLY coarser than very dark grey ones
- occasional preservation of sub-horizontal & cross lamination (sub-mm thickness), e.g. sect. 1, 111-118 cm
- occasionally heavy bioturbationl, e.g. sect. 3, 62-68 cm


~56: calcareous fragment?",,,,,
341-U1417E-18R-3-A,0,139,508.49,509.88,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,wood,,,"- colour banded mud
- 10Y 4/1 (dark greenish grey), up to 15 cm thick
- 5GY 4/1 (dark greenish grey), up to 3 cm thick
- 5Y 3/1 (very dark grey), up to 3 cm thick
- gradational boundaries between different colour
- incomplete sequences may occur
- dark greenish deposits (10Y 4/1) SLIGHTLY coarser than very dark grey ones
- occasional preservation of sub-horizontal & cross lamination (sub-mm thickness), e.g. sect. 1, 111-118 cm
- occasionally heavy bioturbationl, e.g. sect. 3, 62-68 cm


- 73-76: plant fragments?",,,,,
341-U1417E-18R-CC-A,0,17,509.88,510.05,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- colour banded mud
- 10Y 4/1 (dark greenish grey), up to 15 cm thick
- 5GY 4/1 (dark greenish grey), up to 3 cm thick
- 5Y 3/1 (very dark grey), up to 3 cm thick
- gradational boundaries between different colour
- incomplete sequences may occur
- dark greenish deposits (10Y 4/1) SLIGHTLY coarser than very dark grey ones
- occasional preservation of sub-horizontal & cross lamination (sub-mm thickness), e.g. sect. 1, 111-118 cm
- occasionally heavy bioturbationl, e.g. sect. 3, 62-68 cm",,,,,
341-U1417E-18R-CC-A,17,22,510.05,510.1,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,
341-U1417E-19R-1-A,7,150,515.47,516.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- color banded mud interbedded with silt

- typical cycle:
- 5GY 4/1 (greyish) mud, <2 cm (top)
- 5Y 3/1 (greenish) mud, <2 cm
- 10Y 4/1 (brownish) mud, up to 15 cm
- 10Y 4/1 (brownish) laminated mud with single sand grains, up to 13.5 cm (bottom)

- colour changes between differently coloured intervals are typically gradational, but the transition from greyish to brownish deposits either mud or muddy silt ('start of a new cycle') can occasionally be sharp (and erosive)

- silty/muddy laminated intervals:
- does not always occur
- thickest sequence from 60.5-74 cm in sect. 1; usually 1 mm - 5 cm thick
- lower boundary sharp when preserved
- gradational upper boundary
- thicker intervals often sheared off at at their beds
- very occasional compressive tectonic features (e.g. sect. 2, ~76-80 cm)and 'flame structures'/load structures (e.g. sect. 3, ~87-90)

- if silty/muddy intervals are not present, the boundary between greyish and brownish intervals is sharp & irregular/straight, e.g. sect. 1, 28 cm; sect. 2, 36.5 cm

- several pyritized burrows between 7-21 cm in section 1.

",,,,,
341-U1417E-19R-2-A,0,137,516.9,518.27,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- color banded mud interbedded with silt

- typical cycle:
- 5GY 4/1 (greyish) mud, <2 cm (top)
- 5Y 3/1 (greenish) mud, <2 cm
- 10Y 4/1 (brownish) mud, up to 15 cm
- 10Y 4/1 (brownish) laminated mud with single sand grains, up to 13.5 cm (bottom)

- colour changes between differently coloured intervals are typically gradational, but the transition from greyish to brownish deposits either mud or muddy silt ('start of a new cycle') can occasionally be sharp (and erosive)

- silty/muddy laminated intervals:
- does not always occur
- thickest sequence from 60.5-74 cm in sect. 1; usually 1 mm - 5 cm thick
- lower boundary sharp when preserved
- gradational upper boundary
- thicker intervals often sheared off at at their beds
- very occasional compressive tectonic features (e.g. sect. 2, ~76-80 cm)and 'flame structures'/load structures (e.g. sect. 3, ~87-90)

- if silty/muddy intervals are not present, the boundary between greyish and brownish intervals is sharp & irregular/straight, e.g. sect. 1, 28 cm; sect. 2, 36.5 cm

- several pyritized burrows between 7-21 cm in section 1.

",,,,,
341-U1417E-19R-2-A,137,152,518.27,518.42,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,
341-U1417E-19R-3-A,0,35,518.42,518.77,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- color banded mud interbedded with silt

- typical cycle:
- 5GY 4/1 (greyish) mud, <2 cm (top)
- 5Y 3/1 (greenish) mud, <2 cm
- 10Y 4/1 (brownish) mud, up to 15 cm
- 10Y 4/1 (brownish) laminated mud with single sand grains, up to 13.5 cm (bottom)

- colour changes between differently coloured intervals are typically gradational, but the transition from greyish to brownish deposits either mud or muddy silt ('start of a new cycle') can occasionally be sharp (and erosive)

- silty/muddy laminated intervals:
- does not always occur
- thickest sequence from 60.5-74 cm in sect. 1; usually 1 mm - 5 cm thick
- lower boundary sharp when preserved
- gradational upper boundary
- thicker intervals often sheared off at at their beds
- very occasional compressive tectonic features (e.g. sect. 2, ~76-80 cm)and 'flame structures'/load structures (e.g. sect. 3, ~87-90)

- if silty/muddy intervals are not present, the boundary between greyish and brownish intervals is sharp & irregular/straight, e.g. sect. 1, 28 cm; sect. 2, 36.5 cm

- several pyritized burrows between 7-21 cm in section 1.

",,,,,
341-U1417E-19R-3-A,35,48,518.77,518.9,muddy [Leg339],clast-poor diamict [M89m],with terrestrial organic components,muddy  clast-poor diamict  with terrestrial organic components,,,,5Y 3/1 (very dark gray),none [DB86],0,,,,,,,,,wood,,,"- clast poor muddy/sandy diamict with organic components
- mud clasts (max. 0.5*0.8 cm2)
- plant fragments (max 1 mm thick & 5 mm long)
- erosive lower boundary
- ""frozen half way ripped off clasts"" at the base
- upper boundary not preserved
- no grading visible",,,,,
341-U1417E-19R-3-A,48,149,518.9,519.91,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- color banded mud interbedded with silt

- typical cycle:
- 5GY 4/1 (greyish) mud, <2 cm (top)
- 5Y 3/1 (greenish) mud, <2 cm
- 10Y 4/1 (brownish) mud, up to 15 cm
- 10Y 4/1 (brownish) laminated mud with single sand grains, up to 13.5 cm (bottom)

- colour changes between differently coloured intervals are typically gradational, but the transition from greyish to brownish deposits either mud or muddy silt ('start of a new cycle') can occasionally be sharp (and erosive)

- silty/muddy laminated intervals:
- does not always occur
- thickest sequence from 60.5-74 cm in sect. 1; usually 1 mm - 5 cm thick
- lower boundary sharp when preserved
- gradational upper boundary
- thicker intervals often sheared off at at their beds
- very occasional compressive tectonic features (e.g. sect. 2, ~76-80 cm)and 'flame structures'/load structures (e.g. sect. 3, ~87-90)

- if silty/muddy intervals are not present, the boundary between greyish and brownish intervals is sharp & irregular/straight, e.g. sect. 1, 28 cm; sect. 2, 36.5 cm

- several pyritized burrows between 7-21 cm in section 1.

",,,,,
341-U1417E-19R-CC-A,0,8.5,519.91,519.995,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- color banded mud interbedded with silt

- typical cycle:
- 5GY 4/1 (greyish) mud, <2 cm (top)
- 5Y 3/1 (greenish) mud, <2 cm
- 10Y 4/1 (brownish) mud, up to 15 cm
- 10Y 4/1 (brownish) laminated mud with single sand grains, up to 13.5 cm (bottom)

- colour changes between differently coloured intervals are typically gradational, but the transition from greyish to brownish deposits either mud or muddy silt ('start of a new cycle') can occasionally be sharp (and erosive)

- silty/muddy laminated intervals:
- does not always occur
- thickest sequence from 60.5-74 cm in sect. 1; usually 1 mm - 5 cm thick
- lower boundary sharp when preserved
- gradational upper boundary
- thicker intervals often sheared off at at their beds
- very occasional compressive tectonic features (e.g. sect. 2, ~76-80 cm)and 'flame structures'/load structures (e.g. sect. 3, ~87-90)

- if silty/muddy intervals are not present, the boundary between greyish and brownish intervals is sharp & irregular/straight, e.g. sect. 1, 28 cm; sect. 2, 36.5 cm

- several pyritized burrows between 7-21 cm in section 1.

",,,,,
341-U1417E-19R-CC-A,8.5,13,519.995,520.04,,,,,,,,,,,,,,,,,,,,,,sample PAL,,,,,
341-U1417E-20R-1-A,0,135,525.1,526.45,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"clayey mud interbedded with silt/fine sand beds; silt beds are finely laminated (< 1mm) and have sharp lower boundaries; fining upward (gradational upper boundaries); recurrent intervals of very fine dispersed organic matter (bitumen odour); mud is slightly color banded; few black mottles; drilling disturbances (biscuits, flow in) preferentially at bottom of silt beds",,,,,
341-U1417E-20R-1-A,135,150,526.45,526.6,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417E-20R-2-A,0,95,526.6,527.55,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"color banded (10Y 4/1 to 5GY 3/1) clayey mud interbedded with silt beds; silt beds: fine laminations (< 1 mm), sharp lower boundaries, fining upward",,,,,
341-U1417E-20R-CC-A,0,12,527.55,527.67,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,few black mottles,,,,,
341-U1417E-20R-CC-A,12,17,527.67,527.72,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417E-21R-1-A,0,34,534.8,535.14,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,wood,,,"- colour banded mud
- 5GY 4/1 (dark greenish grey)
- 10Y 4/1 (dark greenish grey)
- sharp to gradational boundaries

- lense of sandy mud with plant/coal(?) fragments around 11-13 (rel. heavily disturbed)",,,,,
341-U1417E-21R-1-A,34,40.5,535.14,535.205,,sand [Leg210],with mud [Leg339],sand  with mud ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,wood,,,"- very fine sand
- chunk of plant fragments from ~34.5-40?
- heavily disturbed
- some lamination preserved in uppermost ~2 cm",,,,,
341-U1417E-21R-1-A,40.5,57,535.205,535.37,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- colour banded mud
- 5GY 4/1 (dark greenish grey)
- 10Y 4/1 (dark greenish grey)
- sharp to gradational boundaries",,,,,
341-U1417E-21R-CC-A,0,13,535.37,535.5,,siltstone [Leg210],,siltstone ,,,,N 7 (light gray),,,,,,,,,,,,,,"- two pieces of siltstone with sub-rounded clasts (<2 mm)
- with calcareous cement?",,,,,
341-U1417E-22R-1-A,0,80,544.5,545.3,,interbedded silt(stone) and mud(stone) [McKW53],with terrestrial organic components,interbedded silt(stone) and mud(stone)  with terrestrial organic components,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"mud with interbedded thin silt beds (10Y 4/1; fine laminated (< 1 mm) with sharp lower and gradational upper boundaries; silts contain black grains of <1 mm (probably coal or shale?);
well rounded (black, brown when scratched) piece of coal found in CC (all to PAL)",,,,,
341-U1417E-23R-1-A,0,68,554.2,554.88,,interbedded silt(stone) and mud(stone) [McKW53],with sand [Leg339],interbedded silt(stone) and mud(stone)  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-23R-1-A,68,80.5,554.88,555.005,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-23R-1-A,80.5,119,555.005,555.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-23R-CC-A,0,5,555.39,555.44,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-24R-1-A,0,50,563.9,564.4,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 3 (very dark gray),heavy [DB86],3,,,,,,,,,,,,colour banding dark grey N 3 > greenish grey 10Y 3/2,,,,,
341-U1417E-24R-1-A,50,61,564.4,564.51,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-24R-1-A,61,84,564.51,564.74,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,color banding,N 3 (very dark gray),heavy [DB86],3,,,,,,,,,,,,colour banding dark grey N 3 > greenish grey 10Y 3/2,,,,,
341-U1417E-24R-1-A,84,99,564.74,564.89,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-24R-2-A,0,41,564.89,565.3,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,
341-U1417E-24R-2-A,41,131,565.3,566.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),moderate [DB86],2,,,,,,,,,,,,"silts normally graded, muds bioturbated heavy",,,,,
341-U1417E-24R-2-A,131,152,566.2,566.41,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,
341-U1417E-24R-CC-A,0,4,566.41,566.45,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-25R-1-A,0,9,573.6,573.69,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-25R-1-A,9,13,573.69,573.73,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-25R-1-A,13,19,573.73,573.79,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-25R-1-A,19,45,573.79,574.05,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,brown (5Y 4/1) color bands,gradational contact,biotubated,,,
341-U1417E-25R-1-A,45,61,574.05,574.21,,diamict [M89m],with sand [Leg339],diamict  with sand ,,,normal grading,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,,,,,,
341-U1417E-25R-1-A,61,63,574.21,574.23,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,
341-U1417E-25R-1-A,63,75,574.23,574.35,,diamict [M89m],with volcanic ash [Leg339],diamict  with volcanic ash ,trace amount,1,normal grading,N 4 (dark gray),none [DB86],0,present [A79],5,,,,,,,,,,,,,,,
341-U1417E-25R-1-A,75,115,574.35,574.75,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green (5G 4/1) color bands,,,,,
341-U1417E-25R-1-A,115,125,574.75,574.85,,,,,,,,,,,,,,,,,,,,,,SCRE,,,,,
341-U1417E-25R-1-A,125,138,574.85,574.98,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-25R-1-A,138,142,574.98,575.02,,,,,,,,,,,,,,,,,,,,,,MBIO,,,,,
341-U1417E-25R-2-A,0,40,575.02,575.42,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green (5G 4/1) color bands,,,,,
341-U1417E-25R-2-A,40,47.5,575.42,575.495,,silt [Leg210],with dispersed clasts,silt  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,
341-U1417E-25R-2-A,47.5,63,575.495,575.65,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green (5G 4/1) color bands,,,,,
341-U1417E-25R-2-A,63,71,575.65,575.73,,silt [Leg210],with dispersed clasts,silt  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,
341-U1417E-25R-2-A,71,93,575.73,575.95,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,green (5G 4/1) color bands,,,,,
341-U1417E-25R-CC-A,0,8.5,575.95,576.035,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,
341-U1417E-25R-CC-A,8.5,14,576.035,576.09,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,
341-U1417E-25R-CC-A,14,19,576.09,576.14,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-26R-1-A,0,39,583.3,583.69,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,"colour banding, dark greenish grey 5GY 3/1 < dark brownish grey 10Y 3/2",sharp contact,planar,,,
341-U1417E-26R-1-A,39,97,583.69,584.27,muddy [Leg339],clast-poor diamict [M89m],with sand [Leg339],muddy  clast-poor diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,wood,,,"angular, flaky clasts of jet black material, shiny, abundant, <0.5 cm, flakes arranged parallel to bedding; some small rounded coal fragments, a few elongate wood fragments up to 1cm long",,,,,
341-U1417E-26R-1-A,97,116,584.27,584.46,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,"colour banding, dark greenish grey 5GY 3/1 < dark brownish grey 10Y 3/2",sharp contact,planar,,,
341-U1417E-26R-1-A,116,120,584.46,584.5,,,,,,,,,,,,,,,,,,,,,,HS,,,,,
341-U1417E-26R-1-A,120,131,584.5,584.61,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-26R-2-A,0,62,584.61,585.23,muddy [Leg339],clast-poor diamict [M89m],with silt [Leg339],muddy  clast-poor diamict  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"rounded mud clasts > 7 cm, elongate, at 0-8 and 30-34 cm; angular, flaky clasts of jet black material, shiny, abundant, <0.5 cm, flakes arranged parallel to bedding; some small rounded coal fragments",sharp contact,planar,,,
341-U1417E-26R-2-A,62,109,585.23,585.7,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,"colour banding, dark greenish grey 5GY 3/1 < dark brownish grey 10Y 3/2",sharp contact,planar,,,
341-U1417E-26R-2-A,109,114,585.7,585.75,,,,,,,,,,,,,,,,,,,,,,flow-in,,,,,
341-U1417E-26R-2-A,114,141,585.75,586.02,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,"colour banding, dark greenish grey 5GY 3/1 < dark brownish grey 10Y 3/2",sharp contact,planar,,,
341-U1417E-26R-2-A,141,150,586.02,586.11,muddy [Leg339],clast-poor diamict [M89m],with silt [Leg339],muddy  clast-poor diamict  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"rounded greenish clasts, ca. 0.5 cm, tuff?; angular partly flakeey jet black clasts, arranged parallel to bedding; abundant heavy minerals",,,,,
341-U1417E-26R-3-A,0,7,586.11,586.18,,silt [Leg210],with abundant clasts,silt  with abundant clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],6,,,,,,,,,,,,,,,
341-U1417E-26R-3-A,7,62,586.18,586.73,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,brown color bands,,,,,
341-U1417E-26R-3-A,62,67,586.73,586.78,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-26R-3-A,67,91,586.78,587.02,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,green color bands,,,,,
341-U1417E-26R-3-A,91,99.5,587.02,587.105,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,normal grading,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,,,,,,
341-U1417E-26R-3-A,99.5,119,587.105,587.3,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-26R-CC-A,0,6,587.3,587.36,,mud [Leg210],with terrestrial organic components,mud  with terrestrial organic components,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,wood,,,muddy matrix with many small black wood/coal/plant? (organic origin) fragments; @4cm wood fragment,,planar,,,
341-U1417E-26R-CC-A,6,11,587.36,587.41,,mud [Leg210],,mud ,,,color banding,5g 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,brown color bands,,,,,
341-U1417E-26R-CC-A,11,16,587.41,587.46,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-27R-1-A,0,14.5,593,593.145,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-27R-1-A,14.5,23.5,593.145,593.235,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"sharp base, gradational top",sharp contact,planar,,,
341-U1417E-27R-1-A,23.5,29,593.235,593.29,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-27R-1-A,29,47,593.29,593.47,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"sharp base, gradational top",sharp contact,planar,,,
341-U1417E-27R-1-A,47,60,593.47,593.6,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-27R-1-A,60,69,593.6,593.69,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"sharp base, gradational top",sharp contact,planar,,,
341-U1417E-27R-1-A,69,150,593.69,594.5,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417E-27R-2-A,0,34,594.5,594.84,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,pteropod at 19 cm in archive half,sharp contact,planar,,,
341-U1417E-27R-2-A,34,36,594.84,594.86,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,"small coal fragments, flaky, <0.5 cm, clay-rich",sharp contact,planar,,,
341-U1417E-27R-2-A,36,86,594.86,595.36,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,small pyritized burrows,,,,,
341-U1417E-27R-3-A,0,105,595.36,596.41,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,sparse black mottling; brown/gray color bands; 18-33cm: some very small pyritized patches,,,,,
341-U1417E-27R-3-A,105,120,596.41,596.56,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417E-27R-4-A,0,37,596.56,596.93,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,sparse black mottling; brown gray color bands,,,,,
341-U1417E-27R-4-A,37,45,596.93,597.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417E-27R-4-A,45,92,597.01,597.48,,mud [Leg210],,mud ,,,color banding,5G 4/1 (dark greenish gray),heavy [DB86],3,absent [A79],,,,,,,,,,,sparse black mottling; brown gray color bands,,,,,
341-U1417E-27R-4-A,92,106,597.48,597.62,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,
341-U1417E-27R-CC-A,0,6,597.62,597.68,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417E-28R-1-A,0,72,602.7,603.42,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,color banding green/brown,,,,,
341-U1417E-28R-1-A,72,101,603.42,603.71,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,"drilling disturbance, mousselike, destroyed; muddy sand",,,,,
341-U1417E-28R-2-A,0,13,603.71,603.84,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,"drilling disturbance, mousselike, destroyed; muddy sand",,,,,
341-U1417E-28R-2-A,13,21.5,603.84,603.925,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-28R-2-A,21.5,25,603.925,603.96,,,,,,,,,,,,,,,,,,,,,,"drilling disturbance, mousselike, destroyed; muddy sand",,,,,
341-U1417E-28R-2-A,25,44,603.96,604.15,muddy [Leg339],silt [Leg210],with dispersed clasts,muddy  silt  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sharp base, gradational top; small jet black angular, flaky, clasts, fine sand",sharp contact,irregular,,,
341-U1417E-28R-2-A,44,52.5,604.15,604.235,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417E-28R-2-A,52.5,55.5,604.235,604.265,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417E-28R-2-A,55.5,62.5,604.265,604.335,,mud [Leg210],,mud ,,,color banding,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,,,
