Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1515A-48R-2-A,50,102,442.15,442.67,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),mottled,,,,,fine sand [W22_2],4.0,,,high,3.0,Possible convoluted strata.,,,,,,,,roots,,silty sandstone,silty sandstone,,,,369,U1515,A,48,R,2,A
369-U1515A-48R-3-A,0,14,442.67,442.81,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),mottled,,,,,fine sand [W22_2],4.0,,,high,3.0,Possible convoluted strata.,,,,,,,,roots,,silty sandstone,silty sandstone,,,,369,U1515,A,48,R,3,A
369-U1515A-48R-3-A,14,64,442.81,443.31,,,,,quartzitic,sandstone ,with feldspar,quartzitic sandstone with feldspar,,,2.5Y 6/1 (gray),,wavy strata,normal grading,convolute,,medium sand [W22_2],5.0,,,none,0.0,Plant/coaly debris throughout this interval.,,,,,,,,roots,,quartzitic sandstone,sandstone with feldspar,,,,369,U1515,A,48,R,3,A
369-U1515A-48R-CC-A,0,12,443.31,443.43,,,,,quartzitic,sandstone ,with feldspar,quartzitic sandstone with feldspar,,,2.5Y 6/1 (gray),,wavy strata,normal grading,convolute,,medium sand [W22_2],5.0,nodule,sulfide,none,0.0,"Between 0-5 cm, a thin bed of black very fine sandstone. There is also a nodule of pyrite at 10 cm.",,,,,,,,,,quartzitic sandstone,sandstone with feldspar,,,,369,U1515,A,48,R,CC,A
369-U1515A-49R-1-A,0,23,449.9,450.13,,,,,,silty sandstone,,silty sandstone,,,GLEY 1 3/N (very dark gray),,rhythmic lamination,inverse grading,,,fine sand [W22_2],4.0,,,,,,sharp boundary or contact,sharp,sharp,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,49,R,1,A
369-U1515A-49R-1-A,23,61,450.13,450.51,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,rhythmic lamination,,convolute,,fine sand [W22_2],4.0,,,,,Alternating silt–clay lamination.,uncertain boundary or contact,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,49,R,1,A
369-U1515A-49R-1-A,61,74,450.51,450.64,,,,,,claystone ,,claystone,,,2.5Y 2.5/1 (black),,,,,,clay [W22_1],1.0,,,,,,uncertain boundary or contact,,,,,,,,,claystone,claystone,,,,369,U1515,A,49,R,1,A
369-U1515A-49R-1-A,74,105,450.64,450.95,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,,,,,fine sand [W22_2],4.0,nodule,sulfide,,,A sandstone fragment with disseminated pyrite was present at 95-99cm,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,49,R,1,A
369-U1515A-49R-2-A,0,90,450.95,451.85,,,,,,claystone ,,claystone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,,gradational boundary or contact,gradational,gradational,,,,,,,claystone,claystone,,,,369,U1515,A,49,R,2,A
369-U1515A-49R-2-A,90,146,451.85,452.41,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),mottled,,,,,fine sand [W22_2],4.0,,,,,,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,49,R,2,A
369-U1515A-49R-3-A,0,20,452.41,452.61,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,,,,,fine sand [W22_2],4.0,,,,,,gradational boundary or contact,gradational,gradational,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,49,R,3,A
369-U1515A-49R-3-A,20,50,452.61,452.91,,,,,,claystone ,,claystone,,,2.5Y 2.5/1 (black),,,,,,clay [W22_1],1.0,,,,,,gradational boundary or contact,gradational,gradational,,,,,,,claystone,claystone,,,,369,U1515,A,49,R,3,A
369-U1515A-49R-3-A,50,100,452.91,453.41,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),mottled,,,,,fine sand [W22_2],4.0,,,,,Alternating silt–clay lamination.,uncertain boundary or contact,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,49,R,3,A
369-U1515A-49R-3-A,100,122,453.41,453.63,,,,,,claystone ,,claystone,,,2.5Y 2.5/1 (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,"In section 3, coaly lenses are present at 112 cm",,,,,,,,,,claystone,claystone,,,,369,U1515,A,49,R,3,A
369-U1515A-49R-4-A,0,113,453.63,454.76,,,,,,claystone ,,claystone,,,2.5Y 2.5/1 (black),massive [BJ84],,,structureless,,clay [W22_1],1.0,,,,,Plant/coaly debris throughout this interval.,,,,,,,,,,claystone,claystone,,,,369,U1515,A,49,R,4,A
369-U1515A-49R-CC-A,0,27,454.76,455.03,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,,,,,fine sand [W22_2],4.0,,,,,,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,49,R,CC,A
369-U1515A-50R-1-A,0,15,459.5,459.65,,,,,,claystone ,,claystone,,,2.5Y 2.5/1 (black),,,,,,clay [W22_1],1.0,,,,,"From 105 cm to end of section, Plant/coaly lenses are present.",gradational boundary or contact,gradational,gradational,,,,,,,claystone,claystone,,,,369,U1515,A,50,R,1,A
369-U1515A-50R-1-A,15,145,459.65,460.95,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),mottled,wavy strata,normal grading,,,fine sand [W22_2],4.0,,,,,Alternating silt–clay lamination.,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,50,R,1,A
369-U1515A-50R-CC-A,0,12,460.95,461.07,,,,,quartzitic,sandstone ,,quartzitic sandstone,,,2.5Y 6/1 (gray),,,,,,medium sand [W22_2],5.0,,,,,,,,,,,,,,,quartzitic sandstone,sandstone,,,,369,U1515,A,50,R,CC,A
369-U1515A-53R-1-A,0,7,488.3,488.37,,,,,quartzitic,sandstone ,,quartzitic sandstone,,,GLEY 1 7/N (light gray),,rhythmic lamination,,,,very coarse sand [W22_2],7.0,,,,,Fragment of very coarse quartz sandstone,uncertain boundary or contact,,,,,,,,,quartzitic sandstone,sandstone,,,,369,U1515,A,53,R,1,A
369-U1515A-53R-1-A,7,31,488.37,488.61,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,rhythmic lamination,,,,fine sand [W22_2],4.0,,,,,,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,53,R,1,A
369-U1515A-54R-1-A,0,11,497.9,498.01,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,wavy strata,normal grading,,,fine sand [W22_2],4.0,,,,,Plant/coaly debris throughout this interval.,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,54,R,1,A
369-U1515A-54R-1-A,11,40,498.01,498.3,,,,,,silty claystone,,silty claystone,,,2.5Y 2.5/1 (black),,rhythmic lamination,,,,clay [W22_1],1.0,,,,,Alternating silt–clay lamination.,gradational boundary or contact,gradational,gradational,,,,,,,silty claystone,silty claystone,,,,369,U1515,A,54,R,1,A
369-U1515A-54R-1-A,40,133,498.3,499.23,,,,,,sandstone ,,sandstone,,,2.5Y 4/1 (dark gray),mottled,wavy strata,,,,fine sand [W22_2],4.0,,,,,Plant/coaly debris throughout this interval.,,,,,,,,roots,,sandstone,sandstone,,,,369,U1515,A,54,R,1,A
369-U1515A-54R-2-A,0,50,499.23,499.73,,,,,,silty sandstone,,silty sandstone,,,2.5Y 6/1 (gray),,rhythmic lamination,,,,medium sand [W22_2],5.0,,,,,,gradational boundary or contact,gradational,gradational,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,54,R,2,A
369-U1515A-54R-2-A,50,59,499.73,499.82,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,,,,,fine sand [W22_2],4.0,,,,,Alternating silt–clay lamination.,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,54,R,2,A
369-U1515A-54R-CC-A,0,17,499.82,499.99,,,,,,silty sandstone,,silty sandstone,,,2.5Y 4/1 (dark gray),,rhythmic lamination,,,,fine sand [W22_2],4.0,,,,,,,,,,,,,,,silty sandstone,silty sandstone,,,,369,U1515,A,54,R,CC,A
369-U1515A-55R-1-A,0,65,507.5,508.15,,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),,parallel lamination,normal grading,flame structure,,silt [W22_1],2.0,,,,,"In Section 1, there thin are laminations from 0-14 cm. Normal grading is present throughout the lower portion of the interval with fine sand a t the bottom.",uncertain boundary or contact,linear,,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1515,A,55,R,1,A
369-U1515A-55R-1-A,65,89,508.15,508.39,,,,,,silty claystone,,silty claystone,,,2.5Y 2.5/1 (black),,parallel lamination,,,,clay [W22_1],1.0,,,,,"In Section 1( 65-89 cm), there are thin lenses of fine sand/silt and black organics(?).",,,,,,,,,,silty claystone,silty claystone,,,,369,U1515,A,55,R,1,A
369-U1515A-55R-1-A,89,124,508.39,508.74,,,,,,siltstone ,,siltstone,,,2.5Y 2.5/1 (black),mottled,,normal grading,,,silt [W22_1],2.0,,,,,"In Section 1, (89-124 cm) there is some mottling at 113-124 cm but can't see distinct burrows.",,,,,,,,,,siltstone,siltstone,,,,369,U1515,A,55,R,1,A
369-U1515A-55R-2-A,0,75,508.74,509.49,,,,,,sandy siltstone,,sandy siltstone,,,2.5Y 3/1 (very dark gray),mottled,,normal grading,,,silt [W22_1],2.0,,,,,In Section 2 (0-75 cm) there is some mottling toward the top of the section. There is also a vein infilled with a white mineral (probably quartz) at 32 cm. There is a fault at 16-17 cm that is infilled with quartz.,sharp boundary or contact,linear,sharp,,,,,,,sandy siltstone,sandy siltstone,,,,369,U1515,A,55,R,2,A
369-U1515A-55R-2-A,75,102,509.49,509.76,,,,,,siltstone ,,siltstone,,,2.5Y 2.5/1 (black),,,inverse grading,,,silt [W22_1],2.0,,,,,Contains wood clasts. Inversely graded from bottom of interval to 81 cm then normal grading from 81 cm to the top of the interval.,sharp inclined boundary or contact,irregular,diffuse,,,,,,,siltstone,siltstone,,,,369,U1515,A,55,R,2,A
369-U1515A-55R-2-A,102,131,509.76,510.05,,,,,,siltstone ,,siltstone,,,2.5Y 2.5/1 (black),,,normal grading,,,silt [W22_1],2.0,,,,,Normal grading with high energy mass movement with possible turbidite. There are medium sands at the bottom of this interval.,sharp boundary or contact,linear,sharp,,,,,,,siltstone,siltstone,,,,369,U1515,A,55,R,2,A
369-U1515A-55R-2-A,131,142,510.05,510.16,,,,,,siltstone ,,siltstone,,,2.5Y 2.5/1 (black),massive [BJ84],,,,,silt [W22_1],2.0,,,,,,sharp inclined boundary or contact,linear,sharp,,,,,,,siltstone,siltstone,,,,369,U1515,A,55,R,2,A
369-U1515A-55R-2-A,142,146,510.16,510.2,,,,,,sandstone ,,sandstone,,,2.5Y 3/1 (very dark gray),massive [BJ84],,,,,fine sand [W22_2],4.0,,,,,,,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,55,R,2,A
369-U1515A-55R-3-A,0,137,510.2,511.57,,,,,,siltstone ,,siltstone,,,2.5Y 3/1 (very dark gray),mottled,,normal grading,,,silt [W22_1],2.0,,,,,In Section 3 (15-17 cm) there is a medium sand interval that is well lithified and has a metallic sheen (maybe pyrite?) there is also a possilbe chert (?) at 106-108 cm). There is more intense mottling in the lower 6 cm of the section. There are small wood fragments scattered throughout the section. Bituminous coal is found at 62 cm,,,,,,,,,,siltstone,siltstone,,,,369,U1515,A,55,R,3,A
369-U1515A-55R-4-A,0,127,511.57,512.84,,,,,,siltstone ,,siltstone,,,2.5Y 3/1 (very dark gray),mottled,,,,,silt [W22_1],2.0,,,,,"In Section 4, there are at least two distinct fining upward sequences that are marked by medium sand at the bottom and fines up into silt. The bottoms are also mottled with a lighter colored sand. From 80-84 cm there is an interval with soft sediment deformation. There are a few discrete burrows scattered throughout the section. The upper 35 cm of the section is massive and shows no signs of layers or laminations.",,,,,,,,,,siltstone,siltstone,,,,369,U1515,A,55,R,4,A
369-U1515A-55R-CC-A,0,14,512.84,512.98,,,,,,sandstone ,,sandstone,,,2.5Y 3/1 (very dark gray),,parallel lamination,,,,fine sand [W22_2],4.0,,,,,Laminations are slightly inclined.,,,,,,,,,,sandstone,sandstone,,,,369,U1515,A,55,R,CC,A
