Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1518E-18F-CC-A,0,35,96.14,96.49,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-19F-1-A,0,96,96.7,97.66,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,ash pods,,,,,,,,"Bases of silt layers at 11, 34, 49, 80 cm.",,,
375-U1518E-19F-CC-A,0,11,97.81,97.92,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Poor sorted nannofossil rich alternating silt and mud layers.,,,
375-U1518E-20F-1-A,0,12,98,98.12,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Poor sorted nannofossil rich alternating silt and mud layers.,,,
375-U1518E-20F-2-A,0,90,98.12,99.02,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of silt layer at 26 cm.,,,
375-U1518E-20F-2-A,90,102,99.02,99.14,,,sandy silt,,sandy silt,sandy silt,sandy silt,N 4 (dark gray),planar,sharp,planar sharp,inclined,medium bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,,,,
375-U1518E-20F-2-A,102,109,99.14,99.21,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,unconsolidated,,poor,,,,,,,,,,,,,,,
375-U1518E-20F-2-A,119,129,99.31,99.41,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of silt layer at 122 cm.,,,
375-U1518E-20F-3-A,0,30,99.58,99.88,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,ash pods,,,,,,,,Poor sorted nannofossil rich alternating silt and mud layers.,,,
375-U1518E-20F-3-A,38,69,99.96,100.27,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,ash pods,,,,,,,,Poor sorted nannofossil-rich alternating silt and mud layers. Drilling disturbance obscures bedding after 39 cm.,,,
375-U1518E-20F-3-A,72,132,100.3,100.9,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,ash pods,,,,,,,,Poor sorted nannofossil rich alternating silt and mud layers. Drilling disturbance obscures bedding.,,,
375-U1518E-20F-4-A,0,142,101.1,102.52,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-20F-5-A,0,46,102.52,102.98,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-20F-CC-A,0,20,103.23,103.43,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-21F-1-A,0,130,102.7,104,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of silt layers at 6, 19, 80, 87, 108,125 cm.",,,
375-U1518E-21F-2-A,0,61,104.1,104.71,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of silt layer at 9 cm.,,,
375-U1518E-22F-1-A,0,137,107.4,108.77,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of silt layer at 49 cm. Drilling disturbance obscures bedding after 49 cm.,,,
375-U1518E-22F-CC-A,0,12,108.77,108.89,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-23F-1-A,0,58,112.1,112.68,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bases of silt layers at 23 and 32 cm. Shell fragments at 35 cm.,,,
375-U1518E-23F-2-A,0,14,112.84,112.98,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 3 (very dark gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-23F-2-A,14,64,112.98,113.48,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of silt layers at 15, and 33. Soupy at the very top to 10cm depth.",,,
375-U1518E-23F-2-A,64,84,113.48,113.68,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,5Y 4/1 (dark gray),planar,sharp,planar sharp,horizontal,medium bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,,,,
375-U1518E-23F-2-A,84,86,113.68,113.7,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,,,,
375-U1518E-23F-3-A,0,67,113.7,114.37,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Poor sorted nannofossil rich alternating silt and mud layers. Drilling disturbance obscures sedimentary structures from 52 cm to the bottom.,,,
375-U1518E-23F-CC-A,0,22,114.37,114.59,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Poor sorted nannofossil rich alternating silt and mud layers. Drilling disturbance obscures sedimentary structures.,,,
375-U1518E-24F-1-A,0,75,116.8,117.55,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Base of silt layers at 2, 28, 53 cm.",,,
375-U1518E-24F-1-A,75,87,117.55,117.67,,mixed clastic,sandy silt,with volcaniclastics,mixed clastic sandy silt,mixed clastic sandy silt with volcaniclastics,sandy silt with volcaniclastics,N 4 (dark gray),irregular,sharp,irregular sharp,inclined,medium bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,,,,
375-U1518E-24F-1-A,87,94,117.67,117.74,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,,,,
375-U1518E-24F-2-A,0,98,117.74,118.72,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-24F-3-A,0,56,118.92,119.48,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-24F-3-A,56,77,119.48,119.69,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 4 (dark gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,,,,
375-U1518E-24F-3-A,77,89,119.69,119.81,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-24F-CC-A,0,13,119.81,119.94,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures some beddings. Bottom contact of sandy silt layer at 13 cm.,,,
375-U1518E-25F-1-A,0,20,121.5,121.7,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,,,,
375-U1518E-25F-1-A,20,30,121.7,121.8,,mixed clastic,sandy silt,with ash,mixed clastic sandy silt,mixed clastic sandy silt with ash,sandy silt with ash,N 5 (gray),irregular,gradational,irregular gradational,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,,,,
375-U1518E-25F-1-A,30,58,121.8,122.08,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of silt layer at 30 cm.,,,
375-U1518E-25F-2-A,0,62,122.42,123.04,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unconsolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of silt layer at 30 cm. Drilling disturbance obscures after 30 cm.,,,
375-U1518E-25F-CC-A,0,15,123.04,123.19,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,,,,,,,,,,,,,,,Drilling disturbance obscures bedding.,,,
375-U1518E-26X-1-A,0,150,123.5,125,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of silt layers at 7, 31, 46, 55, 81, 116, 125 cm.",,,
375-U1518E-26X-2-A,0,150,125,126.5,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 3, 29, 51, 74, 105, 115 cm.",,,
375-U1518E-26X-3-A,0,50,126.5,127,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,inclined,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 5, 24, 63, 92, 97 and 114 cm. Layers at 92, 97, and 114 are much lighter in color and more silty than other layers.",,,
375-U1518E-26X-3-A,50,63,127,127.13,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 5 (gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,,,,
375-U1518E-26X-3-A,63,121,127.13,127.71,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,inclined,very thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 5, 24, 63, 92, 97 and 114 cm. Layers at 92, 97, and 114 are much lighter in color and more silty than other layers.",,,
375-U1518E-26X-4-A,0,4,127.9,127.94,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,,,,
375-U1518E-26X-4-A,4,15,127.94,128.05,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 4 (dark gray),planar,sharp,planar sharp,horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-26X-4-A,15,79,128.05,128.69,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 22, 36, 58. Silty pods at the sides of core at 58 cm (possibly a disturbed layer?).",,,
375-U1518E-26X-4-A,79,92,128.69,128.82,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 5 (gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,parallel bedding,,,,,,,,,,,,,,
375-U1518E-26X-4-A,92,135,128.82,129.25,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of sandy silt layers at 103 and 147 (the bottom contact of the lowermost layer is not visible at the bottom of the section). Silty pods at the sides of core at 58 cm (possibly a disturbed layer?).,,,
375-U1518E-26X-4-A,135,147,129.25,129.37,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 4 (dark gray),,,,,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-26X-5-A,0,79,129.37,130.16,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,lenticular bedded,,,,,,,,"Bases of sandy silt layers at 2, and 33 cm. Lenticules of pyrite at 48 and 59 cm.",,,
375-U1518E-26X-5-A,79,94,130.16,130.31,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 3 (very dark gray),irregular,gradational,irregular gradational,horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-26X-5-A,94,105,130.31,130.42,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,,consolidated,normal grading,poor,parallel bedding,,,lenticular bedded,,,,,,,,,,,
375-U1518E-26X-6-A,0,6,130.62,130.68,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 5 (gray),curviplanar,sharp,curviplanar sharp,inclined,thin bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-26X-6-A,6,45,130.68,131.07,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Bottom of sandy silt layer at 6 cm.,,,
375-U1518E-26X-6-A,45,71,131.07,131.33,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 3 (very dark gray),irregular,gradational,irregular gradational,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-26X-6-A,71,150,131.33,132.12,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 71, 82, and 132 cm.",,,
375-U1518E-26X-7-A,0,77,132.12,132.89,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 18, 39 and 56 cm.",,,
375-U1518E-26X-CC-A,0,6,132.89,132.95,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),,,,,,consolidated,,,,,,,,,,,,,,,,,
375-U1518E-27X-1-A,0,60,133.3,133.9,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 5, and 31 cm. All bases have some drilling disturbance which either offsets or shears the bottom contact.",,,
375-U1518E-27X-1-A,60,80,133.9,134.1,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 3 (very dark gray),irregular,gradational,irregular gradational,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-27X-1-A,80,116,134.1,134.46,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,,,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,Base of sandy silt layer at 80. Base has some drilling disturbance which either offsets or shears the bottom contact.,,,
375-U1518E-27X-1-A,116,128,134.46,134.58,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 4 (dark gray),irregular,sharp,irregular sharp,inclined,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-27X-1-A,128,151,134.58,134.81,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,,,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,,,,
375-U1518E-27X-2-A,0,81,134.81,135.62,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 15, and 52 cm. Base of layer at 52 cm has some drilling disturbance which offsets the bottom contact.",,,
375-U1518E-27X-2-A,81,97,135.62,135.78,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 3 (very dark gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-27X-2-A,97,121,135.78,136.02,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,,,,
375-U1518E-27X-3-A,0,101,136.22,137.23,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,,,,,,,,,,,,"Bases of sandy silt layers at 21, 37, 69, and 92 cm. Sandy silt pod at 91 cm.",,,
375-U1518E-27X-3-A,101,114,137.23,137.36,,mixed clastic,sandy silt,with volcaniclastics,mixed clastic sandy silt,mixed clastic sandy silt with volcaniclastics,sandy silt with volcaniclastics,N 5 (gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-27X-3-A,114,150,137.36,137.72,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,normal grading,poor,,,,,,,,,,,,Base of sandy silt layers at 114 cm. Base of layer at 114 cm shows some drilling disturbance which offsets the bottom contact. Some lenses of sandy silt at 117 cm.,,,
375-U1518E-27X-4-A,0,13,137.72,137.85,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,,consolidated,normal grading,poor,,slight,1,,,,,,,,,,,,
375-U1518E-27X-4-A,13,23,137.85,137.95,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 3 (very dark gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-27X-4-A,23,61,137.95,138.33,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,,slight,1,,,,,,,,,"Bases of sandy silt layers at 23, and 45 cm.",,,
375-U1518E-27X-4-A,61,72,138.33,138.44,,mixed clastic,sandy silt,with volcaniclastics,mixed clastic sandy silt,mixed clastic sandy silt with volcaniclastics,sandy silt with volcaniclastics,5Y 4/1 (dark gray),planar,sharp,planar sharp,horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-27X-4-A,72,151,138.44,139.23,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,,slight,1,,,,,,,,,"Bases of sandy silt layers at 109, and 117 cm.",,,
375-U1518E-27X-5-A,0,42,139.23,139.65,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,consolidated,normal grading,poor,,,,,,,,,,,,Base of sandy silt layer at 23 cm.,,,
375-U1518E-27X-5-A,42,57,139.65,139.8,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 4 (dark gray),irregular,gradational,irregular gradational,sub-horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-27X-5-A,57,110,139.8,140.33,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,,,,,,,,,,,,Base of sandy silt layer at 87 cm.,,,
375-U1518E-27X-6-A,0,109,140.53,141.62,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 7, 24, 71, and 87 cm. Lenticular sandy silt at 6 cm, possibly a deformed layer.",,,
375-U1518E-27X-6-A,109,126,141.62,141.79,,mixed clastic,sandy silt,,mixed clastic sandy silt,mixed clastic sandy silt,sandy silt,N 3 (very dark gray),planar,sharp,planar sharp,horizontal,medium bed,unconsolidated,normal grading,moderate,,,,,,,,,,,,,,,
375-U1518E-27X-6-A,126,130,141.79,141.83,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,horizontal,,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,,,,
375-U1518E-27X-7-A,0,59,141.83,142.42,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,consolidated,normal grading,poor,parallel bedding,,,,,,,,,,,"Bases of sandy silt layers at 3, 10 and 27 cm.",,,
375-U1518E-27X-CC-A,0,4,142.42,142.46,,,alternating silt and mud,with nannofossils,alternating silt and mud,alternating silt and mud with nannofossils,alternating silt and mud with nannofossils,5Y 5/1 (gray),planar,sharp,planar sharp,,,consolidated,,poor,,,,,,,,,,,,No bottom contacts.,,,
