Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data
334-U1379C-59X-1-A,334,U1379,C,59,59-1,X,1,A,131,139,482.41,482.49,10Y 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,"unit composed of silty clay, containing planer laminetion. these lamination are highlighted by black colouration. ",
334-U1379C-59X-1-A,334,U1379,C,59,59-1,X,1,A,139,141,482.49,482.51,N 2.5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,sand [U14W22],,soft,normal graded black ash: sidermolean glass shards present and a lot of minerals; juvenile components diminishes quickly toward the top in the background sedimentation.,
334-U1379C-59X-1-A,334,U1379,C,59,59-1,X,1,A,141,150,482.51,482.6,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,Sequence of sandy clayey silt. The sandy component is predominantly composed of shelly material. The shell fragments are variable in size from 4-5 mm to less than 1 mm.,
334-U1379C-59X-2-A,334,U1379,C,59,59-2,X,2,A,0,150,482.6,484.1,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,Sequence of sandy clayey silt. The sandy component is predominantly composed of shelly material. The shell fragments are variable in size from 4-5 mm to less than 1 mm.,
334-U1379C-59X-3-A,334,U1379,C,59,59-3,X,3,A,0,94,484.1,485.04,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,Sequence of sandy clayey silt. The sandy component is predominantly composed of shelly material. The shell fragments are variable in size from 4-5 mm to less than 1 mm.,
334-U1379C-59X-3-A,334,U1379,C,59,59-3,X,3,A,94,97,485.04,485.07,10Y 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,"unit composed of silty clay, containing planar lamination. these lamination are highlighted by black colouration. ",
334-U1379C-59X-3-A,334,U1379,C,59,59-3,X,3,A,97,99,485.07,485.09,N 2.5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,sand [U14W22],,soft,normal graded black ash: sidermolean glass shards present and a lot of minerals; juvenile components diminishes quickly toward the top in the background sedimentation.,
334-U1379C-59X-3-A,334,U1379,C,59,59-3,X,3,A,99,111,485.09,485.21,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,Sequence of sandy clayey silt. The sandy component is predominantly composed of shelly material. The shell fragments are variable in size from 4-5 mm to less than 1 mm.,
334-U1379C-59X-3-A,334,U1379,C,59,59-3,X,3,A,111,136,485.21,485.46,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,,
334-U1379C-59X-3-A,334,U1379,C,59,59-3,X,3,A,136,138,485.46,485.48,N 2.5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,sand [U14W22],,soft,normal graded black ash: sidermolean glass shards present and a lot of minerals; juvenile components diminishes quickly toward the top in the background sedimentation.,
334-U1379C-59X-3-A,334,U1379,C,59,59-3,X,3,A,138,150,485.48,485.6,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,Sequence of Sandy Clayey silt. the sandy component is predominantly composed of Shelly material.,
334-U1379C-59X-4-A,334,U1379,C,59,59-4,X,4,A,0,9,485.6,485.69,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,Sequence of Sandy Clayey silt. the sandy component is predominantly composed of Shelly material.,
334-U1379C-59X-4-A,334,U1379,C,59,59-4,X,4,A,9,38,485.69,485.98,2.5Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-59X-4-A,334,U1379,C,59,59-4,X,4,A,38,138,485.98,486.98,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,Sequence of Sandy Clayey silt. the sandy component is predominantly composed of Shelly material.,
334-U1379C-59X-5-A,334,U1379,C,59,59-5,X,5,A,0,38,486.98,487.36,2.5Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-59X-5-A,334,U1379,C,59,59-5,X,5,A,38,150,487.36,488.48,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,,
334-U1379C-59X-6-A,334,U1379,C,59,59-6,X,6,A,0,113,488.48,489.61,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,,
334-U1379C-59X-6-A,334,U1379,C,59,59-6,X,6,A,113,119,489.61,489.67,2.5Y 2.5/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-59X-6-A,334,U1379,C,59,59-6,X,6,A,119,146,489.67,489.94,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,,
334-U1379C-59X-7-A,334,U1379,C,59,59-7,X,7,A,0,57,489.94,490.51,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,,
334-U1379C-59X-CC-A,334,U1379,C,59,59-CC,X,CC,A,0,62,490.51,491.13,10Y 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,soft,,
334-U1379C-60X-1-A,334,U1379,C,60,60-1,X,1,A,0,150,490.7,492.2,10Y 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,consolidated,variable calcareous,
334-U1379C-60X-2-A,334,U1379,C,60,60-2,X,2,A,0,33,492.2,492.53,10Y 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,consolidated,variable calcareous,
334-U1379C-60X-2-A,334,U1379,C,60,60-2,X,2,A,33,75,492.53,492.95,10Y 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-60X-2-A,334,U1379,C,60,60-2,X,2,A,75,94,492.95,493.14,10YR 7/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,consolidated,,
334-U1379C-60X-2-A,334,U1379,C,60,60-2,X,2,A,94,150,493.14,493.7,10Y 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-60X-3-A,334,U1379,C,60,60-3,X,3,A,0,36,493.7,494.06,N 3,,sandy clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,consolidated,,
334-U1379C-60X-3-A,334,U1379,C,60,60-3,X,3,A,36,150,494.06,495.2,10Y 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-60X-4-A,334,U1379,C,60,60-4,X,4,A,0,150,495.2,496.7,10Y 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-60X-5-A,334,U1379,C,60,60-5,X,5,A,0,114,496.7,497.84,10Y 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-60X-5-A,334,U1379,C,60,60-5,X,5,A,114,150,497.84,498.2,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,very fine sand [U14W22],,consolidated,,
334-U1379C-60X-6-A,334,U1379,C,60,60-6,X,6,A,0,40,498.2,498.6,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,very fine sand [U14W22],,consolidated,,
334-U1379C-60X-6-A,334,U1379,C,60,60-6,X,6,A,40,130,498.6,499.5,10Y 4/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,several levels of coarse to very-coarse sand,
334-U1379C-60X-7-A,334,U1379,C,60,60-7,X,7,A,0,5,499.5,499.55,10Y 4/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,several levels of coarse to very-coarse sand,
334-U1379C-60X-7-A,334,U1379,C,60,60-7,X,7,A,5,7,499.55,499.57,5YR 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,,
334-U1379C-60X-7-A,334,U1379,C,60,60-7,X,7,A,7,40,499.57,499.9,10Y 4/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,several levels of coarse to very-coarse sand,
334-U1379C-60X-7-A,334,U1379,C,60,60-7,X,7,A,40,42.5,499.9,499.925,5YR 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,,
334-U1379C-60X-7-A,334,U1379,C,60,60-7,X,7,A,42.5,62,499.925,500.12,10y 2.5/,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,one level of coarse to very-coarse sand,
334-U1379C-60X-CC-A,334,U1379,C,60,60-CC,X,CC,A,0,62,500.12,500.74,10y 2.5/,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,one level of coarse to very-coarse sand,
334-U1379C-61X-1-A,334,U1379,C,61,61-1,X,1,A,0,89,500.4,501.29,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,very fine sand [U14W22],,consolidated,,
334-U1379C-61X-1-A,334,U1379,C,61,61-1,X,1,A,89,150,501.29,501.9,10Y 4/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],,consolidated,"abundant, layered black organic (?) debris (< 2 cm) which confer a mottled appearance to the lithology",
334-U1379C-61X-2-A,334,U1379,C,61,61-2,X,2,A,0,114,501.9,503.04,10Y 4/1,,sand [S54],"Shepard, 1954",,sand,,,consolidated,"abundant, layered black organic (?) debris (< 2 cm) which confer a mottled appearance to the lithology",
334-U1379C-61X-2-A,334,U1379,C,61,61-2,X,2,A,114,150,503.04,503.4,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],,consolidated,few calcareous levels and some medium sand levels towards the bottom of the layer,
334-U1379C-61X-3-A,334,U1379,C,61,61-3,X,3,A,0,150,503.4,504.9,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,,,consolidated,few calcareous levels and some medium sand levels towards the bottom of the layer,
334-U1379C-61X-4-A,334,U1379,C,61,61-4,X,4,A,0,150,504.9,506.4,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,,,consolidated,few calcareous levels and some medium sand levels towards the bottom of the layer,
334-U1379C-61X-5-A,334,U1379,C,61,61-5,X,5,A,0,150,506.4,507.9,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,,,consolidated,few calcareous levels and some medium sand levels towards the bottom of the layer,
334-U1379C-61X-6-A,334,U1379,C,61,61-6,X,6,A,0,150,507.9,509.4,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,,,consolidated,few calcareous levels and some medium sand levels towards the bottom of the layer,
334-U1379C-61X-7-A,334,U1379,C,61,61-7,X,7,A,0,54,508.9,509.44,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,,,consolidated,few calcareous levels and some medium sand levels towards the bottom of the layer,
334-U1379C-61X-CC-A,334,U1379,C,61,61-CC,X,CC,A,0,41,509.44,509.85,10Y 3/1,,sand [S54],"Shepard, 1954",,sand,,,consolidated,few calcareous levels and some medium sand levels towards the bottom of the layer,
334-U1379C-62X-1-A,334,U1379,C,62,62-1,X,1,A,0,150,509.3,510.8,10BG 5/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subangular (Default),soupy,locally coherent calcariously cemented concreations are present at the following intervals: 55-67 and 107-132 cm.,
334-U1379C-62X-2-A,334,U1379,C,62,62-2,X,2,A,0,75,510.8,511.55,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subangular (Default),soft,,
334-U1379C-62X-2-A,334,U1379,C,62,62-2,X,2,A,75,150,511.55,512.3,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subangular (Default),consolidated,Siltstone clasts and cm-scaled clastic dikes. Dikes are filled with silty sand and shell fragments. ,
334-U1379C-62X-3-A,334,U1379,C,62,62-3,X,3,A,0,19,512.3,512.49,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subangular (Default),consolidated,Siltstone clasts and cm-scaled clastic dikes. Dikes are filled with silty sand and shell fragments. ,
334-U1379C-62X-3-A,334,U1379,C,62,62-3,X,3,A,19,45,512.49,512.75,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subangular (Default),soft,,
334-U1379C-62X-3-A,334,U1379,C,62,62-3,X,3,A,45,150,512.75,513.8,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subangular (Default),consolidated,Siltstone clasts and cm-scaled clastic dikes. Dikes are filled with silty sand and shell fragments. ,
334-U1379C-62X-4-A,334,U1379,C,62,62-4,X,4,A,0,43,513.8,514.23,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subangular (Default),consolidated,Siltstone clasts and cm-scaled clastic dikes. Dikes are filled with silty sand and shell fragments. ,
334-U1379C-62X-4-A,334,U1379,C,62,62-4,X,4,A,43,100,514.23,514.8,5G 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,silt [U14W22],,consolidated,,
334-U1379C-62X-5-A,334,U1379,C,62,62-5,X,5,A,0,150,514.8,516.3,5G 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,silt [U14W22],,consolidated,,
334-U1379C-62X-6-A,334,U1379,C,62,62-6,X,6,A,0,100,516.3,517.3,5G 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,silt [U14W22],,consolidated,,
334-U1379C-62X-7-A,334,U1379,C,62,62-7,X,7,A,0,68,517.3,517.98,5G 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,silt [U14W22],,consolidated,,
334-U1379C-62X-CC-A,334,U1379,C,62,62-CC,X,CC,A,0,38,517.98,518.36,5G 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,silt [U14W22],,consolidated,,
334-U1379C-63X-1-A,334,U1379,C,63,63-1,X,1,A,0,150,518.2,519.7,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,consolidated,,
334-U1379C-63X-2-A,334,U1379,C,63,63-2,X,2,A,0,150,519.7,521.2,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,consolidated,,
334-U1379C-63X-3-A,334,U1379,C,63,63-3,X,3,A,0,150,521.2,522.7,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,consolidated,,
334-U1379C-63X-4-A,334,U1379,C,63,63-4,X,4,A,0,100,522.7,523.7,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,consolidated,,
334-U1379C-63X-5-A,334,U1379,C,63,63-5,X,5,A,0,150,523.7,525.2,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,consolidated,,
334-U1379C-63X-6-A,334,U1379,C,63,63-6,X,6,A,0,150,525.2,526.7,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,consolidated,,
334-U1379C-63X-7-A,334,U1379,C,63,63-7,X,7,A,0,61,526.7,527.31,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,consolidated,,
334-U1379C-63X-CC-A,334,U1379,C,63,63-CC,X,CC,A,0,36,527.31,527.67,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,consolidated,,
334-U1379C-64X-1-A,334,U1379,C,64,64-1,X,1,A,0,150,527.1,528.6,5GY 4/1,sandy,silty sandstone [S54],"Shepard, 1954",,,very fine sand [U14W22],subangular (Default),consolidated,,
334-U1379C-64X-2-A,334,U1379,C,64,64-2,X,2,A,0,150,528.6,530.1,5GY 4/1,sandy,silty sandstone [S54],"Shepard, 1954",,,very fine sand [U14W22],subangular (Default),consolidated,,
334-U1379C-64X-3-A,334,U1379,C,64,64-3,X,3,A,0,150,530.1,531.6,5GY 4/1,sandy,silty sandstone [S54],"Shepard, 1954",,,very fine sand [U14W22],subangular (Default),consolidated,,
334-U1379C-64X-4-A,334,U1379,C,64,64-4,X,4,A,0,150,531.6,533.1,5GY 4/1,sandy,silty sandstone [S54],"Shepard, 1954",,,very fine sand [U14W22],subangular (Default),consolidated,,
334-U1379C-64X-5-A,334,U1379,C,64,64-5,X,5,A,0,150,533.1,534.6,5GY 4/1,sandy,silty sandstone [S54],"Shepard, 1954",,,very fine sand [U14W22],subangular (Default),consolidated,,
334-U1379C-64X-6-A,334,U1379,C,64,64-6,X,6,A,0,120,534.6,535.8,5GY 4/1,sandy,silty sandstone [S54],"Shepard, 1954",,,very fine sand [U14W22],subangular (Default),consolidated,,
334-U1379C-64X-7-A,334,U1379,C,64,64-7,X,7,A,0,78,535.8,536.58,5GY 4/1,sandy,silty sandstone [S54],"Shepard, 1954",,,very fine sand [U14W22],subangular (Default),consolidated,,
334-U1379C-64X-CC-A,334,U1379,C,64,64-CC,X,CC,A,0,60,536.58,537.18,5GY 4/1,sandy,silty sandstone [S54],"Shepard, 1954",,,very fine sand [U14W22],subangular (Default),consolidated,,
334-U1379C-65X-1-A,334,U1379,C,65,65-1,X,1,A,8,150,536.88,538.3,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,very fine sand [U14W22],subangular (Default),cemented,calcareous cement,
334-U1379C-65X-2-A,334,U1379,C,65,65-2,X,2,A,0,150,538.3,539.8,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,very fine sand [U14W22],subangular (Default),cemented,calcareous cement,
334-U1379C-65X-3-A,334,U1379,C,65,65-3,X,3,A,0,150,539.8,541.3,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,very fine sand [U14W22],subangular (Default),cemented,calcareous cement,
334-U1379C-65X-4-A,334,U1379,C,65,65-4,X,4,A,0,150,541.3,542.8,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,very fine sand [U14W22],subangular (Default),cemented,calcareous cement,
334-U1379C-65X-5-A,334,U1379,C,65,65-5,X,5,A,0,150,542.8,544.3,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,very fine sand [U14W22],subangular (Default),cemented,calcareous cement,
334-U1379C-65X-6-A,334,U1379,C,65,65-6,X,6,A,0,114,544.3,545.44,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,very fine sand [U14W22],subangular (Default),cemented,calcareous cement,
334-U1379C-65X-7-A,334,U1379,C,65,65-7,X,7,A,0,83,545.44,546.27,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,very fine sand [U14W22],subangular (Default),cemented,calcareous cement,
334-U1379C-65X-CC-A,334,U1379,C,65,65-CC,X,CC,A,0,47,546.27,546.74,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,very fine sand [U14W22],subangular (Default),cemented,calcareous cement,
334-U1379C-66X-1-A,334,U1379,C,66,66-1,X,1,A,0,150,546.5,548,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,calcareous cement,
334-U1379C-66X-2-A,334,U1379,C,66,66-2,X,2,A,0,150,548,549.5,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,calcareous cement,
334-U1379C-66X-3-A,334,U1379,C,66,66-3,X,3,A,0,150,549.5,551,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,calcareous cement,
334-U1379C-66X-4-A,334,U1379,C,66,66-4,X,4,A,0,150,551,552.5,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,calcareous cement,
334-U1379C-66X-5-A,334,U1379,C,66,66-5,X,5,A,0,100,552.5,553.5,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,calcareous cement,
334-U1379C-66X-6-A,334,U1379,C,66,66-6,X,6,A,0,100,553.5,554.5,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,calcareous cement,
334-U1379C-66X-7-A,334,U1379,C,66,66-7,X,7,A,0,145,554.5,555.95,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,calcareous cement,
334-U1379C-66X-CC-A,334,U1379,C,66,66-CC,X,CC,A,0,45,555.95,556.4,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,cemented,calcareous cement,
334-U1379C-67X-1-A,334,U1379,C,67,67-1,X,1,A,0,150,556.1,557.6,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-67X-2-A,334,U1379,C,67,67-2,X,2,A,0,150,557.6,559.1,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-67X-3-A,334,U1379,C,67,67-3,X,3,A,0,150,559.1,560.6,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-67X-4-A,334,U1379,C,67,67-4,X,4,A,0,142,560.6,562.02,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-67X-4-A,334,U1379,C,67,67-4,X,4,A,142,143,562.02,562.03,7.5YR 2.5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,
334-U1379C-67X-4-A,334,U1379,C,67,67-4,X,4,A,143,150,562.03,562.1,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-67X-5-A,334,U1379,C,67,67-5,X,5,A,0,100,562.1,563.1,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-67X-6-A,334,U1379,C,67,67-6,X,6,A,0,100,563.1,564.1,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-67X-7-A,334,U1379,C,67,67-7,X,7,A,0,148,564.1,565.58,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-67X-CC-A,334,U1379,C,67,67-CC,X,CC,A,0,54,565.58,566.12,5GY 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt.,
334-U1379C-68X-1-A,334,U1379,C,68,68-1,X,1,A,0,150,565.7,567.2,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clay laminae are present,
334-U1379C-68X-2-A,334,U1379,C,68,68-2,X,2,A,0,36,567.2,567.56,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clay laminae are present,
334-U1379C-68X-2-A,334,U1379,C,68,68-2,X,2,A,36,38,567.56,567.58,2.5Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,,
334-U1379C-68X-2-A,334,U1379,C,68,68-2,X,2,A,38,130,567.58,568.5,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clay laminae are present,
334-U1379C-68X-3-A,334,U1379,C,68,68-3,X,3,A,0,100,568.5,569.5,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clay laminae are present,
334-U1379C-68X-4-A,334,U1379,C,68,68-4,X,4,A,0,120,569.5,570.7,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clay laminae are present,
334-U1379C-68X-5-A,334,U1379,C,68,68-5,X,5,A,0,27,570.7,570.97,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clay laminae are present,
334-U1379C-68X-5-A,334,U1379,C,68,68-5,X,5,A,27,30,570.97,571,2.5Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,,
334-U1379C-68X-5-A,334,U1379,C,68,68-5,X,5,A,30,150,571,572.2,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clayey silt laminaes are present; Generally a fining upward in grain size can be seen whereas the base of the layer is dominated by silt.,
334-U1379C-68X-6-A,334,U1379,C,68,68-6,X,6,A,0,150,572.2,573.7,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clayey silt laminaes are present; Generally a fining upward in grain size can be seen whereas the base of the layer is dominated by silt.,
334-U1379C-68X-7-A,334,U1379,C,68,68-7,X,7,A,0,100,573.7,574.7,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,Sequences alternating between silty clay and clayey Silt. Sometimes clayey silt laminaes are present; Generally a fining upward in grain size can be seen whereas the base of the layer is dominated by silt.,
334-U1379C-68X-7-A,334,U1379,C,68,68-7,X,7,A,100,139,574.7,575.09,5GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,consolidated,Sequences alternating between clayey silt and silty sand. Generally a fining upward in grain size can be seen whereas the base of the layer is dominated by sand.,
334-U1379C-68X-CC-A,334,U1379,C,68,68-CC,X,CC,A,0,35,575.09,575.44,5GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,consolidated,Sequences alternating between clayey silt and silty sand. Generally a fining upward in grain size can be seen whereas the base of the layer is dominated by sand.,
334-U1379C-69X-1-A,334,U1379,C,69,69-1,X,1,A,0,150,574.6,576.1,5GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,sand [U14W22],subangular (Default),consolidated,fining upwards unit. top of sequence is a fine sand while the base is a coarse sand. Subangular to subrounded.,
334-U1379C-69X-2-A,334,U1379,C,69,69-2,X,2,A,0,130,576.1,577.4,5GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,sand [U14W22],subangular (Default),consolidated,fining upwards unit. top of sequence is a fine sand while the base is a coarse sand. Subangular to subrounded.,
334-U1379C-69X-3-A,334,U1379,C,69,69-3,X,3,A,0,27,577.4,577.67,5GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,sand [U14W22],subangular (Default),consolidated,fining upwards unit. top of sequence is a fine sand while the base is a coarse sand. Subangular to subrounded.,
334-U1379C-69X-3-A,334,U1379,C,69,69-3,X,3,A,27,33,577.67,577.73,5GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,sand [U14W22],subangular (Default),consolidated,fining upwards unit. top of sequence is a fine sand while the base is a coarse sand. Subangular to subrounded.,
