Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1418F-39R-5-A,0.0,90.0,624.78,625.68,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,laminated (1-8 mm) mud with dispersed clasts (fine to coarse lithic garins); few diamicts with gradational boundaries; gravel: 0.6 cm @ 81 cm; color changes to N3,,,,,,341,U1418,F,39,R,5,A,,,,
341-U1418F-39R-CC-A,0.0,16.5,625.68,625.845,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"thin laminated (up to 3 mm)mud, diamict layer (<0.4 cm) @ 5.5 cm",,,,,,341,U1418,F,39,R,CC,A,,,,
341-U1418F-39R-CC-A,16.5,22.0,625.845,625.9,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,39,R,CC,A,,,,
341-U1418F-40R-1-A,0.0,150.0,628.6,630.1,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- colour banding from very dark grey (2.5Y 3/1) to very dark greenish grey (10Y 3/1)
- mostly gradational boundaries between colour bands, but some sharp boundaries occur
- colour banding from sub-cm to ~8 cm thick
- scattered lonestones
- varying degrees of bioturbation: both colours are affected and it is not possible to identify if biogenic activity is higher during deposition of the dark grey or greenish grey intervals.
- scatteres foram tests
- ~26 cm: ~8 mm thick lense of in-situ lithified colour-banded mud: evidence: 1) the ""slice"" fills the entire core width; 2) ""flames"" of lithified material stick out into the mud that is not lithified -> carbonate cemented (reacts with diluted HCL)
- some lamination
- lamination mainly due to colour changes, but occasionally also due to minor changes in grain size
- occasional occurrence of pyritized burrows & holes (bioturbation)
",,,,,,341,U1418,F,40,R,1,A,,,,
341-U1418F-40R-2-A,0.0,150.0,630.1,631.6,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- colour banding from very dark grey (2.5Y 3/1) to very dark greenish grey (10Y 3/1)
- mostly gradational boundaries between colour bands, but some sharp boundaries occur
- colour banding from sub-cm to ~8 cm thick
- scattered lonestones
- varying degrees of bioturbation: both colours are affected and it is not possible to identify if biogenic activity is higher during deposition of the dark grey or greenish grey intervals.
- scatteres foram tests
- ~26 cm: ~8 mm thick lense of in-situ lithified colour-banded mud: evidence: 1) the ""slice"" fills the entire core width; 2) ""flames"" of lithified material stick out into the mud that is not lithified -> carbonate cemented (reacts with diluted HCL)
- some lamination
- lamination mainly due to colour changes, but occasionally also due to minor changes in grain size
- occasional occurrence of pyritized burrows & holes (bioturbation)",,,,,,341,U1418,F,40,R,2,A,,,,
341-U1418F-40R-3-A,0.0,150.0,631.6,633.1,,mud [Leg210],,mud ,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- colour banding from very dark grey (2.5Y 3/1) to very dark greenish grey (10Y 3/1)
- mostly gradational boundaries between colour bands, but some sharp boundaries occur
- colour banding from sub-cm to ~8 cm thick
- scattered lonestones
- varying degrees of bioturbation: both colours are affected and it is not possible to identify if biogenic activity is higher during deposition of the dark grey or greenish grey intervals.
- scatteres foram tests
- ~26 cm: ~8 mm thick lense of in-situ lithified colour-banded mud: evidence: 1) the ""slice"" fills the entire core width; 2) ""flames"" of lithified material stick out into the mud that is not lithified -> carbonate cemented (reacts with diluted HCL)
- some lamination
- lamination mainly due to colour changes, but occasionally also due to minor changes in grain size
- occasional occurrence of pyritized burrows & holes (bioturbation)

- ~36.5: fine sand along biscuit boundary
- ~41: ~5 mm thick interval with higher sand content; gradational transitions",,,,,,341,U1418,F,40,R,3,A,,,,
341-U1418F-40R-4-A,0.0,30.0,633.1,633.4,volcaniclastic bearing,mud [Leg210],with biosilica [Leg339],volcaniclastic bearing mud  with biosilica ,volcaniclastic-bearing,2,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,pyritized burrows and 1 mm holes (unfilled burrows?),,,,,,341,U1418,F,40,R,4,A,,,,
341-U1418F-40R-4-A,30.0,135.0,633.4,634.45,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,partly pyritized diatoms; color variations (10Y 4/1 to 5GY 4/1),,,,,,341,U1418,F,40,R,4,A,,,,
341-U1418F-40R-4-A,135.0,150.0,634.45,634.6,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,40,R,4,A,,,,
341-U1418F-40R-5-A,0.0,64.0,634.6,635.24,,diatom ooze [Leg339],with volcanic ash [Leg339],diatom ooze  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"empty burrows; trace amounts of ash (silt-sized, angular); color variations (10Y 4/1 to 5GY 4/1); nice burrows @ 48-53 cm",,,,,,341,U1418,F,40,R,5,A,,,,
341-U1418F-40R-5-A,64.0,143.0,635.24,636.03,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,"massive mud with clasts (fine to medium grains) and diamict layers (gradational boundaries); gravel clasts = black metasediments; granitoid (3 cm diorite, subrounded, @ 99 cm)",,,,,,341,U1418,F,40,R,5,A,,,,
341-U1418F-40R-6-A,0.0,78.0,636.03,636.81,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,color banding,5Y 3/1 (very dark gray),,,,,,,,,,,,,,mud with few dispersed clasts (0.5 cm),,,,,,341,U1418,F,40,R,6,A,,,,
341-U1418F-40R-6-A,78.0,150.0,636.81,637.53,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,trace amount,1,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,massive mud with dispersed clasts and diamicts (gradational boundaries); fine to coarse lithics; 2 cm angular quartz pebble @ 135 cm,,,,,,341,U1418,F,40,R,6,A,,,,
341-U1418F-40R-7-A,0.0,11.0,637.53,637.64,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,very few clasts,,,,,,341,U1418,F,40,R,7,A,,,,
341-U1418F-40R-7-A,11.0,55.0,637.64,638.08,,clast-poor diamict [M89m],,clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,"sharp upper, gradational lower boundary; fine to coarse lithics; black metasediment and greenstone pebbles (1 cm)",,,,,,341,U1418,F,40,R,7,A,,,,
341-U1418F-40R-7-A,55.0,77.0,638.08,638.3,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,very few clasts,,,,,,341,U1418,F,40,R,7,A,,,,
341-U1418F-41R-1-A,0.0,150.0,638.3,639.8,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between ""approx."" 10Y 4/1 and N 4

- lamination: section 1: 10-90; section 2: 50-110; section 3: 10-32 & 82-148
- slight to no bioturbation in the laminated intervals
- mostly gradational, sometimes sharp boundaries between laminae

- more massive intervals: section 1, 90 - sec. 2, 50; sect. 2: 110 - sect. 3, 10; sect. 3: 32-82; sect. 3, 148-150
- somewhat coarser than laminated intervals

- occasional mud clasts
- some calcite in burrows, e.g. sect. ~35-38
- scattered lonestones (max. 1.5 cm), e.g. greenstone, granitoid(?), fine-grained sedimentary rock, dioritic(?) rock
- intervals with higher sand/gravel amounts (both in laminated & massive parts); ~2 mm - ~10 cm thick
- occasionally pyritized burrows, e.g. sect. 1, ~148 cm
- scattered foraminifera tests & possibly tests from other organisms, e.g. sect. 2, ~22-42
",,,,,,341,U1418,F,41,R,1,A,,,,
341-U1418F-41R-2-A,0.0,150.0,639.8,641.3,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between ""approx."" 10Y 4/1 and N 4

- lamination: section 1: 10-90; section 2: 50-110; section 3: 10-32 & 82-148
- slight to no bioturbation in the laminated intervals
- mostly gradational, sometimes sharp boundaries between laminae

- more massive intervals: section 1, 90 - sec. 2, 50; sect. 2: 110 - sect. 3, 10; sect. 3: 32-82; sect. 3, 148-150
- somewhat coarser than laminated intervals

- occasional mud clasts
- some calcite in burrows, e.g. sect. ~35-38
- scattered lonestones (max. 1.5 cm), e.g. greenstone, granitoid(?), fine-grained sedimentary rock, dioritic(?) rock
- intervals with higher sand/gravel amounts (both in laminated & massive parts); ~2 mm - ~10 cm thick
- occasionally pyritized burrows, e.g. sect. 1, ~148 cm
- scattered foraminifera tests & possibly tests from other organisms, e.g. sect. 2, ~22-42

- smear slide from ~27: calcareous bearing mud",,,,,,341,U1418,F,41,R,2,A,,,,
341-U1418F-41R-3-A,0.0,150.0,641.3,642.8,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between ""approx."" 10Y 4/1 and N 4

- lamination: section 1: 10-90; section 2: 50-110; section 3: 10-32 & 82-148
- slight to no bioturbation in the laminated intervals
- mostly gradational, sometimes sharp boundaries between laminae

- more massive intervals: section 1, 90 - sec. 2, 50; sect. 2: 110 - sect. 3, 10; sect. 3: 32-82; sect. 3, 148-150
- somewhat coarser than laminated intervals

- occasional mud clasts
- some calcite in burrows, e.g. sect. ~35-38
- scattered lonestones (max. 1.5 cm), e.g. greenstone, granitoid(?), fine-grained sedimentary rock, dioritic(?) rock
- intervals with higher sand/gravel amounts (both in laminated & massive parts); ~2 mm - ~10 cm thick
- occasionally pyritized burrows, e.g. sect. 1, ~148 cm
- scattered foraminifera tests & possibly tests from other organisms, e.g. sect. 2, ~22-42

- ~83 cm: fragment of calcareous tube?",,,,,,341,U1418,F,41,R,3,A,,,,
341-U1418F-41R-4-A,0.0,30.0,642.8,643.1,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,massive mud with few clasts; diamict intervals (fine grained; sandy; gradational),,,,,,341,U1418,F,41,R,4,A,,,,
341-U1418F-41R-4-A,30.0,80.0,643.1,643.6,volcaniclastic bearing,mud [Leg210],,volcaniclastic bearing mud ,volcaniclastic-bearing,2,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated mud with very few clasts/lonestones; 1-6 mm laminae,,,,,,341,U1418,F,41,R,4,A,,,,
341-U1418F-41R-4-A,80.0,131.0,643.6,644.11,biosiliceous rich,mud [Leg210],,biosiliceous rich mud ,,,color banding,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"mud with dispersed clasts and few diamicts (e.g. @ 80 - 83 cm); gradational boundaries, fine to coarse grained lithics; quartz bearing granitoid gravel @ 127 cm",,,,,,341,U1418,F,41,R,4,A,,,,
341-U1418F-41R-4-A,131.0,148.0,644.11,644.28,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,41,R,4,A,,,,
341-U1418F-41R-5-A,0.0,24.0,644.28,644.52,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated (0.2-0.5 mm) mud; color varies between 10Y 4/1 and 2.5Y 3/1,,,,,,341,U1418,F,41,R,5,A,,,,
341-U1418F-41R-5-A,24.0,87.0,644.52,645.15,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"massive mud with dispersed clasts and diamict layers (0.5 cm thick); gradational boundaries, fine to coarse grained lithics",,,,,,341,U1418,F,41,R,5,A,,,,
341-U1418F-41R-5-A,87.0,122.0,645.15,645.5,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated (0.5 mm) mud with very few clasts; color varies between 10Y 4/1 and 2.5Y 3/1,,,,,,341,U1418,F,41,R,5,A,,,,
341-U1418F-41R-5-A,122.0,136.0,645.5,645.64,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud with dispersed clasts and few diamict layers; fine to coarse grained lithics,,,,,,341,U1418,F,41,R,5,A,,,,
341-U1418F-41R-5-A,136.0,150.0,645.64,645.78,,,,,,,,,,,,,,,,,,,,,,OJIM sample,,,,,,341,U1418,F,41,R,5,A,,,,
341-U1418F-41R-6-A,0.0,15.0,645.78,645.93,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud with dispersed clasts and few fine sandy diamict layers; fine to medium grained lithics,,,,,,341,U1418,F,41,R,6,A,,,,
341-U1418F-41R-6-A,15.0,38.0,645.93,646.16,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated (0.5 mm) mud with very few clasts; color varies between 10Y 4/1 and 2.5Y 3/1,,,,,,341,U1418,F,41,R,6,A,,,,
341-U1418F-41R-6-A,38.0,90.0,646.16,646.68,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"massive mud with dispersed clasts and few diamict layers; fine to coarse grained lithics; gradational boundaries; gravels: black metasiltstones, granitoids, greenstones",,,,,,341,U1418,F,41,R,6,A,,,,
341-U1418F-41R-6-A,90.0,128.0,646.68,647.06,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated (0.2-0.7 mm) mud with very few clasts; color varies between 10Y 4/1 and 2.5Y 3/1,,,,,,341,U1418,F,41,R,6,A,,,,
341-U1418F-41R-7-A,0.0,16.0,647.06,647.22,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated (0.2-0.7 mm) mud with very few clasts; color varies between 10Y 3/1 and N3,,,,,,341,U1418,F,41,R,7,A,,,,
341-U1418F-41R-7-A,16.0,58.0,647.22,647.64,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,massive mud with few dispersed clasts and diamict layers; fine to coarse grained lithics; gradational boundaries,,,,,,341,U1418,F,41,R,7,A,,,,
341-U1418F-41R-CC-A,0.0,22.0,647.64,647.86,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,massive mud with few dispersed clasts and diamict layers; fine to coarse grained lithics; gradational boundaries,,,,,,341,U1418,F,41,R,CC,A,,,,
341-U1418F-41R-CC-A,22.0,26.0,647.86,647.9,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,41,R,CC,A,,,,
341-U1418F-43R-1-A,0.0,150.0,657.7,659.2,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud
- colour banding of 10Y 4/1 and N 4
- lamination down to sub-mm; mostly <5 mm
- lamination due to colour changes and the occasional occurrence of sand/gravel laminae
- boundaries between laminae are sharp to gradational without signs of erosion
- very occasional occurrence of intervals with higher sand/gravel contents (but still mud dominance within these intervals), e.g. sect. 3, ~19.5-21.5
- very few lonestones < ~4 mm (granitoid, fine-grained sedimentary rock)
- multiple carbonate-cemented intervals, e.g. sect. 1, ~83-85; sect. 2, ~42.5-44.5, ~51
- ~66-70: ""strange structures"" due to bioturbation?
- ~7-9: fall-in of siltstone/very fine sandstone(?)
- few more massive intervals, e.g. sect. 1, 79-84.5
- very scattered/rare tests of foraminifera
- occasional mud clasts, e.g. sect. 3, ~47.5",,,,,,341,U1418,F,43,R,1,A,,,,
341-U1418F-43R-2-A,0.0,135.0,659.2,660.55,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud
- colour banding of 10Y 4/1 and N 4
- lamination down to sub-mm; mostly <5 mm
- lamination due to colour changes and the occasional occurrence of sand/gravel laminae
- boundaries between laminae are sharp to gradational without signs of erosion
- very occasional occurrence of intervals with higher sand/gravel contents (but still mud dominance within these intervals), e.g. sect. 3, ~19.5-21.5
- very few lonestones < ~4 mm (granitoid, fine-grained sedimentary rock)
- multiple carbonate-cemented intervals, e.g. sect. 1, ~83-85; sect. 2, ~42.5-44.5, ~51
- ~66-70: ""strange structures"" due to bioturbation?
- ~7-9: fall-in of siltstone/very fine sandstone(?)
- few more massive intervals, e.g. sect. 1, 79-84.5
- very scattered/rare tests of foraminifera
- occasional mud clasts, e.g. sect. 3, ~47.5",,,,,,341,U1418,F,43,R,2,A,,,,
341-U1418F-43R-3-A,0.0,19.0,660.7,660.89,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud
- colour banding of 10Y 4/1 and N 4
- lamination down to sub-mm; mostly <5 mm
- lamination due to colour changes and the occasional occurrence of sand/gravel laminae
- boundaries between laminae are sharp to gradational without signs of erosion
- very occasional occurrence of intervals with higher sand/gravel contents (but still mud dominance within these intervals), e.g. sect. 3, ~19.5-21.5
- very few lonestones < ~4 mm (granitoid, fine-grained sedimentary rock)
- multiple carbonate-cemented intervals, e.g. sect. 1, ~83-85; sect. 2, ~42.5-44.5, ~51
- ~66-70: ""strange structures"" due to bioturbation?
- ~7-9: fall-in of siltstone/very fine sandstone(?)
- few more massive intervals, e.g. sect. 1, 79-84.5
- very scattered/rare tests of foraminifera
- occasional mud clasts, e.g. sect. 3, ~47.5",,,,,,341,U1418,F,43,R,3,A,,,,
341-U1418F-43R-3-A,19.0,86.0,660.89,661.56,,mud [Leg210],with sand [Leg339],mud  with sand ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with sand
- no lamination -> more massive and more intense bioturbation
- slightly higher sand content

- has higher susceptibility than surrounding parts",,,,,,341,U1418,F,43,R,3,A,,,,
341-U1418F-43R-3-A,86.0,136.0,661.56,662.06,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud
- colour banding of 10Y 4/1 and N 4
- lamination down to sub-mm; mostly <5 mm
- lamination due to colour changes and the occasional occurrence of sand/gravel laminae
- boundaries between laminae are sharp to gradational without signs of erosion
- very occasional occurrence of intervals with higher sand/gravel contents (but still mud dominance within these intervals), e.g. sect. 3, ~19.5-21.5
- very few lonestones < ~4 mm (granitoid, fine-grained sedimentary rock)
- multiple carbonate-cemented intervals, e.g. sect. 1, ~83-85; sect. 2, ~42.5-44.5, ~51
- ~66-70: ""strange structures"" due to bioturbation?
- ~7-9: fall-in of siltstone/very fine sandstone(?)
- few more massive intervals, e.g. sect. 1, 79-84.5
- very scattered/rare tests of foraminifera
- occasional mud clasts, e.g. sect. 3, ~47.5",,,,,,341,U1418,F,43,R,3,A,,,,
341-U1418F-43R-4-A,0.0,62.0,662.06,662.68,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud
- colour banding of 10Y 4/1 and N 4
- lamination down to sub-mm; mostly <5 mm
- lamination due to colour changes and the occasional occurrence of sand/gravel laminae
- boundaries between laminae are sharp to gradational without signs of erosion
- very occasional occurrence of intervals with higher sand/gravel contents (but still mud dominance within these intervals), e.g. sect. 3, ~19.5-21.5
- very few lonestones < ~4 mm (granitoid, fine-grained sedimentary rock)
- multiple carbonate-cemented intervals, e.g. sect. 1, ~83-85; sect. 2, ~42.5-44.5, ~51
- ~66-70: ""strange structures"" due to bioturbation?
- ~7-9: fall-in of siltstone/very fine sandstone(?)
- few more massive intervals, e.g. sect. 1, 79-84.5
- very scattered/rare tests of foraminifera
- occasional mud clasts, e.g. sect. 3, ~47.5",,,,,,341,U1418,F,43,R,4,A,,,,
341-U1418F-43R-CC-A,0.0,25.0,662.68,662.93,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud
- colour banding of 10Y 4/1 and N 4
- lamination down to sub-mm; mostly <5 mm
- lamination due to colour changes and the occasional occurrence of sand/gravel laminae
- boundaries between laminae are sharp to gradational without signs of erosion
- very occasional occurrence of intervals with higher sand/gravel contents (but still mud dominance within these intervals), e.g. sect. 3, ~19.5-21.5
- very few lonestones < ~4 mm (granitoid, fine-grained sedimentary rock)
- multiple carbonate-cemented intervals, e.g. sect. 1, ~83-85; sect. 2, ~42.5-44.5, ~51
- ~66-70: ""strange structures"" due to bioturbation?
- ~7-9: fall-in of siltstone/very fine sandstone(?)
- few more massive intervals, e.g. sect. 1, 79-84.5
- very scattered/rare tests of foraminifera
- occasional mud clasts, e.g. sect. 3, ~47.5",,,,,,341,U1418,F,43,R,CC,A,,,,
341-U1418F-44R-1-A,0.0,111.0,667.4,668.51,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,44,R,1,A,,,,
341-U1418F-44R-1-A,111.0,150.0,668.51,668.9,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals
",,,,,,341,U1418,F,44,R,1,A,,,,
341-U1418F-44R-2-A,0.0,6.0,668.9,668.96,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals",,,,,,341,U1418,F,44,R,2,A,,,,
341-U1418F-44R-2-A,6.0,118.5,668.96,670.085,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,44,R,2,A,,,,
341-U1418F-44R-2-A,118.5,147.0,670.085,670.37,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals",,,,,,341,U1418,F,44,R,2,A,,,,
341-U1418F-44R-3-A,0.0,20.0,670.37,670.57,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals",,,,,,341,U1418,F,44,R,3,A,,,,
341-U1418F-44R-3-A,20.0,57.5,670.57,670.945,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated/thin-bedded mud
- sub-mm to 2.5 cm thick intervals
- lamination/bedding due to colour variations between ""about"" 10Y 4/1 and 10Y 3/1, as well as due to variations in grains size
- mostly well visible, but sometimes more difficult to discern, e.g. sect. 1, above ~75 cm
- upper boundary: gradational (e.g. section 4, ~70 cm) & sharp (e.g. sect. 1, 110; sect. 3, ~58 cm)
- lower boundary: gradational; often repeated occurrence of thin, sandy laminae
- very few lonestones (<7 mm)
- some normal faults, e.g. sect 5, 75-83; sect. 6, 33.5-36.5
- occasional mud/sand clasts
- may contain occasional ash
",,,,,,341,U1418,F,44,R,3,A,,,,
341-U1418F-44R-3-A,57.5,85.0,670.945,671.22,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- massive
- moderately (occasionally heavily bioturbated)
- often sharp upper boundaries (e.g. sect. 1, 111 cm; sect. 3, ~58 cm)
- lower boundaries often gradational and defined by gradually increasing clast content
- generally 10Y 3/1, but some colour variations
- clasts up to ~1 cm (much higher abundance than in surrounding laminated intervals)
- generally higher sand content than in laminated intervals",,,,,,341,U1418,F,44,R,3,A,,,,
