Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
353-U1444A-18X-3-A,61.5,67.0,150.615,150.67,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,3,A,,,,
353-U1444A-18X-3-A,67.0,69.0,150.67,150.69,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,3,A,,,,
353-U1444A-18X-3-A,69.0,150.0,150.69,151.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,3,A,,,,
353-U1444A-18X-4-A,0.0,20.0,151.5,151.7,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,4,A,,,,
353-U1444A-18X-4-A,20.0,23.5,151.7,151.735,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,4,A,,,,
353-U1444A-18X-4-A,23.5,90.5,151.735,152.405,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,4,A,,,,
353-U1444A-18X-4-A,90.5,93.5,152.405,152.435,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,4,A,,,,
353-U1444A-18X-4-A,93.5,101.0,152.435,152.51,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,4,A,,,,
353-U1444A-18X-4-A,101.0,102.5,152.51,152.525,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,4,A,,,,
353-U1444A-18X-4-A,102.5,150.0,152.525,153.0,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,4,A,,,,
353-U1444A-18X-5-A,0.0,121.0,153.0,154.21,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,5,A,,,,
353-U1444A-18X-5-A,121.0,126.0,154.21,154.26,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,5,A,,,,
353-U1444A-18X-5-A,126.0,144.0,154.26,154.44,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,5,A,,,,
353-U1444A-18X-5-A,144.0,150.0,154.44,154.5,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,5,A,,,,
353-U1444A-18X-6-A,0.0,14.0,154.5,154.64,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,6,A,,,,
353-U1444A-18X-6-A,14.0,28.0,154.64,154.78,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,6,A,,,,
353-U1444A-18X-6-A,28.0,101.0,154.78,155.51,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,6,A,,,,
353-U1444A-18X-6-A,101.0,113.0,155.51,155.63,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,6,A,,,,
353-U1444A-18X-6-A,113.0,120.0,155.63,155.7,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,6,A,,,,
353-U1444A-18X-7-A,0.0,8.0,155.7,155.78,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,7,A,,,,
353-U1444A-18X-7-A,8.0,29.0,155.78,155.99,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,,353,U1444,A,18,X,7,A,,,,
353-U1444A-18X-7-A,29.0,34.0,155.99,156.04,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,7,A,,,,
353-U1444A-18X-7-A,34.0,48.0,156.04,156.18,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,,353,U1444,A,18,X,7,A,,,,
353-U1444A-18X-7-A,48.0,55.0,156.18,156.25,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,7,A,,,,
353-U1444A-18X-CC-A,0.0,18.0,156.25,156.43,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,CC,A,,,,
353-U1444A-18X-CC-A,18.0,27.5,156.43,156.525,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,CC,A,,,,
353-U1444A-18X-CC-A,27.5,38.0,156.525,156.63,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,18,X,CC,A,,,,
353-U1444A-18X-CC-A,38.0,47.0,156.63,156.72,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,18,X,CC,A,,,,
353-U1444A-19X-1-A,0.0,49.0,156.7,157.19,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,6 silty to clay turbidites.,,,,353,U1444,A,19,X,1,A,,,,
353-U1444A-19X-1-A,49.0,67.0,157.19,157.37,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,1,A,,,,
353-U1444A-19X-1-A,67.0,75.0,157.37,157.45,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,1,A,,,,
353-U1444A-19X-1-A,75.0,112.0,157.45,157.82,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,1,A,,,,
353-U1444A-19X-1-A,112.0,116.0,157.82,157.86,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,1,A,,,,
353-U1444A-19X-1-A,116.0,150.0,157.86,158.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,1,A,,,,
353-U1444A-19X-2-A,0.0,59.0,158.2,158.79,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,2,A,,,,
353-U1444A-19X-2-A,59.0,78.5,158.79,158.985,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,2 silty to clay turbidites.,,,,353,U1444,A,19,X,2,A,,,,
353-U1444A-19X-2-A,78.5,150.0,158.985,159.7,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,2,A,,,,
353-U1444A-19X-3-A,0.0,66.0,159.7,160.36,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,3,A,,,,
353-U1444A-19X-3-A,66.0,70.0,160.36,160.4,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,3,A,,,,
353-U1444A-19X-3-A,70.0,114.0,160.4,160.84,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,3,A,,,,
353-U1444A-19X-3-A,114.0,119.0,160.84,160.89,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,3,A,,,,
353-U1444A-19X-3-A,119.0,150.0,160.89,161.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,3,A,,,,
353-U1444A-19X-4-A,0.0,10.0,161.2,161.3,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,4,A,,,,
353-U1444A-19X-4-A,10.0,61.0,161.3,161.81,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,4,A,,,,
353-U1444A-19X-4-A,61.0,67.5,161.81,161.875,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,4,A,,,,
353-U1444A-19X-4-A,67.5,124.0,161.875,162.44,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,4,A,,,,
353-U1444A-19X-4-A,124.0,128.0,162.44,162.48,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,4,A,,,,
353-U1444A-19X-4-A,128.0,136.0,162.48,162.56,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,4,A,,,,
353-U1444A-19X-4-A,136.0,139.0,162.56,162.59,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,4,A,,,,
353-U1444A-19X-4-A,139.0,150.0,162.59,162.7,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,4,A,,,,
353-U1444A-19X-5-A,0.0,4.0,162.7,162.74,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,5,A,,,,
353-U1444A-19X-5-A,4.0,34.0,162.74,163.04,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,5,A,,,,
353-U1444A-19X-5-A,34.0,40.5,163.04,163.105,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,5,A,,,,
353-U1444A-19X-5-A,40.5,53.0,163.105,163.23,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,5,A,,,,
353-U1444A-19X-5-A,53.0,56.5,163.23,163.265,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,5,A,,,,
353-U1444A-19X-5-A,56.5,74.0,163.265,163.44,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,5,A,,,,
353-U1444A-19X-5-A,74.0,76.0,163.44,163.46,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,5,A,,,,
353-U1444A-19X-5-A,76.0,150.0,163.46,164.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,5,A,,,,
353-U1444A-19X-6-A,0.0,17.0,164.2,164.37,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,6,A,,,,
353-U1444A-19X-6-A,17.0,20.0,164.37,164.4,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,6,A,,,,
353-U1444A-19X-6-A,20.0,68.0,164.4,164.88,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,6,A,,,,
353-U1444A-19X-6-A,68.0,70.5,164.88,164.905,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,6,A,,,,
353-U1444A-19X-6-A,70.5,97.0,164.905,165.17,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,6,A,,,,
353-U1444A-19X-6-A,97.0,104.0,165.17,165.24,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,2 silty to clay turbidites.,,,,353,U1444,A,19,X,6,A,,,,
353-U1444A-19X-6-A,104.0,130.0,165.24,165.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,6,A,,,,
353-U1444A-19X-7-A,0.0,66.0,165.5,166.16,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,7,A,,,,
353-U1444A-19X-CC-A,0.0,14.0,166.16,166.3,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,CC,A,,,,
353-U1444A-19X-CC-A,14.0,17.0,166.3,166.33,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,19,X,CC,A,,,,
353-U1444A-19X-CC-A,17.0,39.0,166.33,166.55,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,19,X,CC,A,,,,
353-U1444A-20X-1-A,0.0,12.0,166.4,166.52,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,12.0,20.0,166.52,166.6,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,20.0,36.0,166.6,166.76,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,36.0,61.0,166.76,167.01,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,61.0,72.0,167.01,167.12,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,72.0,90.5,167.12,167.305,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,90.5,114.0,167.305,167.54,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,114.0,127.5,167.54,167.675,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,127.5,134.0,167.675,167.74,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,134.0,138.5,167.74,167.785,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-1-A,138.5,150.0,167.785,167.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,20,X,1,A,,,,
353-U1444A-20X-2-A,0.0,45.0,167.9,168.35,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,20,X,2,A,,,,
353-U1444A-20X-2-A,45.0,53.0,168.35,168.43,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,,353,U1444,A,20,X,2,A,,,,
353-U1444A-20X-CC-A,0.0,18.0,168.43,168.61,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,,353,U1444,A,20,X,CC,A,,,,
353-U1444A-20X-CC-A,18.0,48.0,168.61,168.91,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,,,,,353,U1444,A,20,X,CC,A,,,,
353-U1444A-21X-1-A,0.0,9.0,176.1,176.19,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,,,,,,,,,353,U1444,A,21,X,1,A,,,,
353-U1444A-21X-1-A,9.0,36.0,176.19,176.46,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,,,,,353,U1444,A,21,X,1,A,,,,
353-U1444A-21X-1-A,36.0,47.0,176.46,176.57,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,,,,,,,,,353,U1444,A,21,X,1,A,,,,
353-U1444A-21X-1-A,47.0,142.0,176.57,177.52,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,7 silty to clay turbidites.,,,,353,U1444,A,21,X,1,A,,,,
353-U1444A-21X-1-A,142.0,150.0,177.52,177.6,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,,,,,,,,,353,U1444,A,21,X,1,A,,,,
