Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
372-U1517C-17H-1-A,0,50,90.6,91.1,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,mottling [BJ80],volcanic glass,,,,,,structure disturbed by drilling,,,,372,U1517,C,17,H,1,A,,,,
372-U1517C-17H-1-A,50,144,91.1,92.04,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray,,,,,,,,massive [BJ84],,,,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash and shells blebs.,,,,372,U1517,C,17,H,1,A,,,,
372-U1517C-17H-2-A,0,105,92.04,93.09,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray,,,,,,,,massive [BJ84],,,,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash and shells blebs. Silt layer 0.5 cm-thick (73.5-74),,,,372,U1517,C,17,H,2,A,,,,
372-U1517C-17H-3-A,0,153,93.19,94.72,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash and shells blebs.,,,,372,U1517,C,17,H,3,A,,,,
372-U1517C-17H-4-A,0,96,94.72,95.68,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash and few blebs.,,,,372,U1517,C,17,H,4,A,,,,
372-U1517C-17H-5-A,0,14,95.68,95.82,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,,volcanic glass,,,,,,massive clayey silt. Sparse ash blebs.,,,,372,U1517,C,17,H,5,A,,,,
372-U1517C-17H-5-A,14,16,95.82,95.84,IV,,silt [S54],,silt,silt,silt,GLEY 1 4/10Y (dark greenish gray),irregular,sharp,irregular sharp,horizontal,thin bed [B01],,,planar lamination,,,,,volcanic glass,,,,,,One isolated bed. Ash,,,,372,U1517,C,17,H,5,A,,,,
372-U1517C-17H-5-A,16,81,95.84,96.49,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash and shells blebs. faint color laminations,,,,372,U1517,C,17,H,5,A,,,,
372-U1517C-17H-6-A,0,14,96.64,96.78,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash and shells blebs.,,,,372,U1517,C,17,H,6,A,,,,
372-U1517C-17H-6-A,14,19,96.78,96.83,IV,,silt [S54],,silt,silt,silt,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],,,planar lamination,,,,,volcanic glass,,,,,,One isolated 5-cm silty bed. Ash at base. shows normal grading,,,,372,U1517,C,17,H,6,A,,,,
372-U1517C-17H-6-A,19,82,96.83,97.46,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,mottling [BJ80],volcanic glass,,,,,,massive clayey silt. Sparse ash blebs. Section disturbed by gas expansion from 30 cm to section end.,,,,372,U1517,C,17,H,6,A,,,,
372-U1517C-17H-7-A,0,60,97.61,98.21,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,color banding,volcanic glass,,,,,,massive clayey silt. Sparse ash blebs. faint color laminations,,,,372,U1517,C,17,H,7,A,,,,
372-U1517C-17H-7-A,60,65,98.21,98.26,IV,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],,,planar lamination,,,,,volcanic glass,,,,,,Two stacked graded v.f. sand to silty layers with ash and shell beds.,,,,372,U1517,C,17,H,7,A,,,,
372-U1517C-17H-7-A,65,92,98.26,98.53,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,,volcanic glass,,,,,,massive clayey silt. Sparse ash blebs.,,,,372,U1517,C,17,H,7,A,,,,
372-U1517C-17H-8-A,0,16,98.53,98.69,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,,volcanic glass,,,,,,massive clayey silt. Sparse ash blebs.,,,,372,U1517,C,17,H,8,A,,,,
372-U1517C-17H-8-A,16,18,98.69,98.71,IV,,silt [S54],,silt,silt,silt,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],,,planar lamination,,,,,volcanic glass,,,,,,Silty layer with ash.,,,,372,U1517,C,17,H,8,A,,,,
372-U1517C-17H-8-A,18,71,98.71,99.24,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,,volcanic glass,,,,,,massive clayey silt. Sparse ash and shells blebs. faint color laminations,,,,372,U1517,C,17,H,8,A,,,,
372-U1517C-17H-CC-A,0,49,99.24,99.73,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 4/5GY (dark greenish gray),,,,,,,,massive [BJ84],,,,,volcanic glass,,,,,,massive clayey silt. Sparse ash blebs. Section partially destroyed,,,,372,U1517,C,17,H,CC,A,,,,
372-U1517C-18H-1-A,0,31,99.6,99.91,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,structureless. Suspect strong drilling disturbance,,,,372,U1517,C,18,H,1,A,,,,
372-U1517C-18H-1-A,42,56,100.02,100.16,IV,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,structureless. Suspect strong drilling disturbance. many foraminifera,,,,372,U1517,C,18,H,1,A,,,,
372-U1517C-18H-2-A,0,13,100.16,100.29,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,horizontal,lamina [M&W53],,,planar lamination,,,,planar lamination,foraminifera,,,,,,Laminated very fine sand to clayey silt graded beds. Beds have sharp basal contact. Unit has an irregular sharp base contact. microscopic foraminifera in sandy component.,,,,372,U1517,C,18,H,2,A,,,,
372-U1517C-18H-2-A,13,70,100.29,100.86,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,foraminifera,,,,,,massive clayey silt with common foraminifera. 1cm thick coarser silt bed at 25 cm,,,,372,U1517,C,18,H,2,A,,,,
372-U1517C-18H-2-A,74,108,100.9,101.24,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,massive clayey silt with sparse foraminifera,,,,372,U1517,C,18,H,2,A,,,,
372-U1517C-18H-2-A,111,141,101.27,101.57,V,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,parallel bedding,,,,,foraminifera,,,,,,"Weakly bedded, graded clayey silt with sparse foraminifera",,,,372,U1517,C,18,H,2,A,,,,
372-U1517C-18H-3-A,0,132,101.57,102.89,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,parallel bedding,,,,,foraminifera,,,,,,Medium to thick (15-40 cm) sand to clayey silt graded bed unit with common foraminifera. Sand size varies within individual graded beds,,,,372,U1517,C,18,H,3,A,,,,
372-U1517C-18H-4-A,0,93,102.99,103.92,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,massive [BJ84],,,,,,,,,,,Clayey silt with sparse foraminifera. thin bedded coarser silts at 12 and 68 cm,,,,372,U1517,C,18,H,4,A,,,,
372-U1517C-18H-4-A,93,149,103.92,104.48,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,parallel bedding,,,,,foraminifera,,,,,,Thin sand to clayey silt graded bed unit with common foraminifera (especially in sand component of coarser sediments). Sand size varies within individual graded beds.,,,,372,U1517,C,18,H,4,A,,,,
372-U1517C-18H-5-A,0,77,104.49,105.26,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,parallel bedding,,,,,shell fragments,,,,,,thin sand to clayey silt graded beds. Bed at 15 cm has claystone chips and shells. sparse foraminifera,,,,372,U1517,C,18,H,5,A,,,,
372-U1517C-18H-6-A,0,38,105.26,105.64,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,parallel bedding,,,,,shell fragments,,,,,,Medium sand to clayey silt graded beds. Shell fragments. sparse foraminifera. dark mottling,,,,372,U1517,C,18,H,6,A,,,,
372-U1517C-18H-6-A,42,74,105.68,106,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,parallel bedding,,,,,foraminifera,,,,,,"Medium thick, sand to clayey silt graded beds. Common foraminifera. upper 9 cm is a laminated very fine sand bed that is mostly likely the basal unit of the graded bed that continues up-core above the void.",,,,372,U1517,C,18,H,6,A,,,,
372-U1517C-18H-7-A,0,16,106.11,106.27,V,,silty clay [S54],,silty clay,silty clay,silty clay,,,,,,,,,,,,,,,,,,,,massive clayey silt,,,,372,U1517,C,18,H,7,A,,,,
372-U1517C-18H-7-A,16,19,106.27,106.3,V,fossiliferous,coarse sand [USGS],,fossiliferous coarse sand,fossiliferous coarse sand,coarse sand,,,,,,,,,,,,,,shell fragments,,,,,,"fossiliferous, loose coarse sand",,,,372,U1517,C,18,H,7,A,,,,
372-U1517C-18H-7-A,19,90,106.3,107.01,V,fossiliferous,silt [S54],,fossiliferous silt,fossiliferous silt,silt,GLEY 1 5/10Y (greenish gray),,,,,thick bed [B01],,,,,,,,shell fragments,,,,,,"thick bedded unit of silty clay with common shell fragments, sand and ash blebs and claystone clasts. 3 cm thick shell rich sand to pebble layer at 17 cm. May be mass movement deposit.",,,,372,U1517,C,18,H,7,A,,,,
372-U1517C-18H-8-A,0,103,107.26,108.29,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,convolute bedded,,,,,,,,,,,distorted clayey silt unit. Likely to be suck in from drilling process,,,,372,U1517,C,18,H,8,A,,,,
372-U1517C-19F-1-A,0,24,108.3,108.54,V,,silty clay [S54],,silty clay,silty clay,silty clay,,,,,,,,,,,,mottling [BJ80],,,,,,,,massive greyish green clayey silt,,,,372,U1517,C,19,F,1,A,,,,
372-U1517C-19F-1-A,24,61,108.54,108.91,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,parallel bedding,,,mottling [BJ80],,shell fragments,,,,,,alternating thin beds of fs and clay. Sand layers are normally graded with white speckles and shell fragments <0.5mm on basal contact.,,,,372,U1517,C,19,F,1,A,,,,
372-U1517C-19F-1-A,68,126,108.98,109.56,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,parallel bedding,,,mottling [BJ80],,shell fragments,,,,,,alternating thin beds of fs and clay. Sand layers are normally graded with white speckles and shell fragments <0.5mm on basal contact.,,,,372,U1517,C,19,F,1,A,,,,
372-U1517C-19F-2-A,0,18,109.57,109.75,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,parallel bedding,,,mottling [BJ80],,,,,,,,alternating thin beds of fs and clay. Sand layers are normally graded with white speckles and erosional basal contact.,,,,372,U1517,C,19,F,2,A,,,,
372-U1517C-19F-2-A,18,27,109.75,109.84,V,,medium sand [USGS],,medium sand,medium sand,medium sand,GLEY 1 3/10GY (very dark greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed [B01],normal grading,moderate [2014],massive [BJ84],,,,,,,,,,,"Thin bed, normal graded fs sand layer with erosional basal contact. Grains of micaceous mineral give shiny aspect.",,,,372,U1517,C,19,F,2,A,,,,
372-U1517C-19F-2-A,27,58,109.84,110.15,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,parallel bedding,,,bleb,mottling [BJ80],,,,,,,alternating thin beds of fs and clay. Sand layers are normally graded with white speckles and erosional basal contacts.,,,,372,U1517,C,19,F,2,A,,,,
372-U1517C-19F-2-A,65,129,110.22,110.86,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,parallel bedding,,,bleb,mottling [BJ80],,,,,,,alternating thin beds of fs and clay. Sand layers are normally graded with white speckles and erosional basal contacts. Also some deformed baes and some evidence of mixing,,,,372,U1517,C,19,F,2,A,,,,
372-U1517C-19F-3-A,0,64,110.96,111.6,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10GY (greenish gray),,,,,,,,parallel bedding,,,mottling [BJ80],,,,,,,,alternating thin beds of fs and clay. Sand layers are normally graded with white speckles and erosional basal contact.,,,,372,U1517,C,19,F,3,A,,,,
372-U1517C-19F-3-A,64,88,111.6,111.84,V,,medium sand [USGS],,medium sand,medium sand,medium sand,GLEY 1 3/10Y (very dark greenish gray),irregular,sharp,irregular sharp,horizontal,medium bed [B01],normal grading,moderate [2014],massive [BJ84],,,,,shell fragments,,,,,,"medium bed, medium grained sand, inconclusive about grading as it is deformed. floating clasts of background (clayey silt) throughout (unclear if it;s original or drilling disturbance)",,,,372,U1517,C,19,F,3,A,,,,
372-U1517C-19F-3-A,88,104,111.84,112,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,,,,parallel bedding,,,mottling [BJ80],,,,,,,,mostly mud layer with mottling,,,,372,U1517,C,19,F,3,A,,,,
372-U1517C-19F-CC-A,0,38,112.01,112.39,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,,,,convolute bedded,,,clastic dike,mud clast,,,,,,,alternating mud and sand convoluted layers. Evidence of sand injection and loading. Mud clast floating inside sand layer. Interpreted as debrite.,,,,372,U1517,C,19,F,CC,A,,,,
372-U1517C-20F-1-A,0,50,113,113.5,V,,silt [S54],with clay,silt,silt with clay,silt with clay,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,,,shell fragments,,,,,,"compact mud, breaking easily, with some blebs with fine",,,,372,U1517,C,20,F,1,A,,,,
372-U1517C-20F-2-A,0,53,113.59,114.12,V,fossiliferous,silt [S54],with clay,fossiliferous silt,fossiliferous silt with clay,silt with clay,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,,,,,,shell fragments,,,,,,"compact mud (clay) with a lot of scattered bivalve shells. some whole, some broken, some pyritised",,,,372,U1517,C,20,F,2,A,,,,
372-U1517C-20F-2-A,53,116,114.12,114.75,V,,silt [S54],with clay,silt,silt with clay,silt with clay,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,,,,,,,,,,,,"compact mud (clay), some broken shells at 88-90cm",,,,372,U1517,C,20,F,2,A,,,,
372-U1517C-20F-3-A,0,54,114.93,115.47,V,,silt [S54],with clay,silt,silt with clay,silt with clay,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,color banding,,,,,,,,,,,"very silty unit, homogeneous with no other features",,,,372,U1517,C,20,F,3,A,,,,
372-U1517C-20F-3-A,54,92,115.47,115.85,V,fossiliferous,silt [S54],with clay,fossiliferous silt,fossiliferous silt with clay,silt with clay,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,,,,,,,,,,shell fragments,,,,,,"Mostly silt, with some clay that gives it some cohesion, very compacted. Major characteristic is the presence of broken bivalve shells",,,,372,U1517,C,20,F,3,A,,,,
372-U1517C-20F-3-A,98,114,115.91,116.07,V,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,,,,well [2014],planar lamination,,,massive [BJ84],,,,,,,,"A thin very fine sand layer, recorded for being so different. Made mostly of angular quartz and minor black grains, some muscovite and some forams.",,,,372,U1517,C,20,F,3,A,,,,
372-U1517C-20F-3-A,114,140,116.07,116.33,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,,,,,,,,,"very compact clayey silt, with contorted fine sand (light-coloured) layers (not convolute bedding). May be a debrite",,,,372,U1517,C,20,F,3,A,,,,
372-U1517C-20F-4-A,0,36,116.33,116.69,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,mottling [BJ80],,,,,,,,very compact clayey silt with some pods/blebs of sand,,,,372,U1517,C,20,F,4,A,,,,
372-U1517C-20F-4-A,42,49,116.75,116.82,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,concretion [BJ80],,,,,,,,,,,"clayey silt with specks of calcite (they look like needles or fibres under the binocular microscope), concretions?",,,,372,U1517,C,20,F,4,A,,,,
372-U1517C-20F-4-A,49,86,116.82,117.19,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,color banding,,,,,,,,"homogeneous clayey silt. A lamina (<1cm) of very fine sand (light grey color), perhaps tephra (it contains glass shards, quartz and mud lithics)",,,,372,U1517,C,20,F,4,A,,,,
372-U1517C-20F-5-A,0,59,117.34,117.93,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,bleb,,,,,,,,,,,"Compact, clayey silt with sandy blebs and some interbedded very thin (very fine) sand layers (at 5cm, 10cm and 53-55cm)",,,,372,U1517,C,20,F,5,A,,,,
372-U1517C-20F-CC-A,0,49,117.93,118.42,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,"Compact, clayey silt with a lamina of very fine sand at 40cm",,,,372,U1517,C,20,F,CC,A,,,,
372-U1517C-21F-1-A,0,58,117.7,118.28,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,bleb,,shell fragments,,,,,,Compact silty clay. A bleb of sand at 9cm,,,,372,U1517,C,21,F,1,A,,,,
372-U1517C-21F-2-A,0,45,118.28,118.73,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,very stiff clay,,,,372,U1517,C,21,F,2,A,,,,
372-U1517C-21F-2-A,47,130,118.75,119.58,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,very stiff clay interrupted by one very fine sand layer (light grey) at 88-89cm (tephra?),,,,372,U1517,C,21,F,2,A,,,,
372-U1517C-21F-3-A,0,135,119.68,121.03,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,very stiff clay with a lamina of light grey very fine sand at 9cm (tephra?),,,,372,U1517,C,21,F,3,A,,,,
372-U1517C-21F-4-A,0,13,121.18,121.31,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,gradational, gradational,,,,,mottling [BJ80],,,,,,,,,,,very stiff clay,,,,372,U1517,C,21,F,4,A,,,,
372-U1517C-21F-4-A,13,34,121.31,121.52,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,stiff silty clay,,,,372,U1517,C,21,F,4,A,,,,
372-U1517C-21F-4-A,37,87,121.55,122.05,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,stiff silty clay,,,,372,U1517,C,21,F,4,A,,,,
372-U1517C-21F-CC-A,0,15,122.05,122.2,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,shell fragments,,,,,,stiff silty clay,,,,372,U1517,C,21,F,CC,A,,,,
372-U1517C-22F-1-A,25,92,122.65,123.32,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,stiff silty clay,,,,372,U1517,C,22,F,1,A,,,,
372-U1517C-22F-2-A,0,57,123.32,123.89,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,stiff silty clay with some shells and maybe some concretions,,,,372,U1517,C,22,F,2,A,,,,
372-U1517C-22F-2-A,61,90,123.93,124.22,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,stiff silty clay with some shells and maybe some concretions,,,,372,U1517,C,22,F,2,A,,,,
372-U1517C-22F-3-A,0,40,124.37,124.77,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,stiff silty clay with a little mottlng and scattered fragments,,,,372,U1517,C,22,F,3,A,,,,
372-U1517C-22F-3-A,43,131,124.8,125.68,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10GY (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,stiff silty clay with a little mottlng and scattered fragments,,,,372,U1517,C,22,F,3,A,,,,
372-U1517C-22F-4-A,0,87,125.78,126.65,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,"stiff silty clay, very little mottling, some scattered shell fragments.",,,,372,U1517,C,22,F,4,A,,,,
372-U1517C-22F-4-A,94,130,126.72,127.08,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,"stiff silty clay, very little mottling, some scattered shell fragments. At 126-128cm tephra is a fine sandy layer (lighter grey)",,,,372,U1517,C,22,F,4,A,,,,
372-U1517C-22F-CC-A,0,12,127.09,127.21,V,,silty clay [S54],,silty clay,silty clay,silty clay,GLEY 1 5/10Y (greenish gray),,,,,,,,concretion [BJ80],,,mottling [BJ80],,,,,,,,"stiff silty clay, top 3cm show early concretions, possibly nucleating around broken shells",,,,372,U1517,C,22,F,CC,A,,,,
372-U1517C-23F-1-A,20,88,127.3,127.98,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,,,shell fragments,,,,,,,,,,372,U1517,C,23,F,1,A,,,,
372-U1517C-23F-2-A,0,29,127.98,128.27,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,mottling [BJ80],,,bleb,,shell fragments,,,,,,,,,,372,U1517,C,23,F,2,A,,,,
372-U1517C-23F-2-A,31,60,128.29,128.58,V,,clayey silt [S54],,clayey silt,clayey silt,clayey silt,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,,372,U1517,C,23,F,2,A,,,,
372-U1517C-23F-3-A,0,71,128.72,129.43,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],,,mottling [BJ80],,,bleb,,shell fragments,,,,,,"in parts there are patches of silt-to-fine-sand, like layers but with gradational top and bottom boundaries where clay decreases and silt or v.f. sand become more dominant",,,,372,U1517,C,23,F,3,A,,,,
372-U1517C-23F-4-A,0,73,129.53,130.26,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,mottling [BJ80],,,bleb,,shell fragments,,,,,,"in parts there are patches of silt-to-fine-sand, like layers but with gradational top and bottom boundaries where clay decreases and silt or v.f. sand become more dominant. Patch of early concretion with shell fragments at 43cm",,,,372,U1517,C,23,F,4,A,,,,
372-U1517C-23F-5-A,0,32,130.36,130.68,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,mottling [BJ80],,,bleb,,shell fragments,,,,,,,,,,372,U1517,C,23,F,5,A,,,,
372-U1517C-23F-5-A,42,70,130.78,131.06,V,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,GLEY 1 5/10Y (greenish gray),,,,,thin bed [B01],,,,,,,,,,,,,,,,,,372,U1517,C,23,F,5,A,,,,
372-U1517C-24F-1-A,0,65,131.8,132.45,V,,clay [S54],with silt,clay,clay with silt,clay with silt,GLEY 1 5/10Y (greenish gray),,,,,,,,color banding,,,mottling [BJ80],,shell fragments,,,,,,"stiff clay with a bit of silt. Color banding seems to oxidise fast and disappear, more obvious immediately after splitting. Between 11-24cm there is sharp inclined contact between two clays with different shading. lighter against darker, fault?",,,,372,U1517,C,24,F,1,A,,,,
