Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data
375-U1520C-22R-2-A,0,40,834.91,835.31,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,moderate,2,mottling,,,,,,,,"Brownish-white muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. Core exhibits brown mottling throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-22R-2-A,70,146,835.61,836.37,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 8/1 (white),,,,,,lithified,,well,,moderate,2,mottling,planar lamination,,,,,,,"Brownish-white muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. Core exhibits brown mottling throughout. White-gray laminae throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-22R-3-A,0,110,836.37,837.47,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 8/3 (very pale brown),,,,,,lithified,,well,,moderate,2,planar lamination,mottling,,,,,,,"Very pale brrownish (slightly darker than previous sections in this core) muddy chalk with white-gray laminae throughout, overprinted by later bioturbation. White layers at 20-21 and 34-35 cm. Core exhibits brown mottling throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-22R-4-A,0,98.5,837.85,838.835,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,mottling,planar lamination,,,,,,,"Very pale brrownish (slightly darker than previous sections in this core) muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. Core exhibits brown mottling throughout. White-gray laminae throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-22R-5-A,0,104,839.04,840.08,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 7/3 (very pale brown),,,,,,lithified,,well,,strong,3,mottling,,,,,,,,"Very pale brrownish (slightly darker than previous sections in this core) muddy chalk with smeared white chalk and small, mm-scale white clasts with brown centers (likely Ophiomorpha trace fossils). Bioturbation is moderate to strong and obscures some primary structure. Drilling disturbance obscures some features.",,,
375-U1520C-22R-6-A,0,67,840.33,841,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 6/4 (light yellowish brown),,,,,,lithified,,well,,strong,3,mottling,,,,,,,,"Light yellowish brown (slightly darker than previous sections in this core)muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. Core exhibits brown mottling throughout. White-gray laminae of chalk throughout. Injection of same chalk material from 34-61 cm crosscuts the core. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-23R-1-A,0,116,843,844.16,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 6/4 (light yellowish brown),,,,,,lithified,,well,,strong,3,mottling,,,,,,,,"Light yellowish brown muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. Core exhibits brown mottling throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-23R-2-A,0,83,844.41,845.24,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 6/4 (light yellowish brown),,,,,,lithified,,well,,strong,3,planar lamination,mottling,,,,,,,"Light yellowish brown muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. White-gray laminae of chalk throughout. Core exhibits brown mottling throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-23R-3-A,0,125,845.24,846.49,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 6/4 (light yellowish brown),,,,,,lithified,,well,,strong,3,mottling,,,,,,,,"Light yellowish brown muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. Core exhibits brown mottling throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-23R-4-A,0,137,846.49,847.86,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 6/4 (light yellowish brown),,,,,,lithified,,well,,strong,3,mottling,,,,,,,,"Light yellowish brown muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. Core exhibits brown mottling throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-23R-5-A,0,39,848.06,848.45,,muddy,chalk,,muddy chalk,muddy chalk,chalk,10YR 6/4 (light yellowish brown),,,,,,lithified,,well,,strong,3,mottling,,,,,,,,"Light yellowish brown muddy chalk with cm-scale, rounded, elliptic clasts of white chalk, likely Ophiomorpha burrows, overprinted by later bioturbation. One white-gray laminae of chalk at 23-26 cm overprinted by bioturbation.. Core exhibits brown mottling throughout. Bioturbation is moderate to strong and obscures some primary structure.",,,
375-U1520C-23R-5-A,39,120,848.45,849.26,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5YR 4/3 (reddish brown),,,,,,lithified,,well,,,,,,,,,,,,"Section is composed of reworked, poorly sorted deposit ranging from coarse siltstone to coarse sandstone and locally to gravel, with grains ranging in color from black to dark brown and green, and in size from the mm-scale up to 2 cm, with scattered bigger grains. Larger grains are altered volcaniclastics and/or altered basalts, floating in a reddish-brown fine clayey to silty, tufficeous and completely devitrified matrix. From 69 to 84 cm, the sandstone shows a planar lamination defined by laminae of black fine grained material enriched in magnetic minerals. From 84 cm to end of section a planar fine lamination is visible as alternation of matrix with different tones of brown. This lithology continues to next section.",,,
375-U1520C-23R-6-A,0,20,849.26,849.46,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5YR 4/3 (reddish brown),,,,,,lithified,,poor,,,,,,,,,,,,"Section continues from the upper one, and is composed of reworked, poorly sorted deposit ranging from coarse siltstone to coarse sandstone and locally to gravel, with grains ranging in color from black to dark brown and green, and in size from the mm-scale up to 2 cm, with scattered bigger grains. Larger grains are altered volcaniclastics and/or altered basalts, floating in a reddish-brown fine clayey to silty, tufficeous and completely devitrified matrix. A planar fine lamination is visible as alternation of matrix with different tones of brown.",,,
375-U1520C-23R-6-A,20,53,849.46,849.79,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio.,,,
375-U1520C-23R-CC-A,0,18,849.79,849.97,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio.,,,
375-U1520C-24R-1-A,0,65,852.6,853.25,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio. Packages of sandstone (dm-scale) are separated from each other by vaguely finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses.,,,
375-U1520C-24R-1-A,85,101,853.45,853.61,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio. Packages of sandstone (dm-scale) are separated from each other by vaguely finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses.,,,
375-U1520C-24R-2-A,0,84,853.61,854.45,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features subrounded to sub-angular grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio. Packages of sandstone (dm-scale) are separated from each other by vaguely finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses.,,,
375-U1520C-24R-3-A,0,140,854.7,856.1,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features subrounded to sub-angular grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio. Packages of sandstone (dm-scale) are separated from each other by vaguely finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses.,,,
375-U1520C-24R-4-A,0,115,856.1,857.25,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,Sandstone features subrounded to sub-angular grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio. Packages of sandstone (dm-scale) are separated from each other by vaguely finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses.,,,
375-U1520C-24R-5-A,0,64,857.25,857.89,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,planar lamination,,,,,,,,"Sandstone features subrounded to sub-angular grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio. Locally a planar lamination is visible, in the form of alternating layers with different grainsize.",,,
375-U1520C-24R-5-A,79,96,858.04,858.21,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,planar lamination,,,,,,,,"Sandstone features subrounded to sub-angular grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio. Locally a planar lamination is visible, in the form of alternating layers with different grainsize.",,,
375-U1520C-24R-6-A,0,150,858.21,859.71,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,planar lamination,,,,,,,,"Sandstone features subrounded to sub-angular grains up to 1 cm of volcaniclastics and altered basalt in a fine matrix ranging in color from pale green to pistachio. Locally a planar lamination is visible, in the form of alternating layers with different grainsize. From 109 to 116 cm interval with fragmented altered basalt clasts.",,,
375-U1520C-25R-1-A,0,91,862.2,863.11,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 1 cm of volcaniclastics and altered basalt. Between the grains we can see fine matrix as well as pore filling cement, essentially calcite. A planar lamination is vaguely visible as cm-scale beds with coarser-grained sandstones alternated with finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses. Sub-parallel to lamination are also calcite veins, from 1 to 3 mm in thickness, and cm-thick sandstone intervals in which calcite is present as cement between grains.",,,
375-U1520C-25R-2-A,0,151,863.38,864.89,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 1 cm of volcaniclastics and altered basalt. Between the grains we can see fine matrix as well as pore filling cement, essentially calcite. A planar lamination is vaguely visible as cm-scale beds with coarser-grained sandstones alternated with finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses. Sub-parallel to lamination are also calcite veins, from 1 to 3 mm in thickness, and cm-thick sandstone intervals in which calcite is present as cement between grains.",,,
375-U1520C-25R-3-A,0,144,864.89,866.33,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 1 cm of volcaniclastics and altered basalt. Between the grains we can see fine matrix as well as pore filling cement, essentially calcite. A planar lamination is vaguely visible as cm-scale beds with coarser-grained sandstones alternated with finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses. From 19 to 26, a clast of altered basalt. Grainsize is generally smaller than in section 1.",,,
375-U1520C-25R-CC-A,0,17,866.33,866.5,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 1 cm of volcaniclastics and altered basalt . Between the grains we can see fine matrix as well as pore filling cement, essentially calcite. A planar lamination is vaguely visible as cm-scale beds with coarser-grained sandstones alternated with finer-grained beds (silt to middle sand) of ca. 0.5 to several cm thicknesses.",,,
375-U1520C-26R-1-A,0,147,871.7,873.17,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Interval 0-10 cm is fractures and altered basalt. Grain size is slightly bigger than previous core until 114 cm, then graisize decreases together with the amount of grains > 0.5 cm.",,,
375-U1520C-26R-2-A,0,99,873.17,874.16,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Grain size is slightly bigger than previous core.",,,
375-U1520C-26R-3-A,0,73,874.16,874.89,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Interval 0-10 cm is fractures and altered basalt. Grain size is slightly bigger than previous core.",,,
375-U1520C-26R-4-A,0,66.3,875.23,875.893,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Grain size is slightly bigger than previous core.",,,
375-U1520C-26R-4-A,80,128,876.03,876.51,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly calcite in this section. Graisize is slightly bigger than previous core.",,,
375-U1520C-26R-5-A,0,87,876.51,877.38,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 1 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly calcite in this section. Grain size is smaller than in previous sections.",,,
375-U1520C-26R-CC-A,0,17,877.38,877.55,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 1 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly calcite in this section. Grain size is smaller than in previous sections.",,,
375-U1520C-27R-1-A,0,134.5,881.3,882.645,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Sub-horizontal, mm-scale up tp 0.5 cm thick calcite veins cut through the sandstone. From 91 cm to bottom section, cement is milky white calcite.",,,
375-U1520C-27R-2-A,0,92,882.79,883.71,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with head lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Interval 0-11 cm shows dramatic decrease in grain size with grains not more than 2 mm in size. Sub-horizontal, mm-scale up tp 0.5 cm thick calcite veins cut through the sandstone.",,,
375-U1520C-27R-3-A,0,148,883.98,885.46,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Interval 84-120 cm shows decrease in grain size with only few grains >2 cm in size dispersed in mm-scale grains. Sub-horizontal, mm-scale up tp 0.5 cm thick calcite veins cut through the sandstone.",,,
375-U1520C-27R-4-A,0,148,885.46,886.94,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Sub-horizontal, mm-scale up tp 0.5 cm thick calcite veins cut through the sandstone.",,,
375-U1520C-27R-5-A,0,94,886.94,887.88,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is either calcite, or unresolvable at this scale. Sub-horizontal, mm-scale up tp 0.5 cm thick calcite veins cut through the sandstone. From 66 cm to bottom section, cement is milky white calcite.",,,
375-U1520C-27R-6-A,0,64,887.88,888.52,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Sub-horizontal, mm-scale up tp 0.5 cm thick calcite veins cut through the sandstone.",,,
375-U1520C-27R-CC-A,0,14,888.52,888.66,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,5Y 5/3 (olive),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone features sub-angular grains up to 2 cm of volcaniclastics and altered basalt. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Sub-horizontal, mm-scale up tp 0.5 cm thick calcite veins cut through the sandstone.",,,
375-U1520C-28R-1-A,0,96,890.9,891.86,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Olive green biscuits within the top 7 cm of the core contain ~1 cm thick calcite veins. Smear slides also show minor bioclastic components.",,,
375-U1520C-28R-2-A,0,142,892.01,893.43,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Calcite vein ~1 mm thick at 96 cm cuts across the core. Smear slides also show minor bioclastic components.",,,
375-U1520C-28R-3-A,0,91,893.43,894.34,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 1 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. More concentrated calcite is seen as a bleb at 37 cm and 1 cm thick vein at 78 cm. Smear slides also show minor bioclastic components.",,,
375-U1520C-28R-4-A,0,143,894.69,896.12,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-28R-5-A,0,126,896.12,897.38,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-28R-6-A,0,149,897.61,899.1,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-29R-1-A,0,116,900.5,901.66,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular to sub-rounded grains of volcaniclastics and altered basalt up to 1 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. One white ~1 mm thick vein at 8 cm. Smear slides also show minor bioclastic components.",,,
375-U1520C-29R-2-A,0,107,902.01,903.08,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-29R-2-A,127,139,903.28,903.4,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-29R-3-A,0,65,903.4,904.05,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 3 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-29R-4-A,0,79,904.24,905.03,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-29R-CC-A,0,19,905.03,905.22,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/6 (strong brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 2 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-31R-1-A,0,17,919.7,919.87,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/3 (brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 3 cm. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
375-U1520C-31R-1-A,27,87,919.97,920.57,,volcaniclastic,conglomerate,,volcaniclastic conglomerate,volcaniclastic conglomerate,conglomerate,7.5YR 4/3 (brown),,,,,,lithified,,poor,,,,,,,,,,,,"Sandstone/conglomerate features sub-angular grains of volcaniclastics and altered basalt up to 3 cm. From 28 to 63 cm, most of clasts are angular to sub-angular dark brown volcaniclastics with calcite cementation, and olive green matrix is absent. Many of the altered grains are rimmed with black oxides. Observation with hand lens suggests that most of the interstitial porosity is occupied by cement, rather than fine matrix. Cement is dominantly milky white calcite. Smear slides also show minor bioclastic components.",,,
