Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1460B-29F-3-A,0.0,110.0,128.1,129.2,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,bivalve,,concretion [BJ80],,absent [B06],0.0,,,"Unlithfied, beige, homogeneous packstone. A sea urchin spine has been replaced by a silica-based, unidentified mineral. A bivalve also present",,,,356,U1460,B,29,F,3,A,,,
356-U1460B-29F-4-A,0.0,54.0,129.2,129.74,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,absent [B06],0.0,,,"Unlithified, beige, homogeneous packstone with very rare sponge spicules",,,,356,U1460,B,29,F,4,A,,,
356-U1460B-29F-CC-A,0.0,9.0,129.74,129.83,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,,,,,absent [B06],0.0,,,"Unlithified, beige, homogeneous packstone",,,,356,U1460,B,29,F,CC,A,,,
356-U1460B-30F-1-A,0.0,150.0,129.8,131.3,unlithified [Leg194],,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, beige packestone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,30,F,1,A,,,
356-U1460B-30F-2-A,0.0,150.0,131.3,132.8,unlithified [Leg194],,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, beige packestone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,30,F,2,A,,,
356-U1460B-30F-3-A,0.0,110.0,132.8,133.9,unlithified [Leg194],,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, beige packestone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,30,F,3,A,,,
356-U1460B-30F-4-A,0.0,52.0,133.9,134.42,partially lithified,,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,Partially lithified homogeneous beige wackestone with foraminifera.,,,,356,U1460,B,30,F,4,A,,,
356-U1460B-30F-CC-A,0.0,17.0,134.42,134.59,partially lithified,,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,Partially lithified homogeneous beige wackestone with foraminifera.,,,,356,U1460,B,30,F,CC,A,,,
356-U1460B-30F-CC-A,17.0,22.0,134.59,134.64,,,,,,,,,,,,,,,,,to plaeo,,,,356,U1460,B,30,F,CC,A,,,
356-U1460B-31F-1-A,0.0,150.0,134.5,136.0,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,,,,,absent [B06],0.0,,,"Unlithified, light brown, homogeneous packstone with glauconite.",,,,356,U1460,B,31,F,1,A,,,
356-U1460B-31F-2-A,0.0,150.0,136.0,137.5,unlithified [Leg194],,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, light brown wackstone with benthic foraminifers and echinoderm (at 136 cm depth). Glauconite rich patches sporadically contain.",,,,356,U1460,B,31,F,2,A,,,
356-U1460B-31F-2-A,0.0,150.0,136.0,137.5,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,31,F,2,A,,,
356-U1460B-31F-3-A,0.0,84.0,137.5,138.34,partially lithified,,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Partially llithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain. At the lowermost part of the bed, partially lithified concretion contain.",,,,356,U1460,B,31,F,3,A,,,
356-U1460B-31F-3-A,84.0,111.0,138.34,138.61,partially lithified,,mudstone [E&K72; D62],1.0,,mudstone,pelagic,light brown,,,,,absent [B06],0.0,,,Partially lithified homogeneous light brown mudstone.,,,,356,U1460,B,31,F,3,A,,,
356-U1460B-31F-4-A,0.0,35.0,138.61,138.96,partially lithified,,mudstone [E&K72; D62],1.0,with glauconite [2014],mudstone with glauconite,hemipelagic,light brown,,,,,absent [B06],0.0,,,Partially lithified homogeneous light brown mudstone with glauconite.,,,,356,U1460,B,31,F,4,A,,,
356-U1460B-31F-4-A,35.0,55.0,138.96,139.16,partially lithified,,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,beige,,,,,absent [B06],0.0,,,Partially lithified homogeneous beige wackestone.,,,,356,U1460,B,31,F,4,A,,,
356-U1460B-31F-CC-A,0.0,11.0,139.16,139.27,partially lithified,,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light brown,,,,,absent [B06],0.0,,,Partially lithified homogeneous light brown wackestone.,,,,356,U1460,B,31,F,CC,A,,,
356-U1460B-32F-1-A,0.0,150.0,139.2,140.7,partially lithified,,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Partially lithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,1,A,,,
356-U1460B-32F-2-A,0.0,150.0,140.7,142.2,partially lithified,,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Partially lithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,2,A,,,
356-U1460B-32F-3-A,0.0,101.0,142.2,143.21,partially lithified,,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Partially lithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,3,A,,,
356-U1460B-32F-4-A,0.0,56.0,143.21,143.77,partially lithified,,wackestone [E&K72; D62],2.0,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Partially lithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,4,A,,,
356-U1460B-32F-CC-A,0.0,7.0,143.77,143.84,partially lithified,,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light brown,,,,,absent [B06],0.0,,,"Partially lithified, light brown wackstone. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,CC,A,,,
356-U1460B-33F-1-A,0.0,71.0,143.9,144.61,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4.0,,skeletal grainstone,neritic,beige,foraminifera (large benthic),,,,,,,,"Unlithified, beige, skeletal grainstone. This is fall-in material",,,,356,U1460,B,33,F,1,A,,,
356-U1460B-33F-1-A,0.0,71.0,143.9,144.61,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,33,F,1,A,,,
356-U1460B-33F-1-A,0.0,71.0,143.9,144.61,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,33,F,1,A,,,
356-U1460B-33F-1-A,0.0,71.0,143.9,144.61,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,33,F,1,A,,,
356-U1460B-33F-1-A,0.0,71.0,143.9,144.61,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,33,F,1,A,,,
356-U1460B-33F-1-A,71.0,150.0,144.61,145.4,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,beige,foraminifera (large benthic),,concretion [BJ80],,slight [B06],2.0,,,Unlithified beige skeletal packstone with occasional interbeds of wackestone. Benthic forams rare (I only saw one),,,,356,U1460,B,33,F,1,A,,,
356-U1460B-33F-2-A,0.0,148.0,145.4,146.88,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,beige,foraminifera (large benthic),,,,absent [B06],0.0,,,Unlithified beige skeletal packstone. Benthic forams rare (I only saw one),,,,356,U1460,B,33,F,2,A,,,
356-U1460B-33F-2-A,148.0,150.0,146.88,146.9,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,33,F,2,A,,,
356-U1460B-33F-3-A,0.0,122.0,146.9,148.12,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,beige,bryozoa,,,,absent [B06],0.0,,,Bryzoa rare (I only saw one). 73-77cm a dark grey glauconite rich layer,,,,356,U1460,B,33,F,3,A,,,
356-U1460B-33F-CC-A,0.0,15.0,148.12,148.27,unlithified [Leg194],,packstone [E&K72; D62],3.0,with glauconite [2014],packstone with glauconite,hemipelagic,beige,,,,,absent [B06],0.0,,,,,,,356,U1460,B,33,F,CC,A,,,
356-U1460B-34F-1-A,0.0,150.0,148.6,150.1,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0.0,,,,,,,356,U1460,B,34,F,1,A,,,
356-U1460B-34F-2-A,0.0,150.0,150.1,151.6,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,foraminifera (small benthic),,concretion [BJ80],,absent [B06],0.0,,,one mineral infilled burrow,,,,356,U1460,B,34,F,2,A,,,
356-U1460B-34F-3-A,0.0,101.0,151.6,152.61,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0.0,,,"fossil components seen under binocular microscope: benthic foraminifera, mollusc fragment, spicules",,,,356,U1460,B,34,F,3,A,,,
356-U1460B-34F-4-A,0.0,54.0,152.61,153.15,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,,,,,absent [B06],0.0,,,,,,,356,U1460,B,34,F,4,A,,,
356-U1460B-34F-CC-A,0.0,13.0,153.15,153.28,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,,,,,absent [B06],0.0,,,,,,,356,U1460,B,34,F,CC,A,,,
356-U1460B-35F-1-A,0.0,23.0,153.3,153.53,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4.0,,skeletal grainstone,hemipelagic,brown,bivalve,,,,,,,,Fall-in material,,,,356,U1460,B,35,F,1,A,,,
356-U1460B-35F-1-A,0.0,23.0,153.3,153.53,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,35,F,1,A,,,
356-U1460B-35F-1-A,0.0,23.0,153.3,153.53,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,35,F,1,A,,,
356-U1460B-35F-1-A,23.0,150.0,153.53,154.8,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,,,,,,,,,,,,,356,U1460,B,35,F,1,A,,,
356-U1460B-35F-2-A,0.0,148.0,154.8,156.28,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,,,,,,,,,Rare glauconite patches,,,,356,U1460,B,35,F,2,A,,,
356-U1460B-35F-3-A,0.0,82.0,156.3,157.12,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,,,,,slight [B06],2.0,,,Cream coloured trace fossils and minor glauconitization from 52-82 cm,,,,356,U1460,B,35,F,3,A,,,
356-U1460B-35F-CC-A,0.0,15.0,157.12,157.27,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,,,,,slight [B06],2.0,,,Cream coloured trace fossils and minor glauconitization,,,,356,U1460,B,35,F,CC,A,,,
356-U1460B-36F-1-A,0.0,59.0,158.0,158.59,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4.0,,skeletal grainstone,neritic,light brown,gastropod,,,,absent [B06],0.0,,,fall-in material,,,,356,U1460,B,36,F,1,A,,,
356-U1460B-36F-1-A,0.0,59.0,158.0,158.59,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,36,F,1,A,,,
356-U1460B-36F-1-A,0.0,59.0,158.0,158.59,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,36,F,1,A,,,
356-U1460B-36F-1-A,0.0,59.0,158.0,158.59,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,36,F,1,A,,,
356-U1460B-36F-1-A,0.0,59.0,158.0,158.59,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,36,F,1,A,,,
356-U1460B-36F-1-A,59.0,150.0,158.59,159.5,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,light brown,foraminifera (small benthic),,,,slight [B06],2.0,,,burrow present at 66cm. Minor glauconitization. medium to course sand sized,,,,356,U1460,B,36,F,1,A,,,
356-U1460B-36F-2-A,0.0,150.0,159.5,161.0,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2.0,,,several partially lithified concretions. Medium sized sand. Minor glauconization,,,,356,U1460,B,36,F,2,A,,,
356-U1460B-36F-3-A,0.0,140.0,161.0,162.4,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,light brown,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2.0,,,,,,,356,U1460,B,36,F,3,A,,,
356-U1460B-36F-CC-A,0.0,16.0,162.42,162.58,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,light brown,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,36,F,CC,A,,,
356-U1460B-37F-1-A,0.0,150.0,162.7,164.2,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,sponge spicules,,concretion [BJ80],,absent [B06],0.0,,,,,,,356,U1460,B,37,F,1,A,,,
356-U1460B-37F-2-A,0.0,150.0,164.2,165.7,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,sponge spicules,,concretion [BJ80],,absent [B06],0.0,,,,,,,356,U1460,B,37,F,2,A,,,
356-U1460B-37F-3-A,0.0,100.0,165.7,166.7,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,sponge spicules,,,,absent [B06],0.0,,,,,,,356,U1460,B,37,F,3,A,,,
356-U1460B-37F-3-A,0.0,100.0,165.7,166.7,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,37,F,3,A,,,
356-U1460B-37F-4-A,0.0,55.0,166.7,167.25,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,sponge spicules,,,,absent [B06],0.0,,,,,,,356,U1460,B,37,F,4,A,,,
356-U1460B-37F-CC-A,0.0,12.0,167.25,167.37,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,,skeletal packstone,hemipelagic,beige,sponge spicules,,,,absent [B06],0.0,,,,,,,356,U1460,B,37,F,CC,A,,,
356-U1460B-38F-1-A,0.0,10.0,167.4,167.5,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4.0,,skeletal grainstone,neritic,light brown,bivalve,,,,,,,,Fall-in material,,,,356,U1460,B,38,F,1,A,,,
356-U1460B-38F-1-A,10.0,150.0,167.5,168.9,partially lithified,skeletal,packstone [E&K72; D62],3.0,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,slight [B06],2.0,,,3 cm-scale glauconite interlayers,,,,356,U1460,B,38,F,1,A,,,
356-U1460B-38F-1-A,10.0,150.0,167.5,168.9,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,38,F,1,A,,,
356-U1460B-38F-2-A,0.0,150.0,168.9,170.4,partially lithified,skeletal,packstone [E&K72; D62],3.0,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,slight [B06],2.0,,,3 cm-scale glauconite interlayers. bryzoa fragments bottom 4 cm.,,,,356,U1460,B,38,F,2,A,,,
356-U1460B-38F-2-A,0.0,150.0,168.9,170.4,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,38,F,2,A,,,
356-U1460B-38F-2-A,0.0,150.0,168.9,170.4,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,38,F,2,A,,,
356-U1460B-38F-3-A,0.0,110.0,170.4,171.5,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,slight [B06],2.0,,,3 cm-scale glauconite interlayers,,,,356,U1460,B,38,F,3,A,,,
356-U1460B-38F-4-A,0.0,50.0,171.5,172.0,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,moderate [B06],3.0,,,3 cm-scale glauconite interlayers,,,,356,U1460,B,38,F,4,A,,,
356-U1460B-38F-4-A,0.0,50.0,171.5,172.0,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,38,F,4,A,,,
356-U1460B-38F-CC-A,0.0,7.0,172.0,172.07,unlithified [Leg194],skeletal,packstone [E&K72; D62],3.0,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,38,F,CC,A,,,
356-U1460B-39F-1-A,0.0,10.0,172.1,172.2,unlithified [Leg194],skeletal,floatstone [E&K72; D62],5.0,with foraminifers [2014],skeletal floatstone with foraminifers,neritic,brown,bivalve,,,,,,gradational,horizontal,"Fall-in mixed with sediment. Contains (recent?) fragments of echinoderm spines, bryozoans and diverse mollusk shell fragments. Color is a mixed brown to slightly greenish gray.",,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,0.0,10.0,172.1,172.2,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,0.0,10.0,172.1,172.2,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,10.0,125.0,172.2,173.35,partially lithified,foraminifer rich,packstone [E&K72; D62],3.0,with sponge spicules [2014],foraminifer rich packstone with sponge spicules,hemipelagic,light greenish gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3.0,hardground,inclined,Uniform bed of sediment with alternations in color from dark greenish- brown/beige to more creamy brown or beige tones --> varying glauconite content.,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,10.0,125.0,172.2,173.35,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,10.0,125.0,172.2,173.35,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,10.0,125.0,172.2,173.35,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,125.0,134.0,173.35,173.44,partially lithified,glauconite rich,packstone [E&K72; D62],3.0,with foraminifers [2014],glauconite rich packstone with foraminifers,hemipelagic,dark green,foraminifera (small benthic),,,,absent [B06],0.0,sharp,horizontal,Hardground surface. Not heavily lithified. Dark green color. Rich in glauconite. Was likely fractured during drilling.,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,134.0,150.0,173.44,173.6,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3.0,with sponge spicules [2014],foraminifer rich packstone with sponge spicules,hemipelagic,light greenish gray,foraminifera (small benthic),,,,moderate [B06],3.0,,,Reestablished sedimentation after the hardground. Undistinguishable from the sediment above. End of Section --> sharp contact.,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,134.0,150.0,173.44,173.6,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-1-A,134.0,150.0,173.44,173.6,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1460,B,39,F,1,A,,,
356-U1460B-39F-2-A,0.0,20.0,173.6,173.8,partially lithified,glauconite rich,packstone [E&K72; D62],3.0,with foraminifers [2014],glauconite rich packstone with foraminifers,hemipelagic,dark grayish green,foraminifera (small benthic),,glauconite nodules,,slight [B06],2.0,gradational,inclined,Hardground. Disturbed slightly by drilling. Glauconite rich nodules intermixed with greenish brown packstone matrix.,,,,356,U1460,B,39,F,2,A,,,
356-U1460B-39F-2-A,0.0,20.0,173.6,173.8,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,39,F,2,A,,,
356-U1460B-39F-2-A,20.0,150.0,173.8,175.1,partially lithified,foraminifer rich,packstone [E&K72; D62],3.0,,foraminifer rich packstone,hemipelagic,cream,foraminifera (small benthic),,glauconite nodules,,slight [B06],2.0,gradational,horizontal,"Unit following the hardground at the top of section 2 of this core. Color is clearly lighter than before, with some dark green intervals occuring indicating glauconitization. Unit generally not lithified except for one well preserved glauconite nodule in the upper part (33 to 36 cm). Interval is characterized by two color canges in the interval. Extends until the end of the core.",,,,356,U1460,B,39,F,2,A,,,
356-U1460B-39F-3-A,0.0,152.0,175.1,176.62,partially lithified,foraminifer rich,packstone [E&K72; D62],3.0,with sponge spicules [2014],foraminifer rich packstone with sponge spicules,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2.0,,,,,,,356,U1460,B,39,F,3,A,,,
356-U1460B-39F-3-A,0.0,152.0,175.1,176.62,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1460,B,39,F,3,A,,,
356-U1460B-39F-3-A,0.0,152.0,175.1,176.62,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,39,F,3,A,,,
356-U1460B-39F-CC-A,0.0,14.0,176.62,176.76,partially lithified,foraminifer rich,packstone [E&K72; D62],3.0,with sponge spicules [2014],foraminifer rich packstone with sponge spicules,hemipelagic,light greenish gray,foraminifera (small benthic),,,,absent [B06],0.0,,,The core catcher is broadly similar to the previous sediment in section 3,,,,356,U1460,B,39,F,CC,A,,,
356-U1460B-39F-CC-A,0.0,14.0,176.62,176.76,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1460,B,39,F,CC,A,,,
356-U1460B-39F-CC-A,0.0,14.0,176.62,176.76,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,39,F,CC,A,,,
356-U1460B-39F-CC-A,14.0,19.0,176.76,176.81,,,,,,,,,,,,,,,,,to PAL,,,,356,U1460,B,39,F,CC,A,,,
356-U1460B-40F-1-A,0.0,14.0,176.8,176.94,partially lithified,,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2.0,,,,,,,356,U1460,B,40,F,1,A,,,
356-U1460B-40F-1-A,14.0,29.0,176.94,177.09,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2.0,,,,,,,356,U1460,B,40,F,1,A,,,
356-U1460B-40F-1-A,29.0,34.0,177.09,177.14,partially lithified,,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2.0,,,,,,,356,U1460,B,40,F,1,A,,,
356-U1460B-40F-1-A,34.0,147.0,177.14,178.27,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2.0,,,,,,,356,U1460,B,40,F,1,A,,,
356-U1460B-40F-1-A,147.0,150.0,178.27,178.3,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,40,F,1,A,,,
356-U1460B-40F-2-A,0.0,150.0,178.3,179.8,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2.0,,,"Unlithified, light greenish gray to beige packestone with benthic foraminifers. Partially lithified concretion sporadically contain at middle part of the section.",,,,356,U1460,B,40,F,2,A,,,
356-U1460B-40F-3-A,0.0,110.0,179.8,180.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2.0,,,"Unlithified, beige packestone with benthic foraminifers. Partially lithified concretion sporadically contain.",,,,356,U1460,B,40,F,3,A,,,
356-U1460B-40F-4-A,0.0,52.0,180.9,181.42,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2.0,,,"Unlithified, beige packestone with benthic foraminifers. Partially lithified concretion sporadically contain throughout the core.",,,,356,U1460,B,40,F,4,A,,,
356-U1460B-40F-CC-A,0.0,15.0,181.42,181.57,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2.0,,,,,,,356,U1460,B,40,F,CC,A,,,
356-U1460B-41F-1-A,0.0,5.0,181.5,181.55,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light brown,bryozoa,,,,absent [B06],0.0,hardground,horizontal,fall-in?,,,,356,U1460,B,41,F,1,A,,,
356-U1460B-41F-1-A,5.0,18.0,181.55,181.68,partially lithified,,breccia [F70],,,breccia,,dark gray,,,,,absent [B06],0.0,wavy,horizontal,Lithified dark gray rocks contain. similar to hard rock beds facies. fall-in?,,,,356,U1460,B,41,F,1,A,,,
356-U1460B-41F-1-A,18.0,150.0,181.68,183.0,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light greenish gray,,,,,absent [B06],0.0,,,"Unlithified, light greenish gray to beige packeston. Dark gray pathes and bands frequency contain throughout the bed.",,,,356,U1460,B,41,F,1,A,,,
356-U1460B-41F-2-A,0.0,150.0,183.0,184.5,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,foraminifera (small benthic),,,,absent [B06],0.0,,,,,,,356,U1460,B,41,F,2,A,,,
356-U1460B-41F-3-A,0.0,153.0,184.5,186.03,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,foraminifera (small benthic),,,,absent [B06],0.0,,,,,,,356,U1460,B,41,F,3,A,,,
356-U1460B-41F-CC-A,0.0,7.0,186.03,186.1,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,cream,,,,,absent [B06],0.0,,,Light brown band often contain,,,,356,U1460,B,41,F,CC,A,,,
356-U1460B-42F-1-A,0.0,147.0,186.2,187.67,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0.0,,,"Unlithified, light brown wackestone. Partially lithified concretion frequency contain at the lower part.",,,,356,U1460,B,42,F,1,A,,,
