Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
353-U1445A-27X-CC-A,0,24,252.44,252.68,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Biscuits. Fragments (variable size) of consolidated sediments alternating with mud all along the section.,,,
353-U1445A-28X-1-A,0,150,254.2,255.7,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-28X-2-A,0,129,255.7,256.99,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-28X-3-A,0,93,256.99,257.92,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-28X-4-A,0,124,257.92,259.16,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,,,,
353-U1445A-28X-5-A,0,150,259.16,260.66,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,,,,
353-U1445A-28X-6-A,0,56,260.66,261.22,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-28X-CC-A,0,29,261.22,261.51,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-29X-1-A,0,104,263.9,264.94,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-29X-2-A,0,150,264.94,266.44,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-29X-3-A,0,148,266.44,267.92,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-29X-4-A,0,132,267.92,269.24,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-29X-5-A,0,100,269.29,270.29,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-29X-6-A,0,56,270.29,270.85,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-29X-CC-A,0,38,270.85,271.23,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-30X-1-A,0,58,273.6,274.18,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-30X-2-A,0,108,274.18,275.26,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-30X-3-A,0,140,275.26,276.66,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-30X-4-A,0,82,276.66,277.48,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-30X-5-A,0,129,277.48,278.77,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-30X-6-A,0,94,278.81,279.75,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-30X-7-A,0,82,279.75,280.57,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-30X-CC-A,0,28,280.57,280.85,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-31X-1-A,0,141,283.3,284.71,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-31X-2-A,0,130,284.71,286.01,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-31X-3-A,0,93,286.01,286.94,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-31X-4-A,0,91,286.94,287.85,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-31X-5-A,0,38,287.85,288.23,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-31X-6-A,0,70,288.23,288.93,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-31X-6-A,0,75,288.23,288.98,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-31X-7-A,0,118,288.98,290.16,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-31X-CC-A,0,33,290.16,290.49,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1445A-32X-1-A,0,141,293,294.41,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-32X-2-A,0,138,294.41,295.79,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,Minor fault at 90 cm,,,
353-U1445A-32X-3-A,0,136,295.79,297.15,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-32X-4-A,0,142,297.15,298.57,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-32X-5-A,0,118,298.57,299.75,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-32X-6-A,0,40,299.75,300.15,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-32X-CC-A,0,72,300.15,300.87,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,burrows,,,,,,,
353-U1445A-33X-1-A,0,123,302.7,303.93,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-33X-2-A,0,150,303.93,305.43,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-33X-3-A,0,147,305.43,306.9,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-33X-4-A,0,147,306.9,308.37,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-33X-5-A,0,141,308.37,309.78,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,Shell fragments at 61.5 cm.,,,
353-U1445A-33X-6-A,0,116,309.78,310.94,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,Shell fragments at 57.5 cm.,,,
353-U1445A-33X-7-A,0,47,310.94,311.41,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),,,,,,,,,burrows,,,,,,,
353-U1445A-33X-CC-A,0,34,311.41,311.75,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 2.5/10Y (greenish black),,,,,,,,,,,,,,,,
353-U1445A-34X-1-A,0,141,310.7,312.11,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Shell fragments at 104 and 113 cm.,,,
353-U1445A-34X-2-A,0,146,312.11,313.57,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,One brown (5Y 4/2) band between 3 and 4.5 cm. Shell fragments at 94 cm.,,,
353-U1445A-34X-3-A,0,143,313.57,315,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Some large foraminifers between 16 and 34 cm.,,,
353-U1445A-34X-4-A,0,150,315,316.5,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,One brown (5Y 4/2) band between 27 and 29 cm.,,,
353-U1445A-34X-5-A,0,136,316.5,317.86,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-34X-6-A,0,64,317.86,318.5,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-34X-CC-A,0,107,318.5,319.57,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-35X-1-A,0,150,318.7,320.2,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-35X-2-A,0,150,320.2,321.7,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Shell fragments at 35 cm.,,,
353-U1445A-35X-3-A,0,150,321.7,323.2,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-35X-4-A,0,148,323.2,324.68,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-35X-5-A,0,103,324.68,325.71,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-35X-CC-A,0,16,325.71,325.87,,diatom rich,clay,with glauconite,diatom rich clay,diatom rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-36X-1-A,0,146,324,325.46,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,"Some light green (nannofossil ooze with glauconite) and pale brown clasts between 51 and 63 cm, just below a sandy turbidite layer at 50?-51 cm.",,,
353-U1445A-36X-2-A,0,130,325.46,326.76,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-36X-3-A,0,151,326.76,328.27,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Light green sediments between 23 and 40 cm.,,,
353-U1445A-36X-4-A,0,150,328.27,329.77,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-36X-5-A,0,150,329.77,331.27,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-36X-6-A,0,133,331.27,332.6,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-36X-CC-A,0,20,332.6,332.8,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-37X-1-A,0,143,333.7,335.13,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-37X-2-A,0,130,335.13,336.43,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-37X-3-A,0,150,336.43,337.93,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-37X-4-A,0,151,337.93,339.44,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-37X-5-A,0,108,339.44,340.52,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-37X-6-A,0,84,340.52,341.36,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-37X-CC-A,0,37,341.36,341.73,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-38X-1-A,0,40,343.4,343.8,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-38X-2-A,0,40,343.8,344.2,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-38X-2-A,40,46,344.2,344.26,,silty,sand,,silty sand,silty sand,sand,,dark gray,5Y 3/2 (dark olive gray),,,,thin bed,normally graded,,,,,Turbidite,,,Many foraminifers and large black (plant?) fragment in the turbidite.,,,
353-U1445A-38X-2-A,46,151,344.26,345.31,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-38X-3-A,0,151,345.31,346.82,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,
353-U1445A-38X-4-A,0,151,346.82,348.33,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y).,,,
353-U1445A-38X-5-A,0,131,348.33,349.64,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,burrows,,,,Shell fragments at 100.5 cm.,,,
353-U1445A-38X-6-A,0,141,349.64,351.05,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,dark gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/5GY) to dark greenish gray (GLEY 1 4/5GY) with mottling.,,,
353-U1445A-38X-CC-A,0,71,351.05,351.76,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,dark gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-39X-1-A,0,150,351.4,352.9,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-39X-2-A,0,150,352.9,354.4,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-39X-3-A,0,152,354.4,355.92,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-39X-4-A,0,151,355.92,357.43,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-39X-5-A,0,91,357.43,358.34,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-39X-6-A,0,69,358.34,359.03,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-39X-CC-A,0,34,359.03,359.37,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-40X-1-A,0,107,359.4,360.47,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-40X-1-A,107,121,360.47,360.61,,foraminifer rich,sand,with biosilica,foraminifer rich sand,foraminifer rich sand with biosilica,sand with biosilica,,dark gray,5Y 3/2 (dark olive gray),,,,medium bed,normally graded,,,,,Turbidite,,,Many foraminifers in the turbidite.,,,
353-U1445A-40X-1-A,121,150,360.61,360.9,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-40X-2-A,0,138,360.9,362.28,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-40X-3-A,0,151,362.28,363.79,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-40X-4-A,0,150,363.79,365.29,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-40X-5-A,0,151,365.29,366.8,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-40X-6-A,0,65,366.8,367.45,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-40X-CC-A,0,29,367.45,367.74,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-41X-1-A,0,142,367.4,368.82,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-41X-2-A,0,152,368.82,370.34,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,"Shell fragments at 123, 131.5 and 135 cm.",,,
353-U1445A-41X-3-A,0,150,370.34,371.84,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Clay to sandy silt turbidite? between 46? and 47.5 cm.,,,
353-U1445A-41X-4-A,0,150,371.84,373.34,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-41X-5-A,0,101,373.34,374.35,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-41X-6-A,0,71,374.35,375.06,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-41X-CC-A,0,39,375.06,375.45,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,,,,
353-U1445A-42X-1-A,0,22,375.4,375.62,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,burrows,,,,Faint color variations from very dark greenish gray (GLEY 1 2.5/10Y) to dark greenish gray (GLEY 1 4/10Y) with burrows.,,,
353-U1445A-42X-1-A,22,28,375.62,375.68,,foraminifer rich,sand,with biosilica,foraminifer rich sand,foraminifer rich sand with biosilica,sand with biosilica,,dark gray,5Y 3/2 (dark olive gray),,,,thin bed,normally graded,,,,,Turbidite,,,,,,
