Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,0,9,64.3,64.39,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,9,19,64.39,64.49,I,,,,mafic,ash [2014],with pumice,mafic ash,mafic ash with pumice,ash with pumice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,19,29,64.49,64.59,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,29,30,64.59,64.6,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,30,45,64.6,64.75,I,,,,mafic,ash [2014],with mud [2014],mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,45,46,64.75,64.76,I,,,,evolved,lapilli [2014],,evolved lapilli,evolved lapilli,lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,46,50,64.76,64.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,50,52,64.8,64.82,I,,,,evolved,lapilli [2014],,evolved lapilli,evolved lapilli,lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,52,57,64.82,64.87,I,,,,evolved,ash [2014],with mud,evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-12F-2-A,350,U1436,A,12,12-2,F,2,A,57,63,64.87,64.93,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-15X-CC-A,350,U1436,A,15,15-CC,X,CC,A,0,14,83.1,83.24,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-15X-CC-A,350,U1436,A,15,15-CC,X,CC,A,18,34,83.28,83.44,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-1-A,350,U1436,A,16,16-1,X,1,A,0,20,92.8,93,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-1-A,350,U1436,A,16,16-1,X,1,A,20,69,93,93.49,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-1-A,350,U1436,A,16,16-1,X,1,A,69,76,93.49,93.56,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-1-A,350,U1436,A,16,16-1,X,1,A,76,95,93.56,93.75,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-1-A,350,U1436,A,16,16-1,X,1,A,95,97,93.75,93.77,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-1-A,350,U1436,A,16,16-1,X,1,A,97,105,93.77,93.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,0,4,94.3,94.34,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,4,5,94.34,94.35,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,5,11,94.35,94.41,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,11,25,94.41,94.55,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,25,41,94.55,94.71,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,41,43,94.71,94.73,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,43,45,94.73,94.75,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,45,47,94.75,94.77,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,47,68,94.77,94.98,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,68,72,94.98,95.02,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,72,82,95.02,95.12,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-2-A,350,U1436,A,16,16-2,X,2,A,82,88,95.12,95.18,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-CC-A,350,U1436,A,16,16-CC,X,CC,A,0,4,95.18,95.22,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-CC-A,350,U1436,A,16,16-CC,X,CC,A,4,15,95.22,95.33,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-16X-CC-A,350,U1436,A,16,16-CC,X,CC,A,19,29,95.37,95.47,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-1-A,350,U1436,A,17,17-1,X,1,A,0,14,102.5,102.64,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-1-A,350,U1436,A,17,17-1,X,1,A,14,74,102.64,103.24,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-1-A,350,U1436,A,17,17-1,X,1,A,74,79,103.24,103.29,I,,,,evolved,ash [2014],with mud,evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-2-A,350,U1436,A,17,17-2,X,2,A,0,40,103.8,104.2,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-2-A,350,U1436,A,17,17-2,X,2,A,40,41,104.2,104.21,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-2-A,350,U1436,A,17,17-2,X,2,A,41,43,104.21,104.23,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-2-A,350,U1436,A,17,17-2,X,2,A,43,96,104.23,104.76,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-2-A,350,U1436,A,17,17-2,X,2,A,96,98,104.76,104.78,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-2-A,350,U1436,A,17,17-2,X,2,A,98,123,104.78,105.03,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-2-A,350,U1436,A,17,17-2,X,2,A,123,126,105.03,105.06,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-2-A,350,U1436,A,17,17-2,X,2,A,126,129,105.06,105.09,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-3-A,350,U1436,A,17,17-3,X,3,A,0,7,105.1,105.17,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-3-A,350,U1436,A,17,17-3,X,3,A,7,12,105.17,105.22,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-3-A,350,U1436,A,17,17-3,X,3,A,12,22,105.22,105.32,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-3-A,350,U1436,A,17,17-3,X,3,A,22,25,105.32,105.35,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-3-A,350,U1436,A,17,17-3,X,3,A,25,49,105.35,105.59,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-3-A,350,U1436,A,17,17-3,X,3,A,49,52,105.59,105.62,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-CC-A,350,U1436,A,17,17-CC,X,CC,A,0,5,105.62,105.67,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-CC-A,350,U1436,A,17,17-CC,X,CC,A,5,11,105.67,105.73,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-CC-A,350,U1436,A,17,17-CC,X,CC,A,16,26,105.78,105.88,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-CC-A,350,U1436,A,17,17-CC,X,CC,A,26,28,105.88,105.9,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-CC-A,350,U1436,A,17,17-CC,X,CC,A,28,29,105.9,105.91,I,,,,,clay [2014],,clay,clay,clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-17X-CC-A,350,U1436,A,17,17-CC,X,CC,A,29,32,105.91,105.94,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-19X-CC-A,350,U1436,A,19,19-CC,X,CC,A,0,5,121.9,121.95,I,,,,"clast-supported, polymictic, mafic [2014]",lapilli [2014],,"clast-supported, polymictic, mafic lapilli","clast-supported, polymictic, mafic lapilli",lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-19X-CC-A,350,U1436,A,19,19-CC,X,CC,A,8,14,121.98,122.04,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-20X-CC-A,350,U1436,A,20,20-CC,X,CC,A,0,7,131.6,131.67,I,,,,evolved,ash [2014],with mud,evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-20X-CC-A,350,U1436,A,20,20-CC,X,CC,A,11,13,131.71,131.73,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-20X-CC-A,350,U1436,A,20,20-CC,X,CC,A,13,14,131.73,131.74,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-20X-CC-A,350,U1436,A,20,20-CC,X,CC,A,14,15,131.74,131.75,I,,,,,ash [2014],with crystals,ash,ash with crystals,ash with crystals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],,,,,,
350-U1436A-20X-CC-A,350,U1436,A,20,20-CC,X,CC,A,15,25,131.75,131.85,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-20X-CC-A,350,U1436,A,20,20-CC,X,CC,A,25,26,131.85,131.86,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-20X-CC-A,350,U1436,A,20,20-CC,X,CC,A,26,28,131.86,131.88,I,,,,mafic,ash [2014],with mud,mafic ash,mafic ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1436A-20X-CC-A,350,U1436,A,20,20-CC,X,CC,A,28,31,131.88,131.91,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
