Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352C-103R-2-A,317,U1352,C,103,103-2,R,2,A,0,150.0,1507.6,1509.1,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"wavy and/or lenticular discontinuous lamination, calcite blebs scattered throughout",,
317-U1352C-103R-3-A,317,U1352,C,103,103-3,R,3,A,0,150.0,1509.1,1510.6,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"wavy and/or lenticular discontinuous lamination, calcite blebs scattered throughout",,
317-U1352C-103R-4-A,317,U1352,C,103,103-4,R,4,A,0,150.0,1510.6,1512.1,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"wavy and/or lenticular discontinuous lamination, calcite blebs scattered throughout",,
317-U1352C-103R-5-A,317,U1352,C,103,103-5,R,5,A,0,150.0,1512.1,1513.6,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"wavy and/or lenticular discontinuous lamination, calcite blebs scattered throughout",,
317-U1352C-103R-6-A,317,U1352,C,103,103-6,R,6,A,0,150.0,1513.6,1515.1,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"wavy and/or lenticular discontinuous lamination, calcite blebs scattered throughout",,
317-U1352C-103R-7-A,317,U1352,C,103,103-7,R,7,A,0,71.0,1515.1,1515.81,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"wavy and/or lenticular discontinuous lamination, calcite blebs scattered throughout",,
317-U1352C-103R-CC-A,317,U1352,C,103,103-CC,R,CC,A,0,14.0,1515.81,1515.95,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"wavy and/or lenticular discontinuous lamination, calcite blebs scattered throughout",,
317-U1352C-104R-1-A,317,U1352,C,104,104-1,R,1,A,0,150.0,1515.8,1517.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. - f. (mostly v.f.) sandy marlstone. wavy - lenticular laminations. Burrows of Planolites are abundant.  ,,
317-U1352C-104R-2-A,317,U1352,C,104,104-2,R,2,A,0,150.0,1517.3,1518.8,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. - f. (mostly v.f.) sandy marlstone. wavy - lenticular laminations. Burrows of Planolites are abundant.  ,,
317-U1352C-104R-3-A,317,U1352,C,104,104-3,R,3,A,0,150.0,1518.8,1520.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. - f. (mostly v.f.) sandy marlstone. wavy - lenticular laminations. Burrows of Planolites are abundant.  ,,
317-U1352C-104R-4-A,317,U1352,C,104,104-4,R,4,A,0,150.0,1520.3,1521.8,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. - f. (mostly v.f.) sandy marlstone. wavy - lenticular laminations. Burrows of Planolites are abundant.  ,,
317-U1352C-104R-5-A,317,U1352,C,104,104-5,R,5,A,0,150.0,1521.8,1523.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. - f. (mostly v.f.) sandy marlstone. wavy - lenticular laminations. Burrows of Planolites are abundant.  ,,
317-U1352C-104R-6-A,317,U1352,C,104,104-6,R,6,A,0,150.0,1523.3,1524.8,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. - f. (mostly v.f.) sandy marlstone. wavy - lenticular laminations. Burrows of Planolites are abundant.  ,,
317-U1352C-104R-7-A,317,U1352,C,104,104-7,R,7,A,0,71.0,1524.8,1525.51,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. - f. (mostly v.f.) sandy marlstone. wavy - lenticular laminations. Burrows of Planolites are abundant.  ,,
317-U1352C-104R-CC-A,317,U1352,C,104,104-CC,R,CC,A,0,16.0,1525.51,1525.67,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. - f. (mostly v.f.) sandy marlstone. wavy - lenticular laminations. Burrows of Planolites are abundant.  ,,
317-U1352C-105R-1-A,317,U1352,C,105,105-1,R,1,A,0,150.0,1525.5,1527.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"well sorted vf to f micaceous sandy marlstone.  Very micaceous in lower half of section 1.
",,
317-U1352C-105R-2-A,317,U1352,C,105,105-2,R,2,A,0,26.0,1527.0,1527.26,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"well sorted vf to f micaceous sandy marlstone.  Very micaceous in lower half of section 1.
",,
317-U1352C-105R-2-A,317,U1352,C,105,105-2,R,2,A,26,70.0,1527.26,1527.7,,Siltstone [S54],,Siltstone,,lithified,,,"Shepard, 1954","Parallel laminated fining-upward calcareous silty mudstone.
",,
317-U1352C-105R-2-A,317,U1352,C,105,105-2,R,2,A,70,80.0,1527.7,1527.8,,Medium-coarse sandstone [S54-W22],,Medium-coarse sandstone,,lithified,,,"Shepard, 1954; Wentworth, 1922","From base up, a medium U poorly sorted sand, possibly shells but rich with ~10% glauconite grains.  Sharp basal contact.
",,
317-U1352C-105R-2-A,317,U1352,C,105,105-2,R,2,A,80,114.0,1527.8,1528.14,,Muddy Sandstone [S54-Leg183],,Muddy Sandstone,,lithified,,,"Shepard, 1954 - Leg 183 revision","Calcareous muddy sandstone, poorly sorted, granule to vf sand, with ~2-3% glauconitic grains scattered throughout.  Larger glauconitic grains more angular than smaller grains.  Sharp base with irregular stratification at 30? to borehole measured at 105 cm.
",,
317-U1352C-105R-2-A,317,U1352,C,105,105-2,R,2,A,114,150.0,1528.14,1528.5,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Sect. 2: 114-150 cm
Sandy marlstone; moderately sorted, slightly convolute to wavy stratification.  vf-f (mostly vf) sand with abundant white blebs. Very micaceous. Stratification at 12? to borehole measured at 144 cm.

Sect. 3: 0-59 cm
Poorly sorted vf-granule sandy marlstone, micaceous. Sharp basal contact. Glauconite throughout ~5-10%.  White blebs throughout; possibly dissolved shells.  Folded stratification down to 37 cm.  Stratification at 30? to borehole measured at 50 cm. 

Sect. 3: 59-150 cm
poorly sorted vf to granule sandy marlstone.  Coarser grained down to 117 cm with abundant glauconite grains (~10%) and faintly stratified.  Below 117 cm, more fluidized angled stratification with glauconitic grains up to coarse sand size.  Slight imbrication of coarser grains at 133 cm.  White blebs throughout.  Fluidized interval 126-128 cm.  Stratification at 28? to borehole measured at 120 cm. 

Sect. 4: 0-150 cm
Poorly sorted, vf-coarse (mostly vf) micaceous sandy marlstone.  Glauconite grains throughout (~1-2%) with carbonaceous flecs at 9 cm, 36 cm, 52 cm, 112 cm.  Fold structure at 55 cm.  Abundant white flecs/blebs throughout. Possible break in deposition at 75 cm. Stratification at 28? to borehole measured at 100 cm.

Sect. 5: 0-76 cm
Well sorted  vf to f (mostly vf) very sandy marlstone.  Micaceous throughout.  Much more sandy than previous sections.  Foram shells at 54 cm; white blebs throughout.  Abundant sand-filled burrows throughout.  Irregular lamination attitudes.  Appears fluidized in top 34 cm  Glauconite grains throughout. 

Sect 6:  0-150 cm
well sorted vf to f (mostly vf) very sandy marlstone.  Micaceous and glauconite throughout.  Contains sand filled burrows and abundant white blebs.  Laminations have irregular orientations.
",,
317-U1352C-105R-3-A,317,U1352,C,105,105-3,R,3,A,0,150.0,1528.5,1530.0,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Sect. 2: 114-150 cm
Sandy marlstone; moderately sorted, slightly convolute to wavy stratification.  vf-f (mostly vf) sand with abundant white blebs. Very micaceous. Stratification at 12? to borehole measured at 144 cm.

Sect. 3: 0-59 cm
Poorly sorted vf-granule sandy marlstone, micaceous. Sharp basal contact. Glauconite throughout~5-10%.  White blebs throughout; possibly dissolved shells.  Folded stratification down to 37 cm.  Stratification at 30? to borehole measured at 50 cm. 

Sect. 3: 59-150 cm
poorly sorted vf to granule sandy marlstone.  Coarser grained down to 117 cm with abundant glauconite grains (~10%) and faintly stratified.  Below 117 cm, more fluidized angled stratification with glauconitic grains up to coarse sand size.  Slight imbrication of coarser grains at 133 cm.  White blebs throughout.  Fluidized interval 126-128 cm.  Stratification at 28? to borehole measured at 120 cm. 

Sect. 4: 0-150 cm
Poorly sorted, vf-coarse (mostly vf) micaceous sandy marlstone.  Glauconite grains throughout (~1-2%) with carbonaceous flecs at 9 cm, 36 cm, 52 cm, 112 cm.  Fold structure at 55 cm.  Abundant white flecs/blebs throughout. Possible break in deposition at 75 cm. Stratification at 28? to borehole measured at 100 cm.

Sect. 5: 0-76 cm
Well sorted  vf to f (mostly vf) very sandy marlstone.  Micaceous throughout.  Much more sandy than previous sections.  Foram shells at 54 cm; white blebs throughout.  Abundant sand-filled burrows throughout.  Irregular lamination attitudes.  Appears fluidized in top 34 cm  Glauconite grains throughout. 

Sect 6:  0-150 cm
well sorted vf to f (mostly vf) very sandy marlstone.  Micaceous and glauconite throughout.  Contains sand filled burrows and abundant white blebs.  Laminations have irregular orientations.
",,
317-U1352C-105R-4-A,317,U1352,C,105,105-4,R,4,A,0,150.0,1530.0,1531.5,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Sect. 2: 114-150 cm
Sandy marlstone; moderately sorted, slightly convolute to wavy stratification.  vf-f (mostly vf) sand with abundant white blebs. Very micaceous. Stratification at 12? to borehole measured at 144 cm.

Sect. 3: 0-59 cm
Poorly sorted vf-granule sandy marlstone, micaceous. Sharp basal contact. Glauconite throughout~5-10%.  White blebs throughout; possibly dissolved shells.  Folded stratification down to 37 cm.  Stratification at 30? to borehole measured at 50 cm. 

Sect. 3: 59-150 cm
poorly sorted vf to granule sandy marlstone.  Coarser grained down to 117 cm with abundant glauconite grains (~10%) and faintly stratified.  Below 117 cm, more fluidized angled stratification with glauconitic grains up to coarse sand size.  Slight imbrication of coarser grains at 133 cm.  White blebs throughout.  Fluidized interval 126-128 cm.  Stratification at 28? to borehole measured at 120 cm. 

Sect. 4: 0-150 cm
Poorly sorted, vf-coarse (mostly vf) micaceous sandy marlstone.  Glauconite grains throughout (~1-2%) with carbonaceous flecs at 9 cm, 36 cm, 52 cm, 112 cm.  Fold structure at 55 cm.  Abundant white flecs/blebs throughout. Possible break in deposition at 75 cm. Stratification at 28? to borehole measured at 100 cm.

Sect. 5: 0-76 cm
Well sorted  vf to f (mostly vf) very sandy marlstone.  Micaceous throughout.  Much more sandy than previous sections.  Foram shells at 54 cm; white blebs throughout.  Abundant sand-filled burrows throughout.  Irregular lamination attitudes.  Appears fluidized in top 34 cm  Glauconite grains throughout. 

Sect 6:  0-150 cm
well sorted vf to f (mostly vf) very sandy marlstone.  Micaceous and glauconite throughout.  Contains sand filled burrows and abundant white blebs.  Laminations have irregular orientations.
",,
317-U1352C-105R-5-A,317,U1352,C,105,105-5,R,5,A,0,73.0,1531.5,1532.23,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Sect. 2: 114-150 cm
Sandy marlstone; moderately sorted, slightly convolute to wavy stratification.  vf-f (mostly vf) sand with abundant white blebs. Very micaceous. Stratification at 12? to borehole measured at 144 cm.

Sect. 3: 0-59 cm
Poorly sorted vf-granule sandy marlstone, micaceous. Sharp basal contact. Glauconite throughout~5-10%.  White blebs throughout; possibly dissolved shells.  Folded stratification down to 37 cm.  Stratification at 30? to borehole measured at 50 cm. 

Sect. 3: 59-150 cm
poorly sorted vf to granule sandy marlstone.  Coarser grained down to 117 cm with abundant glauconite grains (~10%) and faintly stratified.  Below 117 cm, more fluidized angled stratification with glauconitic grains up to coarse sand size.  Slight imbrication of coarser grains at 133 cm.  White blebs throughout.  Fluidized interval 126-128 cm.  Stratification at 28? to borehole measured at 120 cm. 

Sect. 4: 0-150 cm
Poorly sorted, vf-coarse (mostly vf) micaceous sandy marlstone.  Glauconite grains throughout (~1-2%) with carbonaceous flecs at 9 cm, 36 cm, 52 cm, 112 cm.  Fold structure at 55 cm.  Abundant white flecs/blebs throughout. Possible break in deposition at 75 cm. Stratification at 28? to borehole measured at 100 cm.

Sect. 5: 0-76 cm
Well sorted  vf to f (mostly vf) very sandy marlstone.  Micaceous throughout.  Much more sandy than previous sections.  Foram shells at 54 cm; white blebs throughout.  Abundant sand-filled burrows throughout.  Irregular lamination attitudes.  Appears fluidized in top 34 cm  Glauconite grains throughout. 

Sect 6:  0-150 cm
well sorted vf to f (mostly vf) very sandy marlstone.  Micaceous and glauconite throughout.  Contains sand filled burrows and abundant white blebs.  Laminations have irregular orientations.
",,
317-U1352C-105R-6-A,317,U1352,C,105,105-6,R,6,A,0,147.0,1532.73,1534.2,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"Sect. 2: 114-150 cm
Sandy marlstone; moderately sorted, slightly convolute to wavy stratification.  vf-f (mostly vf) sand with abundant white blebs. Very micaceous. Stratification at 12? to borehole measured at 144 cm.

Sect. 3: 0-59 cm
Poorly sorted vf-granule sandy marlstone, micaceous. Sharp basal contact. Glauconite throughout~5-10%.  White blebs throughout; possibly dissolved shells.  Folded stratification down to 37 cm.  Stratification at 30? to borehole measured at 50 cm. 

Sect. 3: 59-150 cm
poorly sorted vf to granule sandy marlstone.  Coarser grained down to 117 cm with abundant glauconite grains (~10%) and faintly stratified.  Below 117 cm, more fluidized angled stratification with glauconitic grains up to coarse sand size.  Slight imbrication of coarser grains at 133 cm.  White blebs throughout.  Fluidized interval 126-128 cm.  Stratification at 28? to borehole measured at 120 cm. 

Sect. 4: 0-150 cm
Poorly sorted, vf-coarse (mostly vf) micaceous sandy marlstone.  Glauconite grains throughout (~1-2%) with carbonaceous flecs at 9 cm, 36 cm, 52 cm, 112 cm.  Fold structure at 55 cm.  Abundant white flecs/blebs throughout. Possible break in deposition at 75 cm. Stratification at 28? to borehole measured at 100 cm.

Sect. 5: 0-76 cm
Well sorted  vf to f (mostly vf) very sandy marlstone.  Micaceous throughout.  Much more sandy than previous sections.  Foram shells at 54 cm; white blebs throughout.  Abundant sand-filled burrows throughout.  Irregular lamination attitudes.  Appears fluidized in top 34 cm  Glauconite grains throughout. 

Sect 6:  0-150 cm
well sorted vf to f (mostly vf) very sandy marlstone.  Micaceous and glauconite throughout.  Contains sand filled burrows and abundant white blebs.  Laminations have irregular orientations.
",,
317-U1352C-106R-1-A,317,U1352,C,106,106-1,R,1,A,0,150.0,1535.2,1536.7,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"including calcareous blebs and glauconite grains, grain are v.f. to granule (mostly v.f.)",,
317-U1352C-106R-2-A,317,U1352,C,106,106-2,R,2,A,0,150.0,1536.7,1538.2,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"including calcareous blebs and glauconite grains, grain are v.f. to granule (mostly v.f.)",,
317-U1352C-106R-3-A,317,U1352,C,106,106-3,R,3,A,0,150.0,1538.2,1539.7,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"including calcareous blebs and glauconite grains, grain are v.f. to granule (mostly v.f.)",,
317-U1352C-106R-4-A,317,U1352,C,106,106-4,R,4,A,0,136.0,1539.7,1541.06,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"including calcareous blebs and glauconite grains, grain are v.f. to granule (mostly v.f.)",,
317-U1352C-106R-5-A,317,U1352,C,106,106-5,R,5,A,0,100.0,1541.06,1542.06,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"including calcareous blebs and glauconite grains, grain are v.f. to granule (mostly v.f.)",,
317-U1352C-106R-6-A,317,U1352,C,106,106-6,R,6,A,0,64.0,1542.06,1542.7,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"including calcareous blebs and glauconite grains, grain are v.f. to granule (mostly v.f.)",,
317-U1352C-107R-1-A,317,U1352,C,107,107-1,R,1,A,0,150.0,1544.9,1546.4,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-107R-2-A,317,U1352,C,107,107-2,R,2,A,0,150.0,1546.4,1547.9,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-107R-3-A,317,U1352,C,107,107-3,R,3,A,0,150.0,1547.9,1549.4,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-107R-4-A,317,U1352,C,107,107-4,R,4,A,0,15.0,1549.4,1549.55,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,lithified,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1352C-107R-4-A,317,U1352,C,107,107-4,R,4,A,15,150.0,1549.55,1550.9,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-107R-5-A,317,U1352,C,107,107-5,R,5,A,0,147.0,1550.9,1552.37,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-107R-6-A,317,U1352,C,107,107-6,R,6,A,0,120.0,1552.37,1553.57,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-107R-CC-A,317,U1352,C,107,107-CC,R,CC,A,0,12.0,1553.85,1553.97,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-108R-1-A,317,U1352,C,108,108-1,R,1,A,0,145.0,1554.6,1556.05,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-108R-2-A,317,U1352,C,108,108-2,R,2,A,0,150.0,1556.05,1557.55,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-108R-3-A,317,U1352,C,108,108-3,R,3,A,0,117.0,1557.55,1558.72,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-108R-4-A,317,U1352,C,108,108-4,R,4,A,0,75.0,1558.7,1559.45,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-109R-1-A,317,U1352,C,109,109-1,R,1,A,0,134.0,1564.4,1565.74,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. to f. (mostly f.),,
317-U1352C-109R-2-A,317,U1352,C,109,109-2,R,2,A,0,150.0,1565.74,1567.24,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. to f. (mostly f.),,
317-U1352C-109R-3-A,317,U1352,C,109,109-3,R,3,A,0,150.0,1567.24,1568.74,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. to f. (mostly f.),,
317-U1352C-109R-4-A,317,U1352,C,109,109-4,R,4,A,0,56.0,1568.74,1569.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,v.f. to f. (mostly f.),,
317-U1352C-110R-1-A,317,U1352,C,110,110-1,R,1,A,0,147.0,1574.1,1575.57,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-110R-2-A,317,U1352,C,110,110-2,R,2,A,0,111.0,1575.57,1576.68,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-110R-3-A,317,U1352,C,110,110-3,R,3,A,0,58.0,1577.01,1577.59,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-111R-1-A,317,U1352,C,111,111-1,R,1,A,0,144.0,1583.8,1585.24,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-111R-2-A,317,U1352,C,111,111-2,R,2,A,0,144.0,1585.24,1586.68,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-111R-3-A,317,U1352,C,111,111-3,R,3,A,0,143.0,1586.68,1588.11,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-111R-4-A,317,U1352,C,111,111-4,R,4,A,0,66.0,1588.11,1588.77,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-111R-CC-A,317,U1352,C,111,111-CC,R,CC,A,0,5.0,1588.77,1588.82,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,,,
317-U1352C-112R-1-A,317,U1352,C,112,112-1,R,1,A,0,142.0,1593.5,1594.92,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,Two different colored (lighter and darker) v f sandy marlstone lithologies throughout.,,
317-U1352C-112R-1-A,317,U1352,C,112,112-1,R,1,A,29,142.0,1593.79,1594.92,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,,,
317-U1352C-112R-2-A,317,U1352,C,112,112-2,R,2,A,0,150.0,1594.92,1596.42,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,Two different colored (lighter and darker) v f sandy marlstone lithologies throughout.,,
317-U1352C-112R-3-A,317,U1352,C,112,112-3,R,3,A,0,28.0,1596.42,1596.7,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,Two different colored (lighter and darker) v f sandy marlstone lithologies throughout.,,
317-U1352C-112R-3-A,317,U1352,C,112,112-3,R,3,A,28,29.0,1596.7,1596.71,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,hard,,,"Shepard, 1954 - Leg 183 revision",v f sandy mudstone with pale-colored burrows.,,
317-U1352C-112R-3-A,317,U1352,C,112,112-3,R,3,A,29,66.0,1596.71,1597.08,,Marlstone [Leg210],,Marlstone,,hard,,,Leg210,Two different colored (lighter and darker) v f sandy marlstone lithologies throughout.,,
317-U1352C-113R-1-A,317,U1352,C,113,113-1,R,1,A,0,150.0,1603.2,1604.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Alternated darker marlstone and lighter sandy  marlstone.  ,,
317-U1352C-113R-2-A,317,U1352,C,113,113-2,R,2,A,0,150.0,1604.7,1606.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Alternated darker marlstone and lighter sandy  marlstone.  ,,
317-U1352C-113R-3-A,317,U1352,C,113,113-3,R,3,A,0,150.0,1606.2,1607.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Alternated darker marlstone and lighter sandy  marlstone.  ,,
317-U1352C-113R-4-A,317,U1352,C,113,113-4,R,4,A,0,145.0,1607.7,1609.15,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Alternated darker marlstone and lighter sandy  marlstone.  ,,
317-U1352C-113R-5-A,317,U1352,C,113,113-5,R,5,A,0,140.0,1609.15,1610.55,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Alternated darker marlstone and lighter sandy  marlstone.  ,,
317-U1352C-113R-6-A,317,U1352,C,113,113-6,R,6,A,0,117.0,1610.55,1611.72,,Marlstone [Leg210],,Marlstone,,,,,Leg210,Alternated darker marlstone and lighter sandy  marlstone.  ,,
317-U1352C-114R-1-A,317,U1352,C,114,114-1,R,1,A,0,150.0,1612.9,1614.4,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are three distinct lithotypes within this core:
Type 1: The most common lithotype (81%) is a gray (N 6) well-sorted vf-f (most vf) slightly micaceous sandy marlstone.  This lithotype tends to have gradational upper and sharp lower contacts.  Wavy very thin laminations are present.  This lithotype is heavily bioturbated (ichnofabric index of 4), with burrows of various diameters.  The burrows are light gray (5Y 7/1) micaceous and carbonaceous vf sandy calcareous mudstones.  Rare calcareous blebs are found throughout. 
Type 2: The second most common lithotype (16%) is a dark greenish gray (5GY 4/1) micaceous vf sandy calcareous mudstone with pronounced and abundant wavy horizontal to sub horizontal discontinuous laminations.  This lithotype contains common calcareous blebs and pale gray vf-f sand filled burrows that are sometimes elongated in a horizontal direction. This lithotype is moderately  bioturbated (ichnofabric index of 3).
Type 3: The third and least common lithotype (3%) is a greenish gray (10Y 5/1) moderately sorted vf-f (mostly vf) planar to ripple cross laminated calcareous sandstone.  Ripples are < 2 cm thick  and have micaceous and carbonaceous layers along cross laminae.  This lithotype is not bioturbated (ichnofabric index of 1).

",,
317-U1352C-114R-2-A,317,U1352,C,114,114-2,R,2,A,0,150.0,1614.4,1615.9,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are three distinct lithotypes within this core:
Type 1:The most common lithotype (81%) is a gray (N 6) well-sorted vf-f (most vf) slightly micaceous sandy marlstone.  This lithotype tends to have gradational upper and sharp lower contacts.  Wavy very thin laminations are present.  This lithotype is heavily bioturbated (ichnofabric index of 4), with burrows of various diameters.  The burrows are light gray (5Y 7/1) micaceous and carbonaceous vf sandy calcareous mudstones.  Rare calcareous blebs are found throughout. 
Type 2: The second most common lithotype (16%) is a dark greenish gray (5GY 4/1) micaceous vf sandy calcareous mudstone with pronounced and abundant wavy horizontal to sub horizontal discontinuous laminations.  This lithotype contains common calcareous blebs and pale gray vf-f sand filled burrows that are sometimes elongated in a horizontal direction. This lithotype is moderately  bioturbated (ichnofabric index of 3).
Type 3: The third and least common lithotype (3%) is a greenish gray (10Y 5/1) moderately sorted vf-f (mostly vf) planar to ripple cross laminated calcareous sandstone.  Ripples are < 2 cm thick  and have micaceous and carbonaceous layers along cross laminae.  This lithotype is not bioturbated (ichnofabric index of 1).

",,
317-U1352C-114R-3-A,317,U1352,C,114,114-3,R,3,A,0,150.0,1615.9,1617.4,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are three distinct lithotypes within this core:
Type 1:The most common lithotype (81%) is a gray (N 6) well-sorted vf-f (most vf) slightly micaceous sandy marlstone.  This lithotype tends to have gradational upper and sharp lower contacts.  Wavy very thin laminations are present.  This lithotype is heavily bioturbated (ichnofabric index of 4), with burrows of various diameters.  The burrows are light gray (5Y 7/1) micaceous and carbonaceous vf sandy calcareous mudstones.  Rare calcareous blebs are found throughout. 
Type 2: The second most common lithotype (16%) is a dark greenish gray (5GY 4/1) micaceous vf sandy calcareous mudstone with pronounced and abundant wavy horizontal to sub horizontal discontinuous laminations.  This lithotype contains common calcareous blebs and pale gray vf-f sand filled burrows that are sometimes elongated in a horizontal direction. This lithotype is moderately  bioturbated (ichnofabric index of 3).
Type 3: The third and least common lithotype (3%) is a greenish gray (10Y 5/1) moderately sorted vf-f (mostly vf) planar to ripple cross laminated calcareous sandstone.  Ripples are < 2 cm thick  and have micaceous and carbonaceous layers along cross laminae.  This lithotype is not bioturbated (ichnofabric index of 1).

",,
317-U1352C-114R-4-A,317,U1352,C,114,114-4,R,4,A,0,150.0,1617.4,1618.9,,Marlstone [Leg210],,Marlstone,,lithified,,,Leg210,"There are three distinct lithotypes within this core:
Type 1:The most common lithotype (81%) is a gray (N 6) well-sorted vf-f (most vf) slightly micaceous sandy marlstone.  This lithotype tends to have gradational upper and sharp lower contacts.  Wavy very thin laminations are present.  This lithotype is heavily bioturbated (ichnofabric index of 4), with burrows of various diameters.  The burrows are light gray (5Y 7/1) micaceous and carbonaceous vf sandy calcareous mudstones.  Rare calcareous blebs are found throughout. 
Type 2: The second most common lithotype (16%) is a dark greenish gray (5GY 4/1) micaceous vf sandy calcareous mudstone with pronounced and abundant wavy horizontal to sub horizontal discontinuous laminations.  This lithotype contains common calcareous blebs and pale gray vf-f sand filled burrows that are sometimes elongated in a horizontal direction. This lithotype is moderately  bioturbated (ichnofabric index of 3).
Type 3: The third and least common lithotype (3%) is a greenish gray (10Y 5/1) moderately sorted vf-f (mostly vf) planar to ripple cross laminated calcareous sandstone.  Ripples are < 2 cm thick  and have micaceous and carbonaceous layers along cross laminae.  This lithotype is not bioturbated (ichnofabric index of 1).

",,
