Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Classification,Lithology Suffix,Complete name,Lithology [%],"Dominant grain size (Wentworth, 1922)",Clastic grain: roundness,Lithification,Lithology comment,Color,Color code,Volcaniclastic grain size name,Volcaniclastic grain minerals,,
324-U1348A-20R-2-A,324,U1348,A,20,20-2,R,2,A,0.0,102.0,258.43,259.45,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,medium sand [U14W22],subangular (Default),well indurated,"indurated, bioclastic sandstone. Lots of calcite cement throughout. Coarser lags of material (very coarse sand-sized) present in places. ",very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-2-A,324,U1348,A,20,20-2,R,2,A,0.0,137.0,258.43,259.8,"calcite cemented, bioclastic?",sandstone [MMK88],"Mazullo, Meyer ",with glauconite,"calcite cemented, bioclastic? sandstone with glauconite",100,very coarse sand [U14W22],subrounded (Default),friable,"Friable, bioclastic(?) calcite cemented sandstone. clasts are rounded. glauconite and small dark clasts throughout. Some red oxidized grains (scoria?). ",light gray,10YR 7/2,coarse ash [S81],,,
324-U1348A-20R-2-A,324,U1348,A,20,20-2,R,2,A,102.0,110.0,259.45,259.53,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,very coarse sand [U14W22],subangular (Default),well indurated,"indurated, bioclastic sandstone. Lots of calcite cement throughout. Coarser lags of material (very coarse sand-sized) present in places. ",very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-2-A,324,U1348,A,20,20-2,R,2,A,110.0,136.0,259.53,259.79,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,medium sand [U14W22],subangular (Default),well indurated,"indurated, bioclastic sandstone. Lots of calcite cement throughout. Coarser lags of material (very coarse sand-sized) present in places. ",very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-3-A,324,U1348,A,20,20-3,R,3,A,0.0,20.0,259.8,260.0,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,very coarse sand [U14W22],subrounded (Default),well indurated,"indurated, bioclastic sandstone. Lots of calcite cement throughout. Coarser lags of material (very coarse sand-sized) present in places. ",very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-3-A,324,U1348,A,20,20-3,R,3,A,0.0,153.0,259.8,261.33,"calcite cemented, bioclastic?",sandstone [MMK88],"Mazullo, Meyer ",with glauconite,"calcite cemented, bioclastic? sandstone with glauconite",100,very coarse sand [U14W22],subrounded (Default),friable,"Friable, bioclastic(?) calcite cemented sandstone. clasts are rounded. glauconite and small dark clasts throughout. Some red oxidized grains (scoria?). ",light gray,10YR 7/2,coarse ash [S81],basalt,,
324-U1348A-20R-3-A,324,U1348,A,20,20-3,R,3,A,20.0,77.0,260.0,260.57,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,medium sand [U14W22],subangular (Default),well indurated,"indurated, bioclastic sandstone. Lots of calcite cement throughout. Coarser lags of material (very coarse sand-sized) present in places. ",very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-3-A,324,U1348,A,20,20-3,R,3,A,77.0,91.0,260.57,260.71,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,very coarse sand [U14W22],subangular (Default),well indurated,"indurated, bioclastic sandstone. Lots of calcite cement throughout. Coarser lags of material (very coarse sand-sized) present in places. ",very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-3-A,324,U1348,A,20,20-3,R,3,A,91.0,152.0,260.71,261.32,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,medium sand [U14W22],subangular (Default),well indurated,"indurated, bioclastic sandstone. Lots of calcite cement throughout. Coarser lags of material (very coarse sand-sized) present in places. ",very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-4-A,324,U1348,A,20,20-4,R,4,A,0.0,23.0,261.33,261.56,"calcite cemented, bioclastic?",sandstone [MMK88],"Mazullo, Meyer ",with glauconite,"calcite cemented, bioclastic? sandstone with glauconite",100,very coarse sand [U14W22],subrounded (Default),friable,"Friable, bioclastic(?) calcite cemented sandstone. clasts are rounded. glauconite and small dark clasts throughout. Some red oxidized grains (scoria?). ",light gray,10YR 7/2,coarse ash [S81],,,
324-U1348A-20R-4-A,324,U1348,A,20,20-4,R,4,A,0.0,142.0,261.33,262.75,calcite cemented,Sandy Siltstone [MMK88],"Mazullo, Meyer ",with volcaniclastics,calcite cemented Sandy Siltstone with volcaniclastics,100,coarse silt [U14W22],subangular (Default),well indurated,"Less bioclastics, finer material. still occasional coarser clasts up to granule size. ",very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-4-A,324,U1348,A,20,20-4,R,4,A,142.0,150.0,262.75,262.83,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,medium sand [U14W22],subangular (Default),well indurated,finely laminated,very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-5-A,324,U1348,A,20,20-5,R,5,A,0.0,87.0,262.83,263.7,calcite cemented,coarse tuff,Exp 324,with crinoids,calcite cemented coarse tuff with crinoids,100,coarse sand [U14W22],subrounded (Default),well indurated,Subrounded coarse clasts in the granule to pebble range are present in coarser lags throughout section 5. ,very dark greenish gray,10Y 3/1,coarse ash [S81],basalt,,
324-U1348A-20R-5-A,324,U1348,A,20,20-5,R,5,A,87.0,140.0,263.7,264.23,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,very coarse sand [U14W22],subangular (Default),well consolidated,darker coloration and slightly coarser than at top of section 5,very dark gray,N 3,coarse ash [S81],basalt,,
324-U1348A-20R-6-A,324,U1348,A,20,20-6,R,6,A,0.0,50.0,264.23,264.73,calcite cemented,coarse tuff,Exp 324,with bivalves and crinoids,calcite cemented coarse tuff with bivalves and crinoids,100,very coarse sand [U14W22],subangular (Default),well consolidated,darker coloration and slightly coarser than at top of section 5,very dark gray,N 3,coarse ash [S81],basalt,,
324-U1348A-20R-6-A,324,U1348,A,20,20-6,R,6,A,50.0,73.0,264.73,264.96,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,very coarse sand [U14W22],subangular (Default),well consolidated,Massive scoriaceous lapillistone.,very dark gray,N 3,coarse ash [S81],basalt,,
324-U1348A-20R-CC-A,324,U1348,A,20,20-CC,R,CC,A,0.0,27.0,264.96,265.23,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,very coarse sand [U14W22],subangular (Default),well consolidated,Massive scoriaceous lapillistone.,very dark gray,N 3,coarse ash [S81],basalt,,
324-U1348A-21R-1-A,324,U1348,A,21,21-1,R,1,A,0.0,137.0,266.6,267.97,calcite cemented scoriaceous,granular hyaloclastite [324],Exp 324,,calcite cemented scoriaceous granular hyaloclastite,100,granule [U14W22],subangular (Default),well indurated,"Dark gray, massive scoriaceous lapillistone with extensive calcite cementation. Partly graded and faintly laminated in places.",very dark greenish gray,5BG 3/1,lapillus [S81],basalt,,
324-U1348A-21R-1-A,324,U1348,A,21,21-1,R,1,A,137.0,149.0,267.97,268.09,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,granule [U14W22],subangular (Default),well indurated,"Gray volcanoclastic sandstone/ lapillistone alt.  Abundant dark grains, which are subangular to angular in shape. Massive or graded. Slight laminations present throughout. Mostly coarse sand to lapilli sized. ",very dark greenish gray,5BG 3/1,lapillus [S81],basalt,,
324-U1348A-21R-2-A,324,U1348,A,21,21-2,R,2,A,0.0,150.0,268.09,269.59,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,granule [U14W22],subangular (Default),well indurated,"Gray volcanoclastic sandstone/ lapillistone alt.  Abundant dark grains, which are subangular to angular in shape. Massive or graded. Slight laminations present throughout. Mostly coarse sand to lapilli sized. ",very dark greenish gray,5BG 3/1,lapillus [S81],basalt,,
324-U1348A-21R-3-A,324,U1348,A,21,21-3,R,3,A,0.0,50.0,269.59,270.09,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,granule [U14W22],subangular (Default),well indurated,"Gray volcanoclastic sandstone/ lapillistone alt.  Abundant dark grains, which are subangular to angular in shape. Massive or graded. Slight laminations present throughout. Mostly coarse sand to lapilli sized. ",very dark greenish gray,5BG 3/1,lapillus [S81],basalt,,
324-U1348A-21R-3-A,324,U1348,A,21,21-3,R,3,A,50.0,146.0,270.09,271.05,,coarse tuff,Exp 324,,coarse tuff,100,medium sand [U14W22],subangular (Default),well indurated,"Dark grayish green, calcite cemented coarse tuff/siltstone alt. chaotic banding throughout suggests bioturbation, compared to more laminated strata above.",very dark greenish gray,5BG 3/1,lapillus [S81],,,
324-U1348A-21R-3-A,324,U1348,A,21,21-3,R,3,A,146.0,150.0,271.05,271.09,volcaniclastic,Sandy Siltstone [MMK88],"Mazullo, Meyer ",,volcaniclastic Sandy Siltstone,100,coarse silt [U14W22],,well indurated,"Dark gray, siltstone sequence with less calcite cementation. Calcite concentrated around small, circular clasts in the matrix. Partly laminated. Bioturbated in places.",greenish black,5BG 2.5/1,lapillus [S81],,,
324-U1348A-21R-4-A,324,U1348,A,21,21-4,R,4,A,0.0,14.0,271.09,271.23,volcaniclastic,Sandy Siltstone [MMK88],"Mazullo, Meyer ",,volcaniclastic Sandy Siltstone,100,coarse silt [U14W22],,well indurated,"Dark gray, siltstone sequence with less calcite cementation. Calcite concentrated around small, circular clasts in the matrix. Partly laminated. Bioturbated in places.",greenish black,5BG 2.5/1,lapillus [S81],,,
324-U1348A-21R-4-A,324,U1348,A,21,21-4,R,4,A,14.0,148.0,271.23,272.57,,coarse tuff,Exp 324,,coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"Dark gray, clastic-rich sequence. Slightly laminations, chaotic bedding and bioturbation present throughout. ",very dark greenish gray,5G 3/1,lapillus [S81],,,
324-U1348A-21R-5-A,324,U1348,A,21,21-5,R,5,A,0.0,71.0,272.57,273.28,,coarse tuff,Exp 324,,coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"Dark gray, clastic-rich sequence. Slightly laminations, chaotic bedding and bioturbation present throughout. ",very dark greenish gray,5G 3/1,lapillus [S81],,,
324-U1348A-21R-CC-A,324,U1348,A,21,21-CC,R,CC,A,0.0,25.0,273.28,273.53,,coarse tuff,Exp 324,,coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"Dark gray, clastic-rich sequence. Slightly laminations, chaotic bedding and bioturbation present throughout. ",very dark greenish gray,5G 3/1,lapillus [S81],,,
324-U1348A-22R-1-A,324,U1348,A,22,22-1,R,1,A,0.0,23.0,276.2,276.43,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,very coarse sand [U14W22],subangular (Default),well indurated,"Dark gray, calcite-cemented coarse  tuff. Streaky appearance. ",gray,N 5,coarse ash [S81],basalt,,
324-U1348A-22R-1-A,324,U1348,A,22,22-1,R,1,A,23.0,34.0,276.43,276.54,calcite cemented,Sandy Siltstone [MMK88],"Mazullo, Meyer ",with volcaniclastics,calcite cemented Sandy Siltstone with volcaniclastics,100,coarse silt [U14W22],,well indurated,"Dark gray, sandy siltstone.  Bioturbated in places. ",Very dark gray,N 3,coarse ash [S81],basalt,,
324-U1348A-22R-1-A,324,U1348,A,22,22-1,R,1,A,34.0,53.0,276.54,276.73,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"Dark greenish gray coarse-grained sandstone  Abundant dark clasts, which are subangular to very angular in shape. Massive and poorly sorted.",dark greenish gray,10Y 4/1,lapillus [S81],basalt,,
324-U1348A-22R-1-A,324,U1348,A,22,22-1,R,1,A,53.0,80.0,276.73,277.0,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,very coarse sand [U14W22],subangular (Default),well indurated,"dark gray, coarse sandstone / sandy siltstone alternating. laminated. orangey alteration throughout. ",gray,N 5,lapillus [S81],basalt,,
324-U1348A-22R-1-A,324,U1348,A,22,22-1,R,1,A,80.0,150.0,277.0,277.7,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence (coarse sandstone / medium sandstone alt). slightly lamination and graded bed present throughout. ",gray,N 5,lapillus [S81],basalt,,
324-U1348A-22R-2-A,324,U1348,A,22,22-2,R,2,A,0.0,141.0,277.7,279.11,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence (coarse sandstone / medium sandstone alt). slightly lamination and graded bed present throughout. ",gray,N 5,lapillus [S81],basalt,,
324-U1348A-22R-3-A,324,U1348,A,22,22-3,R,3,A,0.0,132.0,279.11,280.43,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence (coarse sandstone / medium sandstone alt). slightly lamination and graded bed present throughout. ",gray,N 5,lapillus [S81],basalt,,
324-U1348A-22R-4-A,324,U1348,A,22,22-4,R,4,A,0.0,44.0,280.43,280.87,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence (coarse sandstone / medium sandstone alt). slightly lamination and graded bed present throughout. ",gray,N 5,lapillus [S81],basalt,,
324-U1348A-22R-4-A,324,U1348,A,22,22-4,R,4,A,44.0,50.0,280.87,280.93,calcite cemented,granular hyaloclastite [324],Exp 324,,calcite cemented granular hyaloclastite,100,granule [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence. slightly laminated. Clasts are subangular to very angular and poorly sorted. One large (2cm) gray clast has a convolute edge. ",gray,N 5,lapillus [S81],basalt,,
324-U1348A-22R-4-A,324,U1348,A,22,22-4,R,4,A,50.0,110.0,280.93,281.53,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,coarse sand [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence (coarse sandstone / medium sandstone alt). slightly lamination and graded bed present throughout. ",gray,N 5,coarse ash [S81],basalt,,
324-U1348A-22R-4-A,324,U1348,A,22,22-4,R,4,A,110.0,126.0,281.53,281.69,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,granule [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence (lapillistone / coarse sandstone / medium sandstone alt). slightly lamination and graded bed (normal and reverse)  present throughout. laminations inclined. ",gray,N 5,coarse ash [S81],basalt,,
324-U1348A-22R-5-A,324,U1348,A,22,22-5,R,5,A,0.0,99.0,281.69,282.68,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,granule [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence (lapillistone / coarse sandstone / medium sandstone alt). slightly lamination and graded bed (normal and reverse)  present throughout. laminations inclined. ",gray,N 5,coarse ash [S81],basalt,,
324-U1348A-22R-CC-A,324,U1348,A,22,22-CC,R,CC,A,0.0,17.0,282.68,282.85,calcite cemented,coarse tuff,Exp 324,,calcite cemented coarse tuff,100,granule [U14W22],subangular (Default),well indurated,"dark gray, clastic-rich sequence (lapillistone / coarse sandstone / medium sandstone alt). slightly lamination and graded bed (normal and reverse)  present throughout. laminations inclined. ",gray,N 5,coarse ash [S81],basalt,,
324-U1348A-23R-1-A,324,U1348,A,23,23-1,R,1,A,0.0,108.0,285.9,286.98,calcite cemented,granular hyaloclastite [324],Exp 324,with volcanic sand,calcite cemented granular hyaloclastite with volcanic sand,100,granule [U14W22],angular (Default),well indurated,"Dark gray, scoriaceous lapillistone/coarse tuff/sandy siltstone alt. with extensive calcite cementation. Lapillistones are mainly composed by black to gray vesicular scoria. ",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-23R-1-A,324,U1348,A,23,23-1,R,1,A,108.0,127.0,286.98,287.17,,granular hyaloclastite [324],Exp 324,with volcanic sand,granular hyaloclastite with volcanic sand,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately to poorly sorted, clast supported scoriaceous angular lapillistone.  Lapillistone are mainly composed by black to gray vesicular scoria. 
",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-23R-2-A,324,U1348,A,23,23-2,R,2,A,0.0,24.0,287.17,287.41,,granular hyaloclastite [324],Exp 324,with volcanic sand,granular hyaloclastite with volcanic sand,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately to poorly sorted, clast supported scoriaceous angular lapillistone.  Lapillistone are mainly composed by black to gray vesicular scoria. 
",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-23R-2-A,324,U1348,A,23,23-2,R,2,A,24.0,51.0,287.41,287.68,,coarse tuff,Exp 324,with lapilli,coarse tuff with lapilli,100,medium sand [U14W22],angular (Default),well indurated,"Dark gray, scoriaceous lapillistone/coarse tuff/sandy siltstone alt. ",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-23R-2-A,324,U1348,A,23,23-2,R,2,A,51.0,123.0,287.68,288.4,,coarse tuff,Exp 324,with lapilli,coarse tuff with lapilli,100,very coarse sand [U14W22],angular (Default),well indurated,"Dark gray, scoriaceous lapillistone/coarse tuff/sandy siltstone alt.",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-23R-2-A,324,U1348,A,23,23-2,R,2,A,123.0,146.0,288.4,288.63,,granular hyaloclastite [324],Exp 324,with coarse tuff,granular hyaloclastite with coarse tuff,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone ",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-23R-3-A,324,U1348,A,23,23-3,R,3,A,0.0,93.0,288.63,289.56,,granular hyaloclastite [324],Exp 324,with coarse tuff,granular hyaloclastite with coarse tuff,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone ",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-23R-4-A,324,U1348,A,23,23-4,R,4,A,0.0,66.0,289.56,290.22,,granular hyaloclastite [324],Exp 324,with coarse tuff,granular hyaloclastite with coarse tuff,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone ",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-23R-CC-A,324,U1348,A,23,23-CC,R,CC,A,0.0,16.0,290.22,290.38,,granular hyaloclastite [324],Exp 324,with coarse tuff,granular hyaloclastite with coarse tuff,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone ",very dark gray,N 3,lapillus [S81],basalt,,
324-U1348A-24R-1-A,324,U1348,A,24,24-1,R,1,A,0.0,145.5,295.4,296.855,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",greenish black,5GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-24R-2-A,324,U1348,A,24,24-2,R,2,A,0.0,149.0,296.855,298.345,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",greenish black,5GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-24R-3-A,324,U1348,A,24,24-3,R,3,A,0.0,144.0,298.345,299.785,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",greenish black,5GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-24R-4-A,324,U1348,A,24,24-4,R,4,A,0.0,102.5,299.785,300.81,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",greenish black,5GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-24R-5-A,324,U1348,A,24,24-5,R,5,A,0.0,64.0,300.81,301.45,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",greenish black,5GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-24R-CC-A,324,U1348,A,24,24-CC,R,CC,A,0.0,21.0,301.45,301.66,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",greenish black,5GY 2.5/1,,basalt,,
324-U1348A-25R-1-A,324,U1348,A,25,25-1,R,1,A,0.0,132.0,305.0,306.32,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",Very dark greenish gray,5GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-25R-2-A,324,U1348,A,25,25-2,R,2,A,0.0,75.0,306.32,307.07,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",Very dark greenish gray,5GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-25R-CC-A,324,U1348,A,25,25-CC,R,CC,A,0.0,19.0,307.07,307.26,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone.",Very dark greenish gray,5GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-26R-1-A,324,U1348,A,26,26-1,R,1,A,0.0,53.0,314.6,315.13,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),lithified,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone with  calcite cementation. 

",very dark greenish gray,10GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-26R-1-A,324,U1348,A,26,26-1,R,1,A,53.0,93.0,315.13,315.53,"altered, calcite cemented",coarse tuff,Exp 324,with scoria,"altered, calcite cemented coarse tuff with scoria",100,medium sand [U14W22],,well indurated,"Finer interval in Section 1. Calcite cementation extensive. several  coarser areas of scoriaceous material. one is very dark gray with calcite filled spaces in it, the other looks to be a laminated altered silt deposit. Chaotic and churned at the top, but grades into the more altered coarser sandstone at the bottom (bioturbation). ",gray,N 5,lapillus [S81],basalt,,
324-U1348A-26R-1-A,324,U1348,A,26,26-1,R,1,A,93.0,141.5,315.53,316.015,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone with calcite cementation. 

 ",very dark greenish gray,10GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-26R-2-A,324,U1348,A,26,26-2,R,2,A,0.0,143.5,316.015,317.45,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone with calcite cementation. 

 ",very dark greenish gray,10GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-26R-3-A,324,U1348,A,26,26-3,R,3,A,0.0,137.0,317.45,318.82,scoriaceous,granular hyaloclastite [324],Exp 324,,scoriaceous granular hyaloclastite,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone with calcite cementation. 

 ",very dark greenish gray,10GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-26R-CC-A,324,U1348,A,26,26-CC,R,CC,A,0.0,20.0,318.82,319.02,scoriaceous,Lapillistone [F&S84],"Fisher and Schminke, 1984",,scoriaceous Lapillistone,100,pebble [U14W22],angular (Default),well indurated,"Dark gray, massive, moderately sorted, clast supported scoriaceous lapillistone with calcite cementation. 

 ",very dark greenish gray,10GY 2.5/1,lapillus [S81],basalt,,
324-U1348A-2R-CC-A,324,U1348,A,2,2-CC,R,CC,A,0.0,30.68,85.27,85.57700000000001,nannofossil-bearing,ooze [MMK88],"Mazullo, Meyer ",,nannofossil-bearing ooze,100,,,soft,"pale cream-pale yellow, very soft nannofossil ooze. Some (<10% foraminifera of which <5% are benthic foraminifera). ",pale yellow,2.5Y 8/2,,,,
