Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Zone name
363-U1483A-21H-CC-PAL-NANNO,0,5,198.79,198.84,NN18 [M71],TDJ - D. brouweri frequent; D. pentaradiatus less frequent; Sphenolithus abies rare - primary D. brouweri with reworked D. pentaradiatus and S. abies?; significant amount of amorphous diagenetic calcite within the groundmass 5-10 grains per FOV,VG [P33],D [A22],,,,,,C [A04],,,,,,,,,,,F [A30],,,,,,F [A30],,,,,F [A30],,,,,,,,,,F [A30],,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,CC,PAL,NANNO,
363-U1483A-22H-2-W 132/132-NANNO,0,0,201.34,201.34,,"TDJ - simiilar to 22-2, 60; consistently present but not common D. brouweri; one rare sphenolith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,2,W,132/132-NANNO,
363-U1483A-22H-2-W 21/21-NANNO,0,0,200.23,200.23,,"TDJ - dominated by small Gephyrocapsa and F. profunda but good diversity of other forms. D. brouweri present, but less common than 21H-6, 40 and 51cm. 1 sphenolith.",VG [P33],D [A22],V [A94],,V [A94],,,C [A04],,,,,,,,,,,F [A30],F [A30],,,,,F [A30],,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,2,W,21/21-NANNO,
363-U1483A-22H-2-W 60/60-NANNO,0,0,200.62,200.62,,"TDJ - similar to 22H-2, 21, but with rare D. pentaradiatus and rare sphenoliths.D. brouweri still consistently present ('frequent').",VG [P33],D [A22],,,V [A94],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,2,W,60/60-NANNO,
363-U1483A-22H-4-W 51/51-NANNO,0,0,203.33,203.33,,"TDJ - similar to 22H-2, 132",,,,,V [A94],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,4,W,51/51-NANNO,
363-U1483A-22H-6-W 41/41-NANNO,0,0,206.09,206.09,NN18 [M71],"TDJ - here D. brouweri common and look nicely preserved - not overgrown and rays more normally complete, with ray tips preserved.",,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,6,W,41/41-NANNO,
363-U1483A-22H-CC-PAL-NANNO,0,5,208.47,208.52,NN18 [M71],TDJ - D. brouweri frequent; D. pentaradiatus less frequent; Sphenolithus not present - primary D. brouweri with reworked D. pentaradiatus,VG [P33],D [A22],,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,CC,PAL,NANNO,
363-U1483A-23H-2-W 51/51-NANNO,0,0,210.03,210.03,NN18 [M71],TDJ - D. brouweri common; D. pentaradiatus rare (reworked?); no triradiatus observed,G [P33],D [A22],A [A23],,C [A04],,,C [A04],,,,C [A04],,,,,F [A30],,,F [A30],,,,,C [A04],,,,,,,,,,,,,,,F [A30],,,,F [A30],F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,23,H,2,W,51/51-NANNO,
363-U1483A-23H-4-W 51/51-NANNO,0,0,212.87,212.87,,"TDJ - Discoasters dominated by D. brouweri, one asymmetricus, rare (reworked?) penaradiatus; no triradiatus observed",G [P33],D [A22],A [A23],,C [A04],,,C [A04],,,,,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],X [A115],,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,23,H,4,W,51/51-NANNO,
363-U1483A-23H-6-W 51/51-NANNO,0,0,215.78,215.78,,TDJ - D. brouweri dominate discoaster; 2 D. triradiatus; D. asymmetricus,G [P33],D [A22],A [A23],,C [A04],,,C [A04],,,,,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],P [A30],,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,23,H,6,W,51/51-NANNO,
363-U1483A-23H-CC-PAL-NANNO,0,5,217.97,218.02,NN18 [M71],"TDJ - relatively rare discoasters - mostly D. brouweri, with few D. pentaradiatus - hard to tell if reworked; reworked O. rugosus. Discoaster ""airplane"" and one triradiatus",G [P33],D [A22],A [A23],,C [A04],,,C [A04],,,,,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],P [A30],,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,23,H,CC,PAL,NANNO,
363-U1483A-24H-2-W 50/50-NANNO,0,0,219.44,219.44,NN17 [M71],TDJ - D. pentaradiatus common and well preserved. First level with good consistent abundance of this species.,VG [P33],D [A22],A [A23],,C [A04],,,C [A04],,,,,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],X [A115],,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,24,H,2,W,50/50-NANNO,
363-U1483A-24H-4-W 50/50-NANNO,0,0,222.39,222.39,NN17 [M71],TDJ - D. pentaradiatus and brouweri common,VG [P33],D [A22],A [A23],,C [A04],,,C [A04],,,,C [A04],,,,,F [A30],,C [A04],,F [A30],F [A30],,,C [A04],,,,,,R [A30],,,,,,,,,F [A30],,,,,,,,,,,,,,,,,C [A04],,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,24,H,4,W,50/50-NANNO,
363-U1483A-24H-6-W 50/50-NANNO,0,0,225.3,225.3,NN17 [M71],TDJ - dominated by small Gephyrocapsa (/minuta?) and F. profunda; few discoasters,VG [P33],D [A22],A [A23],,A [A23],,,C [A04],,,,,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,P [A30],,,,,,,,,,F [A30],,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,24,H,6,W,50/50-NANNO,
363-U1483A-24H-CC-PAL-NANNO,0,5,227.88,227.93,NN17 [M71],TDJ - dominated by small retics and F.profunda,VG [P33],D [A22],A [A23],,A [A23],,,C [A04],,,,,,,,,,,F [A30],,F [A30],,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,F [A30],X [A115],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,24,H,CC,PAL,NANNO,
363-U1483A-25H-2-W 51/51-NANNO,0,0,229.01,229.01,NN16 [M71],TDJ - D. suculus (broken specimen...reworked?) PLUS 1 better specimen,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],,,C [A04],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,25,H,2,W,51/51-NANNO,
363-U1483A-25H-4-W 51/51-NANNO,0,0,231.94,231.94,NN16 [M71],TDJ - D. surculus rare,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],,,C [A04],P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,25,H,4,W,51/51-NANNO,
363-U1483A-25H-6-W 51/51-NANNO,0,0,234.8,234.8,NN16 [M71],TDJ -,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,25,H,6,W,51/51-NANNO,
363-U1483A-25H-CC-PAL-NANNO,0,5,237.17,237.22,NN16 [M71],,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,25,H,CC,PAL,NANNO,
363-U1483A-26H-6-W 50/50-NANNO,0,0,243.99,243.99,,LB sph rew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,26,H,6,W,50/50-NANNO,
363-U1483A-26H-CC-PAL-NANNO,0,5,246.66,246.71,NN16 [M71],,VG [P33],D [A22],V [A94],,,,,,,,,,,,,,,,R [A30],R [A30],F [A30],,,,C [A04],,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,C [A04],P [A30],,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,26,H,CC,PAL,NANNO,
363-U1483A-27H-2-W 50/50-NANNO,0,0,248,248,NN16 [M71],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,27,H,2,W,50/50-NANNO,
363-U1483A-27H-4-W 50/50-NANNO,0,0,250.85,250.85,NN16 [M71],LB D>tamalis,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,27,H,4,W,50/50-NANNO,
363-U1483A-27H-CC-PAL-NANNO,0,0,256.07,256.07,NN16 [M71],LB- D.tamalis,VG [P33],D [A22],V [A94],,F [A30],,F [A30],,,,,A [A23],,,,,,,R [A30],R [A30],F [A30],,,,C [A04],,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,A [A23],,P [A30],C [A04],,P [A30],C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,27,H,CC,PAL,NANNO,
363-U1483A-28H-CC-PAL-NANNO,0,0,265.25,265.25,NN16 [M71],,VG [P33],D [A22],A [A23],,F [A30],,F [A30],A [A23],,C [A04],,A [A23],,,,,,,R [A30],F [A30],P [A30],,,,C [A04],,,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,C [A04],,P [A30],C [A04],,F [A30],C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,28,H,CC,PAL,NANNO,
363-U1483A-29H-2-W 50/50-NANNO,0,0,267,267,NN16 [M71],LB-rare sphenoliths,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,29,H,2,W,50/50-NANNO,
363-U1483A-29H-4-W 50/50-NANNO,0,0,269.92,269.92,NN16 [M71],LB-very rare sphenoliths,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,29,H,4,W,50/50-NANNO,
363-U1483A-29H-6-W 50/50-NANNO,0,0,272.78,272.78,NN16 [M71],LB-very rare sphenoliths,VG [P33],D [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,29,H,6,W,50/50-NANNO,
363-U1483A-29H-CC-PAL-NANNO,0,5,274.97,275.02,NN16 [M71],,VG [P33],D [A22],V [A94],,P [A30],,,A [A23],,C [A04],,A [A23],,,,,,,F [A30],C [A04],F [A30],,,,C [A04],,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,x [A115],,,,C [A04],,P [A30],C [A04],,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,29,H,CC,PAL,NANNO,
363-U1483A-30H-CC-PAL-NANNO,0,5,284.71,284.76,NN16 [M71],"LB-Sphenoliths; D. asymmetricus; and 4-rayed ""airplane"" type; D. surculus present",VG [P33],D [A22],V [A94],,,,,A [A23],,C [A04],,A [A23],,,,,,,F [A30],F [A30],C [A04],,F [A30],,C [A04],,,,,P [A30],,,,,,,,,,F [A30],,,,,,,,,,,,,C [A04],,,,C [A04],,P [A30],C [A04],P [A30],,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,30,H,CC,PAL,NANNO,
363-U1483A-31H-2-W 50/50-NANNO,0,0,285.95,285.95,,AGSF - pseudoumblicus <7 um present but stratigraphically important >7um is ABSENT,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,31,H,2,W,50/50-NANNO,
363-U1483A-31H-5-W 50/50-NANNO,0,0,288.82,288.82,,AGSF - R. pseudoumbilicus with preserved central-area structures,,,,,,,,,,,R [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,31,H,5,W,50/50-NANNO,
363-U1483A-31H-7-W 50/50-NANNO,0,0,291.66,291.66,,AGSF - well preserved R. pseudoumbilicus >7 um,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,31,H,7,W,50/50-NANNO,
363-U1483A-31H-CC-PAL-NANNO,0,5,292.74,292.79,NN16 [M71],LB Spheno no beautifull R>pseudoumbilica; TDJ - some rare R. pseudoumbilicus,VG [P33],D [A22],V [A94],,C [A04],,,C [A04],,C [A04],F [A30],A [A23],,,,,,,C [A04],F [A30],,,F [A30],,C [A04],,,,,,,,,,R [A30],,,,,F [A30],,,,,,,,,,,,,C [A04],,,,C [A04],,P [A30],C [A04],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,31,H,CC,PAL,NANNO,
