Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Schackoina spp.	Praeglobotruncana spp.	Marginotruncana tarfayaensis	Marginotruncana sinuosa	Marginotruncana pseudolinneiana	Marginotruncana coronata	Heterohelix globulosa	Hedbergella simplex	Hedbergella planispira	Hedbergella hoelzli	Falsotruncana maslakovae	Dicarinella imbricata	Dicarinella hagni	Heterohelix spp.	Hedbergella flandrini	Globotruncanita sp. cf. G. stuartiformis	Globotruncanita elevata	Globotruncana ventricosa	Globotruncana linneiana	Dicarinella asymetrica	Rugoglobigerina rugosa	Rugoglobigerina pilula	Globotruncana bulloides	Globigerinelloides asper	Contusotruncana fornicata	Globotruncana arca	Pseudotextularia nuttalli	Heterohelix rajagopalani	Globotruncana spp.	Globigerinelloides subcarinatus	Globigerinelloides messinae	Contusotruncana cf. patelliformis	Planoglobulina spp.	Planoglobulina carseyae	Globotruncanella havanensis	Globotruncana falsostuarti	Globotruncana cf. ventricosa	Planoglobulina multicamerata	Globotruncanella pschadae	Rugoglobigerina milamensis	Gublerina cuvillieri	Abathomphalus intermedius	Globotruncanita insignis	Racemiguembelina cf. fructicosa	Pseudotextularia elegans	Contusotruncana patelliformis	Abathomphalus cf. mayaroensis	Rugoglobigerina hexacamerata	Racemiguembelina fructicosa	Globotruncanita stuartiformis	Globotruncanita stuarti	Globotruncana dupeublei	Abathomphalus mayaroensis	Rugoglobigerina rotundata	Rugoglobigerina pennyi	Globotruncanita angulata	Contusotruncana walfischensis	Contusotruncana contusa	Gublerina acuta	Globotruncanita cf. stuarti	Rugoglobigerina spp.	Paragloborotalia opima nana	Globoquadrina venezuelana	Globoquadrina tripartita	Globoquadrina galavisi/G. globularis	Globigerina woodi/G. apertura	Globigerina praebulloides	Globigerina angulisuturalis	Catapsydrax unicavus	Catapsydrax dissimilis	Paragloborotalia mayeri	Globigerinita glutinata	Globigerina ciperoensis	Globorotalia mendacis	Globoquadrina binaiensis	Globigerinoides primordius	Globigerina brazieri	Globorotalia kugleri	Globoquadrina baroemoenensis	Globigerinella praesiphonifera	Globigerina angustiumbilicata	Globoquadrina altispira	Globigerinoides trilobus	Globigerinoides parawoodi	Globigerina druryi/G. nepenthes	Sphaeroidinellopsis disjuncta	Globorotalia birnageae	Globoquadrina dehiscens	Globigerinoides subquadratus	Globigerinoides altiaperturus	Catapsydrax stainforthi	Globorotalia praescitula	Globigerinoides diminutus	Globigerinoides bulloideus	Catapsydrax parvulus	Globorotalia peripheroronda	Globigerinoides sicanus	Globigerinatella insueta	Praeorbulina glomerosa	Globorotalia archeomenardii	Globigerinoides obliquus	Orbulina spp.	Globorotalia peripheroacuta	Globorotalia praefohsi	Sphaeroidinellopsis seminulina	Globorotalia fohsi	Sphaeroidinellopsis kochi	Globorotalia menardii	Sphaeroidinella dehiscens	Pulleniatina primalis	Pulleniatina obliquiloculata	Neogloboquadrina dutertrei	Neogloboquadrina acostaensis/N. humerosa	Globorotalia tumida	Globorotalia truncatulinoides	Globorotalia tosaensis	Globorotalia plesiotumida	Globorotalia partimlabiata	Globorotalia margaritae	Globorotalia inflata	Globorotalia crassaformis	Globigerinoides ruber (white)	Globigerinoides extremus	Globigerinoides conglobatus	Candeina nitida	Globorotalia conoidea	Globigerinoides fistulosus	Globigerina rubescens	Globigerinoides ruber (pink)	Globigerina calida	Comment

  SR	Maestrichtian    	                 	A. mayaroensis    	              	122	 761	B	 24	X	 1	  56.00	    199.2600	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	R                    	                   	                      	                   	                        	                     	                 	C               	                     	                                        	                       	                        	                       	                      	+                     	                      	                       	                        	                         	A                 	                         	C                       	                  	                               	                           	                                 	R                  	                       	                           	R                         	                            	                            	                         	C                         	C                   	+                        	                        	                               	C                       	                             	                             	C                           	R                          	+                            	+                      	+                      	R                        	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Maestrichtian    	                 	C. contusa        	              	122	 761	B	 24	X	 2	  63.00	    200.8300	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	A               	                     	                                        	                       	R                       	                       	                      	A                     	                      	                       	                        	                         	A                 	                         	                        	                  	                               	                           	                                 	                   	+                      	                           	R                         	                            	                            	+                        	C                         	C                   	+                        	+                       	+                              	R                       	+                            	+                            	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Maestrichtian    	                 	C. contusa        	              	122	 761	B	 24	X	 3	  60.00	    202.3000	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	A               	                     	                                        	                       	+                       	                       	                      	A                     	                      	                       	                        	                         	A                 	                         	R                       	                  	                               	                           	                                 	                   	                       	+                          	R                         	                            	                            	                         	A                         	C                   	                         	+                       	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Maestrichtian    	                 	C. contusa        	              	122	 761	B	 24	X	 4	  61.00	    203.8100	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	A               	                     	                                        	                       	                        	R                      	                      	A                     	                      	                       	                        	                         	A                 	                         	                        	                  	                               	                           	                                 	                   	                       	                           	R                         	                            	                            	                         	C                         	C                   	R                        	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Campanian        	Maestrichtian    	H. rajagopalani   	              	122	 761	B	 25	X	 1	  59.00	    208.7900	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	C               	                     	                                        	                       	                        	R                      	                      	A                     	                      	                       	                        	                         	A                 	                         	C                       	                  	                               	                           	                                 	                   	                       	+                          	                          	R                           	+                           	R                        	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Campanian        	Maestrichtian    	H. rajagopalani   	              	122	 761	B	 25	X	 2	  57.00	    210.2700	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	C               	                     	                                        	                       	                        	C                      	                      	A                     	                      	                       	                        	                         	C                 	                         	C                       	C                 	                               	                           	                                 	                   	+                      	+                          	                          	                            	+                           	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Campanian        	Maestrichtian    	H. rajagopalani   	              	122	 761	B	 25	X	 3	  60.00	    211.8000	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	A               	                     	                                        	                       	                        	R                      	                      	A                     	                      	                       	                        	+                        	A                 	R                        	C                       	R                 	                               	                           	                                 	                   	+                      	+                          	+                         	R                           	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Campanian        	Maestrichtian    	H. rajagopalani   	              	122	 761	B	 25	X	 4	  59.00	    213.2900	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	                     	                   	                      	                   	                        	                     	                 	R               	                     	                                        	                       	                        	R                      	                      	A                     	                      	                       	                        	                         	A                 	+                        	R                       	C                 	C                              	                           	                                 	+                  	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Campanian        	Maestrichtian    	H. rajagopalani   	              	122	 761	B	 25	X	 5	  59.00	    214.7900	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	                       	                               	                        	C                    	                   	                      	                   	                        	                     	                 	C               	                     	                                        	                       	                        	                       	                      	C                     	                      	                       	                        	+                        	A                 	+                        	C                       	C                 	R                              	R                          	+                                	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Campanian        	                 	G. arca           	              	122	 761	B	 26	X	 1	  60.00	    218.3000	Wonders  	Planktonic Foraminifers                      	               	                  	               	                      	                            	R                      	                               	                        	C                    	                   	                      	                   	                        	                     	                 	                	                     	                                        	R                      	C                       	C                      	                      	R                     	R                     	                       	C                       	C                        	R                 	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	Campanian        	                 	G. arca           	              	122	 761	B	 26	X	 2	  60.00	    219.8000	Wonders  	Planktonic Foraminifers                      	               	                  	+              	                      	                            	+                      	                               	                        	                     	                   	                      	                   	                        	                     	                 	C               	R                    	                                        	+                      	R                       	R                      	                      	R                     	R                     	R                      	C                       	C                        	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	                 	                 	D. asymetrica(Wndr)	              	122	 761	B	 27	X	 1	  66.00	    227.8600	Wonders  	Planktonic Foraminifers                      	               	                  	+              	                      	                            	R                      	C                              	C                       	A                    	                   	                      	                   	                        	                     	                 	C               	C                    	+                                       	R                      	R                       	C                      	R                     	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket

  SR	                 	                 	                  	              	122	 761	B	 27	X	 2	  68.00	    229.3800	Wonders  	Planktonic Foraminifers                      	               	                  	+              	R                     	                            	                       	C                              	R                       	C                    	+                  	                      	                   	                        	R                    	                 	+               	                     	                                        	                       	                        	                       	                      	                      	                      	                       	                        	                         	                  	                         	                        	                  	                               	                           	                                 	                   	                       	                           	                          	                            	                            	                         	                          	                    	                         	                        	                               	                        	                             	                             	                            	                           	                             	                       	                       	                         	                         	                      	                        	                             	                       	               	                           	                    	                           	                         	                        	                                    	                             	                         	                           	                    	                      	                       	                       	                       	                     	                        	                          	                    	                    	                            	                              	                             	                       	                        	                         	                               	                             	                      	                       	                            	                             	                       	                        	                         	                          	                    	                           	                       	                        	                      	                           	                        	             	                           	                      	                              	                  	                         	                     	                         	                     	                            	                          	                                        	                   	                             	                      	                         	                          	                       	                    	                         	                             	                        	                           	               	                     	                          	                     	                            	                  	from ODP Leg 122 SR Chapter 35 Figure 2 back pocket
