Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ulmus taxa,Tsuga taxa,Tilia taxa,Taxodiaceae taxa,Sphagnum taxa,Selaginella  taxa,Sciadopitys taxa,Quercus taxa,Pterocarya taxa,Polypodiaceae taxa,Pinus taxa,Picea taxa,Nyssa  taxa,Myrica taxa,Lycopodiaceae taxa,Liquidambar taxa,Larix type taxa,Juglans taxa,Ilex taxa,Gramineae taxa,Fagus taxa,Ericaceae taxa,Ephedra taxa,Cyperaceae taxa,Cryptomeria  taxa,Corylus taxa,Compositae taxa,Chenopodiaceae taxa,Celtis taxa,Carya taxa,Carpinus taxa,Betula taxa,Alnus taxa,Acer taxa,Abies taxa,Zelkova taxa,Quercus (evergreen) taxa,Quercus (deciduous)  taxa,Persicaria taxa,Pasania  taxa,Metasequoia  taxa,Engelhardia taxa,Castanea taxa,Larix taxa,Cupressaceae taxa,Aesculus  taxa,Dacrydium taxa,Carduoideae  taxa,Rhus taxa,Cichorioideae taxa,Artemisia taxa,Sparganium taxa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 17,X, 1,  62.00,    150.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,11        ,1         ,33              ,1            ,0                ,2               ,22          ,1              ,50                ,64        ,29        ,0          ,3          ,1                 ,0               ,3              ,1           ,1        ,1             ,3         ,0             ,1           ,18             ,5                ,0           ,2              ,1                  ,1          ,1         ,2            ,7          ,2         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 17,X, 2,  62.00,    151.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,7         ,1         ,11              ,1            ,0                ,0               ,38          ,3              ,40                ,85        ,26        ,0          ,0          ,0                 ,1               ,1              ,2           ,0        ,1             ,4         ,0             ,0           ,14             ,1                ,0           ,6              ,0                  ,1          ,1         ,2            ,12         ,6         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 17,X, 3,  62.00,    153.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,20        ,0         ,15              ,1            ,0                ,1               ,18          ,1              ,86                ,61        ,32        ,0          ,2          ,1                 ,0               ,3              ,0           ,0        ,0             ,1         ,0             ,0           ,16             ,22               ,1           ,3              ,1                  ,1          ,1         ,0            ,5          ,2         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 17,X, 4,  62.00,    154.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,9         ,33        ,1         ,11              ,0            ,0                ,0               ,23          ,0              ,16                ,66        ,44        ,0          ,1          ,0                 ,0               ,1              ,0           ,0        ,4             ,8         ,0             ,1           ,10             ,6                ,0           ,2              ,0                  ,0          ,0         ,0            ,12         ,2         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 17,X, 5,  62.00,    156.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,2         ,1         ,30              ,1            ,0                ,0               ,7           ,0              ,24                ,26        ,8         ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,3             ,1         ,0             ,1           ,5              ,12               ,2           ,1              ,1                  ,0          ,0         ,1            ,5          ,2         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 17,X, 6,  62.00,    157.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,5         ,0         ,12              ,0            ,0                ,4               ,14          ,0              ,10                ,42        ,6         ,0          ,0          ,0                 ,1               ,0              ,1           ,0        ,0             ,4         ,0             ,0           ,2              ,6                ,0           ,1              ,0                  ,0          ,0         ,0            ,1          ,1         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 19,X, 1,  62.00,    169.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,1         ,1         ,8               ,0            ,0                ,1               ,13          ,1              ,8                 ,59        ,1         ,0          ,1          ,0                 ,1               ,0              ,1           ,0        ,0             ,2         ,0             ,1           ,2              ,5                ,0           ,2              ,0                  ,0          ,0         ,0            ,4          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 19,X, 2,  62.00,    170.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,8         ,0         ,19              ,0            ,0                ,3               ,11          ,0              ,6                 ,28        ,10        ,0          ,1          ,0                 ,0               ,0              ,1           ,0        ,1             ,5         ,0             ,1           ,3              ,9                ,1           ,1              ,0                  ,0          ,0         ,0            ,3          ,1         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 19,X, 3,  62.00,    172.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,8         ,0         ,10              ,2            ,0                ,1               ,9           ,0              ,6                 ,31        ,13        ,0          ,0          ,0                 ,0               ,1              ,0           ,0        ,1             ,2         ,0             ,1           ,3              ,12               ,0           ,1              ,0                  ,0          ,0         ,0            ,10         ,1         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 19,X, 4,  62.00,    173.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,6         ,0         ,11              ,0            ,0                ,0               ,19          ,2              ,20                ,26        ,14        ,0          ,0          ,1                 ,0               ,1              ,3           ,0        ,2             ,6         ,0             ,0           ,4              ,8                ,0           ,0              ,0                  ,0          ,1         ,2            ,4          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 19,X, 5,  62.00,    175.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,9         ,1         ,3               ,0            ,0                ,2               ,12          ,2              ,2                 ,45        ,10        ,0          ,0          ,0                 ,0               ,0              ,0           ,0        ,0             ,2         ,0             ,0           ,3              ,2                ,0           ,1              ,0                  ,0          ,0         ,1            ,9          ,0         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 20,X, 2,  62.00,    180.3200,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,6         ,0         ,12              ,0            ,0                ,0               ,16          ,0              ,6                 ,27        ,16        ,0          ,0          ,0                 ,0               ,1              ,0           ,0        ,3             ,0         ,0             ,1           ,11             ,14               ,0           ,4              ,0                  ,0          ,0         ,0            ,2          ,1         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 20,X, 4,  62.00,    183.3200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,4         ,0         ,9               ,1            ,0                ,0               ,11          ,0              ,18                ,26        ,21        ,0          ,0          ,0                 ,0               ,2              ,1           ,0        ,1             ,2         ,0             ,1           ,4              ,6                ,1           ,5              ,3                  ,0          ,0         ,0            ,8          ,4         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 20,X, 5,  62.00,    184.8200,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,3         ,1         ,4               ,0            ,0                ,0               ,6           ,1              ,10                ,45        ,9         ,0          ,0          ,0                 ,0               ,0              ,3           ,0        ,0             ,1         ,0             ,1           ,4              ,3                ,0           ,3              ,0                  ,0          ,1         ,0            ,8          ,4         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 20,X, 6,  62.00,    186.3200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,8         ,0         ,14              ,0            ,0                ,0               ,18          ,1              ,8                 ,25        ,12        ,0          ,0          ,0                 ,1               ,0              ,2           ,0        ,2             ,0         ,0             ,2           ,4              ,12               ,1           ,2              ,1                  ,0          ,1         ,0            ,5          ,2         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 21,X, 1,  62.00,    188.5200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,11        ,0         ,7               ,0            ,0                ,1               ,15          ,2              ,20                ,37        ,19        ,0          ,0          ,0                 ,0               ,0              ,0           ,0        ,0             ,0         ,0             ,1           ,3              ,5                ,0           ,1              ,0                  ,0          ,0         ,2            ,2          ,0         ,0        ,5         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 21,X, 2,  62.00,    190.0200,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,5         ,0         ,                ,0            ,0                ,2               ,15          ,0              ,7                 ,47        ,4         ,0          ,1          ,0                 ,0               ,0              ,6           ,0        ,0             ,0         ,0             ,0           ,8              ,1                ,0           ,2              ,0                  ,0          ,0         ,0            ,5          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 21,X, 3,  62.00,    191.5200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,14        ,0         ,5               ,0            ,0                ,2               ,15          ,1              ,18                ,35        ,10        ,0          ,0          ,0                 ,0               ,1              ,1           ,0        ,0             ,1         ,0             ,0           ,9              ,5                ,0           ,2              ,1                  ,0          ,1         ,0            ,3          ,0         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 21,X, 4,  62.00,    193.0200,Heusser  ,Pollen/Spores                                ,               ,                  ,9         ,2         ,0         ,9               ,0            ,0                ,0               ,14          ,9              ,8                 ,39        ,11        ,0          ,1          ,0                 ,1               ,1              ,3           ,0        ,2             ,2         ,0             ,2           ,6              ,5                ,0           ,2              ,0                  ,0          ,1         ,1            ,8          ,0         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 21,X, 5,  62.00,    194.5200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,5         ,0         ,9               ,0            ,0                ,1               ,11          ,2              ,10                ,35        ,7         ,0          ,0          ,0                 ,0               ,0              ,3           ,0        ,1             ,3         ,0             ,0           ,4              ,15               ,0           ,0              ,0                  ,0          ,1         ,1            ,5          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 22,X, 1,  61.00,    198.1100,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,10        ,1         ,11              ,0            ,0                ,1               ,16          ,3              ,5                 ,24        ,10        ,0          ,0          ,1                 ,2               ,0              ,1           ,1        ,0             ,2         ,0             ,1           ,7              ,16               ,0           ,5              ,0                  ,0          ,0         ,1            ,6          ,1         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 22,X, 2,  62.00,    199.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,9         ,2         ,12              ,0            ,0                ,2               ,10          ,2              ,9                 ,36        ,9         ,0          ,0          ,2                 ,0               ,0              ,0           ,0        ,0             ,0         ,0             ,0           ,3              ,8                ,0           ,0              ,0                  ,0          ,0         ,0            ,1          ,1         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 4; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 22,X, 3,  62.00,    201.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,6         ,3         ,1         ,9               ,0            ,0                ,1               ,8           ,2              ,10                ,37        ,12        ,0          ,0          ,0                 ,0               ,0              ,0           ,0        ,0             ,2         ,0             ,1           ,4              ,7                ,0           ,1              ,2                  ,0          ,0         ,0            ,3          ,0         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 22,X, 4,  62.00,    202.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,6         ,1         ,5               ,0            ,0                ,1               ,4           ,1              ,10                ,35        ,23        ,0          ,0          ,0                 ,0               ,0              ,0           ,0        ,0             ,6         ,0             ,0           ,0              ,10               ,0           ,1              ,1                  ,0          ,0         ,1            ,4          ,0         ,0        ,6         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 22,X, 5,  61.00,    204.1100,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,9         ,1         ,10              ,0            ,0                ,0               ,13          ,2              ,30                ,28        ,25        ,0          ,0          ,0                 ,0               ,0              ,1           ,0        ,0             ,2         ,0             ,0           ,5              ,10               ,2           ,0              ,0                  ,0          ,2         ,0            ,2          ,1         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 22,X, 6,  62.00,    205.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,7         ,0         ,7               ,0            ,0                ,1               ,8           ,4              ,15                ,28        ,26        ,0          ,0          ,0                 ,1               ,0              ,0           ,0        ,0             ,2         ,0             ,0           ,4              ,5                ,1           ,3              ,1                  ,0          ,0         ,0            ,4          ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 23,X, 1,  62.00,    207.8200,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,5         ,1         ,14              ,0            ,0                ,5               ,7           ,1              ,8                 ,25        ,28        ,0          ,0          ,1                 ,0               ,0              ,1           ,0        ,1             ,1         ,0             ,2           ,6              ,5                ,3           ,2              ,0                  ,0          ,2         ,0            ,3          ,2         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 23,X, 2,  62.00,    209.3200,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,11        ,0         ,4               ,0            ,0                ,1               ,15          ,0              ,4                 ,38        ,23        ,0          ,0          ,0                 ,0               ,0              ,2           ,0        ,0             ,4         ,0             ,2           ,5              ,3                ,2           ,3              ,0                  ,0          ,1         ,0            ,1          ,1         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 23,X, 3,  62.00,    210.8200,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,4         ,2         ,8               ,0            ,0                ,0               ,5           ,0              ,15                ,19        ,30        ,1          ,0          ,0                 ,1               ,0              ,2           ,1        ,3             ,11        ,0             ,1           ,3              ,8                ,0           ,2              ,1                  ,0          ,2         ,1            ,1          ,0         ,0        ,6         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 23,X, 4,  62.00,    212.3200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,6         ,0         ,1               ,0            ,0                ,2               ,14          ,0              ,10                ,42        ,21        ,1          ,0          ,0                 ,1               ,1              ,2           ,0        ,0             ,2         ,0             ,0           ,2              ,2                ,0           ,2              ,0                  ,0          ,1         ,1            ,2          ,0         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 23,X, 5,  62.00,    213.8200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,6         ,0         ,5               ,0            ,0                ,1               ,5           ,1              ,20                ,30        ,26        ,0          ,0          ,0                 ,1               ,0              ,1           ,0        ,0             ,2         ,0             ,1           ,9              ,1                ,1           ,1              ,0                  ,0          ,0         ,0            ,2          ,1         ,0        ,9         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 23,X, 6,  62.00,    215.3200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,2         ,1         ,11              ,0            ,0                ,0               ,15          ,1              ,4                 ,19        ,14        ,1          ,0          ,1                 ,0               ,1              ,1           ,0        ,2             ,8         ,0             ,1           ,8              ,2                ,2           ,5              ,0                  ,0          ,0         ,3            ,5          ,4         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 2; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 25,X, 1,  62.00,    227.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,4         ,1         ,2               ,0            ,0                ,0               ,7           ,1              ,4                 ,45        ,25        ,0          ,0          ,0                 ,2               ,0              ,0           ,0        ,0             ,2         ,0             ,0           ,6              ,1                ,0           ,1              ,0                  ,0          ,1         ,0            ,5          ,0         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 1; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 25,X, 2,  62.00,    228.6200,Heusser  ,Pollen/Spores                                ,               ,                  ,2         ,6         ,0         ,1               ,0            ,0                ,1               ,7           ,2              ,4                 ,56        ,24        ,0          ,0          ,0                 ,1               ,1              ,0           ,0        ,0             ,0         ,0             ,1           ,7              ,1                ,1           ,2              ,0                  ,0          ,1         ,0            ,2          ,1         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 25,X, 3,  62.00,    230.1200,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,14        ,0         ,6               ,0            ,0                ,0               ,10          ,0              ,5                 ,35        ,14        ,0          ,0          ,0                 ,0               ,1              ,1           ,0        ,1             ,0         ,0             ,2           ,1              ,3                ,0           ,1              ,2                  ,0          ,3         ,0            ,0          ,1         ,0        ,4         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
