Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Dentoglobigerina spp.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinella spp.,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) praemargaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Mutabella mirabilis,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina praeatlantica,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri (S),Paragloborotalia mayeri (D),Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa (S),Paragloborotalia pseudocontinuosa (D),Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera (S),Paragloborotalia semivera (D),Paragloborotalia semivera,Paragloborotalia siakensis,Paragloborotalia siakensis (S),Paragloborotalia siakensis (D),Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella angustiumbilicata,Tenuitella clemenciae,Tenuitella gemma,Tenuitella munda,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group,eodp_id
321-U1338A-25H-6-W 5/7-FORAM92,321,U1338,A,25,25-6,H,6,W,5/7-FORAM92,0,0,228.79,228.79,M,26,M11,surface dissolution,,,,,,,,,,,,R,,A,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,R,,R,,R,,,,,R,,,,,,D,,,,,,,,,,P,,,,,,,P,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,P,P,P,,,,,,,,,,,,P,,R,,,,,R,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,1a6130a1cd0fbd79cbe980df0c2cc9e6
321-U1338A-25H-CC-PAL,321,U1338,A,25,25-CC,H,CC,PAL,,0,0,231.12,231.12,G,4,M11,Diverse,,,,,,,,,,,,,,P,R,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,P,,A,,,,,A,,,,P,,A,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,,,,,,,,,P,F,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,6ed24538a27548b6d0ed2a4d0b2834c3
321-U1338A-26H-2-W 50/52-FORAM32,321,U1338,A,26,26-2,H,2,W,50/52-FORAM32,0,0,232.7,232.7,G,15,M11,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,F,,,,,,,,,,,,,,A,,R,,F,,,A,,A,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,R,R,F,F,,,,,,,,,,,,R,,R,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,738257b0fa60e21bb1c650f66d7231ba
321-U1338A-26H-6-W 130/132-FORAM39,321,U1338,A,26,26-6,H,6,W,130/132-FORAM39,0,0,239.5,239.5,M,13,M11,slightly infilled,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,P,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,7ef4ade031c179da5c106cf205fec07b
321-U1338A-26H-CC-PAL,321,U1338,A,26,26-CC,H,CC,PAL,,0,0,240.64,240.64,P,0,M11,Infilled and encrusted,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,7326df79fb13d9de516fd52fdcdb8828
321-U1338A-27X-2-W 15/17-FORAM53,321,U1338,A,27,27-2,X,2,W,15/17-FORAM53,0,0,241.85,241.85,M,13,M11,fragmentation,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,P,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,4cc52b516c34e76e566cd3c01e0145f5
321-U1338A-27X-4-W 6/8-FORAM58,321,U1338,A,27,27-4,X,4,W,6/8-FORAM58,0,0,244.76,244.76,M,38,M11,slightly broken,,,,,,,,,,,,F,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,R,,,,,,,,,,P,,P,,,,,,,,,,,,,,,P,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b0e433fbbaa94c202d9477b372dd190
321-U1338A-27X-CC-PAL,321,U1338,A,27,27-CC,X,CC,PAL,,0,0,247.6,247.6,M,78,M11,Infilled,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,A,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,A,,,,,,,,,,9ddaebae208e3fdaf02dcf092c0697c3
321-U1338A-28X-CC-PAL,321,U1338,A,28,28-CC,X,CC,PAL,,0,0,249.8,249.8,-,-,-,Too small sample to be examined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f35a8e0929d3c891e5ab2886c3b18dd2
321-U1338A-29X-2-W 136/138-FORAM76,321,U1338,A,29,29-2,X,2,W,136/138-FORAM76,0,0,262.26,262.26,M-G,82,M10-M11,,,,,,,,,,,,,,F,R,R,R,,,,,,,,,,,,,,,,,,,P,,R,,R,,,,,,,,,,,R,,,,R,,,,,R,,A,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,R,,P,,,,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,1e1c26ded24c54a051af79faa09fe9b8
321-U1338A-29X-4-W 32/34-FORAM79,321,U1338,A,29,29-4,X,4,W,32/34-FORAM79,0,0,264.22,264.22,M,72,N12-M10,Infilled and encrused,,,,,,,,,,R,,R,F,R,R,R,R,,,,,,,,,,,,,,,P,,,R,,F,,R,,,,,,,,,,,R,,,,,,,,,R,,A,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,R,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,07c68547a94fcf1db323f995e94fed85
321-U1338A-29X-CC-PAL,321,U1338,A,29,29-CC,X,CC,PAL,,0,0,268.33,268.33,G,64,M10-M11,,,,,,,,,,,,,A,R,F,,,,,,R,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,D,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,P,P,,,,,,,,,,,P,,,P,,,,,,,,,,,,P,R,,P,,P,P,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,R,,,,,,,,,8a539f9824bede42cc0938e3f2d2b22b
321-U1338A-30X-CC-PAL,321,U1338,A,30,30-CC,X,CC,PAL,,0,0,269.0,269.0,-,-,-,Too small sample to be examined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28ee10fa037f50c863596c837333cc58
321-U1338A-31X-CC-PAL,321,U1338,A,31,31-CC,X,CC,PAL,,0,0,278.5,278.5,M,70,N12,fragmentation,,,,,,,,,,,,A,,P,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,R,,D,P,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,P,,P,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,,,,,c2e08690d8e7e06d45ecad28218ee308
321-U1338A-32X-2-W 65/67-FORAM87,321,U1338,A,32,32-2,X,2,W,65/67-FORAM87,0,0,290.25,290.25,M,8,N12,Fragmentation and some infilling,,,,,,,,,,,,,,,R,,,,,P,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,R,R,,,,R,,R,F,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,A,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,F,R,,R,,,,,,,afec07a13b18511f14e64537594bd266
321-U1338A-32X-4-W 67/69-FORAM90,321,U1338,A,32,32-4,X,4,W,67/69-FORAM90,0,0,293.27,293.27,G,80,N12,,,,,,,,,,,R,,F,,R,R,R,R,,,R,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,R,,,,R,R,,,,,,A,F,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,F,,P,,,,R,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,A,F,,,,,,,,,ea34b1cd6ceb34c84c1c3dd3662bfc49
321-U1338A-32X-CC-PAL,321,U1338,A,32,32-CC,X,CC,PAL,,0,0,296.57,296.57,G,9,-,Hardly any sample >63 microns,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e18d92d6104f58331cabcd4f51ef94c5
321-U1338A-33X-3-W 28/30-FORAM50,321,U1338,A,33,33-3,X,3,W,28/30-FORAM50,0,0,300.98,300.98,M,82,N12,Some fragmentation,,,,,,,,,,R,,A,F,R,R,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,P,R,,,,,,,A,A,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,R,,,,,,R,,,,,P,,,,,F,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,9590149506b6ede6b52b80f78bc779b8
321-U1338A-33X-5-W 47/49-FORAM53,321,U1338,A,33,33-5,X,5,W,47/49-FORAM53,0,0,304.17,304.17,G,40,N12,,,,,,,,,,,R,,F,R,,R,,,,,R,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,,,A,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,dc6daba60ffab7ed3467312460cf6470
321-U1338A-33X-CC-PAL,321,U1338,A,33,33-CC,X,CC,PAL,,0,0,306.45,306.45,M,59,N12,,,,,,,,,,,,,P,F,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,R,,,,P,,,,,R,,D,P,P,,,,P,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,P,R,,,,R,,,,,,,,,,,R,,,,,,,,,,,,P,,,P,,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,R,,,,,,,,,8739e04b7abeaf8ed25c2587de4a21b9
321-U1338A-34X-2-W 78/80-FORAMP95,321,U1338,A,34,34-2,X,2,W,78/80-FORAMP95,0,0,309.58,309.58,M-G,66,N12,Diverse,,,,,,R,,,,R,,R,R,,R,,P,,,P,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,P,R,R,,,,R,,A,A,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,946cb1cfd6b4a53c2cc0e01980c84a92
321-U1338A-34X-4-W 91/93-FORAMP96,321,U1338,A,34,34-4,X,4,W,91/93-FORAMP96,0,0,312.71,312.71,M,44,N12,,,,,,,,,,,,,,,R,R,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,R,R,,,,R,,A,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,F,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,aa7d4a6366de1933a5581ee74a18c650
321-U1338A-34X-CC-PAL,321,U1338,A,34,34-CC,X,CC,PAL,,0,0,316.1,316.1,M,84,N12,surface dissolution,,,,,,,,,,,,A,,R,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,P,,,,,R,,D,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,R,,R,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,,,,,,,,a220e7c6348a7d5ef7cc99f97443bb5d
321-U1338A-35X-2-W 9/11-FORAM60,321,U1338,A,35,35-2,X,2,W,9/11-FORAM60,0,0,318.49,318.49,M,52,N12,Fragmentation,,,,,,,,,,R,,A,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,P,,R,,,,R,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,F,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,0c73a55bd6d3de4eea7e680fcf493e32
321-U1338A-35X-CC-PAL,321,U1338,A,35,35-CC,X,CC,PAL,,0,0,319.79,319.79,M,57,N10,surface dissolution,,,,,,,,,,,,A,P,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,D,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,R,,,,,,,,,3cddb4cee1c5d80a19d6fab8517fd14b
321-U1338A-36X-1-W 36/38-FORAM98,321,U1338,A,36,36-1,X,1,W,36/38-FORAM98,0,0,326.86,326.86,M,80,N11,Some infilling and fragmentation,,,,,,,,,,A,,F,R,,R,F,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,R,R,,,,,A,,A,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,9738e978c965613c90047e87ab8f56fd
321-U1338A-36X-CC-PAL,321,U1338,A,36,36-CC,X,CC,PAL,,0,0,327.68,327.68,M,86,N10,surface dissolution,,,,,,,,,,,,A,R,R,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,P,,D,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,A,,,,,,,,,5453ffc5ddc80ae91849bd29701a3670
321-U1338A-37X-1-W 43/45-FORAM4,321,U1338,A,37,37-1,X,1,W,43/45-FORAM4,0,0,336.43,336.43,M,10,M5b-M11,Hardly any forams,,,,,,,,,,P,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ecad31a0a38d8f33e25ed36b42e8472
321-U1338A-37X-CC-PAL,321,U1338,A,37,37-CC,X,CC,PAL,,0,0,337.18,337.18,G,89,M6,,,,,,,,,,,,P,F,P,P,P,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,R,,D,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,P,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,R,,,,,,,,,02b6db99605ffb61cb1143a1bacc4c0e
321-U1338A-38X-2-W 35/37-FORAM54,321,U1338,A,38,38-2,X,2,W,35/37-FORAM54,0,0,347.35,347.35,P-M,88,M5b,Diverse. Paragloborotalia mainly sinistral. Infilling,,,,,,,,,,R,,,R,R,F,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,R,F,,R,,R,,A,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,A,,,,,R,,,,,F,,,,,,R,,,,,,,,,,,,,,A,,P,,,,,,,0252b9d4de90acbb2619d7466089f345
321-U1338A-38X-5-W 109/111-FORAM55,321,U1338,A,38,38-5,X,5,W,109/111-FORAM55,0,0,352.59,352.59,M-G,56,M5b,Diverse. Paragloborotalia mainly sinistral,,,,,,,,,,R,,,R,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,A,,,,A,,A,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,R,R,,,R,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,1e4b3a6276996156659bc78c4b94dcfe
321-U1338A-38X-CC-PAL,321,U1338,A,38,38-CC,X,CC,PAL,,0,0,354.7,354.7,M,44,M5b,dissolution,,,,,,,,,,P,,A,,,A,R,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,P,,D,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,2a765382063852803a07621ca28b081f
321-U1338A-39X-2-W 72/74-FORAMB16,321,U1338,A,39,39-2,X,2,W,72/74-FORAMB16,0,0,357.02,357.02,G,42,M5b,Diverse. Paragloborotalia mainly sinistral,,,,,,,,,,R,,,,R,R,F,A,,,R,,,,R,,,,,,P,,R,,,R,,,,,,,,,,,,,,,R,,,R,F,F,,,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,,R,,,,,A,,,R,R,,R,P,,,,,,,,,,,,,,,,,,,,,,03b74ba069f9475bf87f3ce9087073ec
321-U1338A-39X-5-W 89/91-FORAM19,321,U1338,A,39,39-5,X,5,W,89/91-FORAM19,0,0,361.69,361.69,M,28,-,Highly fragmented. Paragloborotalia mainly sinistral,,,,,,,,,,,,,R,,R,A,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3beed5cadd179f9780c577445872ca80
321-U1338A-39X-CC-PAL,321,U1338,A,39,39-CC,X,CC,PAL,,0,0,363.76,363.76,G,80,M5b,Diverse. Paragloborotalia mainly sinistral,,,,,,,,,,A,,,R,R,F,P,,,,P,,P,,,,,,,,P,,R,,,,,,,,,,,,,,,,,,P,,,,,R,,,,R,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,F,,A,R,,,,A,P,,,,,,,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,4825612a358a6849ea0511c4bd307cb5
321-U1338A-40X-1-W 115/117-FORAM66,321,U1338,A,40,40-1,X,1,W,115/117-FORAM66,0,0,365.55,365.55,G,84,M5b,Diverse - 30 species. Paragloborotalia mainly sinistral,,,,,,,,,,A,,R,F,R,R,A,F,,,R,,P,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,R,,,R,F,F,,R,,F,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,P,,R,,,,,,,,,,,,R,,,,A,,,,,R,,,,R,R,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,c6526504cd8fd1234d309ae40045252f
321-U1338A-40X-3-W 27/29-FORAM62,321,U1338,A,40,40-3,X,3,W,27/29-FORAM62,0,0,367.16,367.16,G,94,M5b,Diverse. Paragloborotalia randomly coiled.,,,,,,,,,,F,,,A,R,F,R,R,,,R,,R,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,A,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,R,,,,A,,,,,R,,,,,F,,,P,,R,,,,,,,,,,,,,,,P,,,,,,,,,7d93f0cea3e94e1d612ec1add1d8103b
321-U1338A-40X-CC-PAL,321,U1338,A,40,40-CC,X,CC,PAL,,0,0,367.74,367.74,G,88,M5b,Diverse. Paragloborotalia mainly sinistral,,,,,,,,,,A,,P,F,F,P,R,,,,P,,,,,,,,,,,,R,R,,,,,,,,,,,,,,R,,,R,,,,R,R,,,,P,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,A,F,,,,F,,,,,,,R,,,P,,,R,,,,,,,,,,,,,,,,,,,,,,,33d8bc316ac479351829ca41046cd7df
321-U1338A-41X-2-W 66/68-FORAM0,321,U1338,A,41,41-2,X,2,W,66/68-FORAM0,0,0,376.16,376.16,G,90,M5a,Diverse. Paragloborotalia randomly coiled.,,,,,,,,,,,,,R,R,F,A,,,,R,,,,P,,,,,,,,R,,,,,R,,,,,,,,,,,,,R,,,,F,R,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,,,,,,,R,,,,F,,,,,R,,,,R,R,,,,,R,R,,,,,,,,,,,,,,F,,,,,,,,,0be851f7bd739b5311a9eef0a6b7f0bc
