Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Abyssamina poagi,Abyssamina quadrata,Alabammina dissonata,Alabamminella weddellensis,Alabammina spp.,Allomorphina pacifica,Amphicoryna sp.,Ammodiscus spp.,Anomalinoides globulosus,Anomalinoides spp.,Astacolus spp.,Astrononion echolsi,Astrononion spp.,Bigenerina spp.,Bolivina huneri,Bolivina spp.,Brizalina pusilla,Brizalina spp.,Bulimina alazanensis,Bulimina spp.,Buliminella parvula,Buliminella spp.,Cassidulina spp.,Cassidulinoides tenuis,Caudamina spp.,Chilostomella oolina,Chilostomella spp.,Chrysalogonium crassitestum,Chrysalogonium  equisetiformis,Chrysalogonium spp.,Cibicides lobatulus,Cibicidoides barnetti,Cibicidoides bradyi,Cibicidoides eocaenus,Cibicidoides grimsdalei,Cibicidoides havanensis,Cibicidoides micrus,Cibicidoides mundulus,Cibicidoides praemundulus,Cibicidoides wuellerstorfi,Cibicidoides robertsonianus,Cibicidoides spp,Cystammina pauciloculata,Cyclammina spp.,Dentalina spp.,Eggerella bradyi,Eggerella spp.,Ehrenbergina histrix,Eubuliminella exilis,Epistominella spp.,Favocassidulina favus,Favocassidulina spinifer,Favocassidulina subfavus,Fissurina formosa,Fissurina spp.,Fursenkoina bradyi,Fursenkoina spp.,Gaudryina pyramidata,Gaudryina spp.,Glandulina spp.,Glandulonodosaria spp.,Globulina spp.,Globobulimina pacifica,Globobulimina ovata,Globocassidulina subglobosa,Globocassidulina spp.,Globobulimina spp.,Glomospira charoides,Glomospira gordialis,Glomospira irregularis,Gyroidinoides soldanii,Gyroidinoides orbicularis,Gyroidinoides spp.,Haplophragmoides walteri,Haplophragmoides spp.,Heronallenia spp.,Karreriella bradyi,Karreriella chapapotensis,Karreriella spp.,Karrerulina coniformis,Laticarinina pauperata,Lenticulina orbicularis,Lenticulina spp.,Marginulina obesa,Martinotiella communis,Melonis barleeanum,Melonis pompilioides,Melonis sphaeroides,Myllostomella spp.,Neoeponides campester,Nodosarella robusta,Nonion affine,Nonion havanensis,Nonion spp.,Nodosaria spp.,Nuttallides truempyi,Nuttallides umbonifer,Nuttallides spp.,Oolina spp.,Oridorsalis umbonatus,Orthomorphina spp.,Osangularia plummerae,Paracassidulina spp.,Planulina costata,Planulina renzi,Planulina spp.,Pleurostomella brevis,Pleurostomella sp.,Polymorphina spp.,Procerolagena gracillima,Pseudoglandulina glanduliniformis,Pseudoparrella exigua,Pseudopleurostomella spp.,Pullenia bulloides,Pullenia osloensis,Pullenia quinqueloba,Pullenia salisburyi,Pullenia subcarinata,Pullenia spp.,Pyrgo murrhina,Pyrgo serrata,Pyrgo spp.,Pyrulina spp.,Quadrimorphina profunda,Quadrimorphina spp.,Quinqueloculina sp.,Rectuvigerina senni,Rectuvigerina striata,Recurvoides spp.,Reophax spp.,Reussella spinulosa,Reticulophragmium amplectens,Reticulophragmium spp.,Siphogenerinoides spp.,Siphonodosaria abyssorum,Siphonodosaria antillea,Siphonodosaria annulifera,Siphonodosaria hispidula,Siphonodosaria spinata,Siphonodosaria spp.,Sphaeroidina bulloides,Spiroloculina spp.,Spiroplectammina spectabilis,Spiroplectammina spp.,Spiroplectella earlandi,Stilostomella spp.,Textularia spp.,Triloculina spp.,Trochammina spp.,Trochamminoides spp.,Unilocular species,Tube-shaped agglutinated forms,Turrilina brevispira,Turrilina robertsi,Turrilina spp.,Uvigerina hispida,Uvigerina peregrina,Uvigerina proboscidea,Uvigerina peregrina bradyiana,Uvigerina spp.,Valvulammina spp.,Vulvulina spinosa,Agglutinated gen. et sp. indet.,Calcareous gen. et sp. indet.,,Cribrostomoides subglobosus,Cyclammina cancellata,Fissurina cucullata,Pyrgo lucernula,Trochamminoides olszewskii,Comment,eodp_id
321-U1337A-29X-CC-PAL,321,U1337,A,29,29-CC,X,CC,PAL,,0,0,270.8,270.8,G,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,29,,3,5,1,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,13,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,19,,,,,,,,,2,,,,,14,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=30/70,be8607cd54528cb78ce2d31b47d5cfd0
321-U1337A-30X-2-W 22/24,321,U1337,A,30,30-2,X,2,W,22/24,0,0,272.52,272.52,G,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,11,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=10/90,81342cf161b3b66fdd8969c7814654d0
321-U1337A-30X-4-W 23/25,321,U1337,A,30,30-4,X,4,W,23/25,0,0,275.53,275.53,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=10/90,d2fb6b48cea6d2d06fb1581244a3138d
321-U1337A-30X-CC-PAL,321,U1337,A,30,30-CC,X,CC,PAL,,0,0,280.49,280.49,G,,,,,,,,,,,,21,,,,,,,,,,,,,,4,,4,,,,,4,,,,,37,,15,4,2,,,,2,,,,,,,,,2,,,,,,,,,,3,,,,,,5,,,,,,5,,,,7,,,,1,,,,,,,,,,,,,,,37,,,,,,,,,2,,3,,,2,,,,,,1,5,2,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,Bathymetry=LB-A; P/B=9/91,4e1fc3cf9ff5feb34df90e2e558dd345
321-U1337A-31X-2-W 49/51-FORAM10,321,U1337,A,31,31-2,X,2,W,49/51-FORAM10,0,0,282.49,282.49,G,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,1,,,2,,5,,,12,,6,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=8/92,34d604662ff4369ef23172eb9f087bc3
321-U1337A-31X-4-W 51/53-FORAM11,321,U1337,A,31,31-4,X,4,W,51/53-FORAM11,0,0,285.51,285.51,G,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,1,,3,,,12,,2,1,,,,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,2,,,,,,,,3,,,,,,,,,,,,,2,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=12/88,0e49fee87121bf651cbe18efba6018c1
321-U1337A-31X-CC-PAL,321,U1337,A,31,31-CC,X,CC,PAL,,0,0,289.47,289.47,G,,,,,,,,,,,,10,,,,,,,,,,,1,,,,,3,,4,,,4,,10,,,70,,32,1,,,,5,,,,,,,,,,10,,,,1,,,,,,3,,,,,,17,,4,,,,,,,,4,,,,,,,,,,,,,,,,7,,,2,,,,,,,,2,3,,,,,1,,,,,,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,2,,,,,,,,,,,3,,3,,,,,,,Bathymetry=LB-A; P/B=8/92,1b65ff18cbd15111295b48e151bdf291
321-U1337A-32X-2-W 74/76-FORAM29,321,U1337,A,32,32-2,X,2,W,74/76-FORAM29,0,0,292.44,292.44,G,,,,,,,,,2,,,2,,,,,,,,,2,,,,,,,,,1,,,3,,,,,8,,10,,,,,1,,,,,,,,,,2,1,,,,,,,,,9,,,,,,2,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,8,,,,,,,,2,,,,,,1,,,,,,2,,2,1,,,1,,,,,,,,,3,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=18/82,1f795a0914f96c027b3bf5d555b20f78
321-U1337A-32X-4-W 38/40-FORAM,321,U1337,A,32,32-4,X,4,W,38/40-FORAM,0,0,295.08,295.08,G,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,8,,3,,5,,,,,1,,,,,,,,,,3,,,,,,,,,,12,,,,,,2,1,3,,,,,,,,2,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=10/90,7b8f1185137140a9b09c2e165aa6539a
321-U1337A-32X-CC-PAL,321,U1337,A,32,32-CC,X,CC,PAL,,0,0,297.17,297.17,G,,,,,,,,,2,,,8,,,,,,,,,,,,4,,,,,,,,,3,,1,,,49,,49,3,,,,10,5,,,,,,,,1,7,1,,,2,2,,,,,5,,,,,,19,7,,,,,2,,,,18,,1,,2,,,,,,,,,,,,9,,,58,3,,,,,,1,2,6,,1,,,2,,,,,,1,4,2,1,,,1,,,,,,,,1,12,,1,3,,3,,,,,4,,,,,,1,,,,,,,,,,,4,,7,,,,,,,Bathymetry=LB-A; P/B=5/95,80e015456fabe0761eb353627b3bde80
321-U1337A-33X-3-W 39/41-FORAM80,321,U1337,A,33,33-3,X,3,W,39/41-FORAM80,0,0,303.09,303.09,G,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,4,,1,,,,,1,,,,,,,,,,2,,,,2,,,,,,,,,,,,2,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,,,,,,,,,1,,2,,,,,,,,,,,2,,,,,,,,,,,,1,2,,,,,,,Bathymetry=LB-A; P/B=9/81,fa9254b4a53499ded9e3702c595e0b6d
321-U1337A-33X-5-W 39/41-FORAM82,321,U1337,A,33,33-5,X,5,W,39/41-FORAM82,0,0,306.09,306.09,G,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,,,,,1,2,,14,,7,1,1,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,3,6,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,2,,,2,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=30/70,218ed86be20f173559f4a837c41acc95
321-U1337A-33X-CC-PAL,321,U1337,A,33,33-CC,X,CC,PAL,,0,0,309.25,309.25,G,,,,,,,,,2,,,7,,,,,,,,,,,1,,,,,,,6,,,,,3,,,38,,23,,,,,2,2,,,,,,,,,2,,,,,,,,,1,1,,,,,,8,2,2,,,,,,,,12,,1,,,,,,,,,,,,,,3,,,9,,,,,,,,2,,,,,,1,,,,,,1,4,4,3,,,4,,,,,,,,,2,,,3,,1,1,,,,1,,,,,,4,,,,,,,,,,,,,2,,,,,,,Bathymetry=LB-A; P/B=1/99,eacc89e03dd2775191716f36fcd3d91a
321-U1337A-34X-3-W 63/65-FORAM,321,U1337,A,34,34-3,X,3,W,63/65-FORAM,0,0,312.93,312.93,G,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,6,,2,,,,1,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,1,,1,,,,,,,Bathymetry=LB-A; P/B=3/93,da47f6d65655261bcdca3d4dce745fb4
321-U1337A-34X-6-W 63/65-FORAM,321,U1337,A,34,34-6,X,6,W,63/65-FORAM,0,0,317.43,317.43,G,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,9,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,Bathymetry=LB-A; P/B=1/99,17e3c6561debada616c6056000478af6
321-U1337A-34X-CC-PAL,321,U1337,A,34,34-CC,X,CC,PAL,,0,0,318.36,318.36,G,,,,,,,,,2,,1,11,,,,,,,,,,,,,,,,,,,,,1,,15,7,,12,,21,6,1,,,4,1,,,,,,,,,2,,,,2,,,1,,,10,,,,,,17,,,,,,,,,,14,,,,,,1,,,,,,,,,,4,,,26,,,,,,,,3,1,,1,,,,,,,,,,1,1,1,,,1,,,2,,,,,,,,,,,2,2,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=7/93,d21ef49a2790c41e0563de412c45a741
321-U1337A-35X-4-W 50/52-FORAM,321,U1337,A,35,35-4,X,4,W,50/52-FORAM,0,0,323.9,323.9,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,1,,,5,,,,1,,,1,2,,,,,,,,,3,,,,1,,,,,,2,,,,,,4,,2,,,,2,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=14/86,6dfa6520272dd3f897a565359a3f3289
321-U1337A-35X-6-W 50/52-FORAM,321,U1337,A,35,35-6,X,6,W,50/52-FORAM,0,0,326.9,326.9,G,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,2,,,,,2,3,,10,,,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Bathymetry=LB-A; P/B=16/84,45470114e46d2fcf60260d9350aeb9e0
321-U1337A-35X-CC-PAL,321,U1337,A,35,35-CC,X,CC,PAL,,0,0,327.23,327.23,G,,,,,,,,,,,,3,,,,,,,,,,,1,,,2,,,,,,,2,,10,2,,9,,1,2,,,,,,,,,,,,,,,,,,1,,,,1,,3,,,,,,11,6,5,,,,1,,,,8,,1,,1,,,,,,,,,,,,2,,,18,,,,,,,2,1,3,,1,,,2,,1,,,,,,,,,,,,,,,,,,,2,,1,2,,1,,,,,,,,,,,2,,,,,,,,,,,2,,1,,,,,,,Bathymetry=LB-A; P/B=5/95,fd03b3535819452e8f13e1a8571278f4
321-U1337A-36X-2-W 90/92-FORAM,321,U1337,A,36,36-2,X,2,W,90/92-FORAM,0,0,330.9,330.9,M,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,1,,,,,3,,,,,,,,,,,,,,,,,,,5,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=9/91,6b213bbb440eca09c92b4229e5986841
321-U1337A-36X-4-W 90/92-FORAM,321,U1337,A,36,36-4,X,4,W,90/92-FORAM,0,0,333.9,333.9,M,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,1,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=99/1,7898fbebb252b029143e53fd5bee496d
321-U1337A-36X-CC-PAL,321,U1337,A,36,36-CC,X,CC,PAL,,0,0,338.15,338.15,G,,,,,,,,,3,,1,,,,,,,,,,,,1,,,,,,,3,,,1,,7,7,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,8,2,4,,,,1,,,,11,,,,,,,,,,,,,,,,6,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,2,37,,,,,17,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,Bathymetry=LB-A; P/B=99/1,0aa77e91307dcd3828fc2e18cb78a08d
321-U1337A-37X-2-W 78/80-FORAM,321,U1337,A,37,37-2,X,2,W,78/80-FORAM,0,0,340.28,340.28,G,,,,,,,,,2,,,3,,,,,,,,,1,,,,,,,,,,,2,1,,3,2,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,16,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=99/1,78d46219b5841aec9972f54bd1a5361e
321-U1337A-37X-4-W 84/86-FORAM84,321,U1337,A,37,37-4,X,4,W,84/86-FORAM84,0,0,343.34,343.34,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=99/1,9d883841229866fda201e3680b552e13
321-U1337A-37X-CC-PAL,321,U1337,A,37,37-CC,X,CC,PAL,,0,0,347.64,347.64,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=-,6b198f1758e652f2579d0a53711c4d44
321-U1337A-38X-2-W 90/92-FORAM24,321,U1337,A,38,38-2,X,2,W,90/92-FORAM24,0,0,350,350,M,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,8,,1,2,,,,,,,,,,,1,,,2,,,,1,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=10/90,31a534af74fe01feded44c15ebdaa5c3
321-U1337A-38X-CC-PAL,321,U1337,A,38,38-CC,X,CC,PAL,,0,0,352.65,352.65,G,,,,,,,,,2,,,4,,,,,,,,,,,1,,,,,,,1,,,,,,1,,10,,,,1,,,1,2,,,,,,,,,4,,,,,4,,,,,1,,,,,,3,1,,,,,,,,,5,,,,1,,,,,,,,,,,,4,,,21,,,3,,,,,2,,,,,,,,,,,,,,1,2,,,2,,,2,,,,,,13,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bathymetry=LB-A; P/B=20/80,8718345304a63786b46bdeac7e254f0e
321-U1337A-39X-2-W 63/65-FORAM50,321,U1337,A,39,39-2,X,2,W,63/65-FORAM50,0,0,359.33,359.33,M,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,1,4,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=45/55,79693e2e80b8fd131f8b79353666beca
321-U1337A-39X-4-W 62/64-FORAM47,321,U1337,A,39,39-4,X,4,W,62/64-FORAM47,0,0,362.32,362.32,M,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=11/89,026cc2d3f5609df360ae9b47fa83af80
321-U1337A-39X-CC-PAL,321,U1337,A,39,39-CC,X,CC,PAL,,0,0,366.85,366.85,G,,,,,,,,,1,,,2,,,,,,,,,2,,1,,,,,,,3,,1,2,,10,5,,23,,,2,1,,,,,,,,,,,,,3,,,,1,,,,,,9,,,,,,11,5,2,,,,1,,,,4,,,,1,,,,,,,,,,,,2,,,27,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,7,,1,,,6,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,Bathymetry=LB-A; P/B=38/62,02b069dc5126114f1955093f5c07ae9d
321-U1337A-40X-2-W 56/58-FORAM66,321,U1337,A,40,40-2,X,2,W,56/58-FORAM66,0,0,368.86,368.86,M,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,4,,,,,,1,,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,5,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Bathymetry=LB-A; P/B=1/99,1e47bd7f55489b8f7d001295f87f014d
321-U1337A-40X-4-W 55/57-FORAM68,321,U1337,A,40,40-4,X,4,W,55/57-FORAM68,0,0,371.85,371.85,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=15/35,4189f5219c33492a7087eb769f2b28c3
321-U1337A-40X-CC-PAL,321,U1337,A,40,40-CC,X,CC,PAL,,0,0,376.47,376.47,G,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,1,,,,,8,7,,8,,,1,4,,,1,,,,,,,,,,2,,,,2,,,,,,5,,,,,,15,1,3,,,,,,,,,4,,,1,,,,,,,,,,,,6,,,16,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,5,,,,,,,Bathymetry=LB-A; P/B=65/35,0f2e3c5dd7fffa9d956151dbea8461b4
321-U1337A-41X-2-W 64/66-FORAM93,321,U1337,A,41,41-2,X,2,W,64/66-FORAM93,0,0,378.54,378.54,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,2,,,,,1,,,,,,1,,,2,,,,,,,,,,2,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Bathymetry=LB-A; P/B=12/88,e64eef5d8abd15f62bf529466ce956c6
321-U1337A-41X-4-W 64/65-FORAM94,321,U1337,A,41,41-4,X,4,W,64/65-FORAM94,0,0,381.54,381.54,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,3,,3,,,,2,,,,1,,,,,,,,,3,,,,,,,,,,3,,,,,,4,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Bathymetry=LB-A; P/B=13/87,c68b64304c34aceb4929e0a3f47719de
321-U1337A-41X-CC-PAL,321,U1337,A,41,41-CC,X,CC,PAL,,0,0,386.06,386.06,G,,,,,,,,,2,,,3,,,,,,,,,,,,,,2,,1,,,,1,,,13,1,,14,,,1,,,,1,2,,,,,,,,,3,,,,3,1,,,,,16,,,,,,11,3,4,,,,2,,,,4,,,,4,,,,,,,,,,,,1,,,26,,,,,,,,2,2,,,,,4,,,,,,,,1,,,,1,,,,,,,,,3,,,1,,2,1,,,,,,,,,,,1,,,,,,,,,,1,,5,,,,,,,Bathymetry=LB-A; P/B=7/93,4bd1202c76e4bd7a43e2de45eb73d51f
321-U1337A-42X-2-W 110/112-FORAM,321,U1337,A,42,42-2,X,2,W,110/112-FORAM,0,0,388.6,388.6,M,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,1,,,2,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,,4,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bathymetry=LB-A; P/B=12/88,05bfa40ea8f2405f6274e717dbcb5393
321-U1337A-42X-4-W 79/81-FORAM,321,U1337,A,42,42-4,X,4,W,79/81-FORAM,0,0,391.29,391.29,G,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,1,,,,,3,,,2,,,1,,,,1,1,,,,,,,,,4,,,,,,,,,,3,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,Bathymetry=LB-A; P/B=7/93,6c81f19346514140d2a27fc3132d399a
321-U1337A-42X-CC-PAL,321,U1337,A,42,42-CC,X,CC,PAL,,0,0,394.23,394.23,G,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,3,,,2,,3,2,,21,,,2,2,,,2,1,,,,,,2,,,3,,,,1,1,,,,,4,,,,,,6,2,1,,,,2,,,,6,,,,2,,,,,,,,,,,,1,,,12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=1/99,4cd694940f82d2d42a50d5a105835c17
321-U1337A-43X-3-W 79/82-FORAM53,321,U1337,A,43,43-3,X,3,W,79/82-FORAM53,0,0,399.39,399.39,G,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathymetry=LB-A; P/B=1/99,370e3a2d85cb0bb0f72ec55e5b03fd15
