Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Emiliania huxleyi,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Cyclicargolithus floridanus,Cyclicargolithus abisectus,Reticulofenestra bisecta,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus +grill,Umbilicosphaera sp.,Umbilicosphaera rotula,Umbilicosphaera jafari,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Tetralithoides quadrilaminata,Clausicoccus fenestratus,Hughesius tasmaniae,Hughesius gizoensis,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera ampliaperta,Helicosphaera obliqua,Helicosphaera recta,Pontosphaera sp.,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera globulata,Rhabdosphaera clavigera,Syracosphaera pulchra,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera tenuis,Holodiscolithus macroporus,Calciosolenia sp.,Coronosphaera mediterranea,Ilselithina fusa,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster calcaris,Discoaster altus,Discoaster sp. cf. D. brouweri,Discoaster surculus,Discoaster variabilis,Discoaster exilis,Discoaster deflandrei,Discoaster bollii,Discoaster musicus,Discoaster petaliformis,Discoaster kugleri,Discoaster sp. cf. D. variabilis,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster berggrenii ssp. extensus,Discoaster bergenii,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Catinaster calyculus,Sphenolithus abies,Sphenolithus heteromorphus,Sphenolithus pseudoheteromorphus,Sphenolithus belemnos,Sphenolithus conicus,Sphenolithus ciperoensis,Sphenolithus calyculus,Sphenolithus delphix,Sphenolithus capricornutus,Ceratolithus cristatus,Ceratolithus armatus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Nicklithus amplificus,Orthorhabdus rugosus,Orthorhabdus striatus,Orthorhabdus serratus,Orthorhabdus rioi,Triquetrorhabdulus carinatus,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Minylitha convallis,Florisphaera profunda,Thoracosphaera heimii,Scrippsiella sp.,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1471E-37R-1-W,90,90,936.7,936.7,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,37,R,1,W,b06fdb5e41c2d6da04e2a91907cfd650
359-U1471E-37R-2-W,16,16,937.38,937.38,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,37,R,2,W,03b1591e788960b5706752f6647c8435
359-U1471E-37R-2-W,79,79,938.01,938.01,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,37,R,2,W,32c1ae428c10387aad250a106f0fc3d1
359-U1471E-37R-3-W,27,27,938.92,938.92,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,37,R,3,W,fdb80d644b0b8d988ba70dc881fe1db5
359-U1471E-37R-3-W,95,95,939.6,939.6,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,37,R,3,W,e067c517ff16ebb3ab4ba6f5ab960b94
359-U1471E-37R-CC-PAL,0,1,939.98,939.99,,,M,A,,,,,,,,,C,A,C,C,,,F,,F,,,,,,,C,R,,,,,,,C,,,,,,,F,R,,,,,,,,,,,,,,,,,,C,,,C,,,,,,F,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,37,R,CC,PAL,9fa10557aa549053219b19b699ef65fe
359-U1471E-38R-1-W,75,75,946.25,946.25,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,38,R,1,W,af4bc4b4f4699438a061856f64bddb9f
359-U1471E-38R-2-W,75,75,947.65,947.65,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,38,R,2,W,555621cdacec7f5fe7467300c66d4c98
359-U1471E-38R-3-W,45,45,948.72,948.72,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,38,R,3,W,0a0812b4c9331d7585e5f18de224754f
359-U1471E-38R-3-W,75,75,949.02,949.02,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,38,R,3,W,560bdccb0afd99befbfc9a249b338527
359-U1471E-38R-4-W,75,75,950.36,950.36,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,38,R,4,W,785a62a0feae4bf8404739708347c51b
359-U1471E-38R-CC-PAL,0,1,950.73,950.74,,,M,A,,,,,,,,,,A,C,C,,,F,,,R,,,,,R,F,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,C,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,38,R,CC,PAL,240b836d6b0ae783cdea99c6bc53deb6
359-U1471E-39R-1-W,75,75,955.95,955.95,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,39,R,1,W,66ad2e9451ed52de5f4faf6c82e35b1e
359-U1471E-39R-2-W,75,75,957.46,957.46,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,39,R,2,W,25444aa8845bead98ea0a2c644b5cc37
359-U1471E-39R-3-PAL,0,1,959.11,959.12,,,M,A,,,,,,,,,,A,C,C,,,C,,R,R,,,,R,,C,,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,F,,,R,,F,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,39,R,3,PAL,41c15c8c256f78efe3043f3386df8db2
359-U1471E-39R-3-W,75,75,958.89,958.89,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,39,R,3,W,3df18e2a19edbcc17ddad914c098c78f
359-U1471E-40R-1-W,38,38,965.28,965.28,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,1,W,a735421414dcdc9b33b359e5118eec10
359-U1471E-40R-1-W,52,52,965.42,965.42,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,1,W,ae57befc5d7a1ebd3e74948a4bca9daa
359-U1471E-40R-1-W,77,77,965.67,965.67,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,1,W,2a0e5c82a91a0eafb18dd57e15209163
359-U1471E-40R-2-W,125,125,967.58,967.58,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,2,W,edd777cf8d72cb790a16628487701025
359-U1471E-40R-3-W,75,75,968.54,968.54,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,40,R,3,W,9a144f3b01c5f8dc360dd14e3ca94f12
359-U1471E-40R-CC-PAL,0,1,969.02,969.03,,,G,A,,,,,,,,,A,A,A,C,,,F,,R,R,,,,,R,C,R,R,,,,,,C,,,F,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,40,R,CC,PAL,47237721f794f4660f49e79470f5d38c
359-U1471E-41R-2-W,61,61,971.63,971.63,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,41,R,2,W,106a3b14f5661af66d214a8cb0ccc8c3
359-U1471E-41R-2-W,68,68,971.7,971.7,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,41,R,2,W,39be2db60e1beacb5f8476de6aa44c79
359-U1471E-41R-CC-PAL,0,5,973.11,973.16,,,M,A,,,,,,,,,C,A,A,R,,,F,,,,,,,,R,C,R,R,,,,,F,C,,,R,,,,,P,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,41,R,CC,PAL,2db23088d6e7d06565cb64301694c088
359-U1471E-42R-1-W,10,10,974.7,974.7,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,42,R,1,W,523bc369f393ea473c8d82d9e11db4ab
359-U1471E-42R-1-W,15,15,974.75,974.75,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,42,R,1,W,c34c4d178f9a93aa4b66f4190f192404
359-U1471E-42R-4-W,52,52,979.61,979.61,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,42,R,4,W,94c5800c090bcb4d7b79962222397bc6
359-U1471E-42R-4-W,67,67,979.76,979.76,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,42,R,4,W,fcf9596388108fe51adc13434e79a3d4
359-U1471E-42R-CC-PAL,0,5,980.2,980.25,,,M,A,,,,,,,,,,A,A,,,,F,,R,F,,,,,,C,,,,,,,F,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,R,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,42,R,CC,PAL,7f00568c52d53905995a872ceb5a5298
359-U1471E-43R-1-W,65,65,984.95,984.95,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,43,R,1,W,e9b52ce6f6b46b6dd5fa2df19861e9f4
359-U1471E-43R-3-W,64,64,987.7,987.7,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,43,R,3,W,4799160dfff316efe6e0d548999516ea
359-U1471E-43R-5-W,92,92,990.81,990.81,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,43,R,5,W,af7136f34ab7f3e060cdea8854451141
359-U1471E-43R-CC-PAL,0,5,991.31,991.36,,,M,C,,,,,,,,,,C,,C,,,F,,F,R,,,,,F,F,,,,,,R,,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,C,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,43,R,CC,PAL,7eb83cbbb9c8cd54bde587939b1f55c2
359-U1471E-44R-1-W,43,43,994.43,994.43,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,1,W,071343dcde165fc0c42ced7f864c8417
359-U1471E-44R-1-W,100,100,995,995,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,1,W,f8e37549990a9846892d9643a305df2a
359-U1471E-44R-2-W,83,83,996.1,996.1,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,2,W,af2998c74868b823018106e9281f7069
359-U1471E-44R-2-W,130,130,996.57,996.57,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,2,W,1a4218a073f5ed31f687d53d24db645e
359-U1471E-44R-3-W,100,100,997.74,997.74,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,3,W,ef1868c1c99f578bfc739b3882308925
359-U1471E-44R-4-W,60,60,998.81,998.81,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,4,W,9af642cfaf39f86419894afd0aa4519a
359-U1471E-44R-5-PAL,0,2,999.93,999.95,,,M,A,,,,,,,,,,A,C,F,,,F,,F,R,,,,,C,A,R,F,,,,,,F,,,,,R,,,P,,,,,,,,,,,,,,,,,,C,,,,C,,,,,C,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1471,E,44,R,5,PAL,091cd9ed621046ff1e28c2cada51078f
359-U1471E-44R-5-W,20,20,999.44,999.44,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDITIONAL SAMPLE CHECKED FOR NANNOFOSSIL PRESERVATIONS AND PRESENCE OF MARKERS BUT NOT LOGGED IN DETAIL,,,,359,U1471,E,44,R,5,W,87912a8093c2de88c4564876ab9d12a9
