Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Pseudammodochium sp. A	Pseudammodochium eximium	Naviculopsis spp.	Ebridians (indeterminate taxa)	Dictyocha carentis incerta	Corbisema elata	Corbisema apiculata	Ammodochium spp.	Actiniscus pentasterias s.l.	Naviculopsis aff. constricta	Hermesinopsis sp. A	Distephanus antiquus	Dictyocha rotundata rotundata	Dictyocha deflandrei	Pseudammodochium sp. B	Pseudammodochium dictyoides	Naviculopsis spp. fragments	Hermesinella conata	Dictyocha carentis carentis	Dictyocha bryonalis (medusoid)	Corbisema lamellifera constricta	Corbisema hastata	Carduifolia gracilis	Ammodochium sp. A	Ammodochium doliolum	Falsebria ambiqua	Distephanus crux crux	Corbisema reducta	Corbisema convexa	Ammodochium serotinum	Spongebria marthae	Naviculopsis eobiapiculata	Naviculopsis aspera	Hermesinum acus	Hermesinopsis valida	Haplohermesinum cornuta	Distephanus speculum  pentagonus	Dictyocha transitoria	Dictyocha spp.	Dictyocha rotundata secta	Dictyocha bryonalis subsp. A	Dictyocha bryonalis bryonalis	Corbisema spp.	Corbisema globulata	Ammodochium danicum	Septamesocena apiculata glabra	Pseudammodochium spp.	Naviculopsis minor	Macrora stella	Hermesinum obliquum	Hermesinum geminum	Haplohermesinum hovassei	Ebriopsis crenulata	Ditripodium spp.	Distephanus speculum f. schulzii	Distephanus crux subsp. A	Dictyocha martinii	Cannopilus hemisphaericus	Cannopilus cf. hemisphaericus	Ammodochium pyramidale	Actiniscidians indetrminate taxa	Naviculopsis biapiculata	Hermesinopsis exigua	Hermesinella schulzii	Foliactiniscus atlanticus	Falsebria rossica	Carduifolia spp.	Cannopilus jouseae	Distephanus speculum speculum	Distephanus speculum (diverse forms)	Corbisema triacantha s.l.	Hermesinella fenestrata	Ammodochium rectangulare	Distephanus norvegiensis	Corbisema lamellifera lamellifera	Dictyocha precarentis	Actiniscus elongatus	Haplohermesinum sp. A	Carduifolia onopordoides	Hermesinella cf. transversa	Corbisema spinosa	Mesocena quadrangula	Corbisema lamellifera hastata	Corbisema angularis	Synuracean taxa	Distephanus speculum speculum f. septenarius	Hermesinopsis spp.	Distephanus paulii	Dictyocha obliqua	Corbisema archangelskiana	Hermesinella paraconata	Lyramula furcula	Thranium sp.	Comment

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 32	X	 2	  57.00	    295.2700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MG                	R                     	R                       	                 	F                             	R                         	               	R                  	R               	F                           	                            	                   	                    	R                            	R                   	                      	R                          	                           	                   	                           	                              	                                	                 	F                   	R                	                    	                 	R                    	R                	                 	                     	                  	R                         	                   	               	                    	                       	F                               	                     	              	                         	F                           	R                            	              	                   	                   	                              	                     	                  	              	                   	                  	                        	R                  	                	                                	                         	                  	R                        	                             	R                     	                                	                        	                    	                     	                         	R                	                	R                 	R                            	                                    	                         	                       	                        	                        	                                 	                     	R                   	R                    	R                       	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 32	X	 3	  53.00	    296.7300	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MG                	                      	R                       	                 	R                             	R                         	               	                   	R               	F                           	R                           	                   	                    	R                            	                    	                      	                           	                           	R                  	                           	                              	                                	                 	F                   	R                	                    	                 	R                    	                 	                 	                     	                  	R                         	                   	               	                    	                       	C                               	                     	R             	                         	F                           	F                            	              	                   	                   	R                             	                     	                  	R             	                   	                  	                        	                   	                	                                	                         	                  	R                        	                             	R                     	                                	                        	                    	                     	R                        	R                	                	                  	                             	                                    	R                        	                       	                        	                        	                                 	                     	R                   	R                    	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 32	X	 4	  58.00	    298.2800	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MG                	T                     	R                       	                 	F                             	R                         	               	                   	R               	F                           	                            	                   	                    	                             	                    	                      	                           	                           	R                  	                           	R                             	                                	                 	F                   	R                	                    	                 	R                    	R                	                 	                     	                  	R                         	                   	               	R                   	                       	C                               	T                    	              	                         	F                           	F                            	              	                   	                   	R                             	                     	                  	              	                   	                  	                        	                   	                	                                	R                        	                  	R                        	                             	R                     	                                	R                       	                    	R                    	R                        	                 	                	                  	                             	                                    	R                        	R                      	                        	                        	                                 	R                    	R                   	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 32	X	 5	  58.00	    299.7800	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	                      	R                       	                 	F                             	R                         	               	                   	R               	F                           	                            	                   	                    	                             	R                   	R                     	                           	+                          	R                  	                           	R                             	                                	                 	C                   	                 	                    	                 	R                    	                 	                 	                     	                  	                          	                   	               	                    	                       	C                               	                     	              	                         	F                           	F                            	              	                   	                   	R                             	R                    	                  	              	                   	R                 	                        	                   	                	                                	R                        	                  	R                        	                             	R                     	                                	                        	                    	                     	R                        	                 	                	                  	                             	                                    	                         	R                      	                        	                        	R                                	R                    	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 32	X	 6	  56.00	    301.2600	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	                      	R                       	                 	R                             	                          	               	R                  	R               	R                           	                            	                   	                    	                             	                    	                      	                           	+                          	                   	                           	                              	                                	                 	R                   	R                	                    	R                	                     	                 	R                	                     	                  	                          	                   	               	                    	                       	F                               	                     	              	                         	R                           	R                            	              	                   	                   	R                             	                     	                  	              	                   	R                 	                        	R                  	                	                                	                         	                  	R                        	                             	R                     	                                	                        	                    	                     	                         	                 	                	                  	R                            	                                    	R                        	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 33	X	 1	  57.00	    303.3700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	R                     	F                       	R                	F                             	R                         	               	                   	R               	F                           	R                           	                   	                    	R                            	R                   	R                     	R                          	                           	R                  	                           	R                             	                                	                 	F                   	R                	                    	                 	                     	R                	R                	                     	                  	                          	                   	               	R                   	                       	A                               	R                    	              	R                        	C                           	R                            	              	                   	                   	R                             	                     	                  	R             	                   	R                 	                        	R                  	                	R                               	R                        	                  	R                        	                             	R                     	                                	                        	                    	R                    	R                        	                 	                	                  	R                            	                                    	                         	                       	                        	R                       	R                                	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 33	X	 2	  57.00	    304.8700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MG                	                      	R                       	                 	R                             	                          	               	                   	                	F                           	                            	R                  	                    	R                            	R                   	R                     	                           	+                          	                   	R                          	R                             	                                	                 	R                   	R                	                    	                 	                     	                 	                 	                     	R                 	                          	                   	               	                    	                       	C                               	                     	              	                         	F                           	F                            	              	                   	                   	R                             	                     	                  	              	                   	R                 	                        	                   	                	                                	R                        	                  	R                        	                             	                      	                                	                        	                    	                     	R                        	                 	                	                  	                             	                                    	                         	R                      	R                       	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 33	X	 3	  57.00	    306.3700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MG                	                      	R                       	                 	F                             	                          	               	                   	                	F                           	                            	                   	                    	                             	R                   	                      	                           	                           	                   	R                          	                              	                                	                 	F                   	                 	                    	                 	                     	                 	                 	                     	                  	R                         	                   	               	R                   	                       	A                               	                     	              	                         	F                           	F                            	              	                   	                   	R                             	                     	                  	R             	                   	R                 	                        	R                  	                	                                	R                        	R                 	R                        	                             	R                     	                                	                        	                    	R                    	R                        	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 33	X	 4	  56.00	    307.8600	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	                      	R                       	                 	R                             	                          	               	R                  	                	F                           	                            	                   	                    	R                            	R                   	                      	R                          	                           	R                  	R                          	R                             	                                	                 	R                   	                 	                    	                 	R                    	                 	                 	                     	R                 	                          	                   	               	                    	                       	C                               	                     	              	                         	F                           	R                            	              	                   	                   	R                             	                     	                  	R             	                   	                  	R                       	                   	                	                                	R                        	                  	R                        	                             	R                     	                                	                        	                    	                     	                         	                 	                	                  	R                            	R                                   	R                        	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 33	X	 5	  57.00	    309.3700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	                      	                        	                 	R                             	R                         	               	                   	                	F                           	                            	                   	                    	                             	                    	                      	                           	                           	                   	R                          	                              	                                	                 	R                   	                 	                    	                 	                     	                 	                 	                     	                  	                          	                   	               	                    	                       	F                               	                     	R             	                         	R                           	R                            	              	                   	                   	R                             	                     	                  	F             	                   	                  	                        	                   	                	R                               	                         	                  	R                        	                             	                      	                                	                        	                    	                     	R                        	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 33	X	 6	  57.00	    310.8700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	                      	                        	                 	R                             	                          	               	                   	                	F                           	                            	                   	                    	                             	                    	                      	                           	                           	                   	                           	R                             	                                	                 	R                   	                 	                    	                 	R                    	                 	                 	                     	                  	                          	                   	               	R                   	                       	A                               	                     	              	                         	F                           	F                            	              	                   	R                  	R                             	                     	                  	F             	                   	R                 	                        	                   	                	R                               	                         	                  	R                        	                             	R                     	                                	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 34	X	 1	  57.00	    313.0700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	T                     	                        	                 	R                             	                          	               	                   	R               	R                           	                            	                   	                    	R                            	R                   	T                     	T                          	                           	                   	                           	                              	                                	                 	R                   	R                	                    	                 	                     	                 	                 	                     	                  	                          	                   	               	                    	                       	                                	                     	R             	R                        	                            	                             	              	                   	                   	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	R               	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 34	X	 2	  57.00	    314.5700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	T                     	C                       	                 	C                             	F                         	T              	                   	R               	F                           	R                           	F                  	R                   	C                            	F                   	C                     	R                          	                           	                   	R                          	                              	                                	                 	R                   	F                	                    	                 	                     	R                	T                	                     	                  	T                         	T                  	F              	R                   	                       	R                               	R                    	R             	R                        	R                           	R                            	              	                   	                   	                              	R                    	R                 	F             	                   	T                 	                        	R                  	                	R                               	                         	                  	                         	                             	T                     	R                               	R                       	R                   	R                    	R                        	R                	R               	R                 	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 34	X	 3	  57.00	    316.0700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	                      	T                       	                 	C                             	R                         	               	R                  	F               	F                           	                            	R                  	                    	F                            	R                   	C                     	R                          	                           	                   	R                          	R                             	                                	                 	R                   	F                	                    	                 	                     	R                	T                	                     	                  	T                         	                   	F              	R                   	                       	R                               	T                    	              	T                        	R                           	F                            	              	                   	R                  	T                             	R                    	T                 	R             	R                  	T                 	R                       	T                  	R               	F                               	T                        	T                 	T                        	R                            	R                     	T                               	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	                  	              	151	 908	A	 34	X	 4	  57.00	    317.5700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	R                     	R                       	                 	F                             	R                         	               	                   	R               	F                           	R                           	R                  	                    	R                            	R                   	R                     	R                          	                           	                   	R                          	R                             	                                	                 	R                   	R                	                    	R                	                     	R                	                 	                     	R                 	R                         	T                  	T              	R                   	T                      	T                               	T                    	R             	T                        	R                           	R                            	R             	T                  	R                  	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	                  	              	151	 908	A	 34	X	 5	   9.00	    318.5900	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	                      	                        	                 	R                             	R                         	R              	R                  	R               	                            	                            	R                  	                    	R                            	R                   	R                     	                           	                           	                   	R                          	                              	R                               	                 	                    	R                	                    	R                	R                    	R                	R                	R                    	                  	                          	                   	               	                    	                       	                                	                     	              	                         	                            	                             	              	                   	                   	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	                  	              	151	 908	A	 35	X	 1	  30.00	    320.5000	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	Fr             	P                 	                      	                        	                 	R                             	                          	               	                   	                	                            	                            	                   	                    	                             	                    	                      	                           	                           	                   	                           	                              	                                	                 	                    	                 	R                   	                 	                     	                 	                 	                     	                  	                          	                   	               	                    	                       	                                	                     	              	                         	                            	                             	              	                   	                   	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	                  	              	151	 908	A	 35	X	 2	   9.00	    321.7900	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	                      	                        	                 	F                             	R                         	               	                   	R               	F                           	                            	                   	R                   	                             	                    	R                     	R                          	+                          	R                  	R                          	R                             	R                               	R                	R                   	R                	                    	                 	                     	                 	                 	                     	                  	                          	                   	               	                    	                       	                                	                     	              	                         	                            	                             	              	                   	                   	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	                  	              	151	 908	A	 35	X	 3	   9.00	    323.2900	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	                      	R                       	                 	R                             	R                         	               	                   	                	                            	R                           	R                  	R                   	R                            	R                   	                      	                           	                           	                   	                           	                              	                                	                 	                    	                 	                    	                 	                     	                 	                 	                     	                  	                          	                   	               	                    	                       	                                	                     	              	                         	                            	                             	              	                   	                   	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108
